Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,Vel,10thVel,90thVel,MxVel,VelRange,HorzBrk,VertBrk,IndVertBrk,Spin,MxSpin,RelX,RelZ,Extension,EffectVel,HorzRelAngle,VertRelAngle,PlateVel,HorzApprAngle,VertApprAngle,PVX,PVZ
86,1230206464,J. Rizzo,John Rizzo,Rizzo,John,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,13,897,88.3,82.6,90.6,92.9,7.9,7.6,-19.1,16.3,2169.8,2370.3,-24.5,63.5,6.56,88.8,-2.84,-1.22,80.0,-1.47,-4.89,2.9,-9.9
87,1163548928,R. Orloski,Robert Orloski,Orloski,Robert,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,27,1214,88.3,80.3,93.6,97.0,13.3,1.7,-21.0,16.4,2447.0,2917.6,-6.8,77.0,5.35,86.7,-1.05,-2.30,80.2,-0.75,-6.23,1.4,-12.5
88,1656400118,C. Crossland,Cade Crossland,Crossland,Cade,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,L,16,1293,88.3,81.8,94.0,97.8,12.2,-14.6,-25.9,11.2,2237.2,2749.2,24.0,69.0,5.48,87.0,3.15,-1.44,80.2,0.60,-6.17,-1.0,-12.5
89,1693525648,C. Hunter,Caden Hunter,Hunter,Caden,P,University of Southern California,USC,5047,USC,BBC,R,L,16,1307,88.2,80.1,93.0,97.0,12.9,-9.6,-21.1,15.0,1972.2,3084.2,21.5,70.9,6.31,88.2,2.88,-2.15,80.2,1.14,-6.15,-2.2,-12.4
90,1093169920,H. Andrews,Heath Andrews,Andrews,Heath,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,14,1075,88.2,83.1,93.4,95.3,10.2,1.6,-31.7,5.1,2522.8,3082.9,-21.6,69.9,5.63,87.1,-2.10,-1.11,80.5,-1.80,-6.94,3.5,-14.3
91,1257443072,B. Renfrow,Brett Renfrow,Renfrow,Brett,P,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,15,1265,88.2,82.1,94.5,97.3,12.4,3.4,-26.5,9.5,2135.3,3586.1,-19.6,74.2,6.27,88.2,-2.16,-1.73,80.7,-1.53,-6.66,3.1,-13.6
92,1326983680,K. Echeman,Kaden Echeman,Echeman,Kaden,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,12,1034,88.2,78.2,93.0,96.0,14.8,1.9,-28.3,9.3,2214.8,2912.8,-26.6,67.3,5.84,86.9,-2.55,-0.88,79.3,-1.94,-5.74,3.7,-11.4
93,1098310656,J. Bean,Jacob Bean,Bean,Jacob,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,15,1179,88.2,82.2,92.8,96.3,10.6,5.1,-30.3,5.8,2184.6,2534.7,-15.2,66.7,6.31,88.2,-1.77,-0.85,79.8,-0.84,-6.52,1.5,-13.2
94,1211049217,K. Pallares,Kenji Pallares,Pallares,Kenji,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,15,1216,88.2,77.6,95.0,97.6,17.4,6.1,-28.1,9.2,2084.5,2632.7,-20.7,71.4,5.71,87.2,-2.42,-1.41,80.1,-1.33,-6.62,2.5,-13.3
95,1225968640,B. Moore,Ben Moore,Moore,Ben,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,16,1188,88.1,80.4,93.9,97.7,13.5,-7.4,-30.6,7.0,1933.5,2400.0,17.4,74.5,5.27,86.5,2.12,-1.46,80.2,0.81,-7.06,-1.4,-14.4
96,1692745387,N. Harris,Nate Harris,Harris,Nate,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,13,971,88.1,82.0,93.1,95.6,11.1,6.9,-26.8,9.9,2168.4,2705.3,-20.5,72.3,5.80,87.2,-2.64,-1.60,80.3,-1.40,-6.58,2.7,-13.4
97,1334000896,C. Allen,Cam Allen,Allen,Cam,P,Wright State University,WRST,5390,Wright State,BBC,R,R,16,1245,88.1,80.0,93.4,95.4,13.5,-3.1,-27.6,8.5,2382.8,2850.2,-15.9,70.9,6.15,87.8,-1.20,-0.96,80.5,-1.59,-6.06,3.2,-12.3
98,1142660352,N. Straniero,Nolan Straniero,Straniero,Nolan,P,Elon University,ELON,730252544,Elon,BBC,R,R,16,1203,88.1,81.4,92.6,96.6,11.2,4.5,-23.9,13.0,2308.6,2738.6,-11.1,75.7,5.72,87.2,-1.53,-2.05,80.0,-0.73,-6.50,1.4,-13.1
99,1297348096,K. McCoy,Kyle McCoy,McCoy,Kyle,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,L,14,1316,88.1,82.3,92.8,94.7,10.4,-12.2,-31.4,5.0,1712.8,2175.8,37.3,64.8,6.00,87.7,4.46,-0.38,80.2,2.29,-6.20,-4.5,-12.7
100,1236991744,K. Anderson,Kade Anderson,Anderson,Kade,P,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,19,1922,88.1,80.6,94.4,96.8,13.8,-2.0,-28.3,8.2,2312.1,3589.9,18.5,73.4,5.94,87.5,1.68,-1.46,80.5,1.32,-6.70,-2.6,-13.6
101,1307648256,J. Cebert,Jack Cebert,Cebert,Jack,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,19,1037,88.1,78.5,93.5,95.7,15.0,3.7,-28.6,7.0,2376.1,2796.1,-31.1,67.2,6.47,88.4,-2.98,-1.14,81.2,-2.29,-6.47,4.6,-13.3
102,1157400064,D. Mathiesen,Dylan Mathiesen,Mathiesen,Dylan,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,17,1157,88.1,81.1,92.8,95.3,11.7,4.3,-25.5,11.7,2628.3,3411.0,-21.7,61.5,5.39,86.6,-2.51,-0.63,80.3,-1.73,-5.36,3.3,-10.9
103,1275960320,F. OBrien,Finbar O'Brien,OBrien,Finbar,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,16,1347,88.1,81.3,92.3,94.0,11.0,10.5,-28.0,9.3,2403.9,2940.6,-20.1,59.4,5.59,86.8,-2.63,-0.24,79.7,-0.85,-5.43,1.3,-11.0
104,1123952128,G. Morris,Gavin Morris,Morris,Gavin,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,23,831,88.1,82.0,92.2,94.8,10.1,6.9,-26.2,10.0,2205.0,2801.3,-19.6,64.5,6.05,87.7,-2.52,-0.85,80.3,-1.27,-5.74,2.4,-11.7
105,1199765504,C. Christenson,Charlie Christenson,Christenson,Charlie,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,16,1373,88.0,82.5,92.4,94.8,9.9,7.6,-30.1,5.0,2181.4,3015.9,-32.4,56.3,6.61,88.8,-3.95,0.54,80.9,-2.56,-5.10,5.1,-10.5
106,1105483008,R. Norman,Ross Norman,Norman,Ross,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,16,1231,88.0,80.7,93.1,96.3,12.4,-0.8,-25.9,10.1,2398.6,2698.6,-15.7,76.6,6.30,88.2,-1.54,-1.87,80.5,-1.67,-6.71,3.4,-13.7
107,1132708864,N. Edders,Noah Edders,Edders,Noah,P,Troy University,TROY,730378496,Troy,BBC,R,R,14,1019,88.0,81.4,92.8,95.8,11.4,4.9,-25.2,11.2,2210.5,2679.5,-24.0,67.3,6.10,87.7,-2.73,-1.31,80.3,-1.86,-6.02,3.7,-12.2
108,1058441697,S. Jenkins,Sean Jenkins,Jenkins,Sean,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,19,1135,88.0,81.5,93.8,96.8,12.3,3.6,-30.2,7.0,2205.3,2844.5,-11.6,72.5,5.47,86.7,-1.48,-1.24,80.4,-0.84,-6.79,1.6,-13.9
109,1255332608,G. Ahern,Garrett Ahern,Ahern,Garrett,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,15,1340,87.9,79.2,92.9,95.0,13.8,13.9,-30.3,6.8,2099.8,2640.1,-12.0,66.1,5.68,86.7,-2.41,-0.46,80.2,0.07,-6.07,-0.3,-12.3
110,1323373824,J. Story,Jake Storey,Story,Jake,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,14,1125,87.9,81.3,92.2,94.4,10.8,0.3,-24.4,10.4,2337.8,2641.9,-10.3,68.9,6.78,88.9,-0.84,-1.45,81.3,-0.78,-6.04,1.6,-12.5
111,1288825344,N. Taylor,Nathan Taylor,Taylor,Nathan,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,15,1395,87.9,82.4,93.6,96.3,11.2,1.1,-29.5,6.4,2240.6,2975.2,-22.1,70.5,6.38,88.0,-2.18,-1.33,80.8,-1.98,-6.81,4.0,-13.9
112,1195482112,M. Jones,Merit Jones,Jones,Merit,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,15,1349,87.9,82.8,92.6,94.9,9.8,3.0,-29.8,6.6,2063.0,2447.2,-24.2,71.3,6.03,87.5,-2.69,-1.23,80.6,-2.15,-6.74,4.3,-13.8
113,1207928320,J. DeCaro,Jason DeCaro,DeCaro,Jason,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,16,1379,87.9,79.5,93.8,96.8,14.3,10.6,-28.7,9.3,2614.0,3215.4,-31.8,71.5,5.42,86.4,-3.88,-1.36,79.5,-1.99,-6.66,3.8,-13.3
114,1204043008,P. Kohn,Pico Kohn,Kohn,Pico,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,15,1364,87.8,80.4,93.1,95.0,12.7,-6.8,-27.4,10.3,2410.9,2841.5,39.6,72.2,5.65,86.6,3.97,-1.31,79.6,2.75,-6.37,-5.4,-12.8
115,1143046400,E. Marks,Easton Marks,Marks,Easton,P,Florida International University,FIU,4468,Florida International,BBC,R,R,14,1174,87.8,83.0,93.5,95.5,10.5,8.6,-29.2,8.3,2335.9,2793.2,-23.0,74.0,5.33,86.3,-2.93,-1.30,80.3,-1.41,-6.65,2.7,-13.6
116,1257398016,R. Bilka,Ryan Bilka,Bilka,Ryan,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,18,801,87.8,82.4,93.3,96.1,10.9,2.5,-28.1,9.4,2148.3,2662.3,-14.4,73.7,5.48,86.5,-1.49,-1.75,79.9,-1.04,-6.93,2.1,-14.0
117,1243275008,R. Kelly,Riley Kelly,Kelly,Riley,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,17,1215,87.8,78.6,93.0,96.5,14.4,0.8,-24.9,11.7,2448.1,3296.5,-25.5,76.1,6.51,88.0,-2.43,-1.94,79.4,-2.28,-6.63,4.5,-13.2
118,1310641921,G. Jones,Gavin Jones,Jones,Gavin,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,15,1160,87.8,77.7,92.8,93.8,15.1,5.2,-23.7,13.6,2236.8,3387.5,-7.0,77.4,5.57,87.1,-1.00,-2.36,80.1,-0.07,-6.77,-0.1,-13.7
119,1187057664,T. Scavone,Tommy Scavone,Scavone,Tommy,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,12,955,87.8,79.6,92.7,94.3,13.1,5.7,-22.7,14.0,2366.2,2939.9,-11.2,74.0,6.03,87.3,-1.69,-1.95,80.1,-0.66,-6.20,1.2,-12.5
120,1244431523,T. Kapa,Tyler Kapa,Kapa,Tyler,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,17,1321,87.7,80.3,92.7,96.5,12.4,2.3,-24.3,12.4,2182.3,2593.2,-11.2,68.5,6.23,87.4,-1.22,-1.24,79.7,-0.81,-5.79,1.5,-11.6
121,1199734331,J. Nedrow,Jack Nedrow,Nedrow,Jack,P,University of South Florida,USF,2292,South Florida,BBC,R,R,18,1035,87.7,83.7,91.3,93.4,7.6,0.6,-22.8,13.8,2360.9,2715.3,-24.8,75.6,5.91,87.1,-2.38,-1.98,80.2,-2.27,-6.25,4.6,-12.7
122,1790363222,D. Story,Dylan Story,Story,Dylan,P,High Point University,HP,730321152,High Point,BBC,R,R,15,1403,87.7,80.9,93.4,96.3,12.5,2.0,-31.3,5.9,2290.5,2859.6,-22.9,67.2,5.89,86.8,-2.26,-0.64,79.7,-1.89,-6.43,3.7,-13.0
123,1190568448,T. McKee,Tate McKee,McKee,Tate,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,16,1418,87.7,81.6,93.8,96.3,12.3,4.6,-32.6,4.7,2335.1,2691.0,-19.5,68.8,5.59,86.6,-2.35,-1.26,80.1,-1.52,-7.24,3.0,-14.8
124,1342169627,R. Piech,Ryan Piech,Piech,Ryan,P,Xavier University,XAV,5464,Xavier,BBC,R,R,14,1170,87.7,80.6,92.6,95.2,12.0,3.0,-22.5,14.4,2104.3,2615.9,-11.2,78.2,5.99,87.2,-1.37,-2.20,80.0,-0.75,-6.23,1.4,-12.5
125,1311551232,C. OHara,Connor OHara,OHara,Connor,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,17,1377,87.6,82.7,92.8,94.6,10.1,10.0,-32.2,5.2,2136.1,2491.6,-16.2,68.9,5.32,86.2,-2.30,-0.95,80.2,-0.53,-6.85,0.9,-14.0
126,1334328832,J. Hartlaub,Jacob Hartlaub,Hartlaub,Jacob,P,Ball State University,BALL,730195456,Ball State,BBC,R,R,15,1347,87.6,79.0,93.0,96.0,14.0,7.1,-22.6,13.3,2178.7,2476.6,-19.9,69.1,6.68,88.5,-2.55,-1.81,79.8,-1.26,-6.11,2.3,-12.3
127,1287055616,E. Albert,Eddie Albert,Albert,Eddie,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,10,943,87.6,80.3,93.3,95.3,13.0,3.7,-29.6,7.9,2189.0,2925.3,-18.4,62.8,5.52,86.7,-2.23,-0.52,79.7,-1.56,-6.00,2.9,-12.1
128,1153300736,J. Anker,Jack Anker,Anker,Jack,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,16,1678,87.6,78.0,92.1,94.5,14.1,6.8,-25.0,12.0,2187.8,2468.4,-20.5,68.8,6.07,87.2,-2.60,-1.27,79.6,-1.38,-5.96,2.6,-11.9
129,1235307520,E. Foster,Elijah Foster,Foster,Elijah,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,15,1292,87.6,78.4,93.8,95.8,15.4,5.5,-26.1,10.0,2183.2,2659.6,-31.9,60.5,6.78,88.4,-3.25,-0.37,79.5,-2.23,-5.33,4.3,-10.7
130,1312690944,R. Eikhoff,Riley Eikhoff,Eikhoff,Riley,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,17,1228,87.6,81.5,92.1,94.2,10.6,6.6,-34.0,3.7,2175.6,3302.1,-24.3,62.7,5.41,86.2,-2.75,-0.44,79.7,-1.57,-6.68,3.0,-13.6
131,1236990464,D. Reid,Dominick Reid,Reid,Dominick,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,15,1384,87.6,81.3,93.8,95.9,12.4,9.4,-28.2,7.5,2164.1,2677.4,-26.4,64.8,6.88,88.6,-3.35,-0.81,80.0,-1.64,-6.13,3.2,-12.4
132,1200305920,R. Peterson,Ryan Peterson,Peterson,Ryan,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,14,1298,87.6,79.7,92.1,93.3,12.5,5.1,-26.6,9.1,2516.0,3130.5,-16.6,65.5,6.62,88.3,-2.23,-0.91,80.4,-1.29,-5.90,2.5,-12.0
133,1303346688,A. Solis,Anthony Solis,Solis,Anthony,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,15,1038,87.6,79.7,91.6,94.6,11.9,9.7,-28.5,9.6,2110.5,2740.6,-14.6,76.1,5.20,85.8,-2.19,-1.49,79.7,-0.48,-6.72,0.8,-13.6
134,1143021312,G. Gambradella,Gianni Gambradella,Gambradella,Gianni,P,University of Maine,ME,730275840,Maine,BBC,R,R,15,986,87.5,80.1,90.7,93.3,10.6,10.2,-24.0,13.3,2020.9,2492.7,-16.7,74.4,6.03,86.7,-2.75,-1.82,79.0,-0.92,-6.34,1.7,-12.7
135,1153452544,J. Logar,Jackson Logar,Logar,Jackson,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,15,1334,87.5,79.9,91.7,93.8,11.8,7.4,-30.3,6.0,2251.0,2633.8,-23.1,58.8,6.42,87.7,-2.88,-0.30,79.7,-1.53,-5.98,2.9,-12.1
136,1278843253,T. Teixeira,Tim Teixeira,Teixeira,Tim,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,15,1295,87.5,80.5,92.6,95.0,12.1,5.7,-34.8,3.0,2551.2,3424.4,-30.8,64.7,5.78,86.1,-3.28,-0.08,79.3,-2.27,-6.49,4.4,-13.1
137,1166183424,M. Morrissey,M.T. Morrissey,Morrissey,M.T.,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,15,1347,87.5,80.9,92.8,96.0,11.9,7.5,-26.3,11.0,2016.5,2380.2,-25.9,70.0,5.92,86.8,-3.28,-1.30,79.3,-1.94,-6.22,3.8,-12.5
138,1191770880,T. Ellisen,Thomas Ellisen,Ellisen,Thomas,P,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,16,1169,87.4,81.0,92.7,95.0,11.7,2.0,-26.6,9.7,2196.3,3115.5,-21.2,71.8,6.52,87.8,-2.49,-1.56,79.8,-2.10,-6.52,4.2,-13.2
139,1130326784,I. Silva,Isaac Silva,Silva,Isaac,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,18,1413,87.4,80.7,92.8,95.3,12.1,9.0,-32.7,5.3,2195.2,2626.9,-31.9,58.9,5.52,86.0,-3.45,0.21,79.2,-1.84,-5.82,3.5,-11.8
140,1635844120,T. Schmitt,Tyler Schmitt,Schmitt,Tyler,P,University of Illinois,ILL,730163456,Illinois,BBC,R,R,15,1415,87.4,77.7,93.2,95.1,15.5,6.1,-27.6,9.9,2134.1,2721.7,-21.2,75.9,5.84,86.5,-2.50,-1.89,79.9,-1.32,-6.93,2.5,-14.0
141,1225719296,C. Proskey,Calvin Proskey,Proskey,Calvin,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,14,1160,87.4,81.8,92.0,93.9,10.2,6.9,-24.8,12.9,2218.5,2645.6,-25.3,72.8,5.88,86.7,-2.79,-1.56,78.7,-1.55,-6.22,2.9,-12.4
142,1201255936,T. Conklin,Tyler Conklin,Conklin,Tyler,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,11,991,87.3,79.9,91.2,93.4,11.3,7.6,-25.7,11.7,2384.4,2799.0,-15.7,63.1,5.51,86.3,-2.41,-0.96,80.0,-1.06,-5.72,2.0,-11.6
143,1100149248,P. Schmitz,Paul Schmitz,Schmitz,Paul,P,University of Houston,HOU,3030,Houston,BBC,R,R,14,1108,87.3,79.3,93.0,96.4,13.7,2.2,-24.2,12.3,2288.0,2639.1,-17.4,76.3,6.43,87.6,-1.73,-2.14,79.8,-1.34,-6.69,2.6,-13.5
144,1198512384,J. Wells,Jackson Wells,Wells,Jackson,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,17,1546,87.3,81.4,91.7,94.1,10.4,6.6,-25.1,11.5,2087.0,3511.0,-26.8,66.0,6.13,87.4,-3.06,-1.39,79.9,-1.87,-6.09,3.6,-12.3
145,1301684992,C. Fitzgerald,Colin Fitzgerald,Fitzgerald,Colin,P,University of Maine,ME,730275840,Maine,BBC,R,R,14,1377,87.3,82.0,91.9,94.1,9.9,-1.2,-29.3,7.9,2357.7,2696.5,-10.3,75.1,5.83,86.6,-0.96,-1.54,79.8,-1.17,-6.96,2.4,-14.1
146,1357310320,J. Marciano,Jake Marciano,Marciano,Jake,P,Virginia Tech,VT,2293,Virginia Tech,BBC,L,L,15,1085,87.3,79.4,91.4,93.0,12.0,-12.6,-25.3,11.9,2309.7,2657.2,24.8,65.5,6.00,86.8,3.28,-0.71,79.2,1.02,-5.45,-1.8,-10.9
147,1188014592,T. Pauley,Truman Pauley,Pauley,Truman,P,Harvard University,HARV,5450,Harvard,BBC,R,R,14,1307,87.3,80.8,93.6,95.7,12.8,-0.7,-26.3,11.2,2398.7,3015.9,-19.5,69.9,5.86,86.8,-1.51,-1.32,79.1,-1.62,-6.23,3.1,-12.4
148,1142126848,R. Ojeda,Ricky Ojeda,Ojeda,Ricky,P,UC Irvine,UCI,3031,UC Irvine,BBC,L,L,29,1151,87.3,76.3,92.3,95.5,16.0,-5.1,-21.9,14.5,2105.1,3006.8,17.3,65.9,6.99,88.6,2.27,-1.08,79.0,1.33,-5.29,-2.5,-10.4
149,1129425152,N. Higgins,Nolan Higgins,Higgins,Nolan,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,15,1097,87.3,79.2,93.1,95.2,13.9,2.2,-29.6,7.2,2214.5,2936.0,-19.1,70.3,6.08,87.1,-1.99,-1.25,80.2,-1.58,-6.74,3.1,-13.7
150,1184585216,C. Rothermel,Collin Rothermel,Rothermel,Collin,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,15,1185,87.3,79.1,93.2,95.5,14.2,5.4,-29.1,8.9,2464.5,3064.3,-17.9,65.6,5.60,86.0,-2.41,-0.73,79.4,-1.43,-6.11,2.8,-12.2
151,1184444416,D. Brooks,Daniel Brooks,Brooks,Daniel,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,17,1165,87.3,82.7,91.5,93.4,8.8,9.6,-21.0,16.1,2332.8,2592.9,-14.8,77.7,6.27,87.1,-2.30,-2.26,78.6,-0.57,-6.27,1.0,-12.5
152,1086409984,T. Bryan,Tyler Bryan,Bryan,Tyler,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,14,1262,87.2,80.0,93.9,97.0,13.9,2.1,-31.2,7.5,2215.2,2943.2,-18.6,77.3,5.01,85.3,-1.65,-1.66,79.5,-1.27,-7.34,2.4,-14.8
153,1162536960,A. DAlessio,Andrew DAlessio,DAlessio,Andrew,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,9,803,87.2,80.4,91.6,93.6,11.2,16.0,-32.5,5.3,2280.6,2768.1,-27.5,55.7,5.64,86.2,-3.90,0.38,79.2,-1.05,-5.62,1.9,-11.4
154,1287322880,R. Fox,Rory Fox,Fox,Rory,P,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,14,1120,87.2,80.6,93.2,95.7,12.6,6.8,-28.0,9.8,2260.3,2733.1,-25.3,69.4,5.75,86.3,-2.91,-0.80,79.2,-1.68,-6.00,3.3,-12.0
155,1713770973,B. Stone,Brandon Stone,Stone,Brandon,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,15,941,87.2,80.8,92.1,94.2,11.3,8.3,-33.7,3.8,2189.4,2722.4,-33.0,65.5,5.76,86.4,-3.63,-0.20,79.6,-2.14,-6.41,4.1,-13.0
156,1993201465,M. Banks,Max Banks,Banks,Max,P,University of Washington,WASH,3110,Washington,BBC,R,R,13,1219,87.2,79.7,92.6,95.1,12.9,2.4,-28.3,9.1,2208.6,2979.2,-24.0,79.2,5.78,86.4,-2.41,-2.03,79.7,-1.87,-7.23,3.7,-14.6
157,1100119040,P. Gubler,Payton Gubler,Gubler,Payton,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,12,963,87.2,80.0,92.3,95.3,12.4,8.0,-32.0,6.1,2240.5,2780.5,-37.9,60.1,5.40,85.8,-3.97,-0.11,79.5,-2.54,-5.98,5.0,-12.1
158,1162233600,C. Obermueller,Cade Obermueller,Obermueller,Cade,P,University of Iowa,IOWA,1232,Iowa,BBC,L,L,15,1432,87.2,79.9,94.0,97.9,14.1,1.1,-28.8,8.3,2624.0,3137.5,37.3,56.1,6.30,87.2,2.99,0.33,79.3,3.17,-5.06,-6.2,-10.2
159,1099147776,R. Riojas,Ruger Riojas,Riojas,Ruger,P,University of Texas,TEX,245,Texas,BBC,R,R,18,1082,87.2,79.6,93.8,96.3,14.1,1.9,-27.2,10.0,2041.3,2990.6,-29.3,70.4,6.00,86.7,-2.85,-1.27,80.0,-2.51,-6.32,5.0,-12.8
160,1153411840,J. Radel,Jack Radel,Radel,Jack,P,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,13,1090,87.2,79.8,93.5,97.0,13.7,1.5,-27.1,9.3,2191.1,2949.4,-16.7,73.2,6.75,87.8,-1.87,-1.40,79.5,-1.58,-6.51,3.1,-13.0
161,1263800064,J. Volmerding,Josh Volmerding,Volmerding,Josh,P,Cal Poly,CP,5487,Cal Poly,BBC,L,L,17,1481,87.2,79.7,91.7,94.8,12.0,-4.4,-25.8,11.5,2236.3,2713.6,20.1,75.7,5.97,86.7,2.33,-1.71,79.3,1.53,-6.53,-3.0,-13.1
162,1255708160,J. Morrison,Jacob Morrison,Morrison,Jacob,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,19,1618,87.2,76.0,93.6,96.1,17.6,3.6,-27.1,10.0,2456.8,2798.5,-5.7,76.6,6.27,87.1,-1.18,-1.79,79.7,-0.52,-6.85,0.9,-13.7
163,1190356736,T. Horn,Ty Horn,Horn,Ty,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,R,18,1465,87.2,79.7,93.5,95.2,13.8,1.2,-29.6,7.9,2297.9,2949.3,-8.4,69.4,5.70,86.4,-1.03,-1.03,79.8,-0.81,-6.49,1.5,-13.1
164,1196851200,Z. Root,Zach Root,Root,Zach,P,University of Arkansas,ARK,3375,Arkansas,BBC,L,L,19,1613,87.1,80.5,94.2,99.2,13.7,-5.9,-35.7,1.8,2311.5,2864.2,14.2,70.5,5.78,86.3,1.97,-0.61,79.7,0.91,-7.17,-1.7,-14.5
165,1709079320,E. Kleinschmit,Ethan Kleinschmit,Kleinschmit,Ethan,P,Oregon State University,ORST,3111,Oregon State,BBC,L,L,17,1548,87.1,78.2,92.0,95.1,13.8,-5.6,-23.5,13.9,2353.7,3566.8,21.1,71.6,6.15,86.9,2.40,-1.46,79.0,1.39,-5.89,-2.6,-11.7
166,1300599553,J. Feld,Justin Feld,Feld,Justin,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,14,953,87.1,79.5,91.9,95.4,12.4,4.7,-26.8,10.2,2068.5,3243.9,-17.8,63.1,6.21,86.9,-2.10,-0.24,79.4,-1.47,-5.29,2.4,-10.6
167,1246857984,B. Jacobs,Ben Jacobs,Jacobs,Ben,P,Arizona State University,ASU,5035,Arizona State,BBC,L,L,16,1577,87.1,80.3,93.0,94.9,12.7,-3.6,-27.2,10.6,2130.6,2788.0,10.5,65.2,5.66,86.1,1.25,-0.95,79.5,0.61,-5.99,-1.1,-12.0
168,1269627392,B. Hamilton,Brady Hamilton,Hamilton,Brady,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,16,1267,87.1,79.5,92.9,96.0,13.4,6.2,-32.1,6.1,2255.6,2672.0,-15.6,67.7,5.54,85.8,-1.79,-0.84,79.4,-0.68,-6.72,1.2,-13.5
169,1156597504,B. Stuprich,Brennan Stuprich,Stuprich,Brennan,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,14,1355,87.1,78.9,92.9,95.1,14.1,0.8,-27.4,11.7,2405.1,2913.1,-20.3,71.5,5.13,85.0,-2.02,-1.27,79.0,-1.87,-6.31,3.6,-12.5
170,1216329728,N. Robb,Nicholas Robb,Robb,Nicholas,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,15,1226,87.1,82.0,90.8,93.7,8.8,6.5,-29.7,7.6,2224.5,2859.1,-25.0,74.7,5.78,86.3,-2.63,-1.77,79.8,-1.45,-7.25,2.8,-14.8
