Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,4Seam%,Sink2Seam%,Cutter%,Slider%,Curve%,Change%,Split%,Sweeper%,Unknown%,FastSink%,Soft%,Break%
106,1227043072,D. West,Dakoda West,West,Dakoda,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,14,278,1028,60.7%,0.0%,0.0%,14.8%,19.2%,5.4%,0.0%,0.0%,16.4%,60.7%,39.3%,34.0%
107,1084690944,Z. Wager,Zach Wager,Wager,Zach,P,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,L,17,299,995,60.5%,0.0%,0.0%,21.0%,1.5%,16.9%,0.0%,0.0%,53.7%,60.5%,39.5%,22.6%
108,1169302528,G. Grinsell,Grayson Grinsell,Grinsell,Grayson,P,University of Oregon,ORE,4807,Oregon,BBC,L,L,16,393,1586,60.5%,0.0%,0.2%,0.9%,6.6%,31.7%,0.0%,0.0%,0.0%,60.5%,39.3%,7.6%
109,1090284544,P. Edwards,Parker Edwards,Edwards,Parker,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,17,389,1347,60.3%,0.0%,5.8%,13.5%,2.3%,11.5%,6.5%,0.0%,22.2%,60.3%,33.9%,15.8%
110,1747080880,G. Smith,Griffin Smith,Smith,Griffin,P,Washington State University,WSU,4505,Washington State,BBC,R,R,16,363,1338,60.2%,0.1%,3.2%,13.4%,0.6%,22.6%,0.0%,0.0%,8.7%,60.2%,36.6%,13.9%
111,1235307520,E. Foster,Elijah Foster,Foster,Elijah,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,15,340,1292,60.1%,1.8%,0.0%,27.3%,0.4%,10.3%,0.0%,0.0%,79.0%,62.0%,38.0%,27.7%
112,1311176448,J. Ruzicka,Joe Ruzicka,Ruzicka,Joe,P,Belmont University,BEL,730190336,Belmont,BBC,R,R,15,345,1375,60.1%,0.6%,19.3%,5.0%,8.1%,6.8%,0.0%,0.0%,1.9%,60.7%,19.9%,13.1%
113,1094692864,A. Lyon,Alex Lyon,Lyon,Alex,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,31,258,855,60.1%,4.0%,0.0%,33.9%,0.4%,1.7%,0.0%,0.0%,0.9%,64.1%,35.9%,34.2%
114,1201255936,T. Conklin,Tyler Conklin,Conklin,Tyler,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,11,268,991,60.1%,10.5%,0.0%,21.7%,1.9%,5.7%,0.0%,0.1%,13.5%,70.6%,29.4%,23.7%
115,1263117312,C. Kirk,Corbin Kirk,Kirk,Corbin,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,L,L,16,376,1421,60.0%,0.6%,12.3%,7.2%,1.7%,18.1%,0.0%,0.0%,6.8%,60.6%,27.1%,9.0%
116,1129425152,N. Higgins,Nolan Higgins,Higgins,Nolan,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,15,297,1097,59.9%,0.0%,0.0%,16.1%,13.9%,10.1%,0.0%,0.0%,0.5%,59.9%,40.1%,30.0%
116,1003021622,H. Hayashi,Heitaro Hayashi,Hayashi,Heitaro,P,Wagner College,WAG,730192640,Wagner,BBC,L,L,16,242,736,59.9%,0.0%,0.0%,17.0%,15.4%,7.7%,0.0%,0.0%,75.3%,59.9%,40.1%,32.4%
118,1172425216,O. Kelly,Owen Kelly,Kelly,Owen,P,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,15,356,1233,59.7%,6.1%,0.3%,26.1%,0.0%,7.8%,0.0%,0.0%,14.2%,65.9%,33.8%,26.1%
119,1264174592,E. Elliott,Eric Elliott,Elliott,Eric,P,Jackson State University,JKST,730378240,Jackson State,BBC,L,L,18,322,1263,59.6%,0.0%,0.0%,17.0%,11.7%,11.5%,0.1%,0.0%,41.7%,59.6%,40.4%,28.7%
120,1195551232,C. Myles,Conor Myles,Myles,Conor,P,UTSA,UTSA,730373120,UTSA,BBC,L,L,17,336,1189,59.6%,0.0%,0.4%,11.3%,4.8%,23.9%,0.0%,0.0%,0.0%,59.6%,39.9%,16.1%
121,1204043008,P. Kohn,Pico Kohn,Kohn,Pico,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,15,350,1364,59.6%,0.6%,0.3%,28.4%,6.3%,4.8%,0.0%,0.0%,0.0%,60.2%,39.5%,34.8%
122,1105483008,R. Norman,Ross Norman,Norman,Ross,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,16,330,1231,59.6%,0.0%,1.1%,34.1%,3.3%,1.8%,0.1%,0.0%,0.1%,59.6%,39.3%,37.5%
123,1192787200,J. Caravalho,Joshua Caravalho,Caravalho,Joshua,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,18,399,1412,59.6%,1.6%,5.2%,19.1%,7.8%,6.6%,0.1%,0.0%,29.2%,61.2%,33.6%,26.9%
124,1191447040,J. Shineflew,Jaxon Shineflew,Shineflew,Jaxon,P,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,15,247,1011,59.5%,1.7%,0.0%,8.1%,11.2%,19.5%,0.0%,0.0%,0.0%,61.2%,38.8%,19.3%
125,1929502555,A. King,Aidan King,King,Aidan,P,University of Florida,FLA,730168320,Florida,BBC,L,R,17,304,1188,59.5%,0.0%,0.0%,21.9%,0.0%,8.1%,10.5%,0.0%,0.4%,59.5%,40.5%,21.9%
126,1351611079,R. Brown,Ryan Brown,Brown,Ryan,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,20,274,982,59.4%,0.6%,0.1%,27.0%,0.0%,4.6%,8.1%,0.1%,27.2%,60.0%,39.9%,27.1%
127,1263546624,D. Thomas,David Thomas,Thomas,David,P,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,14,343,1158,59.2%,0.0%,0.0%,20.4%,14.7%,5.6%,0.0%,0.0%,19.7%,59.2%,40.8%,35.2%
128,1198512384,J. Wells,Jackson Wells,Wells,Jackson,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,17,390,1546,58.9%,0.0%,2.5%,18.4%,4.9%,13.3%,2.0%,0.0%,12.0%,58.9%,38.6%,23.4%
129,1238171904,A. Cremarosa,Aidan Cremarosa,Cremarosa,Aidan,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,17,409,1584,58.8%,0.1%,8.8%,7.1%,13.9%,11.3%,0.0%,0.0%,0.1%,58.9%,32.3%,21.0%
130,1313502976,G. Edwards,Grant Edwards,Edwards,Grant,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,15,339,1278,58.8%,9.9%,0.1%,17.1%,3.4%,10.7%,0.0%,0.0%,11.1%,68.8%,31.2%,20.5%
131,1611658868,M. Rabayda,Mike Rabayda,Rabayda,Mike,P,Fordham University,FOR,730324992,Fordham,BBC,R,R,15,382,1382,58.8%,0.1%,0.2%,29.8%,10.4%,0.8%,0.0%,0.0%,7.5%,58.9%,41.0%,40.2%
132,1243499776,N. Isler,Nate Isler,Isler,Nate,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,10,258,929,58.7%,0.0%,5.7%,15.6%,13.3%,5.8%,0.9%,0.0%,0.4%,58.7%,35.6%,28.9%
133,1371725069,M. Tripure,Max Tripure,Tripure,Max,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,14,332,1118,58.7%,0.0%,3.5%,17.3%,19.1%,1.4%,0.0%,0.0%,56.1%,58.7%,37.9%,36.5%
134,1332852737,D. Revis,Dustin Revis,Revis,Dustin,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,15,354,1296,58.7%,4.2%,0.4%,27.7%,0.0%,9.0%,0.0%,0.0%,2.8%,62.9%,36.7%,27.7%
135,1160908544,O. Serrano,Omar Serrano,Serrano,Omar,P,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,15,418,1576,58.6%,0.1%,2.4%,18.0%,12.1%,8.8%,0.0%,0.0%,0.1%,58.7%,38.9%,30.1%
136,1187058176,D. Stewart,Dylan Stewart,Stewart,Dylan,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,14,256,994,58.5%,0.0%,0.0%,5.9%,17.1%,18.5%,0.0%,0.0%,21.6%,58.5%,41.5%,23.0%
137,1254189056,N. Rizzo,Nicholas Rizzo,Rizzo,Nicholas,P,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,19,259,953,58.5%,4.1%,0.0%,12.8%,14.8%,9.7%,0.0%,0.0%,15.7%,62.6%,37.4%,27.6%
138,1908498512,I. Koosman,Ian Koosman,Koosman,Ian,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,19,261,968,58.4%,0.3%,0.0%,13.4%,13.7%,14.1%,0.0%,0.0%,10.5%,58.8%,41.2%,27.1%
139,1778873426,C. Duerr,Caleb Duerr,Duerr,Caleb,P,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,13,277,1011,58.4%,0.0%,5.3%,22.6%,1.8%,11.9%,0.0%,0.0%,77.6%,58.4%,36.3%,24.3%
140,1156597504,B. Stuprich,Brennan Stuprich,Stuprich,Brennan,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,14,367,1355,58.3%,0.1%,0.2%,21.3%,12.5%,5.5%,2.0%,0.0%,4.5%,58.4%,41.3%,33.8%
141,1197348608,R. Marohn,Ryan Marohn,Marohn,Ryan,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,14,350,1361,58.3%,0.0%,1.5%,5.6%,18.4%,16.2%,0.0%,0.0%,0.0%,58.3%,40.2%,24.0%
142,1311169792,D. Hickson,Davion Hickson,Hickson,Davion,P,Rice University,RICE,2352,Rice,BBC,R,R,13,325,1268,58.3%,0.0%,0.9%,29.2%,0.0%,11.7%,0.0%,0.0%,0.0%,58.3%,40.9%,29.2%
143,1098310656,J. Bean,Jacob Bean,Bean,Jacob,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,15,328,1179,58.1%,0.0%,0.0%,16.9%,16.6%,8.2%,0.2%,0.0%,43.9%,58.1%,41.9%,33.6%
144,1107750912,C. Cross,Caleb Cross,Cross,Caleb,P,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,14,347,1279,58.1%,6.2%,1.0%,20.4%,8.4%,3.4%,2.4%,0.0%,0.0%,64.3%,34.7%,28.9%
145,1142660352,N. Straniero,Nolan Straniero,Straniero,Nolan,P,Elon University,ELON,730252544,Elon,BBC,R,R,16,334,1203,58.1%,0.0%,3.7%,27.0%,7.0%,2.3%,2.0%,0.0%,0.7%,58.1%,38.2%,33.9%
146,1212300033,N. George,Nolan George,George,Nolan,P,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,21,306,1049,58.0%,0.0%,0.3%,22.5%,16.8%,2.3%,0.0%,0.0%,6.4%,58.0%,41.6%,39.3%
147,1120472520,J. Romero,Jorge Romero,Romero,Jorge,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,19,243,718,58.0%,7.9%,1.4%,21.6%,7.2%,3.9%,0.0%,0.0%,40.0%,65.9%,32.7%,28.8%
148,1296196608,M. Harpster,Michael Harpster,Harpster,Michael,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,16,320,1146,57.9%,4.1%,14.8%,12.7%,0.0%,10.4%,0.1%,0.0%,0.0%,62.0%,23.1%,12.7%
149,1336080896,C. Carver,Chase Carver,Carver,Chase,P,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,16,364,1168,57.8%,0.0%,0.0%,28.2%,0.2%,13.8%,0.0%,0.0%,28.3%,57.8%,42.2%,28.5%
150,1227047936,T. Kent,Tommy Kent,Kent,Tommy,P,Monmouth University,MONM,4164,Monmouth,BBC,L,L,14,294,1044,57.8%,3.5%,4.5%,16.1%,0.0%,6.3%,11.7%,0.1%,5.0%,61.3%,34.2%,16.2%
151,1571813435,C. Templeton,Cody Templeton,Templeton,Cody,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,L,13,385,1184,57.7%,2.5%,0.7%,12.1%,4.7%,22.3%,0.0%,0.0%,22.0%,60.2%,39.1%,16.8%
152,1337608237,M. OBrien,Matthew OBrien,OBrien,Matthew,P,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,L,20,292,1080,57.7%,0.0%,0.0%,6.9%,18.4%,17.0%,0.0%,0.0%,13.2%,57.7%,42.3%,25.3%
153,1300599553,J. Feld,Justin Feld,Feld,Justin,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,14,252,953,57.7%,0.0%,15.2%,15.3%,0.3%,11.3%,0.1%,0.0%,2.8%,57.7%,27.1%,15.7%
154,1318761728,G. Yawn,Garrett Yawn,Yawn,Garrett,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,16,459,1738,57.6%,0.8%,0.7%,6.7%,14.4%,19.8%,0.0%,0.0%,31.7%,58.4%,40.9%,21.1%
155,1097588224,J. Dzierwa,Joseph Dzierwa,Dzierwa,Joseph,P,Michigan State University,MSU,1551,Michigan State,BBC,L,L,15,372,1407,57.5%,0.1%,6.3%,6.8%,2.7%,26.5%,0.0%,0.0%,1.4%,57.6%,36.1%,9.6%
156,1281908992,A. Nigut,Alec Nigut,Nigut,Alec,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,L,14,269,1021,57.4%,0.0%,0.0%,26.4%,3.5%,8.9%,0.0%,3.7%,47.3%,57.4%,42.6%,33.6%
157,1663471732,A. Valentin,Alex Valentin,Valentin,Alex,P,Texas State University,TXST,5420,Texas State,BBC,L,L,16,318,1178,57.4%,3.5%,0.3%,32.5%,2.7%,3.5%,0.0%,0.0%,0.1%,60.9%,38.7%,35.3%
158,1332975104,D. Cohen,Daniel Cohen,Cohen,Daniel,P,Yale University,YALE,730334464,Yale,BBC,R,R,13,271,1019,57.4%,0.1%,1.9%,31.8%,3.3%,5.4%,0.1%,0.0%,10.6%,57.5%,40.6%,35.1%
159,1105311232,B. Bendik,Brady Bendik,Bendik,Brady,P,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,13,318,1169,57.4%,0.4%,4.4%,8.2%,26.3%,3.3%,0.0%,0.0%,7.7%,57.7%,37.8%,34.5%
160,1191770880,T. Ellisen,Thomas Ellisen,Ellisen,Thomas,P,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,16,328,1169,57.3%,0.3%,0.0%,39.6%,0.1%,2.7%,0.1%,0.0%,0.4%,57.6%,42.4%,39.7%
161,1157400064,D. Mathiesen,Dylan Mathiesen,Mathiesen,Dylan,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,17,295,1157,57.3%,1.7%,17.3%,18.3%,0.1%,3.9%,0.0%,1.5%,6.5%,59.0%,23.8%,19.9%
162,1277834240,K. Opanel,Kevin Opanel,Opanel,Kevin,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,14,267,904,57.3%,0.1%,4.7%,26.1%,9.3%,2.0%,0.0%,0.6%,5.8%,57.4%,37.9%,35.9%
163,1623538787,C. Burke,Clayton Burke,Burke,Clayton,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,17,311,1213,57.3%,4.0%,4.5%,23.5%,0.2%,10.4%,0.0%,0.1%,7.6%,61.3%,34.2%,23.7%
164,1283339776,E. Gibbons,Evan Gibbons,Gibbons,Evan,P,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,15,380,1338,57.2%,9.3%,0.5%,9.0%,8.1%,15.8%,0.0%,0.0%,0.0%,66.6%,32.9%,17.1%
165,1334000896,C. Allen,Cam Allen,Allen,Cam,P,Wright State University,WRST,5390,Wright State,BBC,R,R,16,303,1245,57.2%,0.2%,8.6%,19.3%,10.4%,2.5%,0.0%,1.7%,12.7%,57.4%,33.9%,31.5%
166,1327579136,R. Halamicek,Ryan Halamicek,Halamicek,Ryan,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,R,17,328,1238,57.2%,0.0%,2.9%,23.3%,0.5%,16.1%,0.0%,0.0%,1.0%,57.2%,39.9%,23.8%
167,1099900160,A. Cabral,Aiven Cabral,Cabral,Aiven,P,Northeastern University,NE,343,Northeastern,BBC,R,R,16,360,1252,57.2%,1.5%,1.0%,25.2%,2.3%,12.8%,0.0%,0.0%,6.8%,58.7%,40.3%,27.5%
168,1084034304,E. Rodriguez,Esteban Rodriguez,Rodriguez,Esteban,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,14,265,1044,57.1%,0.4%,2.0%,18.7%,16.6%,5.2%,0.0%,0.0%,0.1%,57.5%,40.5%,35.3%
169,1336664320,J. Gilleran,James Gilleran,Gilleran,Jimmy,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,14,352,1201,57.1%,0.0%,0.0%,17.8%,19.8%,2.4%,2.9%,0.0%,65.4%,57.1%,42.9%,37.6%
170,1099879680,D. Banner,Dylan Banner,Banner,Dylan,P,University at Albany,ALBY,730280448,Albany,BBC,R,R,14,388,1309,57.0%,7.8%,0.0%,18.6%,3.0%,13.7%,0.0%,0.0%,50.8%,64.8%,35.2%,21.6%
171,1310369536,B. Peterson,Brandon Peterson,Peterson,Brandon,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,L,R,15,286,1078,57.0%,3.9%,3.2%,24.7%,0.0%,11.2%,0.0%,0.0%,59.5%,60.9%,35.9%,24.7%
172,1918576916,H. Bailey,Hayden Bailey,Bailey,Hayden,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,14,266,988,57.0%,3.7%,1.2%,27.8%,1.8%,7.0%,0.7%,0.0%,22.4%,60.6%,38.2%,30.5%
173,1062087691,W. Walton,Wade Walton,Walton,Wade,P,High Point University,HP,730321152,High Point,BBC,R,R,15,365,1426,56.8%,0.8%,0.1%,4.9%,12.7%,24.7%,0.1%,0.0%,0.3%,57.6%,42.3%,17.6%
174,1263800064,J. Volmerding,Josh Volmerding,Volmerding,Josh,P,Cal Poly,CP,5487,Cal Poly,BBC,L,L,17,393,1481,56.8%,0.1%,19.0%,14.6%,1.4%,7.1%,0.0%,1.0%,0.0%,56.9%,24.0%,16.9%
175,1271054080,J. Frost,Jacob Frost,Frost,Jacob,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,18,316,1193,56.8%,2.4%,0.8%,19.9%,3.8%,16.3%,0.0%,0.0%,0.5%,59.2%,39.9%,23.7%
176,1323961600,A. Mucciarone,Alfred Mucciarone,Mucciarone,Alfred,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,14,348,1229,56.8%,5.2%,0.0%,24.1%,0.7%,13.2%,0.0%,0.0%,56.1%,62.0%,38.0%,24.9%
177,1237056000,T. Boccabello,Tanner Boccabello,Boccabello,Tanner,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,11,296,1053,56.6%,1.0%,3.5%,20.8%,0.3%,17.8%,0.0%,0.0%,62.1%,57.6%,38.8%,21.1%
178,1318951936,B. Cleaver,Ben Cleaver,Cleaver,Ben,P,University of Kentucky,UK,5362,Kentucky,BBC,L,L,15,337,1361,56.6%,0.1%,4.3%,8.5%,22.9%,7.6%,0.0%,0.0%,0.0%,56.7%,38.9%,31.4%
179,1196801792,G. Hugus,Griffin Hugus,Hugus,Griffin,P,University of Miami,MIA,236,Miami,BBC,L,R,17,400,1552,56.5%,0.0%,0.4%,31.5%,6.8%,4.8%,0.0%,0.1%,0.3%,56.5%,43.1%,38.3%
180,1286103552,C. Williams,Cody Williams,Williams,Cody,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,30,284,740,56.5%,0.0%,0.0%,20.6%,8.2%,14.7%,0.0%,0.0%,77.0%,56.5%,43.5%,28.8%
181,1254299136,J. Flora,Jackson Flora,Flora,Jackson,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,13,309,1204,56.5%,0.0%,0.2%,27.7%,0.4%,2.9%,0.0%,12.4%,5.3%,56.5%,43.4%,40.5%
182,1279505152,A. Petraitis,AJ Petraitis,Petraitis,AJ,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,14,347,1060,56.4%,1.3%,11.5%,12.8%,1.3%,16.7%,0.0%,0.0%,78.6%,57.7%,30.8%,14.1%
183,1342168577,J. Shadek,Justin Shadek,Shadek,Justin,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,15,292,1184,56.4%,0.0%,17.8%,11.0%,9.1%,4.7%,0.0%,0.9%,0.1%,56.4%,25.8%,21.0%
184,1218298624,H. Pidek,Hunter Pidek,Pidek,Hunter,P,Oakland University,OAK,5386,Oakland,BBC,R,R,15,362,1382,56.4%,0.4%,0.5%,20.2%,11.6%,11.0%,0.0%,0.0%,4.3%,56.7%,42.7%,31.8%
185,1296205056,M. Kruzan,Marcus Kruzan,Kruzan,Marcus,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,13,334,1256,56.3%,0.0%,2.3%,30.1%,8.6%,1.0%,1.7%,0.0%,76.0%,56.3%,41.4%,38.7%
186,1656682756,N. Finarelli,Nick Finarelli,Finarelli,Nick,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,16,397,1419,56.3%,0.1%,1.6%,27.9%,4.6%,9.5%,0.0%,0.0%,35.4%,56.4%,42.0%,32.5%
187,1195514368,J. Cline,Jack Cline,Cline,Jack,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,17,372,1368,56.2%,0.5%,3.6%,13.0%,15.0%,11.4%,0.3%,0.0%,2.1%,56.8%,39.7%,28.0%
188,1239155712,D. Schueler,Dillon Schueler,Schueler,Dillon,P,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,15,382,1446,56.2%,0.0%,2.9%,17.7%,0.1%,23.1%,0.0%,0.0%,8.0%,56.2%,40.9%,17.8%
189,1099692544,G. Floyd,George Derrick Floyd,Floyd,George Derrick,P,The Citadel,CIT,730366720,The Citadel,BBC,L,L,14,317,1095,56.2%,0.3%,0.0%,35.0%,1.4%,7.2%,0.0%,0.0%,0.0%,56.4%,43.6%,36.3%
190,1108493568,T. Nemjo,Tristan Nemjo,Nemjo,Tristan,P,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,15,347,1218,56.2%,0.0%,0.3%,25.6%,6.6%,11.4%,0.0%,0.0%,13.3%,56.2%,43.6%,32.2%
191,1292501760,R. Grace,Ranard Grace,Grace,Ranard,P,Southern University,SOU,4767,Southern,BBC,L,L,12,301,1005,56.0%,0.0%,0.0%,25.7%,4.8%,13.4%,0.0%,0.0%,62.9%,56.0%,44.0%,30.6%
192,1276589824,M. Adams,Matthew Adams,Adams,Matthew,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,18,341,1297,56.0%,0.0%,18.6%,8.9%,13.3%,3.1%,0.0%,0.0%,0.9%,56.0%,25.4%,22.3%
193,1200305920,R. Peterson,Ryan Peterson,Peterson,Ryan,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,14,351,1298,55.9%,4.7%,3.1%,15.9%,15.0%,5.4%,0.0%,0.0%,52.6%,60.7%,36.3%,30.9%
194,1303346688,A. Solis,Anthony Solis,Solis,Anthony,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,15,297,1038,55.9%,16.3%,0.0%,15.1%,2.6%,10.1%,0.0%,0.0%,26.6%,72.2%,27.8%,17.7%
195,1324687616,J. Skapinetz,Joe Skapinetz,Skapinetz,Joe,P,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,12,296,1121,55.9%,0.3%,17.6%,21.2%,0.1%,5.0%,0.0%,0.0%,0.5%,56.1%,26.3%,21.3%
196,1210146816,J. Brockett,Jackson Brockett,Brockett,Jackson,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,16,288,1057,55.9%,0.1%,0.9%,28.0%,0.7%,14.4%,0.0%,0.0%,0.1%,56.0%,43.1%,28.7%
197,1568741560,S. Cole,Sam Cole,Cole,Sam,P,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,14,292,983,55.9%,0.0%,15.5%,23.1%,0.7%,4.8%,0.0%,0.0%,70.5%,55.9%,28.6%,23.8%
198,1286256640,G. Rumary,Garvey Rumary,Rumary,Garvey,P,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,16,304,1191,55.8%,0.0%,0.2%,13.6%,17.5%,12.9%,0.0%,0.0%,0.0%,55.8%,44.0%,31.1%
199,1564722927,A. Sparks,Alec Sparks,Sparks,Alec,P,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,12,305,1122,55.8%,0.0%,0.4%,25.0%,10.2%,8.6%,0.0%,0.0%,0.8%,55.8%,43.8%,35.2%
200,1139728640,B. Holland,Brendan Holland,Holland,Brendan,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,L,14,331,1219,55.8%,0.2%,0.7%,5.3%,6.0%,32.0%,0.0%,0.0%,55.1%,55.9%,43.3%,11.3%
201,1436932267,C. White,Carter White,White,Carter,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,L,L,19,249,861,55.8%,3.3%,0.0%,16.0%,1.9%,23.0%,0.0%,0.0%,15.2%,59.0%,41.0%,17.9%
202,1342166619,A. Castro,Alessandro Castro,Castro,Alessandro,P,University of Nevada,NEV,4784,Nevada,BBC,L,L,15,324,1216,55.4%,4.8%,0.0%,16.7%,0.5%,22.5%,0.1%,0.0%,1.2%,60.2%,39.8%,17.2%
203,1185097984,C. Braun,Corey Braun,Braun,Corey,P,University of South Florida,USF,2292,South Florida,BBC,L,L,16,402,1505,55.4%,0.1%,8.3%,23.7%,2.1%,10.3%,0.1%,0.0%,0.1%,55.5%,36.2%,25.8%
204,1238291968,T. Murphy,Tyler Murphy,Murphy,Tyler,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,13,285,1023,55.4%,0.0%,0.0%,34.4%,0.1%,10.1%,0.0%,0.0%,1.7%,55.4%,44.6%,34.5%
205,1133388800,R. Packard,Ryan Packard,Packard,Ryan,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,17,287,1077,55.4%,0.0%,0.1%,17.3%,9.2%,17.1%,0.0%,1.0%,15.1%,55.4%,44.5%,27.5%
206,1162031104,W. Mendes,Wes Mendes,Mendes,Wes,P,Florida State University,FSU,101,Florida State,BBC,L,L,16,342,1350,55.3%,0.2%,0.0%,19.0%,11.6%,13.9%,0.0%,0.0%,0.0%,55.5%,44.5%,30.6%
207,1162317568,K. Johnson,Keegan Johnson,Johnson,Keegan,P,Ball State University,BALL,730195456,Ball State,BBC,L,L,14,317,1289,55.3%,0.0%,1.8%,32.0%,6.5%,4.5%,0.0%,0.0%,20.2%,55.3%,43.0%,38.5%
208,1130372096,C. Harris,Connor Harris,Harris,Connor,P,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,15,327,1161,55.2%,0.0%,1.4%,6.6%,28.3%,8.5%,0.0%,0.0%,0.2%,55.2%,43.4%,34.9%
209,1292523520,W. Tobin,Will Tobin,Tobin,Will,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,L,L,12,213,864,55.2%,13.2%,0.0%,6.0%,9.3%,16.3%,0.0%,0.0%,11.7%,68.4%,31.6%,15.3%
210,1200236800,H. Boncal,Hudson Boncal,Boncal,Hudson,P,Ohio University,OHIO,730298368,Ohio,BBC,R,R,14,368,1363,55.1%,0.0%,0.8%,16.8%,26.2%,1.2%,0.0%,0.0%,44.8%,55.1%,44.1%,43.0%
