Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,4Seam%,Sink2Seam%,Cutter%,Slider%,Curve%,Change%,Split%,Sweeper%,Unknown%,FastSink%,Soft%,Break%
425,1404703032,G. Sumner,Garrison Sumner,Sumner,Garrison,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,14,295,1118,46.2%,0.5%,4.3%,28.3%,0.4%,20.2%,0.0%,0.0%,0.0%,46.8%,48.9%,28.7%
426,1692575936,L. Glidewell,Lyndon Glidewell,Glidewell,Lyndon,P,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,14,338,1237,46.1%,7.0%,0.4%,11.1%,1.4%,34.0%,0.0%,0.0%,14.0%,53.1%,46.5%,12.5%
427,1187053824,C. Gaston,Carter Gaston,Gaston,Carter,P,University of Portland,PORT,730360320,Portland,BBC,R,R,14,312,1137,46.1%,0.0%,0.0%,24.2%,3.9%,25.8%,0.0%,0.0%,52.3%,46.1%,53.9%,28.0%
428,1316364032,S. Stearns,Spencer Stearns,Stearns,Spencer,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,13,290,1093,46.1%,0.2%,9.9%,26.5%,4.6%,11.7%,1.0%,0.0%,9.7%,46.3%,43.8%,31.1%
429,1081801472,J. Trombley,Joseph Trombley,Trombley,Joseph,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,15,388,1356,46.1%,3.3%,0.0%,23.4%,0.7%,26.4%,0.0%,0.0%,80.2%,49.4%,50.6%,24.2%
430,1257443072,B. Renfrow,Brett Renfrow,Renfrow,Brett,P,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,15,332,1265,46.1%,0.2%,6.3%,27.1%,2.6%,17.8%,0.0%,0.0%,0.5%,46.2%,47.5%,29.7%
431,1558238257,S. Bailey,Smith Bailey,Bailey,Smith,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,18,383,1444,45.9%,1.5%,0.0%,25.6%,11.3%,15.2%,0.0%,0.5%,0.1%,47.5%,52.5%,37.4%
432,1099400192,H. Tarsia,Hayden Tarsia,Tarsia,Hayden,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,18,305,1137,45.9%,8.2%,0.9%,26.3%,5.3%,12.1%,0.1%,1.1%,7.3%,54.1%,45.0%,32.7%
433,1279325440,G. Gaeckle,Gabe Gaeckle,Gaeckle,Gabe,P,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,19,308,1255,45.9%,0.6%,0.2%,33.7%,11.1%,8.5%,0.0%,0.0%,0.2%,46.6%,53.3%,44.8%
434,1303446784,C. Clarke,Collin Clarke,Clarke,Collin,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,13,293,1060,45.9%,1.4%,5.4%,22.9%,0.5%,23.9%,0.0%,0.0%,0.0%,47.3%,47.3%,23.4%
435,1114614016,C. Moore,Chance Moore,Moore,Chance,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,16,334,1158,45.8%,0.1%,0.0%,37.4%,6.5%,10.1%,0.0%,0.0%,19.2%,45.9%,54.1%,43.9%
436,1136097280,A. Stanley,Andrew Stanley,Stanley,Andrew,P,The Citadel,CIT,730366720,The Citadel,BBC,R,R,17,317,1200,45.7%,0.0%,5.4%,33.4%,5.3%,10.1%,0.0%,0.0%,1.1%,45.7%,48.9%,38.8%
437,1310907904,M. Quevedo,Michael Quevedo,Quevedo,Michael,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,15,301,1176,45.7%,9.9%,0.0%,29.3%,0.6%,14.5%,0.0%,0.0%,7.6%,55.6%,44.4%,30.0%
438,1227439427,J. Gottesman,Jordan Gottesman,Gottesman,Jordan,P,Northeastern University,NE,343,Northeastern,BBC,L,L,16,321,1167,45.7%,0.1%,5.2%,28.1%,6.2%,14.6%,0.2%,0.0%,10.2%,45.8%,49.0%,34.3%
439,1005138026,K. Davis,Kanious Davis,Davis,Kanious,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,15,300,815,45.7%,0.0%,4.5%,14.4%,25.9%,9.5%,0.0%,0.0%,70.2%,45.7%,49.8%,40.3%
440,1196854016,A. Knaak,Aidan Knaak,Knaak,Aidan,P,Clemson University,CLEM,730358784,Clemson,BBC,R,R,16,383,1492,45.7%,3.5%,8.1%,2.8%,8.0%,31.9%,0.0%,0.0%,0.1%,49.2%,42.7%,10.9%
441,1342170423,N. Varnier,Nathaniel Varnier,Varnier,Nathaniel,P,Norfolk State University,NORF,3904,Norfolk State,BBC,L,L,13,323,878,45.7%,0.0%,0.0%,40.2%,0.0%,14.1%,0.0%,0.0%,89.5%,45.7%,54.3%,40.2%
442,1386471821,T. McKinstry,Tyler McKinstry,McKinstry,Tyler,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,14,326,1157,45.6%,5.0%,10.8%,15.7%,5.6%,17.2%,0.0%,0.0%,53.8%,50.7%,38.5%,21.3%
443,1341316352,R. Kittredge,Ryan Kittredge,Kittredge,Ryan,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,19,325,1215,45.5%,5.3%,0.0%,27.1%,0.9%,21.1%,0.0%,0.0%,7.7%,50.9%,49.1%,28.0%
444,1142086912,M. Gienger,Murphy Gienger,Gienger,Murphy,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,14,376,1298,45.5%,4.5%,0.0%,17.2%,25.6%,7.2%,0.0%,0.0%,55.2%,50.0%,50.0%,42.8%
445,1152901632,C. Keel,Christian Keel,Keel,Christian,P,Brown University,BRWN,730236160,Brown,BBC,R,R,14,266,1005,45.4%,0.1%,0.0%,12.0%,14.2%,28.2%,0.1%,0.0%,0.0%,45.5%,54.5%,26.3%
446,1237048064,S. Simon,Sam Simon,Simon,Sam,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,13,268,970,45.2%,0.0%,26.1%,5.0%,8.9%,14.7%,0.0%,0.1%,0.2%,45.2%,28.6%,13.9%
447,1449071722,C. Walls,Cooper Walls,Walls,Cooper,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,15,267,943,45.2%,2.4%,0.0%,38.1%,12.3%,1.9%,0.0%,0.0%,51.0%,47.6%,52.4%,50.4%
448,1749819658,B. Kimball,Blake Kimball,Kimball,Blake,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,18,338,1219,45.2%,1.2%,2.4%,6.2%,33.6%,11.3%,0.0%,0.0%,26.2%,46.4%,51.1%,39.8%
449,1152945664,A. Eyanson,Anthony Eyanson,Eyanson,Anthony,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,20,448,1756,45.2%,0.0%,0.3%,30.7%,19.3%,0.1%,4.4%,0.0%,0.2%,45.2%,54.5%,49.9%
450,1202718208,E. Dempsey,Evan Dempsey,Dempsey,Evan,TWP,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,15,288,1125,45.0%,0.1%,0.1%,35.1%,17.5%,2.2%,0.0%,0.0%,9.3%,45.1%,54.8%,52.6%
451,1341830144,D. Gutierrez,Diego Gutierrez,Gutierrez,Diego,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,14,352,1350,45.0%,1.4%,0.7%,18.8%,1.8%,32.3%,0.0%,0.0%,0.1%,46.4%,52.9%,20.5%
452,1100119040,P. Gubler,Payton Gubler,Gubler,Payton,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,12,264,963,45.0%,14.5%,11.9%,20.0%,2.3%,6.2%,0.0%,0.0%,0.0%,59.5%,28.6%,22.3%
453,1084443136,C. Katskee,Cooper Katskee,Katskee,Cooper,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,16,343,1294,44.9%,0.0%,0.1%,20.7%,25.4%,8.9%,0.0%,0.0%,6.8%,44.9%,55.0%,46.1%
454,1220043596,B. Panneton,Brian Panneton,Panneton,Brian,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,15,331,1184,44.9%,4.6%,0.2%,24.3%,16.9%,8.6%,0.0%,0.4%,60.0%,49.6%,50.2%,41.6%
455,1798423777,A. Espinoza,Alejandro Espinoza,Espinoza,Alejandro,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,15,320,1053,44.9%,1.4%,16.0%,17.5%,6.2%,13.8%,0.1%,0.0%,20.3%,46.4%,37.7%,23.7%
456,1297496064,I. Fix,Isaac Fix,Fix,Isaac,P,Davidson College,DAV,730363136,Davidson,BBC,R,L,16,334,1275,44.9%,9.1%,5.1%,18.7%,1.2%,20.9%,0.0%,0.0%,3.7%,54.0%,40.9%,20.0%
457,1134423040,T. Helmick,Tristan Helmick,Helmick,Tristan,P,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,12,240,849,44.8%,0.6%,16.6%,29.1%,1.3%,7.4%,0.1%,0.0%,0.1%,45.4%,38.0%,30.4%
458,1489292894,V. Borghese,Vincent Borghese,Borghese,Vincent,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,15,395,1154,44.8%,0.0%,0.0%,31.0%,12.3%,11.9%,0.0%,0.0%,52.0%,44.8%,55.2%,43.3%
459,1160848648,M. Kouser,Matthew Kouser,Kouser,Matthew,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,15,310,1116,44.7%,2.4%,0.0%,25.5%,1.3%,26.0%,0.0%,0.0%,0.0%,47.1%,52.9%,26.9%
460,1310416128,L. Finley,Leighton Finley,Finley,Leighton,P,University of Georgia,UGA,226,Georgia,BBC,R,R,16,302,1189,44.7%,9.2%,0.0%,36.4%,1.4%,8.3%,0.0%,0.0%,0.1%,53.9%,46.1%,37.8%
461,1210179584,J. Gutierrez,Jacob Gutierrez,Gutierrez,Jacob,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,17,307,1098,44.6%,1.4%,1.5%,30.2%,0.1%,22.2%,0.0%,0.0%,11.2%,46.1%,52.4%,30.3%
462,1229117952,Z. Willingham,Zach Willingham,Willingham,Zach,P,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,14,333,1232,44.6%,9.1%,0.6%,27.6%,4.0%,14.1%,0.0%,0.0%,0.0%,53.7%,45.7%,31.6%
463,1093040640,T. O'Neill,Tyler O'Neill,O'Neill,Tyler,P,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,12,333,1227,44.5%,1.1%,13.1%,16.8%,10.6%,13.9%,0.0%,0.0%,0.0%,45.6%,41.2%,27.4%
464,1342168337,D. Dean,David Dean,Dean,David,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,L,17,240,806,44.5%,0.5%,0.0%,28.8%,0.1%,26.0%,0.0%,0.0%,7.8%,45.0%,55.0%,29.0%
465,1204808114,R. Lynch,Ryan Lynch,Lynch,Ryan,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,27,265,1031,44.5%,21.7%,0.0%,32.8%,0.0%,0.5%,0.0%,0.5%,0.1%,66.2%,33.8%,33.3%
466,1310868737,C. McGarrh,Cade McGarrh,McGarrh,Cade,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,15,342,1219,44.3%,2.6%,0.1%,20.4%,1.5%,31.0%,0.0%,0.0%,8.8%,46.9%,53.0%,21.9%
467,1334326016,W. Retz,Walker Retz,Retz,Walker,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,12,307,1160,44.2%,0.0%,0.0%,33.2%,2.9%,15.0%,0.0%,0.0%,76.4%,44.2%,55.8%,40.9%
468,1176403456,T. Santana,Thomas Santana,Santana,Thomas,P,Columbia University,CLMB,730319104,Columbia,BBC,R,R,14,285,1102,44.1%,0.0%,4.7%,36.4%,1.2%,12.4%,0.3%,0.8%,0.1%,44.1%,51.1%,38.4%
469,1269627392,B. Hamilton,Brady Hamilton,Hamilton,Brady,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,16,352,1267,44.0%,12.7%,0.0%,27.5%,5.6%,10.2%,0.0%,0.0%,0.0%,56.7%,43.3%,33.1%
470,1092631296,B. Jones,Brady Jones,Jones,Brady,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,16,314,1197,44.0%,3.5%,29.8%,16.7%,0.1%,5.8%,0.0%,0.0%,0.0%,47.5%,22.6%,16.8%
471,1692745387,N. Harris,Nate Harris,Harris,Nate,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,13,261,971,44.0%,4.0%,4.8%,11.4%,14.8%,20.8%,0.0%,0.0%,0.1%,48.0%,47.1%,26.3%
472,1080063269,C. OBrien,Cole OBrien,OBrien,Cole,P,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,17,287,1013,44.0%,2.4%,1.2%,26.9%,15.2%,10.2%,0.1%,0.0%,17.5%,46.4%,52.4%,42.1%
473,1683462800,C. McClendon,Calvin McClendon,McClendon,Calvin,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,L,16,332,985,43.9%,0.0%,0.0%,8.6%,15.8%,31.7%,0.0%,0.0%,71.8%,43.9%,56.1%,24.5%
474,1307056128,J. Wywoda,Jaden Wywoda,Wywoda,Jaden,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,16,372,1367,43.8%,2.8%,0.0%,46.3%,0.1%,7.0%,0.0%,0.0%,2.1%,46.6%,53.4%,46.4%
475,1190356736,T. Horn,Ty Horn,Horn,Ty,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,R,18,370,1465,43.8%,0.0%,9.3%,15.0%,15.5%,16.5%,0.0%,0.0%,0.5%,43.8%,46.9%,30.4%
476,1311844864,C. Edmondson,Clay Edmondson,Edmondson,Clay,P,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,13,348,1357,43.6%,14.8%,0.0%,16.6%,19.5%,5.5%,0.0%,0.0%,0.1%,58.4%,41.6%,36.1%
477,1370357953,M. Yusypchuk,Michael Yusypchuk,Yusypchuk,Michael,P,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,15,320,1130,43.5%,0.0%,17.2%,7.1%,12.7%,19.5%,0.0%,0.0%,10.3%,43.5%,39.3%,19.8%
478,1179985408,R. Walton,Ryker Walton,Walton,Ryker,P,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,15,283,1035,43.4%,1.3%,8.5%,23.0%,10.8%,13.0%,0.0%,0.0%,33.7%,44.8%,46.8%,33.8%
479,1233795610,R. Cole,Ryan Cole,Cole,Ryan,P,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,14,297,1079,43.4%,0.0%,0.4%,13.3%,35.3%,7.6%,0.0%,0.0%,0.6%,43.4%,56.3%,48.6%
480,1334909196,N. Balcom,Nick Balcom,Balcom,Nick,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,17,305,1094,43.3%,0.0%,15.0%,23.8%,0.0%,17.9%,0.0%,0.0%,70.8%,43.3%,41.7%,23.8%
481,1279144448,J. Francis,Jake Francis,Francis,Jake,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,18,293,1010,43.2%,0.3%,23.2%,16.6%,0.9%,14.4%,0.0%,1.3%,1.1%,43.5%,33.2%,18.8%
482,1016358398,B. Bouchard,Brady Bouchard,Bouchard,Brady,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,18,288,1024,43.0%,14.9%,3.2%,23.8%,4.3%,10.8%,0.0%,0.0%,9.2%,58.0%,38.8%,28.1%
483,1483661805,J. Bazala,Jacob Bazala,Bazala,Jacob,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,20,351,1185,43.0%,0.0%,0.0%,44.0%,1.0%,11.8%,0.3%,0.0%,66.4%,43.0%,57.0%,45.0%
484,1207790848,A. Williams,Andrew Williams,Williams,Andrew,P,Georgetown University,GTWN,2330,Georgetown,BBC,L,L,14,340,1022,43.0%,1.1%,0.0%,21.6%,15.2%,19.2%,0.0%,0.0%,46.5%,44.1%,55.9%,36.7%
485,1056444835,M. Smith,Mason Smith,Smith,Mason,P,Campbell University,CAMP,730187776,Campbell,BBC,R,R,14,286,1050,43.0%,0.5%,7.0%,16.5%,0.9%,30.1%,2.1%,0.0%,4.7%,43.5%,49.6%,17.4%
486,1058441697,S. Jenkins,Sean Jenkins,Jenkins,Sean,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,19,310,1135,42.9%,7.9%,10.1%,25.0%,4.5%,0.1%,9.3%,0.0%,0.0%,50.9%,39.0%,29.5%
487,1296521728,K. Segel,Kaden Segel,Segel,Kaden,P,University of Portland,PORT,730360320,Portland,BBC,R,R,21,274,1029,42.8%,0.0%,0.0%,16.7%,4.9%,35.6%,0.0%,0.0%,38.9%,42.8%,57.2%,21.6%
488,1267252480,G. Theis,Gavin Theis,Theis,Gavin,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,16,392,1447,42.7%,0.6%,29.3%,8.5%,18.7%,0.2%,0.0%,0.0%,56.3%,43.4%,27.4%,27.2%
489,1128523264,C. Wylde,Connor Wylde,Wylde,Connor,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,L,16,292,1050,42.6%,2.7%,0.0%,16.9%,18.4%,19.4%,0.0%,0.0%,5.6%,45.4%,54.6%,35.3%
490,1065548722,A. Laine,Avery Laine,Laine,Avery,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,17,304,1118,42.6%,0.1%,7.0%,22.4%,5.0%,22.8%,0.0%,0.1%,1.9%,42.7%,50.3%,27.5%
491,1246582016,D. Voegele,Dominic Voegele,Voegele,Dominic,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,16,418,1583,42.6%,2.0%,0.4%,34.6%,11.0%,9.4%,0.0%,0.0%,0.3%,44.6%,55.0%,45.6%
492,1281671425,R. Bertram,Reid Bertram,Bertram,Reid,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,L,17,275,994,42.5%,6.8%,0.4%,31.9%,2.7%,15.6%,0.0%,0.0%,4.4%,49.4%,50.2%,34.6%
493,1229631744,R. Rembisz,Ryan Rembisz,Rembisz,Ryan,P,University of Portland,PORT,730360320,Portland,BBC,L,L,15,318,1115,42.5%,2.0%,4.7%,28.7%,4.0%,18.0%,0.0%,0.0%,55.7%,44.5%,50.8%,32.8%
494,1239091969,J. Schaeffer,Jared Schaeffer,Schaeffer,Jared,P,University of Akron,AKR,540536064,Akron,BBC,R,R,14,360,1325,42.4%,0.9%,0.0%,28.1%,3.9%,24.8%,0.0%,0.0%,22.3%,43.2%,56.8%,32.0%
495,1084209920,R. Reed,Ryan Reed,Reed,Ryan,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,L,14,327,1255,42.3%,20.5%,13.0%,15.3%,0.2%,8.7%,0.0%,0.0%,5.9%,62.7%,24.2%,15.5%
496,1100142592,E. Blakeney,Ethan Blakeney,Blakeney,Ethan,P,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,13,258,677,42.2%,0.0%,0.0%,47.0%,0.0%,10.8%,0.0%,0.0%,87.7%,42.2%,57.8%,47.0%
497,1401671129,J. Tovar,Jesus Tovar,Tovar,Jesus,P,Texas State University,TXST,5420,Texas State,BBC,L,L,15,312,1180,42.2%,7.1%,0.1%,28.1%,14.8%,7.5%,0.3%,0.0%,0.0%,49.3%,50.6%,42.8%
498,1184585216,C. Rothermel,Collin Rothermel,Rothermel,Collin,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,15,303,1185,42.0%,1.4%,20.4%,16.8%,5.7%,13.8%,0.0%,0.0%,37.6%,43.4%,36.2%,22.4%
499,1162504960,D. Case,David Case,Case,David,P,University of Memphis,MEM,730172160,Memphis,BBC,L,L,14,295,1135,42.0%,0.0%,0.0%,36.6%,13.6%,7.7%,0.1%,0.0%,0.4%,42.0%,58.0%,50.2%
500,1311366656,S. Hliboki,Sam Hliboki,Hliboki,Sam,P,Northwestern University,NW,730247680,Northwestern,BBC,L,R,20,369,1359,41.9%,1.6%,17.2%,29.2%,0.7%,9.4%,0.0%,0.0%,0.1%,43.5%,39.2%,29.9%
501,1286570752,J. Kartsonas,Jack Kartsonas,Kartsonas,Jack,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,20,285,1126,41.8%,20.1%,1.1%,17.9%,2.7%,13.2%,0.0%,3.3%,0.0%,61.9%,37.0%,23.8%
502,1665927471,W. Magers,Wilson Magers,Magers,Wilson,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,16,314,1179,41.6%,3.2%,7.1%,34.6%,9.8%,3.8%,0.0%,0.0%,9.9%,44.8%,48.1%,44.4%
503,1286473472,H. Alexander,Hunter Alexander,Alexander,Hunter,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,20,314,1233,41.6%,0.1%,2.7%,38.7%,13.2%,3.7%,0.0%,0.0%,30.2%,41.7%,55.6%,51.9%
504,1310893568,C. Plummer,Caden Plummer,Plummer,Caden,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,14,277,1007,41.5%,5.0%,2.0%,32.1%,0.7%,14.8%,0.9%,2.8%,12.7%,46.5%,51.4%,35.7%
505,1152937984,I. Umlandt,Ian Umlandt,Umlandt,Ian,P,University of Oregon,ORE,4807,Oregon,BBC,L,L,18,265,982,41.3%,0.2%,18.0%,26.6%,1.1%,12.6%,0.0%,0.1%,0.6%,41.5%,40.5%,27.9%
506,1026778788,A. Gonzalez,Andres Gonzalez,Gonzalez,Andres,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,19,302,1150,41.2%,0.0%,24.1%,16.9%,4.2%,13.5%,0.0%,0.0%,13.9%,41.2%,34.6%,21.1%
507,1328495337,L. Trout,Luke Trout,Trout,Luke,P,Brown University,BRWN,730236160,Brown,BBC,R,R,11,221,874,41.2%,0.5%,0.4%,40.6%,9.2%,8.2%,0.0%,0.0%,4.7%,41.7%,58.0%,49.8%
508,1182295552,J. Faulkner,Jacob Faulkner,Faulkner,Jacob,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,19,301,990,41.1%,15.8%,0.0%,34.4%,0.9%,7.7%,0.0%,0.0%,0.8%,56.9%,43.1%,35.3%
509,1198527488,J. Hanson,Jared Hanson,Hanson,Jared,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,15,256,909,41.1%,0.0%,9.7%,23.9%,2.4%,22.9%,0.0%,0.0%,16.8%,41.1%,49.2%,26.3%
510,1162067200,E. Sargent,Eddie Sargent,Sargent,Eddie,P,UMBC,UMBC,730210304,UMBC,BBC,L,L,13,257,852,41.1%,3.0%,14.7%,27.2%,0.0%,14.0%,0.0%,0.0%,29.7%,44.1%,41.2%,27.2%
511,1296198400,J. Hyde,Jace Hyde,Hyde,Jace,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,14,287,1009,41.0%,14.4%,9.4%,3.0%,0.3%,32.0%,0.0%,0.0%,2.7%,55.4%,35.2%,3.3%
512,1340724736,R. Rivera,Reagan Rivera,Rivera,Reagan,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,15,369,1388,40.9%,0.0%,0.0%,32.6%,15.5%,11.0%,0.0%,0.0%,76.4%,40.9%,59.1%,48.2%
513,1110844672,M. Bucknam,Micah Bucknam,Bucknam,Micah,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,13,272,1020,40.8%,0.8%,0.4%,34.4%,14.8%,8.8%,0.0%,0.0%,0.2%,41.6%,58.1%,49.2%
514,1052931303,C. Trizuto,Colin Trizuto,Trizuto,Colin,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,15,284,805,40.7%,0.0%,0.0%,25.2%,0.7%,33.3%,0.0%,0.0%,83.2%,40.7%,59.3%,25.9%
515,1273200896,M. Simpson,Max Simpson,Simpson,Max,P,Towson University,TOWS,730318336,Towson,BBC,R,R,17,305,1080,40.7%,3.0%,5.2%,31.4%,10.2%,9.5%,0.0%,0.0%,17.2%,43.7%,51.1%,41.6%
516,1218243584,B. Olsen,Bobby Olsen,Olsen,Bobby,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,12,271,983,40.7%,1.4%,20.0%,12.1%,17.3%,8.3%,0.0%,0.1%,0.0%,42.1%,37.8%,29.5%
517,1330492928,R. Long,Richard Long,Long,Richard,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,15,375,1346,40.7%,2.1%,1.3%,44.1%,0.0%,11.7%,0.0%,0.0%,37.4%,42.8%,55.9%,44.1%
518,1258983680,M. Bayles,Max Bayles,Bayles,Max,P,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,15,299,1229,40.7%,0.0%,3.1%,42.7%,10.1%,3.3%,0.0%,0.0%,0.4%,40.7%,56.2%,52.9%
519,1279324160,J. Ellwanger,James Ellwanger,Ellwanger,James,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,16,288,1196,40.7%,13.9%,5.4%,12.5%,25.6%,1.6%,0.3%,0.0%,0.3%,54.6%,40.1%,38.1%
520,1257440000,J. Reitz,Jason Reitz,Reitz,Jason,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,16,272,1081,40.6%,9.6%,3.6%,15.4%,7.5%,23.3%,0.0%,0.0%,0.0%,50.2%,46.2%,22.8%
521,1304813312,A. Rudd,Andrew Rudd,Rudd,Andrew,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,23,278,1026,40.6%,0.1%,1.0%,10.4%,31.5%,16.4%,0.0%,0.0%,6.7%,40.7%,58.3%,41.8%
522,1123952128,G. Morris,Gavin Morris,Morris,Gavin,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,23,244,831,40.5%,13.4%,15.1%,22.5%,2.2%,6.1%,0.0%,0.1%,8.5%,53.9%,30.9%,24.9%
523,1101382656,J. Miller,Jay Miller,Miller,Jay,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,11,256,960,40.5%,0.2%,0.0%,17.8%,2.4%,39.1%,0.0%,0.0%,0.0%,40.7%,59.3%,20.2%
524,1195467264,M. Martinez,Mason Martinez,Martinez,Mason,P,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,16,374,1000,40.4%,5.5%,6.6%,25.8%,5.3%,16.3%,0.0%,0.0%,63.9%,46.0%,47.4%,31.0%
525,1126303232,T. Evans,Tate Evans,Evans,Tate,P,Yale University,YALE,730334464,Yale,BBC,R,R,22,210,829,40.3%,5.8%,7.5%,11.5%,1.0%,33.9%,0.0%,0.0%,6.4%,46.1%,46.4%,12.5%
526,1241946112,J. Urena,Jeremy Urena,Urena,Jeremy,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,15,361,1183,40.3%,16.4%,0.5%,19.6%,1.0%,22.2%,0.0%,0.0%,6.9%,56.8%,42.8%,20.6%
527,1143046400,E. Marks,Easton Marks,Marks,Easton,P,Florida International University,FIU,4468,Florida International,BBC,R,R,14,300,1174,40.3%,0.0%,20.5%,3.3%,19.2%,16.4%,0.3%,0.0%,1.3%,40.3%,39.2%,22.5%
528,1463788430,N. Stein,Nathan Stein,Stein,Nathan,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,L,15,297,1033,40.3%,14.5%,0.1%,27.6%,1.2%,16.2%,0.0%,0.0%,12.8%,54.8%,45.1%,28.9%
529,1237056768,C. Hansen,Cole Hansen,Hansen,Cole,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,14,312,1164,40.2%,1.4%,1.2%,26.9%,8.9%,21.3%,0.0%,0.0%,3.5%,41.7%,57.1%,35.8%
