Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,InZone%,High%,VMid%,Low%,UpHalf%,LowHalf%,Inside%,HMid%,Outside%,InHalf%,OutHalf%
491,1320920832,J. Volini,Joey Volini,Volini,Joey,P,Florida State University,FSU,101,Florida State,BBC,L,L,16,357,1340,46.3%,31.7%,27.4%,40.9%,44.8%,55.2%,27.2%,25.5%,47.2%,38.9%,61.1%
492,1232208640,L. McCollough,Luke McCollough,McCollough,Luke,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,13,335,1219,46.3%,44.0%,26.8%,29.2%,58.6%,41.4%,22.3%,24.7%,53.0%,31.8%,68.2%
493,1795608420,T. Carey,Tate Carey,Carey,Tate,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,18,241,898,46.3%,26.6%,35.2%,38.2%,42.1%,57.9%,20.6%,19.8%,59.7%,29.6%,70.4%
494,1643908365,A. Phillips,Amp Phillips,Phillips,Amp,P,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,20,340,1279,46.3%,34.7%,27.1%,38.2%,48.4%,51.6%,21.2%,26.2%,52.6%,32.9%,67.1%
495,1162031104,W. Mendes,Wes Mendes,Mendes,Wes,P,Florida State University,FSU,101,Florida State,BBC,L,L,16,342,1350,46.3%,36.0%,25.2%,38.8%,48.4%,51.6%,26.0%,26.6%,47.5%,39.9%,60.1%
496,1286256640,G. Rumary,Garvey Rumary,Rumary,Garvey,P,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,16,304,1191,46.2%,35.0%,28.8%,36.2%,49.0%,51.0%,26.1%,23.9%,50.0%,36.5%,63.5%
497,1207792896,W. Ross,Will Ross,Ross,Will,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,15,292,999,46.2%,22.7%,38.1%,39.2%,40.4%,59.6%,15.6%,20.7%,63.7%,25.5%,74.5%
498,1239129600,D. Thompson,Danny Thompson,Thompson,Danny,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,23,264,1134,46.2%,32.0%,28.4%,39.6%,44.8%,55.2%,24.7%,21.4%,53.8%,35.0%,65.0%
499,1191447040,J. Shineflew,Jaxon Shineflew,Shineflew,Jaxon,P,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,15,247,1011,46.2%,28.8%,29.9%,41.4%,43.6%,56.4%,27.1%,26.2%,46.7%,39.7%,60.3%
500,1303446784,C. Clarke,Collin Clarke,Clarke,Collin,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,13,293,1060,46.1%,24.1%,27.7%,48.2%,36.4%,63.6%,22.9%,25.2%,51.9%,35.3%,64.7%
501,1255285248,J. Phillips,Jacob Phillips,Phillips,Jacob,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,L,18,268,984,46.1%,32.1%,25.0%,42.9%,44.5%,55.5%,25.4%,26.3%,48.3%,39.3%,60.7%
502,1105525504,O. Sarna,Owen Sarna,Sarna,Owen,P,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,18,290,1066,46.1%,31.5%,32.4%,36.2%,46.5%,53.5%,19.8%,24.4%,55.8%,30.9%,69.1%
503,1107750912,C. Cross,Caleb Cross,Cross,Caleb,P,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,14,347,1279,46.1%,35.9%,29.6%,34.5%,51.9%,48.1%,18.8%,22.6%,58.6%,28.5%,71.5%
504,1136816896,T. Brachbill,Ty Brachbill,Brachbill,Ty,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,14,351,1321,46.1%,29.2%,27.8%,43.0%,41.4%,58.6%,22.4%,24.8%,52.8%,34.0%,66.0%
505,1281260544,P. Havard,Peyton Havard,Havard,Peyton,P,Lamar University,LAM,730162432,Lamar,BBC,R,R,22,261,1012,46.1%,19.5%,28.8%,51.7%,33.6%,66.4%,24.7%,25.9%,49.4%,36.8%,63.2%
506,1297349632,M. Scott,Matt Scott,Scott,Matt,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,11,244,925,46.1%,30.6%,24.5%,45.0%,43.0%,57.0%,21.5%,26.9%,51.6%,33.1%,66.9%
507,1237026048,N. Millikan,Noah Millikan,Millikan,Noah,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,12,276,978,46.1%,27.9%,30.0%,42.1%,42.7%,57.3%,28.8%,20.1%,51.2%,39.3%,60.7%
508,1292598272,S. Murchison,Sam Murchison,Murchison,Sam,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,15,357,1351,46.1%,41.4%,26.9%,31.7%,55.1%,44.9%,24.7%,27.2%,48.2%,36.9%,63.1%
509,1099159040,N. Lawson,Nathan Lawson,Lawson,Nathan,P,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,22,267,1011,46.0%,43.3%,26.7%,30.1%,57.4%,42.6%,26.0%,24.8%,49.2%,38.4%,61.6%
510,1163175424,C. Kennedy,Colton Kennedy,Kennedy,Colton,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,16,327,1203,45.9%,32.4%,26.9%,40.7%,45.6%,54.4%,29.2%,26.9%,43.9%,40.5%,59.5%
511,1152945664,A. Eyanson,Anthony Eyanson,Eyanson,Anthony,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,20,448,1756,45.9%,24.8%,24.5%,50.7%,36.1%,63.9%,25.4%,28.2%,46.4%,38.9%,61.1%
512,1231134895,B. Roberson,Brooks Roberson,Roberson,Brooks,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,16,317,1165,45.9%,22.8%,29.2%,48.0%,37.2%,62.8%,30.8%,20.5%,48.7%,42.3%,57.7%
513,1238171904,A. Cremarosa,Aidan Cremarosa,Cremarosa,Aidan,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,17,409,1584,45.9%,30.9%,29.8%,39.3%,46.9%,53.1%,22.3%,23.2%,54.6%,34.0%,66.0%
514,1302428416,J. McCoy,Jake McCoy,McCoy,Jake,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,14,291,1167,45.9%,43.0%,27.0%,30.0%,56.7%,43.3%,25.3%,22.5%,52.2%,36.1%,63.9%
515,1241946112,J. Urena,Jeremy Urena,Urena,Jeremy,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,15,361,1183,45.9%,15.8%,29.8%,54.3%,29.7%,70.3%,24.5%,24.8%,50.7%,34.4%,65.6%
516,1129425152,N. Higgins,Nolan Higgins,Higgins,Nolan,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,15,297,1097,45.9%,29.2%,26.8%,44.0%,40.7%,59.3%,27.1%,22.8%,50.1%,38.4%,61.6%
517,1404703032,G. Sumner,Garrison Sumner,Sumner,Garrison,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,14,295,1118,45.8%,24.6%,25.4%,50.0%,36.1%,63.9%,29.5%,27.7%,42.8%,43.7%,56.3%
518,1211049217,K. Pallares,Kenji Pallares,Pallares,Kenji,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,15,309,1216,45.8%,27.7%,27.0%,45.3%,40.0%,60.0%,25.1%,26.7%,48.1%,36.9%,63.1%
519,1101382656,J. Miller,Jay Miller,Miller,Jay,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,11,256,960,45.8%,29.8%,27.2%,43.0%,42.6%,57.4%,25.0%,26.7%,48.2%,38.3%,61.7%
520,1162110976,C. Mayfield,Carson Mayfield,Mayfield,Carson,P,Cornell University,COR,730298624,Cornell,BBC,R,R,11,265,1032,45.7%,16.2%,32.4%,51.4%,30.9%,69.1%,29.3%,26.1%,44.6%,42.4%,57.6%
521,1709079320,E. Kleinschmit,Ethan Kleinschmit,Kleinschmit,Ethan,P,Oregon State University,ORST,3111,Oregon State,BBC,L,L,17,376,1548,45.7%,44.6%,27.6%,27.8%,59.4%,40.6%,22.3%,24.4%,53.3%,33.7%,66.3%
522,1218243584,B. Olsen,Bobby Olsen,Olsen,Bobby,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,12,271,983,45.7%,32.3%,26.5%,41.2%,46.2%,53.8%,27.8%,25.6%,46.6%,40.8%,59.2%
523,1207928320,J. DeCaro,Jason DeCaro,DeCaro,Jason,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,16,356,1379,45.7%,27.2%,30.3%,42.5%,42.0%,58.0%,24.2%,24.8%,51.1%,34.8%,65.2%
524,1693525648,C. Hunter,Caden Hunter,Hunter,Caden,P,University of Southern California,USC,5047,USC,BBC,R,L,16,316,1307,45.7%,24.5%,25.9%,49.5%,38.0%,62.0%,22.8%,25.5%,51.6%,34.7%,65.3%
525,1296842752,G. Naess,Griffin Naess,Naess,Griffin,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,16,400,1485,45.7%,34.3%,26.0%,39.7%,46.3%,53.7%,23.1%,25.3%,51.6%,35.1%,64.9%
526,1296198400,J. Hyde,Jace Hyde,Hyde,Jace,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,14,287,1009,45.7%,19.5%,25.9%,54.5%,32.0%,68.0%,27.4%,26.1%,46.5%,39.8%,60.2%
527,1080702208,H. Dow,Haden Dow,Dow,Haden,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,L,14,321,1089,45.6%,13.2%,23.6%,63.2%,22.5%,77.5%,23.9%,29.2%,46.8%,39.2%,60.8%
528,1162536960,A. DAlessio,Andrew DAlessio,DAlessio,Andrew,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,9,226,803,45.6%,23.2%,34.5%,42.3%,38.3%,61.7%,27.6%,20.3%,52.1%,37.4%,62.6%
529,1162245632,J. Arnold,Jamie Arnold,Arnold,Jamie,P,Florida State University,FSU,101,Florida State,BBC,L,L,15,351,1370,45.6%,29.2%,33.6%,37.2%,45.8%,54.2%,25.4%,22.6%,52.0%,36.6%,63.4%
530,1340662528,P. Brown,Peyton Brown,Brown,Peyton,P,Campbell University,CAMP,730187776,Campbell,BBC,R,R,17,257,939,45.6%,27.2%,31.5%,41.3%,40.6%,59.4%,24.5%,23.1%,52.4%,35.3%,64.7%
531,1153707520,M. McEwen,Max McEwen,McEwen,Max,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,13,268,985,45.6%,34.6%,29.5%,35.9%,50.1%,49.9%,24.2%,20.5%,55.3%,34.8%,65.2%
532,1210179584,J. Gutierrez,Jacob Gutierrez,Gutierrez,Jacob,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,17,307,1098,45.6%,35.7%,28.8%,35.5%,50.6%,49.4%,23.5%,22.1%,54.4%,34.4%,65.6%
533,1202725632,G. Miller,Griffin Miller,Miller,Griffin,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,15,387,1408,45.5%,33.6%,25.7%,40.7%,46.7%,53.3%,32.1%,21.9%,46.0%,42.5%,57.5%
534,1143046400,E. Marks,Easton Marks,Marks,Easton,P,Florida International University,FIU,4468,Florida International,BBC,R,R,14,300,1174,45.5%,37.2%,26.7%,36.1%,52.5%,47.5%,23.1%,24.7%,52.2%,35.3%,64.7%
535,1201053184,G. Braunecker,Gavin Braunecker,Braunecker,Gavin,P,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,L,15,305,1119,45.5%,26.6%,30.1%,43.3%,42.3%,57.7%,21.0%,24.5%,54.5%,32.4%,67.6%
536,1297541376,C. McAnelly,Colter McAnelly,McAnelly,Colter,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,14,400,1478,45.5%,32.1%,27.3%,40.6%,45.6%,54.4%,25.3%,22.3%,52.4%,36.2%,63.8%
537,1311169792,D. Hickson,Davion Hickson,Hickson,Davion,P,Rice University,RICE,2352,Rice,BBC,R,R,13,325,1268,45.5%,40.8%,27.8%,31.4%,55.0%,45.0%,23.8%,24.4%,51.8%,34.9%,65.1%
538,1162130176,T. Hess,Tate Hess,Hess,Tate,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,20,283,1029,45.5%,21.6%,26.2%,52.2%,35.2%,64.8%,22.7%,24.5%,52.8%,33.7%,66.3%
539,1296173568,J. Kelley,Jack Kelley,Kelley,Jack,P,University of Akron,AKR,540536064,Akron,BBC,R,R,12,248,926,45.4%,24.8%,25.1%,50.1%,35.0%,65.0%,24.1%,26.3%,49.6%,37.9%,62.1%
540,1334000896,C. Allen,Cam Allen,Allen,Cam,P,Wright State University,WRST,5390,Wright State,BBC,R,R,16,303,1245,45.4%,43.5%,28.4%,28.1%,59.3%,40.7%,23.3%,22.1%,54.7%,33.7%,66.3%
541,1248478720,N. Parache,Nuno Parache,Parache,Nuno,P,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,13,240,835,45.4%,39.6%,28.8%,31.6%,54.8%,45.2%,26.6%,24.3%,49.1%,38.8%,61.2%
542,1105483008,R. Norman,Ross Norman,Norman,Ross,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,16,330,1231,45.4%,37.1%,28.1%,34.7%,51.5%,48.5%,24.9%,21.1%,54.0%,34.3%,65.7%
543,1580729364,T. Valincius,Tomas Valincius,Valincius,Tomas,P,University of Virginia,UVA,5415,Virginia,BBC,L,L,13,275,1020,45.4%,16.9%,31.7%,51.5%,30.6%,69.4%,23.3%,22.7%,54.0%,33.6%,66.4%
544,1250079232,J. Schaaf,Jason Schaaf,Schaaf,Jason,P,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,19,314,1089,45.3%,19.2%,26.1%,54.7%,29.6%,70.4%,23.3%,26.4%,50.3%,35.8%,64.2%
545,1310308608,A. Berg,Andrew Berg,Berg,Andrew,P,Army West Point,ARMY,4744,Army,BBC,R,R,15,338,1223,45.3%,23.9%,28.5%,47.6%,36.4%,63.6%,22.0%,21.8%,56.2%,32.7%,67.3%
546,1243621888,R. Maddox,Riley Maddox,Maddox,Riley,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,17,313,1229,45.3%,23.1%,27.4%,49.6%,36.3%,63.7%,34.1%,24.9%,41.1%,46.3%,53.7%
547,1188014592,T. Pauley,Truman Pauley,Pauley,Truman,P,Harvard University,HARV,5450,Harvard,BBC,R,R,14,315,1307,45.3%,35.6%,22.9%,41.5%,46.5%,53.5%,35.0%,23.9%,41.1%,46.1%,53.9%
548,1263117312,C. Kirk,Corbin Kirk,Kirk,Corbin,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,L,L,16,376,1421,45.3%,31.8%,26.2%,42.0%,46.1%,53.9%,26.7%,26.3%,47.0%,39.5%,60.5%
549,1281908992,A. Nigut,Alec Nigut,Nigut,Alec,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,L,14,269,1021,45.2%,29.5%,26.2%,44.3%,41.4%,58.6%,21.8%,23.8%,54.4%,32.8%,67.2%
550,1311020288,J. Volchko,Joey Volchko,Volchko,Joey,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,15,324,1235,45.2%,26.9%,25.2%,47.9%,39.0%,61.0%,25.0%,23.5%,51.5%,35.3%,64.7%
551,1237012736,C. Cheatham,Cole Cheatham,Cheatham,Cole,P,UAB,UAB,730345984,UAB,BBC,L,L,16,306,1175,45.2%,31.5%,27.2%,41.3%,43.0%,57.0%,29.5%,22.0%,48.5%,41.0%,59.0%
552,1192573184,M. Barnett,Michael Barnett,Barnett,Michael,P,UCLA,UCLA,5048,UCLA,BBC,R,R,19,373,1391,45.2%,29.8%,26.7%,43.6%,43.6%,56.4%,20.4%,22.6%,57.1%,30.5%,69.5%
553,1279533312,C. Dygert,Caylon Dygert,Dygert,Caylon,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,15,368,1362,45.1%,10.8%,24.1%,65.2%,19.7%,80.3%,21.4%,23.7%,54.9%,32.5%,67.5%
554,1302032384,J. Weaver,Jacob Weaver,Weaver,Jacob,P,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,15,312,1123,45.1%,22.5%,28.1%,49.3%,36.5%,63.5%,25.0%,24.0%,51.1%,36.4%,63.6%
555,1085395712,E. Smink,Eddie Smink,Smink,Eddie,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,14,296,1044,45.1%,22.8%,26.5%,50.8%,34.9%,65.1%,24.1%,18.9%,57.0%,34.1%,65.9%
556,1313502976,G. Edwards,Grant Edwards,Edwards,Grant,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,15,339,1278,45.1%,17.7%,28.9%,53.5%,30.5%,69.5%,27.6%,23.5%,48.9%,38.2%,61.8%
557,1121725952,J. Sheets,Joe Sheets,Sheets,Joe,P,Columbia University,CLMB,730319104,Columbia,BBC,R,R,14,315,1169,45.1%,31.2%,25.3%,43.6%,43.5%,56.5%,32.8%,26.8%,40.4%,46.3%,53.7%
558,1318951936,B. Cleaver,Ben Cleaver,Cleaver,Ben,P,University of Kentucky,UK,5362,Kentucky,BBC,L,L,15,337,1361,45.1%,37.3%,27.3%,35.4%,51.6%,48.4%,32.2%,23.8%,44.0%,43.4%,56.6%
559,1238131200,J. Gatti,J.J. Gatti,Gatti,J.J.,P,University of Dayton,DAY,730194688,Dayton,BBC,R,R,16,306,1189,45.1%,26.3%,29.7%,44.0%,39.1%,60.9%,17.6%,20.9%,61.5%,27.3%,72.7%
560,1307648256,J. Cebert,Jack Cebert,Cebert,Jack,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,19,268,1037,45.0%,20.2%,31.8%,48.0%,33.3%,66.7%,22.5%,23.5%,54.1%,34.7%,65.3%
561,1310892288,J. Woolfolk,Jay Woolfolk,Woolfolk,Jay,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,13,279,1126,45.0%,27.9%,28.3%,43.8%,41.6%,58.4%,22.2%,22.9%,54.9%,32.4%,67.6%
562,1205406720,H. Watkins,Hunter Watkins,Watkins,Hunter,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,19,301,1130,45.0%,21.4%,28.5%,50.1%,34.8%,65.2%,18.7%,22.3%,59.0%,30.3%,69.7%
563,1104573440,L. Nichols,Luke Nichols,Nichols,Luke,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,25,274,988,44.9%,11.8%,27.1%,61.1%,22.5%,77.5%,33.6%,26.2%,40.2%,47.4%,52.6%
564,1138165504,C. Aoki,Caden Aoki,Aoki,Caden,P,University of Southern California,USC,5047,USC,BBC,R,R,17,405,1472,44.9%,15.1%,25.6%,59.3%,26.2%,73.8%,20.9%,21.9%,57.3%,31.1%,68.9%
565,1266982912,C. Lane,Carson Lane,Lane,Carson,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,15,347,1388,44.9%,45.9%,27.3%,26.9%,59.8%,40.2%,21.3%,24.8%,53.9%,32.4%,67.6%
566,1190356736,T. Horn,Ty Horn,Horn,Ty,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,R,18,370,1465,44.9%,28.9%,29.9%,41.2%,44.1%,55.9%,24.3%,23.9%,51.9%,35.2%,64.8%
567,1231526144,C. Burfield,Casey Burfield,Burfield,Casey,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,14,316,1118,44.8%,19.3%,27.5%,53.2%,32.1%,67.9%,24.9%,23.4%,51.8%,35.5%,64.5%
568,1126303232,T. Evans,Tate Evans,Evans,Tate,P,Yale University,YALE,730334464,Yale,BBC,R,R,22,210,829,44.8%,22.6%,25.7%,51.6%,35.2%,64.8%,23.8%,22.4%,53.8%,35.2%,64.8%
569,1653486670,N. Love,Nathan Love,Love,Nathan,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,15,328,1167,44.7%,26.6%,32.4%,41.0%,39.7%,60.3%,16.5%,22.0%,61.6%,26.4%,73.6%
570,1105311232,B. Bendik,Brady Bendik,Bendik,Brady,P,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,13,318,1169,44.7%,34.3%,28.0%,37.7%,49.8%,50.2%,20.1%,23.2%,56.7%,31.7%,68.3%
571,1142669377,J. Murray,Jake Murray,Murray,Jake,P,Campbell University,CAMP,730187776,Campbell,BBC,L,L,15,284,1165,44.7%,37.2%,25.6%,37.3%,48.5%,51.5%,41.9%,24.0%,34.1%,53.2%,46.8%
572,1210146816,J. Brockett,Jackson Brockett,Brockett,Jackson,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,16,288,1057,44.6%,21.9%,28.5%,49.6%,36.7%,63.3%,31.1%,28.9%,40.0%,46.7%,53.3%
573,1162505216,I. May,Ian May,May,Ian,P,UCLA,UCLA,5048,UCLA,BBC,R,L,27,304,1201,44.6%,31.2%,30.8%,38.0%,46.6%,53.4%,18.2%,20.2%,61.6%,27.2%,72.8%
574,1257440000,J. Reitz,Jason Reitz,Reitz,Jason,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,16,272,1081,44.6%,33.5%,24.6%,42.0%,44.5%,55.5%,26.4%,23.6%,50.0%,37.4%,62.6%
575,1262862080,C. Morgan,Chase Morgan,Morgan,Chase,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,13,270,1066,44.6%,32.1%,23.8%,44.1%,44.2%,55.8%,26.2%,28.4%,45.4%,39.5%,60.5%
576,1150347776,C. Allen,Colby Allen,Allen,Colby,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,29,276,1009,44.6%,6.3%,21.8%,72.0%,13.7%,86.3%,35.0%,29.3%,35.7%,49.3%,50.7%
577,1110844672,M. Bucknam,Micah Bucknam,Bucknam,Micah,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,13,272,1020,44.5%,26.6%,26.8%,46.6%,38.8%,61.2%,25.2%,21.6%,53.3%,34.7%,65.3%
578,1282555136,P. Gardner,Patrick Gardner,Gardner,Patrick,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,L,15,337,1250,44.5%,14.1%,30.6%,55.2%,27.7%,72.3%,24.6%,23.2%,52.2%,34.7%,65.3%
579,1136097280,A. Stanley,Andrew Stanley,Stanley,Andrew,P,The Citadel,CIT,730366720,The Citadel,BBC,R,R,17,317,1200,44.5%,20.7%,29.5%,49.7%,36.6%,63.4%,24.0%,23.6%,52.4%,35.8%,64.2%
580,1404806932,E. Young,Ethan Young,Young,Ethan,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,23,303,1206,44.5%,30.2%,30.5%,39.3%,45.7%,54.3%,20.4%,21.7%,57.9%,30.7%,69.3%
581,1342168577,J. Shadek,Justin Shadek,Shadek,Justin,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,15,292,1184,44.5%,33.9%,27.3%,38.8%,46.7%,53.3%,28.1%,22.2%,49.6%,38.5%,61.5%
582,1861492309,A. Risse,Aidan Risse,Risse,Aidan,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,15,317,1166,44.5%,21.0%,27.0%,52.1%,33.4%,66.6%,22.8%,22.5%,54.7%,33.1%,66.9%
583,1564722927,A. Sparks,Alec Sparks,Sparks,Alec,P,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,12,305,1122,44.4%,31.1%,27.5%,41.3%,44.4%,55.6%,24.5%,21.6%,53.9%,34.5%,65.5%
584,1294172672,B. Magovern,Ben Magovern,Magovern,Ben,P,Bucknell University,BUCK,730214144,Bucknell,BBC,L,L,12,253,884,44.4%,26.1%,30.0%,44.0%,41.1%,58.9%,25.9%,20.7%,53.4%,36.1%,63.9%
585,1134423040,T. Helmick,Tristan Helmick,Helmick,Tristan,P,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,12,240,849,44.4%,19.5%,32.7%,47.7%,33.6%,66.4%,27.0%,21.5%,51.4%,37.3%,62.7%
586,1110073856,S. Garner,Seth Garner,Garner,Seth,P,University of Memphis,MEM,730172160,Memphis,BBC,R,R,14,329,1214,44.4%,26.9%,29.3%,43.9%,40.4%,59.6%,15.6%,22.6%,61.9%,26.7%,73.3%
587,1275958784,E. Hoffberg,Erik Hoffberg,Hoffberg,Erik,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,23,242,944,44.3%,25.7%,27.2%,47.0%,37.2%,62.8%,21.1%,22.3%,56.6%,31.6%,68.4%
588,1192664576,R. DeSanto,Ryan DeSanto,DeSanto,Ryan,P,Penn State University,PSU,5326,Penn State,BBC,L,L,15,313,1229,44.3%,42.0%,30.4%,27.7%,57.1%,42.9%,28.7%,21.8%,49.6%,38.8%,61.2%
589,1080063269,C. OBrien,Cole OBrien,OBrien,Cole,P,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,17,287,1013,44.3%,31.1%,25.2%,43.7%,43.0%,57.0%,26.1%,23.8%,50.1%,38.7%,61.3%
590,1204946432,P. Forbes,Patrick Forbes,Forbes,Patrick,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,15,319,1376,44.3%,39.6%,26.6%,33.8%,52.8%,47.2%,21.9%,25.2%,52.8%,32.4%,67.6%
591,1341830144,D. Gutierrez,Diego Gutierrez,Gutierrez,Diego,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,14,352,1350,44.3%,32.8%,27.4%,39.9%,47.0%,53.0%,22.2%,23.7%,54.1%,32.7%,67.3%
592,1211982848,S. Gottam,Santhosh Gottam,Gottam,Santhosh,P,Brown University,BRWN,730236160,Brown,BBC,R,R,14,283,986,44.3%,19.3%,29.1%,51.5%,31.8%,68.2%,23.3%,22.7%,54.0%,33.7%,66.3%
593,1260755712,B. Weber,Ben Weber,Weber,Ben,P,Xavier University,XAV,5464,Xavier,BBC,R,R,18,366,1331,44.3%,30.4%,27.0%,42.6%,42.9%,57.1%,21.0%,23.7%,55.4%,31.1%,68.9%
594,1908498512,I. Koosman,Ian Koosman,Koosman,Ian,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,19,261,968,44.2%,26.2%,27.4%,46.4%,40.0%,60.0%,26.8%,21.8%,51.4%,38.2%,61.8%
595,1311176448,J. Ruzicka,Joe Ruzicka,Ruzicka,Joe,P,Belmont University,BEL,730190336,Belmont,BBC,R,R,15,345,1375,44.2%,37.3%,22.1%,40.5%,49.7%,50.3%,24.7%,25.3%,50.1%,37.3%,62.7%
596,1228796416,N. McCay,Nic McCay,McCay,Nic,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,15,316,1237,44.2%,31.7%,25.1%,43.1%,42.6%,57.4%,27.4%,25.5%,47.1%,40.3%,59.7%
597,1203581952,C. Gilley,Cole Gilley,Gilley,Cole,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,18,289,1136,44.2%,30.2%,29.2%,40.5%,43.8%,56.2%,17.4%,24.8%,57.8%,28.1%,71.9%
598,1297538560,S. Lopez,Sergio Lopez,Lopez,Sergio,P,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,15,223,797,44.1%,33.6%,27.0%,39.3%,46.0%,54.0%,33.9%,20.2%,45.9%,44.7%,55.3%
599,1661534629,S. Lavin,Sam Lavin,Lavin,Sam,P,George Mason University,GMU,730265088,George Mason,BBC,L,R,16,289,1116,44.1%,37.3%,27.3%,35.4%,51.6%,48.4%,22.2%,25.1%,52.7%,33.1%,66.9%
600,1146468608,M. Foltz,Michael Foltz,Foltz,Michael,P,George Washington University,GW,730249216,George Washington,BBC,L,L,14,355,1325,44.0%,20.0%,32.6%,47.4%,34.8%,65.2%,23.8%,19.0%,57.2%,32.6%,67.4%
