Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,InZone%,High%,VMid%,Low%,UpHalf%,LowHalf%,Inside%,HMid%,Outside%,InHalf%,OutHalf%
120,1143021312,G. Gambradella,Gianni Gambradella,Gambradella,Gianni,P,University of Maine,ME,730275840,Maine,BBC,R,R,15,278,986,52.8%,25.4%,34.5%,40.1%,43.1%,56.9%,23.7%,27.7%,48.6%,37.5%,62.5%
121,1383375719,B. Shea,Bryson Shea,Shea,Bryson,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,17,237,853,52.8%,24.5%,31.3%,44.2%,37.3%,62.7%,17.3%,28.3%,54.5%,30.6%,69.4%
122,1239591168,T. Kapraun,Tyler Kapraun,Kapraun,Tyler,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,L,15,350,1123,52.8%,24.0%,30.8%,45.3%,37.9%,62.1%,17.9%,26.6%,55.5%,30.3%,69.7%
123,1483854437,B. Hamlin,Brendan Hamlin,Hamlin,Brendan,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,18,281,866,52.8%,30.4%,30.6%,39.0%,43.2%,56.8%,31.2%,25.1%,43.8%,43.3%,56.7%
124,1207790848,A. Williams,Andrew Williams,Williams,Andrew,P,Georgetown University,GTWN,2330,Georgetown,BBC,L,L,14,340,1022,52.7%,22.3%,33.9%,43.8%,37.4%,62.6%,20.5%,30.4%,49.1%,34.6%,65.4%
125,1217549824,R. Reyes,Randy Reyes,Reyes,Randy,P,Grambling State University,GRAM,5378,Grambling State,BBC,L,L,14,289,872,52.7%,30.0%,32.4%,37.6%,43.1%,56.9%,22.8%,27.7%,49.5%,36.6%,63.4%
126,1160666624,M. Patton,Myles Patton,Patton,Myles,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,15,332,1260,52.6%,35.5%,30.4%,34.1%,51.0%,49.0%,29.5%,27.7%,42.8%,42.3%,57.7%
127,1184585216,C. Rothermel,Collin Rothermel,Rothermel,Collin,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,15,303,1185,52.6%,31.8%,34.2%,34.1%,48.4%,51.6%,24.4%,24.0%,51.6%,35.5%,64.5%
128,1351611079,R. Brown,Ryan Brown,Brown,Ryan,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,20,274,982,52.6%,22.9%,28.8%,48.3%,36.0%,64.0%,24.2%,26.0%,49.8%,38.0%,62.0%
129,1258115584,A. Colarusso,A.J. Colarusso,Colarusso,A.J.,P,Boston College,BC,227,Boston College,BBC,L,L,19,327,1247,52.5%,37.2%,29.0%,33.9%,51.6%,48.4%,20.0%,28.1%,51.9%,31.5%,68.5%
130,1199734331,J. Nedrow,Jack Nedrow,Nedrow,Jack,P,University of South Florida,USF,2292,South Florida,BBC,R,R,18,300,1035,52.5%,34.3%,33.3%,32.4%,50.3%,49.7%,19.4%,27.2%,53.4%,32.0%,68.0%
131,1515769016,E. Smith,Ethan Smith,Smith,Ethan,P,Lindenwood University,LU,730322176,Lindenwood,BBC,L,L,14,301,1046,52.5%,24.0%,30.9%,45.0%,36.2%,63.8%,17.3%,26.9%,55.8%,31.1%,68.9%
132,1334314752,A. Brouwer,Adam Brouwer,Brouwer,Adam,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,13,310,1111,52.5%,28.6%,30.9%,40.5%,42.6%,57.4%,21.3%,28.1%,50.6%,33.6%,66.4%
133,1248493824,J. Pease,Jaxson Pease,Pease,Jaxson,P,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,14,301,1121,52.5%,19.5%,35.7%,44.8%,35.4%,64.6%,22.3%,30.2%,47.5%,37.4%,62.6%
134,1392733460,J. Sperry,Joe Sperry,Sperry,Joe,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,20,243,881,52.5%,37.8%,33.1%,29.2%,54.0%,46.0%,25.6%,26.5%,47.9%,38.8%,61.2%
135,1330401536,B. Baker,Bowen Baker,Baker,Bowen,P,Fairfield University,FAIR,730380544,Fairfield,BBC,L,L,16,341,1136,52.4%,29.1%,29.8%,41.1%,42.0%,58.0%,24.1%,20.9%,55.0%,33.1%,66.9%
136,1245880832,J. Duffield,Joseph Duffield,Duffield,Joseph,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,257,837,52.4%,25.1%,35.9%,39.0%,43.0%,57.0%,25.1%,26.7%,48.2%,37.8%,62.2%
137,1279760896,O. Tappy,Owen Tappy,Tappy,Owen,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,14,337,1127,52.4%,41.6%,34.2%,24.2%,59.5%,40.5%,21.0%,26.0%,53.0%,32.8%,67.2%
138,1130326784,I. Silva,Isaac Silva,Silva,Isaac,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,18,384,1413,52.4%,26.9%,34.3%,38.8%,43.2%,56.8%,28.0%,22.0%,50.0%,39.7%,60.3%
139,1176554496,B. Morgan,Blake Morgan,Morgan,Blake,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,15,386,1342,52.4%,26.7%,26.9%,46.4%,40.4%,59.6%,29.1%,27.2%,43.7%,43.4%,56.6%
140,1279246592,J. LaBoy,Jorhan LaBoy,LaBoy,Jorhan,P,Alabama State University,ALST,4765,Alabama State,BBC,L,L,17,404,1432,52.3%,28.7%,32.2%,39.1%,42.8%,57.2%,21.6%,29.0%,49.4%,35.6%,64.4%
141,1237056000,T. Boccabello,Tanner Boccabello,Boccabello,Tanner,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,11,296,1053,52.3%,24.0%,28.0%,47.9%,35.5%,64.5%,27.5%,23.5%,49.1%,39.6%,60.4%
142,1181533440,J. Lamkin,Justin Lamkin,Lamkin,Justin,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,L,15,350,1346,52.2%,37.7%,33.3%,29.0%,55.1%,44.9%,19.9%,27.6%,52.5%,32.4%,67.6%
143,1187057664,T. Scavone,Tommy Scavone,Scavone,Tommy,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,12,251,955,52.2%,33.2%,32.3%,34.5%,49.2%,50.8%,21.9%,25.8%,52.3%,34.3%,65.7%
144,1135887872,J. Martinez,Joshua Martinez,Martinez,Joshua,P,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,L,24,288,1069,52.2%,29.0%,36.0%,35.0%,46.9%,53.1%,26.8%,22.4%,50.8%,36.4%,63.6%
145,1493066280,A. Quezada,Adrian Quezada,Quezada,Adrian,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,11,257,862,52.2%,34.5%,32.6%,32.9%,50.1%,49.9%,24.2%,22.4%,53.4%,34.8%,65.2%
146,1306777856,C. Shaw,Colton Shaw,Shaw,Colton,P,Yale University,YALE,730334464,Yale,BBC,R,R,12,329,1249,52.1%,17.8%,31.7%,50.6%,31.7%,68.3%,27.4%,24.0%,48.6%,38.3%,61.7%
147,1184281600,R. Brooks,Ryder Brooks,Brooks,Ryder,P,UC Irvine,UCI,3031,UC Irvine,BBC,L,L,20,307,1144,52.1%,21.6%,33.7%,44.7%,36.8%,63.2%,23.9%,25.8%,50.4%,36.8%,63.2%
148,1142126848,R. Ojeda,Ricky Ojeda,Ojeda,Ricky,P,UC Irvine,UCI,3031,UC Irvine,BBC,L,L,29,279,1151,52.1%,39.2%,29.8%,31.0%,55.5%,44.5%,28.5%,25.4%,46.1%,41.2%,58.8%
148,1196833025,R. O'Connor,Robbie O'Connor,O'Connor,Robbie,P,University of Massachusetts,MASS,5451,UMass,BBC,R,R,14,338,1204,52.1%,25.6%,36.3%,38.1%,43.1%,56.9%,26.9%,23.7%,49.4%,39.4%,60.6%
150,1238291968,T. Murphy,Tyler Murphy,Murphy,Tyler,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,13,285,1023,52.1%,22.7%,32.6%,44.7%,39.6%,60.4%,24.6%,24.5%,50.8%,36.7%,63.3%
151,1192787200,J. Caravalho,Joshua Caravalho,Caravalho,Joshua,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,18,399,1412,52.1%,30.6%,27.8%,41.6%,44.4%,55.6%,24.7%,23.7%,51.6%,35.5%,64.5%
152,1330492928,R. Long,Richard Long,Long,Richard,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,15,375,1346,52.1%,39.2%,30.3%,30.5%,53.7%,46.3%,20.0%,21.3%,58.7%,29.4%,70.6%
153,1236991744,K. Anderson,Kade Anderson,Anderson,Kade,P,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,19,481,1922,52.1%,30.7%,31.4%,37.8%,46.7%,53.3%,25.1%,26.0%,48.9%,37.6%,62.4%
154,1296521728,K. Segel,Kaden Segel,Segel,Kaden,P,University of Portland,PORT,730360320,Portland,BBC,R,R,21,274,1029,52.1%,17.1%,35.0%,47.9%,32.6%,67.4%,16.6%,25.0%,58.3%,28.1%,71.9%
155,1162566912,E. Gonzales,Erick Gonzales,Gonzales,Erick,P,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,18,387,1317,52.1%,25.5%,33.9%,40.6%,40.0%,60.0%,20.5%,25.3%,54.2%,32.3%,67.7%
156,1334328832,J. Hartlaub,Jacob Hartlaub,Hartlaub,Jacob,P,Ball State University,BALL,730195456,Ball State,BBC,R,R,15,358,1347,52.0%,19.4%,30.8%,49.7%,32.8%,67.2%,25.2%,27.4%,47.4%,37.9%,62.1%
157,1180787200,A. Roblez,Albert Roblez,Roblez,Albert,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,19,243,980,51.9%,38.1%,30.0%,31.9%,52.5%,47.5%,21.3%,30.5%,48.3%,37.0%,63.0%
158,1303346688,A. Solis,Anthony Solis,Solis,Anthony,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,15,297,1038,51.9%,28.3%,30.6%,41.1%,40.6%,59.4%,21.9%,27.3%,50.8%,35.0%,65.0%
159,1090704384,J. Turner,Jacob Turner,Turner,Jacob,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,16,292,1038,51.9%,19.8%,30.7%,49.6%,33.1%,66.9%,24.7%,27.1%,48.2%,36.7%,63.3%
160,1307056128,J. Wywoda,Jaden Wywoda,Wywoda,Jaden,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,16,372,1367,51.9%,14.7%,37.5%,47.8%,30.3%,69.7%,20.8%,23.8%,55.4%,31.9%,68.1%
161,1090996736,J. Guardado,Jakob Guardado,Guardado,Jakob,TWP,University of the Pacific,PAC,730386944,Pacific,BBC,L,R,17,266,984,51.9%,23.5%,29.3%,47.2%,35.3%,64.7%,25.7%,27.1%,47.2%,39.5%,60.5%
162,1188623261,E. DeRossi,Eli DeRossi,DeRossi,Eli,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,14,307,1040,51.8%,30.0%,32.2%,37.8%,45.0%,55.0%,26.1%,25.4%,48.5%,38.8%,61.2%
163,1190323968,B. Blair,Ben Blair,Blair,Ben,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,15,364,1418,51.8%,18.5%,32.1%,49.4%,33.3%,66.7%,26.4%,23.7%,49.9%,38.9%,61.1%
164,1239091969,J. Schaeffer,Jared Schaeffer,Schaeffer,Jared,P,University of Akron,AKR,540536064,Akron,BBC,R,R,14,360,1325,51.8%,23.4%,27.6%,49.1%,36.4%,63.6%,26.1%,24.8%,49.1%,38.2%,61.8%
165,1002961029,R. Ritter,Riane Ritter,Ritter,Riane,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,12,284,1102,51.8%,22.2%,31.2%,46.7%,36.8%,63.2%,24.3%,21.5%,54.2%,35.3%,64.7%
166,1100142592,E. Blakeney,Ethan Blakeney,Blakeney,Ethan,P,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,13,258,677,51.8%,26.5%,28.0%,45.5%,39.3%,60.7%,19.1%,31.1%,49.8%,34.6%,65.4%
167,1349689556,R. Mealy,Ryan Mealy,Mealy,Ryan,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,15,292,985,51.7%,36.7%,27.8%,35.6%,49.9%,50.1%,24.0%,25.3%,50.8%,37.0%,63.0%
168,1115419904,J. Bergman,Jackson Bergman,Bergman,Jackson,P,University of Toledo,TOL,5388,Toledo,BBC,L,R,16,292,978,51.7%,25.4%,33.7%,40.9%,40.6%,59.4%,29.5%,21.6%,48.9%,40.5%,59.5%
169,1220061620,C. Hendry,Clay Hendry,Hendry,Clay,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,18,254,959,51.7%,20.1%,34.0%,45.9%,35.1%,64.9%,23.4%,21.8%,54.8%,32.1%,67.9%
170,1313846272,D. Lavelle,Declan Lavelle,Lavelle,Declan,P,Elon University,ELON,730252544,Elon,BBC,R,R,15,367,1253,51.7%,27.6%,31.3%,41.1%,42.2%,57.8%,27.6%,27.5%,45.0%,40.8%,59.2%
171,1335271936,E. Norby,Ethan Norby,Norby,Ethan,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,L,18,368,1388,51.7%,34.3%,29.2%,36.4%,49.6%,50.4%,20.6%,26.4%,53.1%,32.6%,67.4%
172,1338119552,D. Thomas,Daniel Thomas,Thomas,Daniel,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,16,300,967,51.7%,18.6%,33.9%,47.5%,31.0%,69.0%,21.9%,28.3%,49.8%,38.5%,61.5%
173,1330706688,Z. Petty,Zane Petty,Petty,Zane,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,14,278,1001,51.7%,32.8%,28.9%,38.3%,47.4%,52.6%,27.1%,27.4%,45.5%,39.8%,60.2%
174,1432381131,B. Lobell,Blake Lobell,Lobell,Blake,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,13,284,999,51.6%,25.5%,30.8%,43.7%,40.7%,59.3%,20.9%,26.0%,53.1%,32.8%,67.2%
175,1210662144,M. Mariano,Matthew Mariano,Mariano,Matthew,P,University at Albany,ALBY,730280448,Albany,BBC,R,R,20,293,1063,51.6%,33.2%,29.4%,37.4%,47.5%,52.5%,24.4%,27.8%,47.8%,37.7%,62.3%
176,1102217472,H. Phelps,Holden Phelps,Phelps,Holden,P,Siena College,SIE,730382592,Siena,BBC,R,R,16,313,1100,51.5%,30.1%,28.7%,41.2%,42.7%,57.3%,26.9%,29.0%,44.1%,41.0%,59.0%
177,1084516352,C. Kelly,Carson Kelly,Kelly,Carson,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,L,L,26,310,802,51.5%,13.5%,32.5%,54.1%,26.9%,73.1%,21.3%,21.1%,57.5%,30.2%,69.8%
178,1232886784,M. Parker,Max Parker,Parker,Max,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,L,14,373,1240,51.5%,40.1%,25.7%,34.2%,52.5%,47.5%,28.9%,27.1%,44.0%,42.7%,57.3%
179,1267252480,G. Theis,Gavin Theis,Theis,Gavin,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,16,392,1447,51.5%,30.9%,26.1%,43.0%,41.5%,58.5%,28.7%,25.7%,45.6%,41.6%,58.4%
180,1158279680,B. Frederick,Brady Frederick,Frederick,Brady,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,24,305,1147,51.5%,34.1%,35.1%,30.8%,49.1%,50.9%,26.0%,24.0%,50.0%,37.2%,62.8%
181,1100603904,T. Beard,Trey Beard,Beard,Trey,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,L,L,16,350,1429,51.5%,32.7%,25.0%,42.3%,45.6%,54.4%,21.3%,30.5%,48.2%,36.4%,63.6%
182,1304813312,A. Rudd,Andrew Rudd,Rudd,Andrew,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,23,278,1026,51.5%,29.5%,30.5%,40.0%,43.4%,56.6%,16.6%,27.0%,56.4%,27.5%,72.5%
183,1184585728,L. Jurecka,Landry Jurecka,Jurecka,Landry,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,15,360,1281,51.4%,14.0%,30.6%,55.4%,27.5%,72.5%,23.1%,24.1%,52.9%,34.6%,65.4%
184,1227038720,E. Brown,Eli Brown,Brown,Eli,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,L,15,345,1189,51.4%,12.4%,26.4%,61.2%,23.3%,76.7%,23.2%,28.4%,48.5%,35.9%,64.1%
185,1084690944,Z. Wager,Zach Wager,Wager,Zach,P,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,L,17,299,995,51.4%,26.4%,31.9%,41.7%,40.3%,59.7%,24.5%,25.6%,49.9%,35.8%,64.2%
186,1182295552,J. Faulkner,Jacob Faulkner,Faulkner,Jacob,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,19,301,990,51.4%,26.0%,41.6%,32.4%,45.4%,54.6%,33.7%,21.8%,44.6%,44.6%,55.4%
187,1334909196,N. Balcom,Nick Balcom,Balcom,Nick,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,17,305,1094,51.4%,35.2%,26.4%,38.4%,46.9%,53.1%,24.4%,26.3%,49.4%,36.9%,63.1%
188,1117508864,A. Ortiz,Angel Ortiz,Ortiz,Angel,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,14,334,1128,51.3%,19.3%,33.0%,47.7%,36.0%,64.0%,26.9%,24.0%,49.1%,39.9%,60.1%
189,1614212435,J. Wizceb,Joey Wizceb,Wizceb,Joey,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,L,14,316,1072,51.3%,19.0%,38.0%,43.0%,34.1%,65.9%,17.3%,25.6%,57.1%,29.5%,70.5%
190,1334313472,R. Kraft,Ryan Kraft,Kraft,Ryan,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,L,20,271,1013,51.3%,33.5%,35.5%,31.0%,51.1%,48.9%,24.1%,24.9%,51.0%,36.1%,63.9%
191,1090284544,P. Edwards,Parker Edwards,Edwards,Parker,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,17,389,1347,51.3%,29.3%,29.5%,41.2%,44.7%,55.3%,26.1%,25.4%,48.5%,38.9%,61.1%
192,1342169499,N. Lewis,Nick Lewis,Lewis,Nick,P,Washington State University,WSU,4505,Washington State,BBC,L,L,16,344,1231,51.2%,25.0%,34.6%,40.4%,40.3%,59.7%,20.9%,27.8%,51.3%,33.5%,66.5%
193,1146369280,Z. Longshore,Zach Longshore,Longshore,Zach,P,University of New Orleans,UNO,5380,New Orleans,BBC,L,L,17,303,1088,51.2%,21.8%,29.6%,48.6%,33.9%,66.1%,24.3%,22.4%,53.3%,34.3%,65.7%
194,1105517312,D. Munn,Drew Munn,Munn,Drew,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,14,369,1174,51.2%,23.1%,34.0%,42.9%,39.2%,60.8%,18.8%,27.1%,54.2%,31.5%,68.5%
195,1085401856,C. Byers,Carson Byers,Byers,Carson,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,23,320,1167,51.2%,36.0%,27.2%,36.8%,50.3%,49.7%,25.4%,28.2%,46.4%,40.4%,59.6%
196,1311052288,D. Rogers,Dylan Rogers,Rogers,Dylan,P,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,14,305,1005,51.2%,22.8%,28.8%,48.5%,36.6%,63.4%,30.9%,24.1%,45.0%,42.8%,57.2%
197,1278843253,T. Teixeira,Tim Teixeira,Teixeira,Tim,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,15,334,1295,51.2%,30.9%,32.1%,37.0%,46.6%,53.4%,24.6%,27.1%,48.3%,37.4%,62.6%
198,1142660352,N. Straniero,Nolan Straniero,Straniero,Nolan,P,Elon University,ELON,730252544,Elon,BBC,R,R,16,334,1203,51.2%,31.0%,28.7%,40.3%,44.8%,55.2%,24.9%,27.3%,47.8%,38.0%,62.0%
199,1099147776,R. Riojas,Ruger Riojas,Riojas,Ruger,P,University of Texas,TEX,245,Texas,BBC,R,R,18,300,1082,51.2%,35.5%,27.0%,37.5%,47.7%,52.3%,24.9%,29.0%,46.1%,37.3%,62.7%
200,1166285312,M. Coyne,Marty Coyne,Coyne,Marty,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,16,192,779,51.2%,22.7%,30.2%,47.2%,37.0%,63.0%,25.0%,24.5%,50.5%,35.7%,64.3%
201,1097108340,C. Bagwell,Cam Bagwell,Bagwell,Cam,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,15,348,1264,51.1%,39.4%,29.0%,31.6%,54.7%,45.3%,22.8%,27.2%,50.0%,34.8%,65.2%
202,1396741102,L. Grigg,Landon Grigg,Grigg,Landon,P,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,17,274,983,51.1%,29.3%,30.3%,40.4%,43.9%,56.1%,28.3%,25.4%,46.3%,41.2%,58.8%
203,1195501312,C. Diaz,Chris Diaz,Diaz,Chris,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,13,319,1170,51.1%,27.9%,30.2%,41.9%,42.7%,57.3%,20.9%,23.6%,55.5%,31.9%,68.1%
204,1244431523,T. Kapa,Tyler Kapa,Kapa,Tyler,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,17,323,1321,51.1%,36.8%,27.7%,35.5%,49.6%,50.4%,24.7%,24.9%,50.4%,36.0%,64.0%
205,1739007204,B. Weber,Ben Weber,Weber,Ben,P,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,17,347,1321,51.1%,31.1%,25.7%,43.3%,42.9%,57.1%,26.7%,30.7%,42.6%,40.3%,59.7%
206,1713770973,B. Stone,Brandon Stone,Stone,Brandon,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,15,285,941,51.1%,30.7%,33.4%,35.9%,45.7%,54.3%,27.7%,23.6%,48.7%,39.1%,60.9%
207,1187053824,C. Gaston,Carter Gaston,Gaston,Carter,P,University of Portland,PORT,730360320,Portland,BBC,R,R,14,312,1137,51.0%,20.8%,33.4%,45.9%,33.7%,66.3%,24.2%,27.7%,48.1%,38.2%,61.8%
208,1145349376,C. Poliey,Clayton Poliey,Poliey,Clayton,P,Rider University,RID,730174976,Rider,BBC,R,R,14,278,872,51.0%,28.2%,29.5%,42.3%,41.0%,59.0%,28.6%,23.0%,48.4%,41.2%,58.8%
209,1239369472,K. Reed,Kevin Reed,Reed,Kevin,P,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,14,338,1221,51.0%,33.9%,30.3%,35.8%,49.7%,50.3%,28.1%,29.7%,42.2%,42.8%,57.2%
210,1195551232,C. Myles,Conor Myles,Myles,Conor,P,UTSA,UTSA,730373120,UTSA,BBC,L,L,17,336,1189,51.0%,35.7%,28.3%,36.0%,49.5%,50.5%,22.7%,27.2%,50.1%,35.2%,64.8%
211,1149743416,M. Goodpaster,Marcus Goodpaster,Goodpaster,Marcus,P,Butler University,BUT,730283520,Butler,BBC,R,R,14,357,1222,51.0%,23.1%,30.7%,46.2%,38.6%,61.4%,22.4%,25.0%,52.7%,34.2%,65.8%
212,1473506994,G. Kirn,Griffin Kirn,Kirn,Griffin,P,West Virginia University,WVU,5327,West Virginia,BBC,L,L,18,420,1546,50.9%,32.7%,31.8%,35.5%,47.8%,52.2%,22.9%,24.5%,52.6%,33.9%,66.1%
213,1290508544,J. Bennett,Jack Bennett,Bennett,Jack,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,14,275,986,50.8%,29.6%,30.7%,39.7%,43.9%,56.1%,29.9%,24.5%,45.6%,41.7%,58.3%
214,1162558464,W. Scott,Win Scott,Scott,Win,P,San Jose State University,SJSU,730206720,San Jose State,BBC,L,L,14,328,1113,50.8%,22.4%,32.0%,45.6%,37.8%,62.2%,20.5%,25.4%,54.1%,32.6%,67.4%
215,1306838784,S. Seid,Spencer Seid,Seid,Spencer,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,L,L,16,243,980,50.7%,25.4%,26.4%,48.2%,37.6%,62.4%,22.6%,28.5%,48.9%,36.1%,63.9%
216,1694755002,S. Sarre,Serigne Sarre,Sarre,Serigne,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,L,14,319,1153,50.7%,30.3%,29.4%,40.4%,43.0%,57.0%,26.7%,26.7%,46.7%,41.3%,58.7%
217,1207768064,B. Mikos,Brandon Mikos,Mikos,Brandon,P,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,14,271,1023,50.7%,28.1%,28.1%,43.8%,38.4%,61.6%,20.5%,28.4%,51.1%,34.0%,66.0%
218,1337608237,M. OBrien,Matthew OBrien,OBrien,Matthew,P,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,L,20,292,1080,50.6%,27.7%,28.3%,44.0%,40.9%,59.1%,19.7%,25.3%,55.0%,31.7%,68.3%
219,1098310656,J. Bean,Jacob Bean,Bean,Jacob,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,15,328,1179,50.6%,25.9%,29.5%,44.6%,39.4%,60.6%,24.5%,26.3%,49.3%,37.0%,63.0%
220,1297342720,R. Prager,Ryan Prager,Prager,Ryan,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,15,350,1339,50.6%,36.8%,27.2%,35.9%,52.1%,47.9%,21.9%,27.5%,50.6%,33.6%,66.4%
221,1263499264,B. Green,Bryan Green,Green,Bryan,P,UC Davis,UCD,730153984,UC Davis,BBC,L,L,15,341,1311,50.6%,45.4%,26.3%,28.3%,59.9%,40.1%,24.9%,28.3%,46.8%,38.8%,61.2%
222,1574122232,A. Ehmke,Aric Ehmke,Ehmke,Aric,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,15,285,1036,50.6%,21.6%,29.3%,49.1%,34.1%,65.9%,26.8%,24.2%,49.1%,39.5%,60.5%
223,1837146158,J. Litman,James Litman,Litman,James,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,15,258,980,50.6%,29.9%,34.3%,35.8%,47.7%,52.3%,19.5%,25.6%,54.9%,32.7%,67.3%
224,1462207411,A. Johnson,Andrew Johnson,Johnson,Andrew,P,University of Southern California,USC,5047,USC,BBC,S,R,22,296,1049,50.5%,33.2%,29.1%,37.7%,47.9%,52.1%,24.1%,24.3%,51.6%,36.0%,64.0%
225,1235307520,E. Foster,Elijah Foster,Foster,Elijah,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,15,340,1292,50.5%,32.7%,28.6%,38.7%,46.2%,53.8%,26.2%,27.4%,46.3%,38.7%,61.3%
226,1196196955,D. Morrill,Dylan Morrill,Morrill,Dylan,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,17,250,942,50.5%,23.5%,34.0%,42.5%,39.8%,60.2%,21.4%,25.8%,52.8%,33.0%,67.0%
227,1092635904,C. Cosper,Colton Cosper,Cosper,Colton,P,Mercer University,MER,730240512,Mercer,BBC,L,L,16,362,1435,50.5%,30.7%,32.2%,37.1%,47.1%,52.9%,21.5%,25.4%,53.1%,33.9%,66.1%
228,1536897735,B. Treichel,Bryson Treichel,Treichel,Bryson,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,15,288,1018,50.5%,21.7%,31.4%,46.9%,36.7%,63.3%,28.7%,26.3%,45.0%,40.8%,59.2%
