Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,G,GS,W,L,QS,SV,IP,H,ER,R,ER/G,R/G,BB,K,HR,ERA,FIP,WHIP,K/9,BB/9,K/BB,HR/9,IP/G
2862,1086746624,E. Gregory,Edward Gregory,Gregory,Edward,2B,Southern University,SOU,4767,Southern,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1143075328,Q. Jenkins,Quentin Jenkins,Jenkins,Quentin,2B,Alabama State University,ALST,4765,Alabama State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1336576512,T. Patty,Tyshon Patty,Patty,Tyshon,3B,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,30,1,0,0,0,0,0,1.2,3,4,4,4.00,4.00,2,0,1,21.60,16.38,3.00,0.00,10.80,0.00,5.40,1.2
2862,1088452608,D. Armson,Dane Armson,Armson,Dane,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,169,9,0,0,0,0,0,9.0,14,11,13,1.22,1.44,8,8,3,11.00,8.40,2.44,8.00,8.00,1.00,3.00,1.0
2862,1099197696,T. Brooks,TJ Brooks,Brooks,TJ,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,143,8,0,0,0,0,0,7.0,11,6,6,0.75,0.75,5,7,1,7.71,5.61,2.29,9.00,6.43,1.40,1.29,1.0
2862,1110068480,R. Rickabaugh,RJ Rickabaugh,Rickabaugh,RJ,C,University of Richmond,RICH,730171904,Richmond,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1162312961,G. Polley,Griffin Polley,Polley,Griffin,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,474,19,0,1,0,0,0,28.2,37,20,20,1.05,1.05,8,23,2,6.28,3.84,1.57,7.22,2.51,2.88,0.63,1.2
2862,1162535424,J. Shockley,Jason Shockley,Shockley,Jason,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,420,15,0,2,0,0,0,23.0,31,24,26,1.60,1.73,14,25,6,9.39,6.87,1.96,9.78,5.48,1.79,2.35,1.2
2862,1279297792,D. Wallon,Davis Wallon,Wallon,Davis,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,20,4,0,0,0,0,0,1.0,1,1,1,0.25,0.25,1,0,0,9.00,6.18,2.00,0.00,9.00,0.00,0.00,0.1
2862,1327585536,K. Langley,Kyle Langley,Langley,Kyle,LF,James Madison University,JMU,730340096,James Madison,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1153440768,I. Schmidly,Ike Schmidly,Schmidly,Ike,RF,James Madison University,JMU,730340096,James Madison,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1176022016,M. Iannazzo,Michael Iannazzo,Iannazzo,Michael,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1184439808,E. Lambros,Elijah Lambros,Lambros,Elijah,CF,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1251443200,A. Calarco,Alex Calarco,Calarco,Alex,C,University of Maryland-College Park,MD,730172928,Maryland,BBC,S,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1279541248,B. Martin,Brayden Martin,Martin,Brayden,2B,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1290121472,E. Hacopian,Eddie Hacopian,Hacopian,Eddie,3B,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1297498880,J. Orr,Jacob Orr,Orr,Jacob,LF,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1336577280,C. Hacopian,Christopher Hacopian,Hacopian,Christopher,SS,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1083614720,C. Jans,Chase Jans,Jans,Chase,LF,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1086413824,J. Jones,Jaden Jones,Jones,Jaden,2B,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1123957760,C. Combs,Cooper Combs,Combs,Cooper,LF,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1141430784,M. Brooks,Michael Brooks,Brooks,Michael,3B,University of Kansas,KU,730360064,Kansas,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1179052032,J. Herrera,Jesse Herrera,Herrera,Jesse,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1195546880,C. Diggins,Chase Diggins,Diggins,Chase,2B,University of Kansas,KU,730360064,Kansas,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1205259520,A. Diaz,Alex Diaz,Diaz,Alex,C,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1271052288,M. Koszewski,Mike Koszewski,Koszewski,Mike,RF,University of Kansas,KU,730360064,Kansas,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1309555968,J. Villalobos,Jose Villalobos,Villalobos,Jose,RF,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1336234752,J. Lazo,Jason Lazo,Lazo,Jason,2B,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1171310592,I. Garcia,Isaac Garcia,Garcia,Isaac,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,356,20,0,0,4,0,2,20.2,28,24,25,1.20,1.25,16,14,2,10.45,6.27,2.13,6.10,6.97,0.88,0.87,1.0
2862,1332228608,J. Trejo,Jonathan Trejo,Trejo,Jonathan,1B,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1086008064,L. Boedicker,Lex Boedicker,Boedicker,Lex,1B,University of Central Florida,UCF,730256640,Central Florida,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1093154816,A. Nessler,AJ Nessler,Nessler,AJ,LF,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1162044416,T. Wisdom,Ty Wisdom,Wisdom,Ty,RF,University of Kansas,KU,730360064,Kansas,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1257331968,L. Leto,Luke Leto,Leto,Luke,CF,University of Toledo,TOL,5388,Toledo,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1273286144,M. Prevesk,Matt Prevesk,Prevesk,Matt,LF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1273287680,B. Calise,Braden Calise,Calise,Braden,2B,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1273292544,A. Sundean,Andrew Sundean,Sundean,Andrew,C,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1309506304,A. Williamson,Andrew Williamson,Williamson,Andrew,RF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1260750336,G. Swansen,Gabe Swansen,Swansen,Gabe,LF,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1100384768,Z. Erdman,Zach Erdman,Erdman,Zach,P,Texas Tech University,TTU,2350,Texas Tech,BBC,L,L,245,9,0,0,0,0,0,14.2,23,7,10,0.78,1.11,2,4,1,4.30,3.93,1.70,2.45,1.23,2.00,0.61,1.2
2862,1327900928,D. Rivers,Davis Rivers,Rivers,Davis,C,Texas Tech University,TTU,2350,Texas Tech,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1094685440,D. Bishop,David Bishop,Bishop,David,1B,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1123968768,J. Lobliner,Jayden Lobliner,Lobliner,Jayden,C,University of San Diego,USD,5320,San Diego,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1162567424,K. Lodice,Kyan Lodice,Lodice,Kyan,CF,Kansas State University,KSU,730270464,Kansas State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1297581568,A. Gilio,Ashtin Gilio,Gilio,Ashtin,CF,Georgetown University,GTWN,2330,Georgetown,BBC,S,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1337773312,R. Pelletier,Raphael Pelletier,Pelletier,Raphael,C,University of Kentucky,UK,5362,Kentucky,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1084447744,N. English,Nick English,English,Nick,RF,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1334322432,M. Schwalbach,Mason Schwalbach,Schwalbach,Mason,C,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1334682624,J. McElroy,Jake McElroy,McElroy,Jake,RF,Villanova University,VILL,730278400,Villanova,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1306870785,D. LaSalle,Donovan LaSalle,LaSalle,Donovan,LF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1310718720,C. Carter,Charlie Carter,Carter,Charlie,C,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1075850240,S. Roberts,Sam Roberts,Roberts,Sam,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,248,19,0,1,0,0,0,13.1,7,8,8,0.42,0.42,13,10,0,5.40,6.18,1.50,6.75,8.78,0.77,0.00,0.2
2862,1162227200,B. Phillips,Brennan Phillips,Phillips,Brennan,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,L,404,19,0,0,0,0,0,20.2,25,10,12,0.53,0.63,13,22,1,4.35,3.71,1.84,9.58,5.66,1.69,0.44,1.0
2862,1243276544,B. Dean,Blake Dean,Dean,Blake,P,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,614,19,0,2,1,0,1,31.1,40,23,27,1.21,1.42,17,36,5,6.61,5.35,1.82,10.34,4.88,2.12,1.44,1.2
2862,1292062208,M. Buss,Mason Buss,Buss,Mason,P,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,26,2,0,0,0,0,0,1.1,4,2,3,1.00,1.50,0,0,0,13.50,7.68,3.00,0.00,0.00,-,0.00,0.2
2862,1306752000,C. Phillips,Cayden Phillips,Phillips,Cayden,C,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1108626176,H. Zipay,Henry Zipay,Zipay,Henry,3B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1200350720,N. Greise,Noah Greise,Greise,Noah,C,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1234004480,T. Bishop,Tyler Bishop,Bishop,Tyler,1B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1245081088,J. Trout,Jackson Trout,Trout,Jackson,RF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1334298368,T. Burkhalter,Trenton Burkhalter,Burkhalter,Trenton,C,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1094166016,A. Arther,Adam Arther,Arther,Adam,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,400,21,0,2,0,0,1,25.2,20,7,9,0.33,0.43,9,15,1,2.45,4.04,1.13,5.26,3.16,1.67,0.35,1.1
2862,1099242496,M. Takac,Micah Takac,Takac,Micah,P,Mercer University,MER,730240512,Mercer,BBC,R,R,49,3,0,0,0,0,0,1.2,2,2,2,0.67,0.67,4,1,0,10.80,10.98,3.60,5.40,21.60,0.25,0.00,0.2
2862,1143107328,P. Lester,Parker Lester,Lester,Parker,1B,Mercer University,MER,730240512,Mercer,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1162350848,T. Dalley,Ty Dalley,Dalley,Ty,RF,Mercer University,MER,730240512,Mercer,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1310609152,J. Abernathy,Jackson Abernathy,Abernathy,Jackson,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,257,12,0,0,0,0,0,14.1,17,9,12,0.75,1.00,9,8,1,5.65,4.85,1.81,5.02,5.65,0.89,0.63,1.1
2862,1311142400,A. Quinichett,Agyei Quinichett,Quinichett,Agyei,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,50,3,0,0,1,0,0,2.0,4,4,4,1.33,1.33,2,2,0,18.00,4.18,3.00,9.00,9.00,1.00,0.00,0.2
2862,1314869504,B. Frye,Bradley Frye,Frye,Bradley,SS,Mercer University,MER,730240512,Mercer,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1238244352,A. Walker,Adam Walker,Walker,Adam,P,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,126,7,0,0,0,0,0,5.2,6,3,3,0.43,0.43,7,6,0,4.76,4.77,2.29,9.53,11.12,0.86,0.00,0.2
2862,1178179328,P. Curtis,Preston Curtis,Curtis,Preston,RF,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1256946688,D. Coppedge,David Coppedge,Coppedge,David,3B,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1289775616,J. Tobias,Jacob Tobias,Tobias,Jacob,RF,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1340693760,P. Bouck,Parks Bouck,Bouck,Parks,LF,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1109515264,C. Ross,Camden Ross,Ross,Camden,C,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1109521152,H. Smith,Hayden Smith,Smith,Hayden,P,University of Kentucky,UK,5362,Kentucky,BBC,L,L,179,14,0,0,0,0,0,10.1,9,4,4,0.29,0.29,5,15,0,3.48,1.73,1.35,13.06,4.35,3.00,0.00,0.2
2862,1143055616,C. Marmo,Caleb Marmo,Marmo,Caleb,LF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1192751872,R. Hogan,Robert Hogan,Hogan,Robert,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,166,9,0,0,1,0,0,7.1,10,8,8,0.89,0.89,8,6,3,9.82,10.95,2.45,7.36,9.82,0.75,3.68,0.2
2862,1196800768,L. Schramm,Lukas Schramm,Schramm,Lukas,RF,Campbell University,CAMP,730187776,Campbell,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1240776448,P. Herrera,Patrick Herrera,Herrera,Patrick,3B,University of Kentucky,UK,5362,Kentucky,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1271072768,H. Small,Hunter Small,Small,Hunter,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,137,5,0,0,0,0,0,6.1,8,8,9,1.60,1.80,6,7,1,11.37,7.28,2.21,9.95,8.53,1.17,1.42,1.1
2862,1297563392,A. Fawley,Austin Fawley,Fawley,Austin,C,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1100437760,E. Hindle,Ethan Hindle,Hindle,Ethan,3B,University of Kentucky,UK,5362,Kentucky,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1167231232,K. Gargett,Kyuss Gargett,Gargett,Kyuss,3B,University of Kentucky,UK,5362,Kentucky,BBC,S,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1269473536,G. Cameron,Griffin Cameron,Cameron,Griffin,CF,University of Kentucky,UK,5362,Kentucky,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1286673408,E. Bell,Ethan Bell,Bell,Ethan,P,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,192,10,0,0,0,0,0,11.2,17,17,17,1.70,1.70,6,5,4,13.11,9.61,1.97,3.86,4.63,0.83,3.09,1.1
2862,1120193024,E. Byers,Evan Byers,Byers,Evan,P,University of Kentucky,UK,5362,Kentucky,BBC,L,L,288,28,0,2,1,0,0,16.2,18,10,10,0.36,0.36,6,16,1,5.40,3.66,1.44,8.64,3.24,2.67,0.54,0.2
2862,1143638016,R. Zimmer,Ryan Zimmer,Zimmer,Ryan,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1207756288,B. Buzzeo,Blake Buzzeo,Buzzeo,Blake,2B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1330163456,C. Frieda,Colby Frieda,Frieda,Colby,P,Troy University,TROY,730378496,Troy,BBC,R,R,787,25,0,3,2,0,3,45.1,37,20,20,0.80,0.80,19,53,6,3.97,4.15,1.24,10.52,3.77,2.79,1.19,1.2
2862,1334316288,L. Looper,Landen Looper,Looper,Landen,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,85,4,0,0,0,0,0,2.2,8,7,7,1.75,1.75,4,4,0,23.63,4.68,4.50,13.50,13.50,1.00,0.00,0.2
2862,1097715712,A. Quinn,Aidan Quinn,Quinn,Aidan,3B,Lehigh University,LEH,730333184,Lehigh,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1114233856,O. Walewander,Owen Walewander,Walewander,Owen,C,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1119242496,J. Whitlinger,Jake Whitlinger,Whitlinger,Jake,CF,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
