Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,1B%,x1B%,2B%,x2B%,3B%,x3B%,HR%,xHR%,XBH%,xXBH%
4458,1218298624,H. Pidek,Hunter Pidek,Pidek,Hunter,P,Oakland University,OAK,5386,Oakland,BBC,R,R,15,362,13.5%,14.2%,4.7%,5.4%,0.8%,0.0%,3.3%,4.1%,8.8%,8.1%
4459,1282853376,S. Colon,Shadai Colon,Colon,Shadai,P,Alabama State University,ALST,4765,Alabama State,BBC,L,L,12,116,9.5%,9.7%,5.2%,3.0%,0.0%,0.0%,3.4%,4.1%,8.6%,5.2%
4460,1162051840,K. Marton,Kurt Marton,Marton,Kurt,P,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,20,239,19.2%,19.9%,7.1%,4.8%,0.0%,0.0%,3.3%,4.1%,10.5%,7.6%
4461,1452096537,T. Dooley,Taylor Dooley,Dooley,Taylor,P,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,11,147,14.3%,12.9%,2.7%,6.9%,0.0%,0.0%,3.4%,4.1%,6.1%,8.8%
4462,1133388800,R. Packard,Ryan Packard,Packard,Ryan,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,17,287,11.8%,13.4%,5.2%,4.7%,1.4%,0.0%,4.2%,4.1%,10.8%,7.3%
4463,1205110016,B. Shelton,Braxton Shelton,Shelton,Braxton,P,UAB,UAB,730345984,UAB,BBC,R,R,19,240,17.9%,16.5%,6.3%,5.3%,0.8%,0.0%,4.6%,4.1%,11.7%,7.9%
4464,1330328297,S. Burgess,Sam Burgess,Burgess,Sam,P,California Baptist University,CBU,5091,California Baptist,BBC,L,L,17,69,11.6%,13.0%,7.2%,5.8%,1.4%,0.0%,4.3%,4.1%,13.0%,8.6%
4465,1530186767,F. Barreda,Ferny Barreda,Barreda,Ferny,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,10,99,19.2%,17.2%,6.1%,4.2%,0.0%,0.0%,4.0%,4.1%,10.1%,6.7%
4466,1518451927,A. Berggren,Austin Berggren,Berggren,Austin,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,20,169,17.8%,15.6%,4.1%,3.6%,0.6%,0.0%,4.7%,4.1%,9.5%,6.4%
4467,1279330817,C. Caycedo,Colin Caycedo,Caycedo,Colin,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,2,7,14.3%,2.9%,0.0%,3.0%,14.3%,0.0%,0.0%,4.1%,14.3%,3.0%
4468,1342166548,C. Russell,Charlie Russell,Russell,Charlie,P,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,16,102,17.6%,17.2%,4.9%,7.3%,2.0%,0.0%,3.9%,4.1%,10.8%,10.0%
4469,1342168617,D. Duke,Dylan Duke,Duke,Dylan,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,L,19,92,13.0%,15.6%,3.3%,4.0%,0.0%,0.0%,4.3%,4.1%,7.6%,6.0%
4470,1005138026,K. Davis,Kanious Davis,Davis,Kanious,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,15,300,16.3%,13.2%,5.0%,4.6%,1.0%,0.0%,3.0%,4.1%,9.0%,6.4%
4471,1288367360,A. Elges,Alek Elges,Elges,Alek,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,22,310,19.7%,16.8%,5.2%,5.7%,1.0%,0.0%,5.5%,4.1%,11.6%,8.4%
4472,1106714112,E. Hendricks,Evans Hendricks,Hendricks,Evans,P,Campbell University,CAMP,730187776,Campbell,BBC,L,L,15,169,13.6%,15.9%,4.7%,3.0%,1.2%,0.0%,2.4%,4.1%,8.3%,6.1%
4473,1090856448,A. Hausner,Anthony Hausner,Hausner,Anthony,TWP,The Citadel,CIT,730366720,The Citadel,BBC,L,R,14,88,15.9%,18.3%,3.4%,6.0%,1.1%,0.0%,5.7%,4.1%,10.2%,8.6%
4474,1219944192,S. Turzai,Stephen Turzai,Turzai,Stephen,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,17,86,14.0%,11.9%,7.0%,6.3%,1.2%,0.0%,3.5%,4.1%,11.6%,8.2%
4475,1354557665,T. Ramos,Tavian Ramos,Ramos,Tavian,P,Cornell University,COR,730298624,Cornell,BBC,R,R,2,8,0.0%,1.8%,0.0%,5.8%,0.0%,0.0%,12.5%,4.1%,12.5%,3.7%
4476,1556284632,T. Kim,Tyler Kim,Kim,Tyler,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,5,22,9.1%,16.8%,0.0%,5.6%,0.0%,0.0%,4.5%,4.1%,4.5%,7.5%
4477,1644684786,D. Bennett,Devin Bennett,Bennett,Devin,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,15,215,18.1%,19.0%,5.6%,5.3%,1.9%,0.0%,4.2%,4.1%,11.6%,8.4%
4478,1192751872,R. Hogan,Robert Hogan,Hogan,Robert,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,9,43,14.0%,15.1%,2.3%,4.3%,0.0%,0.0%,7.0%,4.1%,9.3%,6.5%
4479,1463048353,T. Cooper,Troy Cooper,Cooper,Troy,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,16,123,17.9%,16.5%,3.3%,3.9%,0.8%,0.0%,3.3%,4.1%,7.3%,6.7%
4480,1986466865,J. Blackwood,J.T. Blackwood,Blackwood,J.T.,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,17,157,17.8%,17.9%,5.7%,5.2%,0.0%,0.0%,3.2%,4.1%,8.9%,8.5%
4481,1607489280,J. Davis,Jaxson Davis,Davis,Jaxson,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,17,96,16.7%,16.6%,2.1%,3.9%,0.0%,0.0%,4.2%,4.1%,6.3%,6.4%
4482,1907530373,N. Ficklin,Nolan Ficklin,Ficklin,Nolan,P,Brigham Young University,BYU,730257152,BYU,BBC,L,L,18,88,14.8%,16.1%,3.4%,2.7%,0.0%,0.0%,3.4%,4.1%,6.8%,5.3%
4483,1112569344,E. Bridenthal,Eli Bridenthal,Bridenthal,Eli,P,Xavier University,XAV,5464,Xavier,BBC,R,R,6,30,20.0%,14.7%,3.3%,3.1%,0.0%,0.0%,6.7%,4.1%,10.0%,5.7%
4484,1713770973,B. Stone,Brandon Stone,Stone,Brandon,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,15,285,16.1%,17.7%,6.0%,4.6%,0.0%,0.0%,4.6%,4.1%,10.5%,7.8%
4485,1902850439,H. Lance,Hudson Lance,Lance,Hudson,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,5,31,22.6%,19.5%,9.7%,4.1%,0.0%,0.0%,0.0%,4.1%,9.7%,6.9%
4486,1817322690,J. Lowe,Jonny Lowe,Lowe,Jonny,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,9,89,16.9%,20.6%,4.5%,3.6%,0.0%,0.0%,5.6%,4.1%,10.1%,6.2%
4487,1636573128,B. Vazquez,Brandon Vazquez,Vazquez,Brandon,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,L,L,14,126,20.6%,12.0%,4.8%,3.7%,0.0%,0.0%,3.2%,4.1%,7.9%,6.5%
4488,1948501770,Z. Robinson,Zachary Robinson,Robinson,Zachary,P,UMBC,UMBC,730210304,UMBC,BBC,R,R,11,165,26.1%,20.6%,6.1%,2.9%,0.0%,0.0%,3.6%,4.1%,9.7%,6.4%
4489,1841077101,Z. Leduc,Zach Leduc,Leduc,Zach,P,Ball State University,BALL,730195456,Ball State,BBC,R,R,19,116,16.4%,13.5%,3.4%,4.0%,2.6%,0.0%,5.2%,4.1%,11.2%,6.8%
4490,1747080880,G. Smith,Griffin Smith,Smith,Griffin,P,Washington State University,WSU,4505,Washington State,BBC,R,R,16,363,16.8%,19.1%,5.0%,5.7%,1.1%,0.0%,3.9%,4.1%,9.9%,9.1%
4491,1582648761,J. Kasner,Josh Kasner,Kasner,Josh,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,9,54,13.0%,17.8%,1.9%,2.3%,0.0%,0.0%,3.7%,4.1%,5.6%,5.1%
4492,1309516544,Z. Stevens,Zach Stevens,Stevens,Zach,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,8,134,11.9%,11.0%,3.7%,3.8%,0.7%,0.6%,4.5%,4.1%,9.0%,6.8%
4493,1119737275,L. Rightmyer,Logan Rightmyer,Rightmyer,Logan,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,6,29,17.2%,9.2%,0.0%,1.8%,0.0%,0.0%,3.4%,4.1%,3.4%,3.7%
4494,1310690560,J. LeGuernic,Justin LeGuernic,LeGuernic,Justin,P,Clemson University,CLEM,730358784,Clemson,BBC,R,L,12,125,15.2%,13.8%,2.4%,5.0%,0.8%,0.0%,5.6%,4.1%,8.8%,7.3%
4495,1304683520,C. Morse,Colby Morse,Morse,Colby,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,18,149,18.1%,16.9%,2.0%,3.5%,0.7%,0.0%,4.7%,4.1%,7.4%,6.7%
4496,1185381827,T. Weber,Tanyon Weber,Weber,Tanyon,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,8,68,14.7%,13.9%,11.8%,7.1%,0.0%,0.0%,4.4%,4.1%,16.2%,8.5%
4497,1371638941,C. Collins,Charlie Collins,Collins,Charlie,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,2,18,33.3%,24.9%,0.0%,3.6%,0.0%,0.0%,5.6%,4.1%,5.6%,6.0%
4498,1162404352,J. Haley,Jacob Haley,Haley,Jacob,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,10,48,10.4%,9.2%,0.0%,1.9%,0.0%,0.0%,6.3%,4.1%,6.3%,4.4%
4499,1102217728,I. Lohse,Ian Lohse,Lohse,Ian,P,University of Missouri,MIZZ,4806,Missouri,BBC,L,L,11,155,11.6%,12.8%,1.9%,3.3%,1.9%,0.0%,5.2%,4.1%,9.0%,6.4%
4500,1142086912,M. Gienger,Murphy Gienger,Gienger,Murphy,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,14,376,17.0%,16.6%,5.9%,3.3%,1.1%,0.0%,2.9%,4.1%,9.8%,6.4%
4501,1222751202,C. Gonzalez,Cesar Gonzalez,Gonzalez,Cesar,C,Boston College,BC,227,Boston College,BBC,R,R,11,102,16.7%,18.2%,2.9%,5.6%,2.0%,0.5%,3.9%,4.1%,8.8%,9.1%
4502,1736284645,D. Duley,Daniel Duley,Duley,Daniel,P,Oakland University,OAK,5386,Oakland,BBC,L,L,13,158,12.7%,11.2%,5.1%,6.1%,2.5%,0.0%,3.2%,4.1%,10.8%,8.8%
4503,1317943808,R. Ramos,Rigo Ramos,Ramos,Rigo,P,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,L,15,288,13.9%,13.7%,4.9%,5.3%,0.3%,0.0%,3.5%,4.1%,8.7%,7.9%
4504,1153709312,A. Behnke,Andrew Behnke,Behnke,Andrew,P,University of Tennessee,TENN,730153728,Tennessee,BBC,L,L,14,50,10.0%,12.0%,2.0%,5.2%,0.0%,0.0%,8.0%,4.1%,10.0%,7.9%
4505,1100871680,C. Fennell,Connor Fennell,Fennell,Connor,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,17,206,7.8%,9.4%,3.4%,4.4%,0.5%,0.0%,4.4%,4.1%,8.3%,7.8%
4506,1286003755,G. Baumann,Garrett Baumann,Baumann,Garrett,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,20,203,14.8%,15.7%,5.9%,8.9%,1.5%,0.0%,6.4%,4.2%,13.8%,10.5%
4507,1198512384,J. Wells,Jackson Wells,Wells,Jackson,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,17,390,14.6%,16.3%,7.2%,4.5%,0.0%,0.0%,2.6%,4.2%,9.7%,7.6%
4508,1552819111,G. Blachowicz,Gavin Blachowicz,Blachowicz,Gavin,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,R,17,99,14.1%,11.7%,4.0%,4.2%,0.0%,0.0%,2.0%,4.2%,6.1%,6.8%
4509,1520819964,K. Samonsky,Kevin Samonsky,Samonsky,Kevin,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,20,155,18.1%,14.4%,4.5%,4.5%,0.6%,0.0%,3.2%,4.2%,8.4%,7.2%
4510,1537868579,M. Moreno,Matthew Moreno,Moreno,Matthew,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,5,24,12.5%,11.5%,12.5%,1.2%,0.0%,0.0%,4.2%,4.2%,16.7%,4.7%
4511,1184444672,R. Garris,Reed Garris,Garris,Reed,P,Clemson University,CLEM,730358784,Clemson,BBC,R,R,18,107,12.1%,14.2%,1.9%,4.0%,0.0%,0.0%,2.8%,4.2%,4.7%,7.4%
4512,1125104128,G. Garcia Jr.,Guillermo Garcia Jr.,Garcia Jr.,Guillermo,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,13,333,12.6%,12.6%,5.7%,4.3%,0.0%,0.0%,4.8%,4.2%,10.5%,7.2%
4513,1335577089,T. Callahan,Trevor Callahan,Callahan,Trevor,P,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,20,231,19.0%,15.3%,5.6%,5.0%,0.9%,0.0%,4.3%,4.2%,10.8%,7.6%
4514,1277191168,M. Dalquist,Matthew Dalquist,Dalquist,Matthew,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,S,R,14,347,17.3%,18.1%,4.0%,4.7%,0.9%,0.0%,2.3%,4.2%,7.2%,8.2%
4515,1100795904,A. Zenus,Aaron Zenus,Zenus,Aaron,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,12,139,21.6%,17.4%,1.4%,3.3%,0.0%,0.0%,2.9%,4.2%,4.3%,6.2%
4516,1643052490,D. Hagen,David Hagen,Hagen,David,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,11,101,13.9%,15.8%,1.0%,3.6%,0.0%,0.0%,2.0%,4.2%,3.0%,6.2%
4517,1220216626,J. LeFrancois,Jake LeFrancois,LeFrancois,Jake,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,15,102,17.6%,16.3%,5.9%,9.4%,0.0%,0.2%,2.0%,4.2%,7.8%,10.7%
4518,1939517349,A. Johnson,Ashton Johnson,Johnson,Ashton,P,Brigham Young University,BYU,730257152,BYU,BBC,R,L,24,183,13.7%,13.7%,6.0%,5.2%,0.0%,0.0%,2.7%,4.2%,8.7%,8.6%
4519,1307623424,J. Beattie,Jackson Beattie,Beattie,Jackson,P,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,12,93,19.4%,15.3%,8.6%,3.8%,0.0%,0.0%,4.3%,4.2%,12.9%,6.7%
4520,1306912512,M. McDaniel,Mason McDaniel,McDaniel,Mason,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,L,L,18,124,17.7%,19.6%,5.6%,4.8%,0.8%,0.0%,6.5%,4.2%,12.9%,7.2%
4521,1472180652,B. Kersey,Braydon Kersey,Kersey,Braydon,P,Mercer University,MER,730240512,Mercer,BBC,L,R,22,208,21.2%,16.3%,2.9%,4.2%,0.0%,<0.1%,4.8%,4.2%,7.7%,7.4%
4522,1201260544,S. Reed,Sam Reed,Reed,Sam,P,University of Illinois,ILL,730163456,Illinois,BBC,L,L,18,173,16.8%,17.1%,5.8%,5.5%,0.6%,0.0%,4.6%,4.2%,11.0%,8.0%
4523,1110024960,C. Bowker,Cody Bowker,Bowker,Cody,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,16,313,10.2%,11.1%,4.8%,4.8%,0.0%,0.0%,4.5%,4.2%,9.3%,7.9%
4524,1243276544,B. Dean,Blake Dean,Dean,Blake,P,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,19,160,13.8%,14.6%,7.5%,4.2%,0.6%,0.0%,3.1%,4.2%,11.3%,6.8%
4525,1167696640,T. Hutson,Tyler Hutson,Hutson,Tyler,P,West Virginia University,WVU,5327,West Virginia,BBC,L,R,14,108,16.7%,16.5%,2.8%,4.3%,0.0%,0.0%,3.7%,4.2%,6.5%,7.5%
4526,1747963925,A. Perry,Andrew Perry,Perry,Andrew,P,Belmont University,BEL,730190336,Belmont,BBC,R,L,20,195,11.8%,10.8%,4.1%,4.2%,0.0%,0.0%,5.1%,4.2%,9.2%,7.2%
4527,1637754444,S. Hernandez,Stephen Hernandez,Hernandez,Stephen,P,Saint Louis University,SLU,2291,St. Louis,BBC,L,L,15,87,14.9%,16.2%,5.7%,4.0%,1.1%,0.0%,2.3%,4.2%,9.2%,6.3%
4528,1383375719,B. Shea,Bryson Shea,Shea,Bryson,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,17,237,20.7%,15.8%,4.2%,8.2%,0.0%,0.0%,3.4%,4.2%,7.6%,11.2%
4529,1142998272,Z. Lyles,Zach Lyles,Lyles,Zach,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,L,L,20,140,9.3%,11.0%,2.1%,2.4%,0.0%,0.0%,5.7%,4.2%,7.9%,5.4%
4530,1126307840,C. Bivins,Conner Bivins,Bivins,Conner,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,S,R,14,65,23.1%,23.4%,3.1%,4.6%,0.0%,0.0%,3.1%,4.2%,6.2%,7.3%
4531,1152889088,T. Virtudes,Timmy Virtudes,Virtudes,Timmy,P,U.S. Naval Academy,NAVY,508,Navy,BBC,R,L,3,20,15.0%,17.6%,20.0%,11.1%,0.0%,0.0%,0.0%,4.2%,20.0%,13.7%
4532,1056535322,S. Bonilla,Sam Bonilla,Bonilla,Sam,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,14,83,14.5%,9.2%,4.8%,5.8%,1.2%,0.0%,1.2%,4.2%,7.2%,6.9%
4533,1197482752,J. Vargas,Juan Vargas,Vargas,Juan,P,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,R,21,182,8.8%,7.2%,4.4%,2.0%,1.1%,0.0%,3.3%,4.2%,8.8%,5.1%
4534,1292221624,N. Espinola,Nick Espinola,Espinola,Nick,P,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,18,288,19.8%,17.0%,4.5%,2.4%,2.1%,0.0%,3.8%,4.2%,10.4%,5.1%
4535,1689830342,C. Nowaczyk,Colin Nowaczyk,Nowaczyk,Colin,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,10,47,21.3%,19.2%,2.1%,3.8%,0.0%,0.0%,4.3%,4.2%,6.4%,6.4%
4536,1342167249,H. Possehl,Hunter Possehl,Possehl,Hunter,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,L,10,100,21.0%,13.7%,5.0%,5.9%,0.0%,0.0%,3.0%,4.2%,8.0%,8.2%
4537,1942624969,W. Hooks,Walker Hooks,Hooks,Walker,P,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,22,169,17.8%,15.7%,4.7%,4.8%,0.0%,0.0%,3.0%,4.2%,7.7%,8.0%
4538,1269458944,M. Sweeney,Mike Sweeney,Sweeney,Mike,SS,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,6,42,11.9%,15.7%,9.5%,3.6%,0.0%,0.0%,7.1%,4.2%,16.7%,6.3%
4539,1302939136,B. Lucas,Brock Lucas,Lucas,Brock,P,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,22,253,17.8%,16.7%,3.6%,5.1%,0.0%,0.0%,5.9%,4.2%,9.5%,8.0%
4540,1116223232,F. Paulsen,Fisher Paulsen,Paulsen,Fisher,P,The Citadel,CIT,730366720,The Citadel,BBC,L,L,7,68,11.8%,16.6%,5.9%,4.5%,0.0%,0.0%,2.9%,4.2%,8.8%,7.5%
4541,1318851164,E. Jones,Easton Jones,Jones,Easton,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,17,133,14.3%,13.2%,5.3%,5.6%,1.5%,0.0%,3.0%,4.2%,9.8%,8.4%
4542,1311965952,C. Dressler,Cade Dressler,Dressler,Cade,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,L,L,16,220,20.0%,15.9%,4.1%,3.8%,1.4%,0.0%,3.6%,4.2%,9.1%,6.5%
4543,1187078912,H. Hall,Hayden Hall,Hall,Hayden,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,19,127,19.7%,15.3%,11.0%,8.4%,1.6%,0.0%,3.9%,4.2%,16.5%,10.3%
4544,1306683648,A. Ressler,Andrew Ressler,Ressler,Andrew,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,16,99,14.1%,14.9%,7.1%,5.1%,0.0%,0.0%,4.0%,4.2%,11.1%,7.9%
4545,1099943425,M. Thomas,Miles Thomas,Thomas,Miles,P,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,13,102,14.7%,11.0%,4.9%,7.4%,1.0%,0.0%,1.0%,4.2%,6.9%,7.7%
4546,1238307584,J. Cerwinski,John Cerwinski,Cerwinski,John,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,9,46,10.9%,10.6%,2.2%,5.1%,2.2%,0.0%,4.3%,4.2%,8.7%,8.1%
4547,1748740451,B. Rice,Brandon Rice,Rice,Brandon,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,5,47,25.5%,15.4%,8.5%,6.2%,0.0%,0.0%,4.3%,4.2%,12.8%,8.9%
4548,1310632704,J. Pletter,Jack Pletter,Pletter,Jack,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,8,40,7.5%,11.1%,2.5%,2.3%,2.5%,0.0%,5.0%,4.2%,10.0%,5.1%
4549,1162302720,J. Whiteman,Jacob Whiteman,Whiteman,Jacob,P,Towson University,TOWS,730318336,Towson,BBC,R,R,17,140,13.6%,15.5%,4.3%,5.0%,0.0%,0.0%,6.4%,4.2%,10.7%,7.5%
4550,1235374080,B. Burkart,Bauer Burkart,Burkart,Bauer,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,7,42,14.3%,10.9%,4.8%,5.0%,0.0%,0.0%,4.8%,4.2%,9.5%,7.0%
4551,1573557048,C. Montsdeoca,Carson Montsdeoca,Montsdeoca,Carson,P,University of Florida,FLA,730168320,Florida,BBC,R,R,8,41,12.2%,15.1%,9.8%,7.1%,0.0%,0.0%,4.9%,4.2%,14.6%,10.0%
4552,1196794368,P. Galle,Patrick Galle,Galle,Patrick,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,8,36,25.0%,8.3%,8.3%,3.0%,0.0%,0.0%,2.8%,4.2%,11.1%,6.2%
4553,1251442688,B. Cutts,Brennyn Cutts,Cutts,Brennyn,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,26,172,8.7%,11.7%,2.9%,3.8%,0.6%,0.0%,5.2%,4.2%,8.7%,6.7%
4554,1328895488,K. OConnor,Kellen OConnor,OConnor,Kellen,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,L,16,300,13.0%,14.4%,4.7%,5.0%,0.3%,0.0%,4.3%,4.2%,9.3%,8.0%
4555,1099890432,A. Jankowski,Alex Jankowski,Jankowski,Alex,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,11,56,12.5%,10.3%,1.8%,1.7%,3.6%,0.0%,5.4%,4.2%,10.7%,4.7%
4556,1164669440,R. Pittz,Ryan Pittz,Pittz,Ryan,P,University at Albany,ALBY,730280448,Albany,BBC,R,R,5,97,23.7%,18.4%,7.2%,6.0%,1.0%,0.0%,3.1%,4.2%,11.3%,9.3%
4557,1300599553,J. Feld,Justin Feld,Feld,Justin,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,14,252,14.3%,15.6%,4.4%,4.9%,0.4%,0.0%,4.4%,4.2%,9.1%,7.6%
4558,1251436032,A. White,Andrew White,White,Andrew,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,14,73,12.3%,10.4%,1.4%,2.5%,0.0%,0.0%,6.8%,4.2%,8.2%,4.3%
4559,1666052002,M. Driver,Matthew Driver,Driver,Matthew,P,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,13,84,20.2%,17.3%,3.6%,3.4%,0.0%,0.0%,7.1%,4.2%,10.7%,6.5%
4560,1276104960,B. Moyzan,Ben Moyzan,Moyzan,Ben,P,University of Delaware,DEL,730203136,Delaware,BBC,R,R,15,116,15.5%,10.2%,5.2%,4.6%,0.0%,0.0%,6.0%,4.3%,11.2%,7.5%
4561,1195532032,C. Farmer,Camden Farmer,Farmer,Camden,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,8,37,2.7%,13.6%,2.7%,1.5%,0.0%,0.0%,2.7%,4.3%,5.4%,2.6%
4562,1460891508,E. Plesser,Ethan Plesser,Plesser,Ethan,P,Longwood University,LONG,730219264,Longwood,BBC,L,L,21,149,12.8%,11.7%,3.4%,2.6%,0.7%,0.0%,5.4%,4.3%,9.4%,5.2%
4563,1342167776,D. Kirby,Drew Kirby,Kirby,Drew,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,5,29,10.3%,9.1%,10.3%,5.9%,0.0%,0.0%,3.4%,4.3%,13.8%,7.4%
4564,1296173568,J. Kelley,Jack Kelley,Kelley,Jack,P,University of Akron,AKR,540536064,Akron,BBC,R,R,12,248,10.9%,11.4%,3.2%,4.6%,2.0%,0.0%,3.6%,4.3%,8.9%,7.4%
4565,1204986624,E. Parmer,Evan Parmer,Parmer,Evan,P,Virginia Military Institute,VMI,730173440,VMI,BBC,L,R,17,208,18.8%,18.2%,7.2%,4.0%,0.0%,0.0%,5.3%,4.3%,12.5%,7.3%
4566,1126774784,W. Hartzell,Warren Hartzell,Hartzell,Warren,P,Wright State University,WRST,5390,Wright State,BBC,L,R,22,187,13.4%,12.7%,3.2%,4.1%,0.5%,0.0%,4.3%,4.3%,8.0%,7.0%
4567,1499762739,K. Kohlberg,Kayden Kohlberg,Kohlberg,Kayden,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,9,55,18.2%,11.6%,0.0%,3.5%,0.0%,0.0%,3.6%,4.3%,3.6%,6.4%
4568,1207806720,L. Fladda,Luc Fladda,Fladda,Luc,P,Tulane University,TULN,730354176,Tulane,BBC,L,L,15,346,17.1%,17.1%,6.4%,5.4%,0.9%,0.0%,3.8%,4.3%,11.0%,8.7%
4569,1307075328,J. Ruiz,Jacob Ruiz,Ruiz,Jacob,P,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,13,74,18.9%,19.2%,2.7%,5.4%,0.0%,0.0%,5.4%,4.3%,8.1%,8.4%
4570,1238260224,S. Garewal,Sam Garewal,Garewal,Sam,P,Stanford University,STAN,730251264,Stanford,BBC,L,L,16,132,12.9%,12.5%,6.1%,3.7%,0.8%,0.0%,5.3%,4.3%,12.1%,6.6%
4571,1569896662,A. Navarrete,Alex Navarrete,Navarrete,Alex,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,12,100,15.0%,13.9%,1.0%,5.4%,0.0%,0.0%,3.0%,4.3%,4.0%,8.0%
4572,1189283328,P. Allman,Price Allman,Allman,Price,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,5,21,14.3%,10.8%,9.5%,11.2%,0.0%,0.0%,4.8%,4.3%,14.3%,10.3%
