Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,1B%,x1B%,2B%,x2B%,3B%,x3B%,HR%,xHR%,XBH%,xXBH%
1,1227126016,A. Sullivan,Adam Sullivan,Sullivan,Adam,1B,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,R,2,9,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1164665088,Z. Courson,Zach Courson,Courson,Zach,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,1,5,20.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.0%,0.0%
1,1195502592,J. Reid,Joe Reid,Reid,Joe,3B,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,1,1,0.0%,0.0%,0.0%,0.0%,0.0%,0.4%,0.0%,0.0%,0.0%,0.4%
1,1309126144,K. Freeman,Kolton Freeman,Freeman,Kolton,LF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,1,7,14.3%,0.0%,14.3%,0.0%,0.0%,0.0%,0.0%,0.0%,14.3%,0.0%
1,1088883200,C. Cox,Cy Cox,Cox,Cy,P,Campbell University,CAMP,730187776,Campbell,BBC,L,L,1,1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1320299776,J. Kruger,Jack Kruger,Kruger,Jack,P,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,1,3,66.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1085401600,T. Busyn,Trevor Busyn,Busyn,Trevor,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,3,19,21.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1131016192,G. Constantine,Gavin Constantine,Constantine,Gavin,SS,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,1,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1184596736,C. Hoalcraft,Chris Hoalcraft,Hoalcraft,Chris,SS,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,1,5,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1140384256,B. Daniels,Brady Daniels,Daniels,Brady,CF,Delaware State University,DSU,730217984,Delaware State,BBC,S,R,1,5,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.0%,0.0%,20.0%,0.0%
1,1226973184,N. Vidmar,Nathan Vidmar,Vidmar,Nathan,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,12,323,20.1%,0.0%,6.8%,0.0%,0.3%,0.0%,1.5%,0.0%,8.7%,0.0%
1,1330578944,E. Del Valle,Eddie Del Valle,Del Valle,Eddie,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,L,12,289,16.3%,0.0%,4.2%,0.0%,1.0%,0.0%,3.5%,0.0%,8.7%,0.0%
1,1100144128,M. Lane,Michael Lane,Lane,Michael,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,7,178,10.1%,0.0%,4.5%,0.0%,0.6%,0.0%,1.1%,0.0%,6.2%,0.0%
1,1162131712,J. Teke,Jared Teke,Teke,Jared,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,2,11,18.2%,0.0%,0.0%,0.0%,0.0%,0.0%,9.1%,0.0%,9.1%,0.0%
1,1212945152,T. Johns,Tyler Johns,Johns,Tyler,P,Elon University,ELON,730252544,Elon,BBC,L,L,1,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1294954496,N. Stevens,Nolan Stevens,Stevens,Nolan,TWP,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,2,11,18.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1137599744,E. Hurlburt,Evan Hurlburt,Hurlburt,Evan,P,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,7,64,10.9%,0.0%,9.4%,0.0%,0.0%,0.0%,0.0%,0.0%,9.4%,0.0%
1,1164721152,T. Walker,Tanner Walker,Walker,Tanner,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,3,13,15.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1162029824,J. Snipes,James Snipes,Snipes,James,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,15,216,18.5%,0.0%,6.9%,0.0%,0.0%,0.0%,2.8%,0.0%,9.7%,0.0%
1,1184008192,J. Ofarril-Ortiz,Jodany Ofarril-Ortiz,Ofarril-Ortiz,Jodany,SS,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,5,48,22.9%,0.0%,6.3%,0.0%,4.2%,0.0%,6.3%,0.0%,16.7%,0.0%
1,1299763712,B. Eftink,Brayden Eftink,Eftink,Brayden,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,L,R,12,230,19.1%,0.0%,7.0%,0.0%,0.9%,0.0%,0.4%,0.0%,8.3%,0.0%
1,1169064704,J. Gonzalez,Jeffrey Gonzalez,Gonzalez,Jeffrey,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,1,4,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1273288704,M. Gamboa,Marcos Gamboa,Gamboa,Marcos,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,6,44,18.2%,0.0%,4.5%,0.0%,0.0%,0.0%,9.1%,0.0%,13.6%,0.0%
1,1279151104,J. Niedringhaus,Jack Niedringhaus,Niedringhaus,Jack,P,Xavier University,XAV,5464,Xavier,BBC,L,L,1,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1298715904,J. Scott,Julian Scott,Scott,Julian,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,3,11,0.0%,0.0%,0.0%,0.0%,9.1%,0.0%,0.0%,0.0%,9.1%,0.0%
1,1218560768,O. Brown,Oliver Brown,Brown,Oliver,P,Southern University,SOU,4767,Southern,BBC,L,L,5,36,16.7%,8.9%,11.1%,8.8%,0.0%,0.0%,2.8%,0.0%,13.9%,5.6%
1,1108743424,K. Hopson,Kameron Hopson,Hopson,Kameron,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,1,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1111340544,E. Mendoza,Edward Mendoza,Mendoza,Edward,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,7,40,12.5%,0.0%,2.5%,0.0%,0.0%,0.0%,5.0%,0.0%,7.5%,0.0%
1,1077565952,E. Smith,Evan Smith,Smith,Evan,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,L,1,18,5.6%,0.0%,5.6%,0.0%,5.6%,0.0%,0.0%,0.0%,11.1%,0.0%
1,1092708609,C. MacRae,Coleman MacRae,MacRae,Coleman,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,6,72,20.8%,0.0%,2.8%,0.0%,0.0%,0.0%,6.9%,0.0%,9.7%,0.0%
1,1195478784,L. Smith,Luke Smith,Smith,Luke,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,L,8,75,22.7%,0.0%,1.3%,0.0%,1.3%,0.0%,2.7%,0.0%,5.3%,0.0%
1,1330098432,H. Hargett,Hunter Hargett,Hargett,Hunter,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,9,87,16.1%,0.0%,3.4%,0.0%,2.3%,0.0%,3.4%,0.0%,9.2%,0.0%
1,1237028096,N. Bronzini,Nic Bronzini,Bronzini,Nic,P,University of Washington,WASH,3110,Washington,BBC,L,L,1,4,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1143005440,H. Estes,Hayden Estes,Estes,Hayden,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,1,3,0.0%,3.5%,0.0%,0.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.4%
1,1266595328,C. Howard,Carson Howard,Howard,Carson,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,7,51,15.7%,0.0%,3.9%,0.0%,0.0%,0.0%,2.0%,0.0%,5.9%,0.0%
1,1264082176,C. McCoy,Cam'ron McCoy,McCoy,Cam'ron,P,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,2,9,11.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1176367616,R. Braundmeier,Reed Braundmeier,Braundmeier,Reed,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,2,9,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1298303488,N. Scanlon,Nic Scanlon,Scanlon,Nic,P,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,1,5,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.0%,0.0%,20.0%,0.0%
1,1330772992,D. Joyce,Dylan Joyce,Joyce,Dylan,1B,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,1,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1164367616,J. Wade,John Wade,Wade,John,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,9,67,20.9%,0.0%,4.5%,0.0%,1.5%,0.0%,6.0%,0.0%,11.9%,0.0%
1,1254719744,A. Rucci,Andrew Rucci,Rucci,Andrew,P,Wagner College,WAG,730192640,Wagner,BBC,L,L,2,6,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1083749888,K. Small,Kevin Small,Small,Kevin,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,L,8,42,31.0%,26.1%,0.0%,0.7%,2.4%,0.0%,0.0%,0.0%,2.4%,0.5%
1,1150500352,J. Custer,Julian Custer,Custer,Julian,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,1,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1185349888,L. Hurd,Logan Hurd,Hurd,Logan,P,Tulane University,TULN,730354176,Tulane,BBC,L,L,1,1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1263955712,P. Baylis,Payton Baylis,Baylis,Payton,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,10,101,15.8%,0.0%,0.0%,0.0%,1.0%,0.0%,3.0%,0.0%,4.0%,0.0%
1,1275131136,D. Edwardi,Dante Edwardi,Edwardi,Dante,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,1,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1310598656,K. Wickersham,Kaden Wickersham,Wickersham,Kaden,P,Washington State University,WSU,4505,Washington State,BBC,R,R,1,8,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1213263104,N. Garcia,Nathaniel Garcia,Garcia,Nathaniel,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,4,17,29.4%,0.0%,0.0%,0.0%,11.8%,0.0%,0.0%,0.0%,11.8%,0.0%
1,1313846016,M. Taylor,Michael Taylor,Taylor,Michael,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,6,31,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1276117248,C. Kuhnke,Camden Kuhnke,Kuhnke,Camden,3B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,1,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1206461184,K. Ladd,Kobe Ladd,Ladd,Kobe,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,8,88,18.2%,0.0%,4.5%,0.0%,1.1%,0.0%,2.3%,0.0%,8.0%,0.0%
1,1309468928,K. Stokes,Kobe Stokes,Stokes,Kobe,P,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,3,13,15.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1296199168,T. Boze,Ty Boze,Boze,Ty,3B,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,1,4,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1238229760,S. Adams,Seth Adams,Adams,Seth,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,1,4,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,25.0%,0.0%
1,1142720000,D. Veloz,Danny Veloz,Veloz,Danny,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,7,29,17.2%,0.0%,13.8%,0.0%,0.0%,0.0%,6.9%,0.0%,20.7%,0.0%
1,1309689600,S. Wilcox,Slater Wilcox,Wilcox,Slater,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,2,9,22.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1287365120,E. Richter,Easton Richter,Richter,Easton,2B,University of Minnesota,MINN,4864,Minnesota,BBC,L,R,1,3,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1084419072,W. Land,Wyatt Land,Land,Wyatt,P,University of Georgia,UGA,226,Georgia,BBC,L,R,2,10,20.0%,21.5%,20.0%,16.2%,0.0%,0.0%,0.0%,0.0%,20.0%,12.9%
1,1205567744,M. Edwards,Michael Edwards,Edwards,Michael,TWP,Grambling State University,GRAM,5378,Grambling State,BBC,L,R,1,3,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1152816896,B. Wadiak,Bruce Wadiak,Wadiak,Bruce,P,Iona College,IONA,730242048,Iona,BBC,R,R,2,10,10.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1203188736,B. Pettrey,Brandon Pettrey,Pettrey,Brandon,P,Iona College,IONA,730242048,Iona,BBC,L,L,4,13,30.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1297345024,C. Applegate,Carson Applegate,Applegate,Carson,SS,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,1,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1324040704,T. Franks,Tyler Franks,Franks,Tyler,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,L,1,5,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.0%,0.0%,20.0%,0.0%
1,1202628864,B. Lasbury,Bobby Lasbury,Lasbury,Bobby,P,Iona College,IONA,730242048,Iona,BBC,R,R,6,24,0.0%,0.0%,8.3%,0.0%,0.0%,0.0%,4.2%,0.0%,12.5%,0.0%
1,1176353792,Q. Petty,Quinn Petty,Petty,Quinn,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,3,15,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1279826432,D. Fuller,Damon Fuller,Fuller,Damon,P,Merrimack College,MRMK,730295552,Merrimack,BBC,L,L,2,6,16.7%,0.0%,16.7%,0.0%,0.0%,0.0%,0.0%,0.0%,16.7%,0.0%
1,1309415936,C. Battey,Corey Battey,Battey,Corey,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,L,L,1,7,14.3%,0.0%,14.3%,0.0%,0.0%,0.0%,0.0%,0.0%,14.3%,0.0%
1,1079664896,G. White,Griffin White,White,Griffin,P,Wagner College,WAG,730192640,Wagner,BBC,L,R,3,15,6.7%,0.0%,6.7%,0.0%,0.0%,0.0%,0.0%,0.0%,6.7%,0.0%
1,1202706688,B. Boully,Bryan Boully,Boully,Bryan,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,2,8,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1287366912,L. Dobberstein,Logan Dobberstein,Dobberstein,Logan,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,2,7,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1289243904,D. Kojis,DJ Kojis,Kojis,DJ,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,3,12,0.0%,0.0%,8.3%,0.0%,0.0%,0.0%,16.7%,0.0%,25.0%,0.0%
1,1196021760,A. Smith,Aidan Smith,Smith,Aidan,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,1,5,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1290970624,J. Willis,Jaedon Willis,Willis,Jaedon,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,6,43,9.3%,0.0%,2.3%,0.0%,0.0%,0.0%,2.3%,0.0%,4.7%,0.0%
1,1324738304,D. Boyd,Darries Boyd,Boyd,Darries,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,2,11,9.1%,0.0%,27.3%,0.0%,0.0%,0.0%,0.0%,0.0%,27.3%,0.0%
1,1092699648,K. Thomas,Kurt Thomas,Thomas,Kurt,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,L,R,10,102,15.7%,0.0%,10.8%,0.0%,1.0%,0.0%,0.0%,0.0%,11.8%,0.0%
1,1198583296,A. Houghton,Andrew Houghton,Houghton,Andrew,P,University of Massachusetts,MASS,5451,UMass,BBC,L,L,7,31,12.9%,0.0%,3.2%,0.0%,0.0%,0.0%,3.2%,0.0%,6.5%,0.0%
1,1275138049,C. Green,Charles Green,Green,Charles,P,Southern University,SOU,4767,Southern,BBC,R,R,3,24,20.8%,0.0%,8.3%,0.0%,0.0%,0.0%,4.2%,0.0%,12.5%,0.0%
1,1082112512,R. Fry,Rayne Fry,Fry,Rayne,P,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,1,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1127174656,B. Richter,Bryce Richter,Richter,Bryce,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,4,13,0.0%,0.0%,7.7%,0.0%,7.7%,0.0%,7.7%,0.0%,23.1%,0.0%
1,1092709634,C. Johnson,Connor Johnson,Johnson,Connor,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,2,5,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1196003840,L. Bailey,Lorenzo Bailey,Bailey,Lorenzo,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,4,16,18.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1272690944,J. Dienes,Jacob Dienes,Dienes,Jacob,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,1,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1178749440,B. Lehmbeck,Blake Lehmbeck,Lehmbeck,Blake,P,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,1,5,0.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,20.0%,0.0%
1,1976934066,K. Glover,Kenny Glover,Glover,Kenny,C,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,2,22,9.1%,0.0%,4.5%,0.0%,0.0%,0.4%,4.5%,0.0%,9.1%,0.2%
1,1310905600,J. Hobson,J. Henry Hobson,Hobson,J. Henry,P,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,9,49,30.6%,0.0%,6.1%,0.0%,0.0%,0.0%,4.1%,0.0%,10.2%,0.0%
1,1654949644,A. Muirhead,Adam Muirhead,Muirhead,Adam,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,5,28,14.3%,0.0%,0.0%,0.0%,0.0%,0.0%,3.6%,0.0%,3.6%,0.0%
1,1124553394,J. Ferraro,Jameson Ferraro,Ferraro,Jameson,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,1,6,33.3%,0.0%,16.7%,0.0%,0.0%,0.0%,0.0%,0.0%,16.7%,0.0%
1,1207760384,L. Greer,Lucas Greer,Greer,Lucas,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,2,41,14.6%,0.0%,2.4%,0.0%,2.4%,0.0%,2.4%,0.0%,7.3%,0.0%
1,1287364096,E. Fritcher,Easton Fritcher,Fritcher,Easton,RF,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,L,2,7,0.0%,0.0%,42.9%,0.0%,0.0%,0.0%,0.0%,0.0%,42.9%,0.0%
1,1854858569,N. Moten,Nick Moten,Moten,Nick,P,University of Houston,HOU,3030,Houston,BBC,R,R,1,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1068475451,T. Davis,Ty Davis,Davis,Ty,1B,Ball State University,BALL,730195456,Ball State,BBC,L,R,1,7,28.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1936686658,N. Beckley,Nathan Beckley,Beckley,Nathan,1B,Youngstown State University,YSU,730284544,Youngstown State,BBC,L,R,1,2,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1777552484,O. Pincince,Owen Pincince,Pincince,Owen,1B,Siena College,SIE,730382592,Siena,BBC,R,R,1,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1326142760,L. Hartman,Logan Hartman,Hartman,Logan,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,3,9,11.1%,0.0%,0.0%,0.0%,0.0%,0.0%,11.1%,0.0%,11.1%,0.0%
1,1157888329,J. McCoy,Jake McCoy,McCoy,Jake,LF,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,1,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1113901717,G. Jacobsen,Gavin Jacobsen,Jacobsen,Gavin,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,L,1,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1598552792,B. Berdine,Ben Berdine,Berdine,Ben,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,13,108,15.7%,0.0%,2.8%,0.0%,3.7%,0.0%,0.0%,0.0%,6.5%,0.0%
1,1002844999,L. Carner,Luke Carner,Carner,Luke,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,4,22,22.7%,0.0%,18.2%,0.0%,4.5%,0.0%,0.0%,0.0%,22.7%,0.0%
1,1243572201,J. Batts,Justin Batts,Batts,Justin,1B,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,9,92,13.0%,0.0%,10.9%,0.0%,0.0%,0.0%,8.7%,0.0%,19.6%,0.0%
1,1607304608,B. Boyd,Brandon Boyd,Boyd,Brandon,TWP,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,7,52,13.5%,0.0%,3.8%,0.0%,3.8%,0.0%,3.8%,0.0%,11.5%,0.0%
1,1808206090,C. Snavely,Chase Snavely,Snavely,Chase,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,7,86,14.0%,0.0%,5.8%,0.0%,0.0%,0.0%,1.2%,0.0%,7.0%,0.0%
1,1553551879,R. Orr,Robert Orr,Orr,Robert,TWP,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,3,12,8.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1342166588,E. Victoriano,Elvis Victoriano,Victoriano,Elvis,RF,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,3,24,12.5%,0.0%,4.2%,0.0%,0.0%,0.0%,0.0%,0.0%,4.2%,0.0%
1,1342168536,I. Hubbard,Ian Hubbard,Hubbard,Ian,P,Radford University,RAD,730267392,Radford,BBC,L,L,1,3,0.0%,2.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1396200292,J. Huskey,Jordan Huskey,Huskey,Jordan,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,L,7,115,20.0%,0.0%,8.7%,0.0%,0.0%,0.0%,2.6%,0.0%,11.3%,0.0%
1,1532639435,N. Helton,Nate Helton,Helton,Nate,P,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,3,14,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1342167953,J. Andrews,Jack Andrews,Andrews,Jack,1B,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,1,3,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1923082720,M. Phillips,MJ Phillips,Phillips,MJ,1B,Towson University,TOWS,730318336,Towson,BBC,L,L,2,5,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
1,1101123949,G. Ross,Grant Ross,Ross,Grant,TWP,University of Illinois,ILL,730163456,Illinois,BBC,R,R,3,17,11.8%,17.8%,11.8%,16.6%,0.0%,0.0%,0.0%,0.0%,11.8%,11.7%
1,1718641284,E. Doyle,Evan Doyle,Doyle,Evan,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,4,37,13.5%,0.0%,5.4%,0.0%,0.0%,0.0%,5.4%,0.0%,10.8%,0.0%
1,1203627611,S. Farney,Seanan Farney,Farney,Seanan,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,2,15,6.7%,0.0%,0.0%,0.0%,6.7%,0.0%,6.7%,0.0%,13.3%,0.0%
1,1258016929,J. Parrill,Jackson Parrill,Parrill,Jackson,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,3,17,5.9%,0.0%,5.9%,0.0%,5.9%,0.0%,5.9%,0.0%,17.6%,0.0%
1,1852260943,D. Diaz,Derek Diaz,Diaz,Derek,C,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,1,7,14.3%,0.0%,0.0%,0.0%,14.3%,0.5%,0.0%,0.0%,14.3%,0.4%
1,1870253682,J. DeCoste,John DeCoste,DeCoste,John,P,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,8,32,3.1%,0.0%,3.1%,0.0%,0.0%,0.0%,0.0%,0.0%,3.1%,0.0%
1,1276171797,J. Trinidad,Justin Trinidad,Trinidad,Justin,P,Iona College,IONA,730242048,Iona,BBC,R,R,12,170,18.2%,0.0%,5.9%,0.0%,0.6%,0.0%,0.0%,0.0%,6.5%,0.0%
