Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,SBOpp,SBA,SB,CS,SB%,SB2Opp,SBA2,SB2,CS2,SB2%,SB3Opp,SBA3,SB3,CS3,SB3%,SBAH,SBH,CSH
536,1173607936,P. Vossen,Paul Vossen,Vossen,Paul,LF,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,L,R,27,15,12,11,1,91.7%,10,6,5,1,83.3%,5,5,5,0,100.0%,0,0,0
536,1089571840,J. Doyle,Jacob Doyle,Doyle,Jacob,RF,University of Nevada,NEV,4784,Nevada,BBC,R,R,53,82,12,11,1,91.7%,49,10,10,0,100.0%,33,2,1,1,50.0%,0,0,0
536,1785164581,C. Wagner,Cole Wagner,Wagner,Cole,1B,Penn State University,PSU,5326,Penn State,BBC,L,L,36,63,12,11,1,91.7%,34,10,9,1,90.0%,29,0,0,0,-,0,0,0
536,1969246323,B. Shannon,Brady Shannon,Shannon,Brady,1B,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,47,52,15,11,4,73.3%,37,11,7,4,63.6%,15,2,2,0,100.0%,0,0,0
536,1108374362,E. Chorba,Eric Chorba,Chorba,Eric,LF,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,L,R,51,106,13,11,2,84.6%,60,10,8,2,80.0%,46,2,2,0,100.0%,0,0,0
536,1080116854,J. Lewis,Jordan Lewis,Lewis,Jordan,LF,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,53,88,15,11,4,73.3%,47,10,6,4,60.0%,41,5,5,0,100.0%,0,0,0
536,1626754400,J. Murphy,James Murphy,Murphy,James,SS,High Point University,HP,730321152,High Point,BBC,R,R,54,98,14,11,3,78.6%,56,13,10,3,76.9%,42,1,1,0,100.0%,0,0,0
536,1370565674,C. Beck,Carter Beck,Beck,Carter,CF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,55,126,14,11,3,78.6%,75,11,9,2,81.8%,51,2,1,1,50.0%,0,0,0
536,1194399985,T. Bell,Tyler Bell,Bell,Tyler,SS,University of Kentucky,UK,5362,Kentucky,BBC,S,R,56,100,14,11,3,78.6%,53,9,7,2,77.8%,47,4,3,1,75.0%,0,0,0
536,1212036192,D. Johnson,Drew Johnson,Johnson,Drew,LF,Mercer University,MER,730240512,Mercer,BBC,L,R,59,88,11,11,0,100.0%,57,11,11,0,100.0%,31,0,0,0,-,0,0,0
536,1305531530,T. Gambill,Trey Gambill,Gambill,Trey,LF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,56,131,13,11,2,84.6%,85,11,10,1,90.9%,46,2,1,1,50.0%,0,0,0
536,1577193029,D. Scott,DJ Scott,Scott,DJ,RF,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,46,75,12,11,1,91.7%,42,10,9,1,90.0%,33,1,1,0,100.0%,1,1,0
536,1593724959,D. Larkins,Dylan Larkins,Larkins,Dylan,RF,Georgetown University,GTWN,2330,Georgetown,BBC,L,L,39,67,14,11,3,78.6%,45,13,10,3,76.9%,22,1,1,0,100.0%,0,0,0
536,1017316318,S. Newman,Scott Newman,Newman,Scott,CF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,L,60,110,19,11,8,57.9%,67,14,6,8,42.9%,43,2,2,0,100.0%,0,0,0
536,1070340091,H. Gomric,Hank Gomric,Gomric,Hank,LF,Saint Louis University,SLU,2291,St. Louis,BBC,L,L,57,93,12,11,1,91.7%,63,11,10,1,90.9%,30,0,0,0,-,0,0,0
536,1165397757,A. Dougherty,Aidan Dougherty,Dougherty,Aidan,LF,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,45,76,16,11,5,68.8%,51,15,11,4,73.3%,25,1,0,1,0.0%,0,0,0
536,1739966108,J. Alford,Jackson Alford,Alford,Jackson,LF,Elon University,ELON,730252544,Elon,BBC,R,R,57,118,16,11,5,68.8%,68,13,10,3,76.9%,50,3,1,2,33.3%,0,0,0
536,1682487759,M. Bolton,Matt Bolton,Bolton,Matt,CF,Binghamton University,BING,730155776,Binghamton,BBC,L,R,55,162,14,11,3,78.6%,90,12,9,3,75.0%,72,2,2,0,100.0%,0,0,0
536,1898473718,J. Smith,Jackson Smith,Smith,Jackson,SS,Bradley University,BRAD,730253312,Bradley,BBC,L,R,39,95,11,11,0,100.0%,55,10,10,0,100.0%,40,0,0,0,-,0,0,0
536,1361665055,E. Espinal,Edian Espinal,Espinal,Edian,2B,University of Central Florida,UCF,730256640,Central Florida,BBC,S,R,51,109,16,11,5,68.8%,72,13,9,4,69.2%,37,2,1,1,50.0%,0,0,0
536,1125632993,A. Groeneveld,AJ Groeneveld,Groeneveld,AJ,RF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,R,50,104,11,11,0,100.0%,67,9,9,0,100.0%,37,1,1,0,100.0%,0,0,0
536,1012549845,T. Kendrick,Thomas Kendrick,Kendrick,Thomas,LF,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,S,R,47,113,15,11,4,73.3%,71,13,9,4,69.2%,42,1,1,0,100.0%,1,1,0
536,1148001747,B. Wright,Brooks Wright,Wright,Brooks,CF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,R,43,55,12,11,1,91.7%,39,12,11,1,91.7%,16,0,0,0,-,0,0,0
536,1395883646,D. Smith,Dante Smith,Smith,Dante,RF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,R,44,75,16,11,5,68.8%,54,15,10,5,66.7%,21,0,0,0,-,0,0,0
536,1189311669,M. Zito,Michael Zito,Zito,Michael,SS,Rice University,RICE,2352,Rice,BBC,R,R,54,111,13,11,2,84.6%,68,10,8,2,80.0%,43,2,2,0,100.0%,0,0,0
536,1282371943,J. Katsaboulas,Jonah Katsaboulas,Katsaboulas,Jonah,3B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,53,116,12,11,1,91.7%,70,6,6,0,100.0%,46,3,3,0,100.0%,2,1,1
536,1550029332,G. Werdesheim,Grant Werdesheim,Werdesheim,Grant,CF,Princeton University,PRIN,730198784,Princeton,BBC,R,R,39,57,11,11,0,100.0%,38,10,10,0,100.0%,19,1,1,0,100.0%,0,0,0
622,1238242304,Z. Payne,Zandt Payne,Payne,Zandt,SS,Abilene Christian University,AC,730375936,Abilene Christian,BBC,S,R,44,123,14,10,4,71.4%,83,13,9,4,69.2%,40,1,1,0,100.0%,0,0,0
622,1310879232,J. Paino,Josh Paino,Paino,Josh,3B,Clemson University,CLEM,730358784,Clemson,BBC,R,R,63,94,12,10,2,83.3%,53,6,4,2,66.7%,41,3,3,0,100.0%,0,0,0
622,1204040192,C. Hayslip,Camden Hayslip,Hayslip,Camden,RF,UAB,UAB,730345984,UAB,BBC,L,L,50,47,10,10,0,100.0%,26,5,5,0,100.0%,21,2,2,0,100.0%,0,0,0
622,1207744768,B. Holt,Brennan Holt,Holt,Brennan,CF,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,45,100,12,10,2,83.3%,51,10,8,2,80.0%,49,1,1,0,100.0%,0,0,0
622,1316711680,D. Williams,Derek Williams,Williams,Derek,RF,University of Miami,MIA,236,Miami,BBC,R,R,42,62,14,10,4,71.4%,37,10,7,3,70.0%,25,4,3,1,75.0%,0,0,0
622,1170584832,E. Vogelsong,Elijah Vogelsong,Vogelsong,Elijah,LF,Marshall University,MRSH,730333696,Marshall,BBC,L,L,59,123,12,10,2,83.3%,84,10,10,0,100.0%,39,1,0,1,0.0%,1,0,1
622,1092991488,B. Compton,Brandon Compton,Compton,Brandon,LF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,59,96,11,10,1,90.9%,55,10,9,1,90.0%,41,0,0,0,-,0,0,0
622,1294966272,A. Silva,Anthony Silva,Silva,Anthony,SS,Texas Christian University,TCU,5045,TCU,BBC,R,R,58,90,10,10,0,100.0%,55,8,8,0,100.0%,35,2,2,0,100.0%,0,0,0
622,1157740288,B. Rogers,Brandon Rogers,Rogers,Brandon,CF,Purdue University,PUR,730353152,Purdue,BBC,R,R,49,35,10,10,0,100.0%,20,5,5,0,100.0%,15,3,3,0,100.0%,1,1,0
622,1099810304,W. Peifer,Wyatt Peifer,Peifer,Wyatt,3B,James Madison University,JMU,730340096,James Madison,BBC,S,R,55,86,10,10,0,100.0%,52,7,7,0,100.0%,34,2,2,0,100.0%,0,0,0
622,1341740032,R. Dooley,Ryan Dooley,Dooley,Ryan,RF,James Madison University,JMU,730340096,James Madison,BBC,L,R,54,113,13,10,3,76.9%,67,11,8,3,72.7%,46,0,0,0,-,1,1,0
622,1324040192,B. Chance,Bryce Chance,Chance,Bryce,CF,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,58,112,11,10,1,90.9%,66,8,7,1,87.5%,46,2,2,0,100.0%,0,0,0
622,1279684864,W. French,Wil French,French,Wil,1B,Arkansas State University,ARST,730290176,Arkansas State,BBC,S,R,54,141,16,10,6,62.5%,71,13,8,5,61.5%,70,2,1,1,50.0%,0,0,0
622,1162602752,A. Ainsworth,Addison Ainsworth,Ainsworth,Addison,CF,Army West Point,ARMY,4744,Army,BBC,L,R,49,102,12,10,2,83.3%,65,10,8,2,80.0%,37,0,0,0,-,1,1,0
622,1314887424,D. Burress,Drew Burress,Burress,Drew,CF,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,135,11,10,1,90.9%,78,8,8,0,100.0%,57,2,1,1,50.0%,0,0,0
622,1125364736,N. Dolan,Nick Dolan,Dolan,Nick,3B,Ohio University,OHIO,730298368,Ohio,BBC,R,R,44,63,12,10,2,83.3%,43,9,8,1,88.9%,20,2,1,1,50.0%,1,1,0
622,1152864000,L. Filippi,Luke Filippi,Filippi,Luke,CF,University at Albany,ALBY,730280448,Albany,BBC,R,R,54,69,11,10,1,90.9%,45,9,8,1,88.9%,24,0,0,0,-,0,0,0
622,1080823296,K. McDaniel,Kyle McDaniel,McDaniel,Kyle,2B,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,R,55,143,13,10,3,76.9%,98,12,9,3,75.0%,45,0,0,0,-,0,0,0
622,1097665536,C. Mitchelle,Christian Mitchelle,Mitchelle,Christian,TWP,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,53,74,11,10,1,90.9%,43,7,6,1,85.7%,31,4,4,0,100.0%,0,0,0
622,1152912384,E. Hedges,Ethan Hedges,Hedges,Ethan,TWP,University of Southern California,USC,5047,USC,BBC,R,R,60,136,10,10,0,100.0%,87,7,7,0,100.0%,49,2,2,0,100.0%,0,0,0
622,1275112448,P. Moutzouridis,PJ Moutzouridis,Moutzouridis,PJ,SS,University of California,CAL,730152448,California,BBC,R,R,55,102,12,10,2,83.3%,60,8,7,1,87.5%,42,2,2,0,100.0%,1,0,1
622,1336584960,T. White,Tyler White,White,Tyler,CF,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,58,162,12,10,2,83.3%,87,9,7,2,77.8%,75,2,2,0,100.0%,0,0,0
622,1073827840,T. Morrison,Trace Morrison,Morrison,Trace,1B,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,R,56,109,11,10,1,90.9%,62,7,7,0,100.0%,47,2,1,1,50.0%,0,0,0
622,1239326464,E. Brown,Ethan Brown,Brown,Ethan,1B,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,35,44,11,10,1,90.9%,24,8,7,1,87.5%,20,0,0,0,-,0,0,0
622,1158452736,M. Miceli,Matt Miceli,Miceli,Matt,SS,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,52,81,12,10,2,83.3%,54,8,6,2,75.0%,27,1,1,0,100.0%,0,0,0
622,1078107136,A. Neaves,Avery Neaves,Neaves,Avery,LF,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,59,120,13,10,3,76.9%,65,10,7,3,70.0%,55,1,1,0,100.0%,1,1,0
622,1310833152,A. McAskie,Aidan McAskie,McAskie,Aidan,RF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,53,99,13,10,3,76.9%,58,12,9,3,75.0%,41,0,0,0,-,0,0,0
622,1184442368,B. Arendt,Bryan Arendt,Arendt,Bryan,C,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,55,84,12,10,2,83.3%,44,7,6,1,85.7%,40,2,1,1,50.0%,2,2,0
622,1153057792,J. Williams,Jake Williams,Williams,Jake,2B,Yale University,YALE,730334464,Yale,BBC,R,R,43,99,12,10,2,83.3%,53,10,8,2,80.0%,46,1,1,0,100.0%,0,0,0
622,1310534656,J. Koonin,Jake Koonin,Koonin,Jake,2B,Princeton University,PRIN,730198784,Princeton,BBC,R,R,43,84,11,10,1,90.9%,51,7,6,1,85.7%,33,3,3,0,100.0%,0,0,0
622,1297576704,C. Canon,Cider Canon,Canon,Cider,RF,Davidson College,DAV,730363136,Davidson,BBC,R,R,48,99,11,10,1,90.9%,53,8,7,1,87.5%,46,2,2,0,100.0%,0,0,0
622,1281390848,J. Zimbardo,Jared Zimbardo,Zimbardo,Jared,CF,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,42,84,13,10,3,76.9%,50,12,9,3,75.0%,34,0,0,0,-,0,0,0
622,1192538113,F. Gomez Jr.,Franklin Gomez Jr.,Gomez Jr.,Franklin,CF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,42,88,13,10,3,76.9%,53,11,8,3,72.7%,35,2,2,0,100.0%,0,0,0
622,1085293312,R. Donohue,Ronan Donohue,Donohue,Ronan,3B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,47,79,12,10,2,83.3%,46,9,7,2,77.8%,33,2,2,0,100.0%,0,0,0
622,1310670336,L. Trippel,Lance Trippel,Trippel,Lance,C,University of South Florida,USF,2292,South Florida,BBC,R,R,51,86,11,10,1,90.9%,56,9,8,1,88.9%,30,0,0,0,-,1,1,0
622,1287073280,A. Orr,Aidan Orr,Orr,Aidan,RF,Oakland University,OAK,5386,Oakland,BBC,L,R,25,42,10,10,0,100.0%,28,7,7,0,100.0%,14,3,3,0,100.0%,0,0,0
622,1085399040,L. Meola,Lorenzo Meola,Meola,Lorenzo,SS,Stetson University,STET,730261504,Stetson,BBC,R,R,56,98,12,10,2,83.3%,64,10,8,2,80.0%,34,0,0,0,-,0,0,0
622,1091474944,B. Leroux,Brando Leroux,Leroux,Brando,SS,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,54,88,14,10,4,71.4%,52,12,8,4,66.7%,36,1,1,0,100.0%,0,0,0
622,1165732096,S. Parks,Sam Parks,Parks,Sam,CF,Stonehill College,SC,730238464,Stonehill,BBC,L,L,52,153,14,10,4,71.4%,101,14,10,4,71.4%,52,0,0,0,-,0,0,0
622,1220193792,C. Davalan,Charles Davalan,Davalan,Charles,LF,University of Arkansas,ARK,3375,Arkansas,BBC,L,R,65,165,12,10,2,83.3%,108,12,10,2,83.3%,57,0,0,0,-,0,0,0
622,1304823808,N. Tucker,Nolan Tucker,Tucker,Nolan,2B,Xavier University,XAV,5464,Xavier,BBC,L,R,51,93,12,10,2,83.3%,53,7,6,1,85.7%,40,5,4,1,80.0%,0,0,0
622,1152961280,E. Talt,Easton Talt,Talt,Easton,RF,Oregon State University,ORST,3111,Oregon State,BBC,L,R,64,118,13,10,3,76.9%,68,11,9,2,81.8%,50,1,0,1,0.0%,0,0,0
622,1302783489,J. Perez,Jaime Perez,Perez,Jaime,C,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,48,95,12,10,2,83.3%,66,9,7,2,77.8%,29,1,1,0,100.0%,0,0,0
622,1260854528,J. Bosland,Justin Bosland,Bosland,Justin,3B,Northeastern University,NE,343,Northeastern,BBC,L,R,25,29,12,10,2,83.3%,24,10,8,2,80.0%,5,1,1,0,100.0%,0,0,0
622,1121159424,M. Smith,Michael Smith,Smith,Michael,RF,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,38,53,13,10,3,76.9%,33,13,10,3,76.9%,20,0,0,0,-,0,0,0
622,1207754240,T. Pettorini,Tyler Pettorini,Pettorini,Tyler,2B,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,50,92,12,10,2,83.3%,61,10,8,2,80.0%,31,2,2,0,100.0%,0,0,0
622,1238969088,C. Bloomer,Chase Bloomer,Bloomer,Chase,SS,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,53,70,14,10,4,71.4%,46,7,3,4,42.9%,24,1,1,0,100.0%,0,0,0
622,1120324096,A. Zarlingo,Anthony Zarlingo,Zarlingo,Anthony,CF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,S,R,56,133,12,10,2,83.3%,95,10,9,1,90.0%,38,2,1,1,50.0%,0,0,0
622,1096221440,J. McCutcheon,Jake McCutcheon,McCutcheon,Jake,LF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,55,129,13,10,3,76.9%,80,12,9,3,75.0%,49,1,1,0,100.0%,0,0,0
622,1171615232,J. Berg,Jake Berg,Berg,Jake,C,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,R,52,100,15,10,5,66.7%,62,10,6,4,60.0%,38,2,1,1,50.0%,0,0,0
622,1256892416,C. Brown,Chenar Brown,Brown,Chenar,1B,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,41,98,12,10,2,83.3%,55,12,10,2,83.3%,43,0,0,0,-,0,0,0
622,1178187776,K. Duncan,Kylan Duncan,Duncan,Kylan,2B,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,39,82,10,10,0,100.0%,44,8,8,0,100.0%,38,2,2,0,100.0%,0,0,0
622,1080345344,K. Holm,Kai Holm,Holm,Kai,SS,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,51,91,12,10,2,83.3%,60,8,6,2,75.0%,31,0,0,0,-,0,0,0
622,1330724096,T. Takats,TJ Takats,Takats,TJ,CF,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,L,L,40,93,12,10,2,83.3%,59,11,9,2,81.8%,34,1,1,0,100.0%,0,0,0
622,1087834880,Z. Spinn,Zane Spinn,Spinn,Zane,SS,Lamar University,LAM,730162432,Lamar,BBC,L,R,57,109,11,10,1,90.9%,64,8,7,1,87.5%,45,1,1,0,100.0%,0,0,0
622,1202679552,E. Funkhouser,Evan Funkhouser,Funkhouser,Evan,SS,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,59,58,12,10,2,83.3%,29,6,4,2,66.7%,29,4,4,0,100.0%,0,0,0
622,1281359360,T. Palmer,Tyler Palmer,Palmer,Tyler,CF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,39,59,11,10,1,90.9%,43,8,7,1,87.5%,16,2,2,0,100.0%,0,0,0
622,1136384256,C. Gibbs,Casey Gibbs,Gibbs,Casey,2B,Longwood University,LONG,730219264,Longwood,BBC,S,R,38,54,13,10,3,76.9%,33,10,8,2,80.0%,21,1,0,1,0.0%,1,1,0
622,1263372544,L. Arnold,Luke Arnold,Arnold,Luke,SS,Wright State University,WRST,5390,Wright State,BBC,R,R,58,97,13,10,3,76.9%,63,9,7,2,77.8%,34,3,2,1,66.7%,0,0,0
622,1304692992,M. Knight,Max Knight,Knight,Max,TWP,Missouri State University,MOSU,5382,Missouri State,BBC,L,L,54,88,12,10,2,83.3%,60,7,6,1,85.7%,28,3,2,1,66.7%,0,0,0
622,1195475968,M. Malony,Maddox Malony,Malony,Maddox,SS,University of Oregon,ORE,4807,Oregon,BBC,R,R,56,90,10,10,0,100.0%,65,9,9,0,100.0%,25,0,0,0,-,1,1,0
622,1139934976,E. Brown,Ely Brown,Brown,Ely,CF,Mercer University,MER,730240512,Mercer,BBC,L,L,60,176,13,10,3,76.9%,113,12,9,3,75.0%,63,0,0,0,-,0,0,0
622,1257366784,S. DeCarlo,Sam DeCarlo,DeCarlo,Sam,SS,University of Washington,WASH,3110,Washington,BBC,R,R,57,95,13,10,3,76.9%,64,11,8,3,72.7%,31,0,0,0,-,0,0,0
622,1280063232,R. Willbanks,Reed Willbanks,Willbanks,Reed,CF,Little Rock,UALR,730217472,Little Rock,BBC,R,R,59,88,14,10,4,71.4%,56,12,10,2,83.3%,32,1,0,1,0.0%,1,0,1
622,1287473664,R. Daniels,Ryan Daniels,Daniels,Ryan,2B,University of Connecticut,CONN,5486,Connecticut,BBC,L,R,54,106,13,10,3,76.9%,58,9,6,3,66.7%,48,3,3,0,100.0%,0,0,0
622,1281806592,M. Heiskell,Mason Heiskell,Heiskell,Mason,C,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,45,77,11,10,1,90.9%,43,9,8,1,88.9%,34,1,1,0,100.0%,0,0,0
622,1281476864,A. Redahan,Aidan Redahan,Redahan,Aidan,1B,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,R,48,146,11,10,1,90.9%,86,8,7,1,87.5%,60,1,1,0,100.0%,0,0,0
622,1093770240,R. Strand,Ryan Strand,Strand,Ryan,LF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,22,44,11,10,1,90.9%,25,8,8,0,100.0%,19,1,1,0,100.0%,1,0,1
622,1266157312,L. Tobin,Lane Tobin,Tobin,Lane,SS,The Citadel,CIT,730366720,The Citadel,BBC,R,R,44,61,14,10,4,71.4%,37,11,8,3,72.7%,24,2,1,1,50.0%,0,0,0
622,1202571776,S. Collins,Sky Collins,Collins,Sky,CF,Fresno State,FRES,730384384,Fresno State,BBC,R,R,58,75,13,10,3,76.9%,55,11,9,2,81.8%,20,0,0,0,-,2,1,1
622,1099183873,G. Colasante,Gio Colasante,Colasante,Gio,TWP,Harvard University,HARV,5450,Harvard,BBC,R,R,42,62,10,10,0,100.0%,37,8,8,0,100.0%,25,0,0,0,-,1,1,0
622,1266571264,Z. Henry,Zach Henry,Henry,Zach,CF,Little Rock,UALR,730217472,Little Rock,BBC,L,R,43,85,11,10,1,90.9%,54,9,9,0,100.0%,31,1,1,0,100.0%,1,0,1
622,1383694193,M. Gupton,Michael Gupton,Gupton,Michael,CF,Samford University,SAM,730386432,Samford,BBC,R,R,55,85,13,10,3,76.9%,46,9,7,2,77.8%,39,2,1,1,50.0%,0,0,0
622,1896005955,T. Simay,Tim Simay,Simay,Tim,SS,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,51,128,11,10,1,90.9%,69,8,7,1,87.5%,59,1,1,0,100.0%,0,0,0
622,1866053969,H. Jatczak,Hayden Jatczak,Jatczak,Hayden,3B,Kent State University,KENT,730315008,Kent State,BBC,R,R,56,139,12,10,2,83.3%,71,7,6,1,85.7%,68,1,0,1,0.0%,0,0,0
622,1531311566,J. Sangalang,Jeremy Sangalang,Sangalang,Jeremy,SS,Siena College,SIE,730382592,Siena,BBC,R,R,54,157,10,10,0,100.0%,91,9,9,0,100.0%,66,1,1,0,100.0%,0,0,0
622,1575201122,D. Canody,Drew Canody,Canody,Drew,RF,George Mason University,GMU,730265088,George Mason,BBC,R,R,37,45,12,10,2,83.3%,30,10,8,2,80.0%,15,1,1,0,100.0%,0,0,0
622,1158436510,P. Knoll,Parker Knoll,Knoll,Parker,CF,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,31,42,12,10,2,83.3%,30,10,8,2,80.0%,12,0,0,0,-,0,0,0
622,1713280773,X. Perez,Xavier Perez,Perez,Xavier,RF,University of Houston,HOU,3030,Houston,BBC,R,R,52,74,11,10,1,90.9%,48,4,3,1,75.0%,26,5,5,0,100.0%,0,0,0
622,1670795408,B. Thomas,Brady Thomas,Thomas,Brady,1B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,47,75,13,10,3,76.9%,51,9,7,2,77.8%,24,3,2,1,66.7%,0,0,0
622,1516420551,S. Solitaria,Sawyer Solitaria,Solitaria,Sawyer,1B,Kent State University,KENT,730315008,Kent State,BBC,R,R,54,109,12,10,2,83.3%,62,10,8,2,80.0%,47,1,1,0,100.0%,0,0,0
622,1415553116,L. Scilley,Landon Scilley,Scilley,Landon,3B,Liberty University,LIB,730156288,Liberty,BBC,R,R,56,97,12,10,2,83.3%,55,11,9,2,81.8%,42,1,1,0,100.0%,0,0,0
622,1218587213,M. Stancliff,Matt Stancliff,Stancliff,Matt,2B,McNeese State University,MCNS,730285056,McNeese State,BBC,L,R,45,77,11,10,1,90.9%,53,9,8,1,88.9%,24,0,0,0,-,0,0,0
622,1818390468,L. Edwards,Larry Edwards,Edwards,Larry,LF,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,47,84,13,10,3,76.9%,44,7,4,3,57.1%,40,5,5,0,100.0%,0,0,0
622,1233641139,F. Peralta,Fabio Peralta,Peralta,Fabio,CF,University of Miami,MIA,236,Miami,BBC,L,L,57,94,10,10,0,100.0%,61,8,8,0,100.0%,33,1,1,0,100.0%,0,0,0
622,1342167992,B. Rogers,Brett Rogers,Rogers,Brett,RF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,L,R,48,88,11,10,1,90.9%,59,9,8,1,88.9%,29,2,2,0,100.0%,0,0,0
622,1542417101,H. Ray,Hunter Ray,Ray,Hunter,RF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,R,40,55,12,10,2,83.3%,39,10,8,2,80.0%,16,1,1,0,100.0%,0,0,0
622,1686573078,H. Brignac,Hudson Brignac,Brignac,Hudson,2B,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,56,107,12,10,2,83.3%,66,10,8,2,80.0%,41,1,1,0,100.0%,1,1,0
622,1614478221,H. Turner,Hassan Turner,Turner,Hassan,RF,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,39,102,12,10,2,83.3%,62,12,10,2,83.3%,40,0,0,0,-,0,0,0
622,1269233194,D. Small,Dane Small,Small,Dane,RF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,48,77,11,10,1,90.9%,43,9,8,1,88.9%,34,0,0,0,-,0,0,0
622,1105954873,K. Brown,Kordell Brown,Brown,Kordell,SS,University of the Pacific,PAC,730386944,Pacific,BBC,S,R,50,53,12,10,2,83.3%,33,5,4,1,80.0%,20,4,3,1,75.0%,0,0,0
622,1842721780,J. Hale,John Hale,Hale,John,CF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,45,92,16,10,6,62.5%,55,14,9,5,64.3%,37,2,1,1,50.0%,0,0,0
622,1043429509,S. Strosnider,Sawyer Strosnider,Strosnider,Sawyer,RF,Texas Christian University,TCU,5045,TCU,BBC,L,L,56,100,12,10,2,83.3%,67,9,7,2,77.8%,33,2,2,0,100.0%,0,0,0
622,1342167003,K. Panganiban,Kyle Panganiban,Panganiban,Kyle,3B,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,49,103,13,10,3,76.9%,68,10,8,2,80.0%,35,3,2,1,66.7%,0,0,0
622,1416981562,C. Tallman,Chuck Tallman,Tallman,Chuck,2B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,30,36,12,10,2,83.3%,19,8,6,2,75.0%,17,3,3,0,100.0%,0,0,0
622,1341082951,T. Bates,Taj Bates,Bates,Taj,3B,Southern University,SOU,4767,Southern,BBC,R,R,44,115,10,10,0,100.0%,66,8,8,0,100.0%,49,1,1,0,100.0%,0,0,0
622,1029265660,E. Farina,Ethan Farina,Farina,Ethan,2B,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,41,79,13,10,3,76.9%,39,12,9,3,75.0%,40,0,0,0,-,1,1,0
