Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,SBOpp,SBA,SB,CS,SB%,SB2Opp,SBA2,SB2,CS2,SB2%,SB3Opp,SBA3,SB3,CS3,SB3%,SBAH,SBH,CSH
1385,1292547072,M. Mugan,Michael Mugan,Mugan,Michael,CF,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,54,106,7,5,2,71.4%,65,7,5,2,71.4%,41,0,0,0,-,0,0,0
1385,1310898688,T. Leroy,Tyler LeRoy,Leroy,Tyler,C,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,49,67,7,5,2,71.4%,38,4,3,1,75.0%,29,1,0,1,0.0%,1,1,0
1385,1318580992,B. Yaworski,Bo Yaworski,Yaworski,Bo,1B,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,L,46,76,6,5,1,83.3%,45,2,2,0,100.0%,31,2,1,1,50.0%,0,0,0
1385,1148432640,A. Rodriguez,Alec Rodriguez,Rodriguez,Alec,LF,Delaware State University,DSU,730217984,Delaware State,BBC,L,R,39,77,6,5,1,83.3%,50,6,5,1,83.3%,27,0,0,0,-,0,0,0
1385,1284477440,G. Puvel,Griffin Puvel,Puvel,Griffin,CF,Rider University,RID,730174976,Rider,BBC,R,R,23,24,5,5,0,100.0%,13,3,3,0,100.0%,11,1,1,0,100.0%,0,0,0
1385,1334323456,J. Hagen,Joey Hagen,Hagen,Joey,CF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,L,37,53,5,5,0,100.0%,31,3,3,0,100.0%,22,0,0,0,-,0,0,0
1385,1297547264,T. Kamaka,Titan Kamaka,Kamaka,Titan,2B,Mercer University,MER,730240512,Mercer,BBC,R,R,52,99,5,5,0,100.0%,60,6,6,0,100.0%,39,0,0,0,-,0,0,0
1385,1126573056,B. Voth,Brant Voth,Voth,Brant,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,R,45,65,6,5,1,83.3%,35,4,4,0,100.0%,30,0,0,0,-,1,0,1
1385,1177004288,T. Motley,Tobias Motley,Motley,Tobias,CF,Rice University,RICE,2352,Rice,BBC,R,R,43,50,5,5,0,100.0%,36,3,3,0,100.0%,14,1,1,0,100.0%,0,0,0
1385,1204928000,S. Camacho,Sean Camacho,Camacho,Sean,RF,Siena College,SIE,730382592,Siena,BBC,L,L,19,34,7,5,2,71.4%,25,6,5,1,83.3%,9,1,0,1,0.0%,0,0,0
1385,1314640128,J. DElia,Joe D'Elia,DElia,Joe,LF,Siena College,SIE,730382592,Siena,BBC,L,L,42,68,10,5,5,50.0%,39,9,4,5,44.4%,29,1,1,0,100.0%,0,0,0
1385,1237015296,K. Krowka,Karson Krowka,Krowka,Karson,3B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,47,57,6,5,1,83.3%,31,4,3,1,75.0%,26,2,2,0,100.0%,0,0,0
1385,1119193600,H. Torres,Hederick Torres,Torres,Hederick,C,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,42,84,6,5,1,83.3%,52,6,5,1,83.3%,32,0,0,0,-,0,0,0
1385,1053164234,C. Benson,Cameron Benson,Benson,Cameron,LF,University of Missouri,MIZZ,4806,Missouri,BBC,L,R,13,20,6,5,1,83.3%,11,6,5,1,83.3%,9,0,0,0,-,0,0,0
1385,1642203595,J. Rivera,Juan Rivera,Rivera,Juan,LF,UNC Charlotte,CHAR,730214400,Charlotte,BBC,L,R,44,80,8,5,3,62.5%,40,6,4,2,66.7%,40,1,0,1,0.0%,0,0,0
1385,1052864533,J. Vanegas,Jesus Vanegas,Vanegas,Jesus,2B,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,60,101,6,5,1,83.3%,58,2,2,0,100.0%,43,0,0,0,-,2,1,1
1385,1577654543,A. Walters,Andrew Walters,Walters,Andrew,3B,California Baptist University,CBU,5091,California Baptist,BBC,R,R,52,117,7,5,2,71.4%,70,6,4,2,66.7%,47,1,1,0,100.0%,0,0,0
1385,1962421086,E. Sanchez,Edwin Sanchez,Sanchez,Edwin,LF,Siena College,SIE,730382592,Siena,BBC,R,R,31,46,6,5,1,83.3%,25,5,5,0,100.0%,21,1,0,1,0.0%,0,0,0
1385,1198920583,S. Stephenson,Sean Stephenson,Stephenson,Sean,3B,Iona College,IONA,730242048,Iona,BBC,L,L,49,126,6,5,1,83.3%,70,4,3,1,75.0%,56,1,1,0,100.0%,1,1,0
1385,1850271363,L. Cockrill,LT Cockrill,Cockrill,LT,C,University of Delaware,DEL,730203136,Delaware,BBC,R,R,42,89,5,5,0,100.0%,46,4,4,0,100.0%,43,1,1,0,100.0%,0,0,0
1385,1556185939,A. Hernandez,Alex Hernandez,Hernandez,Alex,TWP,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,59,118,6,5,1,83.3%,73,5,4,1,80.0%,45,0,0,0,-,0,0,0
1385,1445759608,G. LaChance,Greg LaChance,LaChance,Greg,2B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,29,52,5,5,0,100.0%,31,4,4,0,100.0%,21,1,1,0,100.0%,0,0,0
1385,1175359838,P. Cabral,Pierre Cabral,Cabral,Pierre,C,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,31,45,7,5,2,71.4%,31,6,4,2,66.7%,14,1,1,0,100.0%,0,0,0
1385,1367875521,W. Perez,Wilbert Perez,Perez,Wilbert,1B,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,49,121,7,5,2,71.4%,64,4,4,0,100.0%,57,1,0,1,0.0%,1,0,1
1385,1821462699,J. Lausch,Jack Lausch,Lausch,Jack,CF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,44,65,7,5,2,71.4%,35,6,4,2,66.7%,30,0,0,0,-,0,0,0
1385,1466872686,E. Rossi,Ethan Rossi,Rossi,Ethan,RF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,52,96,7,5,2,71.4%,55,7,5,2,71.4%,41,0,0,0,-,0,0,0
1385,1723374784,J. Ottensmeier,Jake Ottensmeier,Ottensmeier,Jake,CF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,L,30,39,5,5,0,100.0%,22,5,5,0,100.0%,17,0,0,0,-,0,0,0
1385,1289668671,L. Hernandez,Luis Hernandez,Hernandez,Luis,C,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,54,74,5,5,0,100.0%,42,3,3,0,100.0%,32,0,0,0,-,0,0,0
1385,1375962415,B. Kasparie,Ben Kasparie,Kasparie,Ben,CF,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,27,14,7,5,2,71.4%,11,7,5,2,71.4%,3,0,0,0,-,0,0,0
1385,1556323154,R. Caballero,Rocco Caballero,Caballero,Rocco,SS,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,51,98,6,5,1,83.3%,50,6,5,1,83.3%,48,0,0,0,-,0,0,0
1385,1412804149,C. Champion,Caleb Champion,Champion,Caleb,CF,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,R,29,29,6,5,1,83.3%,19,4,3,1,75.0%,10,1,1,0,100.0%,0,0,0
1385,1506711324,C. Arroyo,Chris Arroyo,Arroyo,Chris,1B,University of Virginia,UVA,5415,Virginia,BBC,L,L,49,75,6,5,1,83.3%,42,4,4,0,100.0%,33,0,0,0,-,1,0,1
1385,1223725653,C. Berry,Caleb Berry,Berry,Caleb,C,Michigan State University,MSU,1551,Michigan State,BBC,R,R,45,71,8,5,3,62.5%,39,6,4,2,66.7%,32,2,1,1,50.0%,0,0,0
1385,1949676819,G. Salva,Guriyandel Salva,Salva,Guriyandel,SS,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,43,94,10,5,5,50.0%,69,10,5,5,50.0%,25,0,0,0,-,0,0,0
1385,1661336148,D. Toigo,Dean Toigo,Toigo,Dean,RF,UNLV,UNLV,730161664,UNLV,BBC,L,R,54,111,7,5,2,71.4%,65,7,5,2,71.4%,46,0,0,0,-,0,0,0
1385,1342168872,A. Puder,Adam Puder,Puder,Adam,SS,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,47,50,7,5,2,71.4%,31,5,3,2,60.0%,19,1,1,0,100.0%,0,0,0
1385,1438782375,R. Lapekas,Reid Lapekas,Lapekas,Reid,LF,Fordham University,FOR,730324992,Fordham,BBC,R,R,39,59,6,5,1,83.3%,34,5,4,1,80.0%,25,0,0,0,-,0,0,0
1385,1561269511,W. Fosberg,Will Fosberg,Fosberg,Will,C,Northeastern University,NE,343,Northeastern,BBC,L,R,39,51,8,5,3,62.5%,29,5,2,3,40.0%,22,1,1,0,100.0%,0,0,0
1385,1078660232,A. Tinsley,Andrew Tinsley,Tinsley,Andrew,LF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,41,78,7,5,2,71.4%,39,6,5,1,83.3%,39,1,0,1,0.0%,0,0,0
1385,1596377367,B. Wyche,Bruce Wyche,Wyche,Bruce,RF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,51,89,6,5,1,83.3%,55,4,3,1,75.0%,34,1,1,0,100.0%,0,0,0
1385,1841624466,N. Rippen,Nash Rippen,Rippen,Nash,LF,University of North Alabama,UNA,730266624,North Alabama,BBC,L,R,49,73,6,5,1,83.3%,42,4,3,1,75.0%,31,2,2,0,100.0%,0,0,0
1385,1927468263,J. Cardinale,Joe Cardinale,Cardinale,Joe,CF,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,52,104,8,5,3,62.5%,66,8,5,3,62.5%,38,0,0,0,-,0,0,0
1385,1464025085,T. Shaw,Tyler Shaw,Shaw,Tyler,SS,Villanova University,VILL,730278400,Villanova,BBC,R,R,45,48,7,5,2,71.4%,30,6,4,2,66.7%,18,0,0,0,-,0,0,0
1385,1825132008,B. Brown,Blaine Brown,Brown,Blaine,TWP,Rice University,RICE,2352,Rice,BBC,L,L,54,96,8,5,3,62.5%,64,8,5,3,62.5%,32,0,0,0,-,0,0,0
1385,1030419949,T. DePerno,Ty DePerno,DePerno,Ty,C,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,50,85,8,5,3,62.5%,58,7,5,2,71.4%,27,0,0,0,-,1,0,1
1385,1648612133,N. Noonan,Nevan Noonan,Noonan,Nevan,1B,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,59,115,7,5,2,71.4%,59,6,4,2,66.7%,56,0,0,0,-,0,0,0
1385,1755480502,C. Wulf,Caleb Wulf,Wulf,Caleb,1B,University of Iowa,IOWA,1232,Iowa,BBC,L,R,49,90,5,5,0,100.0%,58,4,4,0,100.0%,32,0,0,0,-,0,0,0
1385,1599151945,T. Simpson,Tanner Simpson,Simpson,Tanner,RF,Lindenwood University,LU,730322176,Lindenwood,BBC,L,R,39,39,7,5,2,71.4%,22,5,5,0,100.0%,17,2,0,2,0.0%,0,0,0
1385,1342169316,H. Zenor,Henry Zenor,Zenor,Henry,LF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,58,165,8,5,3,62.5%,89,7,5,2,71.4%,76,1,0,1,0.0%,0,0,0
1385,1675650877,I. Armstrong,Ian Armstrong,Armstrong,Ian,C,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,44,78,6,5,1,83.3%,48,4,3,1,75.0%,30,1,1,0,100.0%,0,0,0
1385,1655382171,C. Sackett,Connor Sackett,Sackett,Connor,C,Butler University,BUT,730283520,Butler,BBC,R,R,39,62,6,5,1,83.3%,40,4,3,1,75.0%,22,2,2,0,100.0%,0,0,0
1385,1342169013,O. Lee,Owen Lee,Lee,Owen,SS,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,R,56,99,5,5,0,100.0%,57,3,3,0,100.0%,42,1,1,0,100.0%,0,0,0
1385,1813762462,S. Miller,Sam Miller,Miller,Sam,RF,Binghamton University,BING,730155776,Binghamton,BBC,R,R,30,28,6,5,1,83.3%,13,2,1,1,50.0%,15,0,0,0,-,0,0,0
1385,1908193693,C. Lofton,Cecil Lofton,Lofton,Cecil,1B,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,54,93,7,5,2,71.4%,61,6,5,1,83.3%,32,0,0,0,-,1,0,1
1385,1361255396,S. Darnell,Sean Darnell,Darnell,Sean,2B,Troy University,TROY,730378496,Troy,BBC,L,R,60,127,6,5,1,83.3%,75,5,4,1,80.0%,52,0,0,0,-,0,0,0
1385,1750819940,M. Bell,Mikey Bell,Bell,Mikey,RF,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,53,118,6,5,1,83.3%,57,5,4,1,80.0%,61,0,0,0,-,0,0,0
1385,1795284680,E. Negron,Elijah Negron,Negron,Elijah,2B,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,24,31,5,5,0,100.0%,22,5,5,0,100.0%,9,0,0,0,-,0,0,0
1385,1342167540,B. Bakes,Brayden Bakes,Bakes,Brayden,P,Illinois State University,ILST,730258944,Illinois State,BBC,L,R,46,82,5,5,0,100.0%,42,4,4,0,100.0%,40,0,0,0,-,0,0,0
1385,1598424062,C. Dierdorf,Carter Dierdorf,Dierdorf,Carter,1B,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,L,51,84,6,5,1,83.3%,41,4,3,1,75.0%,43,2,2,0,100.0%,0,0,0
1385,1912014554,P. Riebock,Pearson Riebock,Riebock,Pearson,3B,Baylor University,BAY,3033,Baylor,BBC,L,R,49,94,7,5,2,71.4%,58,7,5,2,71.4%,36,0,0,0,-,0,0,0
1385,1025585446,C. Johnstone,Carter Johnstone,Johnstone,Carter,3B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,L,R,53,127,8,5,3,62.5%,67,6,3,3,50.0%,60,0,0,0,-,0,0,0
1385,1737304811,C. Bates,Charlie Bates,Bates,Charlie,CF,Stanford University,STAN,730251264,Stanford,BBC,L,R,25,46,7,5,2,71.4%,26,6,4,2,66.7%,20,0,0,0,-,0,0,0
1385,1912513890,D. Wouters,Dyrenson Wouters,Wouters,Dyrenson,SS,University of Dayton,DAY,730194688,Dayton,BBC,R,R,46,103,7,5,2,71.4%,58,7,5,2,71.4%,45,0,0,0,-,0,0,0
1385,1393670558,K. Boylston,Kyle Boylston,Boylston,Kyle,LF,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,26,36,5,5,0,100.0%,23,2,2,0,100.0%,13,1,1,0,100.0%,0,0,0
1385,1689777523,C. Smith,Cayden Smith,Smith,Cayden,TWP,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,51,75,5,5,0,100.0%,43,4,4,0,100.0%,32,0,0,0,-,0,0,0
1385,1101123949,G. Ross,Grant Ross,Ross,Grant,TWP,University of Illinois,ILL,730163456,Illinois,BBC,R,R,38,68,6,5,1,83.3%,43,4,3,1,75.0%,25,1,1,0,100.0%,0,0,0
1385,1608899072,G. Hebert,Griffin Hebert,Hebert,Griffin,2B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,R,29,18,6,5,1,83.3%,12,5,4,1,80.0%,6,1,1,0,100.0%,0,0,0
1385,1342167786,C. Patterson,Cade Patterson,Patterson,Cade,RF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,R,38,63,10,5,5,50.0%,39,9,4,5,44.4%,24,0,0,0,-,0,0,0
1385,1001010929,T. Schmidt,Tate Schmidt,Schmidt,Tate,2B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,50,71,5,5,0,100.0%,42,4,4,0,100.0%,29,0,0,0,-,0,0,0
1385,1766704138,J. Thomas,Jackson Thomas,Thomas,Jackson,RF,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,32,12,6,5,1,83.3%,11,4,3,1,75.0%,1,0,0,0,-,0,0,0
1385,1478941944,A. Rayment,Andrew Rayment,Rayment,Andrew,CF,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,R,41,29,9,5,4,55.6%,22,8,4,4,50.0%,7,1,1,0,100.0%,0,0,0
1385,1038434680,X. McAfee,Xander McAfee,McAfee,Xander,RF,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,48,69,7,5,2,71.4%,40,7,5,2,71.4%,29,0,0,0,-,0,0,0
1385,1443201483,O. Galt,Owen Galt,Galt,Owen,SS,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,46,86,8,5,3,62.5%,57,6,4,2,66.7%,29,2,1,1,50.0%,0,0,0
1385,1342168539,T. Sparrer,Tyler Sparrer,Sparrer,Tyler,C,Radford University,RAD,730267392,Radford,BBC,R,R,40,86,5,5,0,100.0%,57,4,4,0,100.0%,29,0,0,0,-,0,0,0
1385,1221891840,D. Johnson,Damien Johnson,Johnson,Damien,LF,Southern University,SOU,4767,Southern,BBC,R,R,6,0,5,5,0,100.0%,0,1,1,0,100.0%,0,1,1,0,100.0%,0,0,0
1385,1507311628,M. Humphrey,Max Humphrey,Humphrey,Max,LF,Kent State University,KENT,730315008,Kent State,BBC,R,R,14,15,6,5,1,83.3%,11,3,2,1,66.7%,4,1,1,0,100.0%,0,0,0
1385,1466904534,S. Farr,Sawyer Farr,Farr,Sawyer,2B,Texas A&M University,TXAM,3032,Texas A&M,BBC,S,R,39,40,5,5,0,100.0%,31,4,4,0,100.0%,9,0,0,0,-,0,0,0
1385,1198993920,J. Popick,JT Popick,Popick,JT,2B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,44,76,8,5,3,62.5%,47,4,2,2,50.0%,29,2,2,0,100.0%,2,1,1
1385,1342167993,K. McKinley,Kenny McKinley,McKinley,Kenny,LF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,33,38,6,5,1,83.3%,22,7,6,1,85.7%,16,0,0,0,-,0,0,0
1385,1551542065,E. Williams,Eric Williams,Williams,Eric,2B,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,41,76,7,5,2,71.4%,42,5,3,2,60.0%,34,2,2,0,100.0%,0,0,0
1385,1080411034,B. Cox,Bennett Cox,Cox,Bennett,LF,Canisius College,CAN,730218752,Canisius,BBC,R,R,13,26,5,5,0,100.0%,12,4,4,0,100.0%,14,1,1,0,100.0%,0,0,0
1385,1859133729,B. Fishel,Ben Fishel,Fishel,Ben,CF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,33,63,9,5,4,55.6%,47,7,3,4,42.9%,16,1,1,0,100.0%,0,0,0
1385,1587154519,C. Butera,Christian Butera,Butera,Christian,3B,Brown University,BRWN,730236160,Brown,BBC,R,R,36,66,5,5,0,100.0%,38,4,4,0,100.0%,28,0,0,0,-,0,0,0
1385,1755041794,N. Ditas,Noah Ditas,Ditas,Noah,LF,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,21,21,6,5,1,83.3%,13,6,5,1,83.3%,8,0,0,0,-,0,0,0
1385,1641799864,A. Seymore,Ashton Seymore,Seymore,Ashton,1B,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,24,19,6,5,1,83.3%,12,6,5,1,83.3%,7,0,0,0,-,0,0,0
1385,1342166758,E. Garcia,Esteban Garcia,Garcia,Esteban,1B,Boston College,BC,227,Boston College,BBC,L,R,44,45,6,5,1,83.3%,31,4,4,0,100.0%,14,2,1,1,50.0%,0,0,0
1385,1851876651,R. Kelly,Rowan Kelly,Kelly,Rowan,RF,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,L,37,54,6,5,1,83.3%,30,5,4,1,80.0%,24,0,0,0,-,0,0,0
1385,1943000471,B. Thompson,Brady Thompson,Thompson,Brady,2B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,33,56,5,5,0,100.0%,33,3,3,0,100.0%,23,1,1,0,100.0%,0,0,0
1385,1678450027,A. Conover,Alex Conover,Conover,Alex,CF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,41,59,7,5,2,71.4%,39,6,5,1,83.3%,20,1,0,1,0.0%,0,0,0
1385,1637303657,X. Oneal,Xavier Oneal,Oneal,Xavier,LF,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,16,16,5,5,0,100.0%,11,3,3,0,100.0%,5,2,2,0,100.0%,0,0,0
1385,1329199896,M. DAlessandro,Max DAlessandro,DAlessandro,Max,LF,Towson University,TOWS,730318336,Towson,BBC,R,R,48,84,5,5,0,100.0%,52,5,5,0,100.0%,32,0,0,0,-,0,0,0
1385,1694881398,E. Clayton,Elijah Clayton,Clayton,Elijah,SS,University of California,CAL,730152448,California,BBC,R,R,16,6,5,5,0,100.0%,4,3,3,0,100.0%,2,0,0,0,-,0,0,0
1631,1085384960,J. Pokrovsky,Jarrett Pokrovsky,Pokrovsky,Jarrett,RF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,41,66,5,4,1,80.0%,35,7,6,1,85.7%,31,0,0,0,-,0,0,0
1631,1181535232,H. Rook,Holden Rook,Rook,Holden,RF,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,33,22,6,4,2,66.7%,14,5,3,2,60.0%,8,0,0,0,-,0,0,0
1631,1262647552,W. Henseler,Wyatt Henseler,Henseler,Wyatt,3B,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,56,98,4,4,0,100.0%,53,3,3,0,100.0%,45,0,0,0,-,0,0,0
1631,1263498752,M. Wolbert,Mark Wolbert,Wolbert,Mark,CF,UC Davis,UCD,730153984,UC Davis,BBC,L,L,51,93,7,4,3,57.1%,60,6,3,3,50.0%,33,1,1,0,100.0%,0,0,0
1631,1089390080,J. Brown,Jake Brown,Brown,Jake,1B,California Baptist University,CBU,5091,California Baptist,BBC,R,R,55,70,6,4,2,66.7%,32,5,3,2,60.0%,38,0,0,0,-,0,0,0
1631,1212862976,S. Lancia,Steven Lancia,Lancia,Steven,C,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,48,106,4,4,0,100.0%,57,4,4,0,100.0%,49,1,1,0,100.0%,0,0,0
1631,1259825664,M. Dattalo,Michael Dattalo,Dattalo,Michael,3B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,59,145,6,4,2,66.7%,90,3,1,2,33.3%,55,0,0,0,-,0,0,0
1631,1237035776,B. Blandford,Bobby Blandford,Blandford,Bobby,RF,Fresno State,FRES,730384384,Fresno State,BBC,L,L,60,97,4,4,0,100.0%,47,2,2,0,100.0%,50,0,0,0,-,0,0,0
1631,1097599232,P. Watts,Peyton Watts,Watts,Peyton,3B,Troy University,TROY,730378496,Troy,BBC,L,R,41,54,4,4,0,100.0%,28,3,3,0,100.0%,26,1,1,0,100.0%,0,0,0
1631,1238152192,A. Prieto,Angelo Prieto,Prieto,Angelo,RF,Samford University,SAM,730386432,Samford,BBC,R,R,33,32,5,4,1,80.0%,19,4,3,1,75.0%,13,0,0,0,-,0,0,0
1631,1237388544,P. Seals,Pierre Seals,Seals,Pierre,RF,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,45,72,6,4,2,66.7%,43,5,3,2,60.0%,29,0,0,0,-,0,0,0
1631,1085388800,A. Havrilla,AJ Havrilla,Havrilla,AJ,1B,Marshall University,MRSH,730333696,Marshall,BBC,R,R,58,145,4,4,0,100.0%,86,2,2,0,100.0%,59,1,1,0,100.0%,0,0,0
1631,1243327232,K. Schmidt,Kent Schmidt,Schmidt,Kent,1B,Georgia Tech,GT,100,Georgia Tech,BBC,L,R,40,106,4,4,0,100.0%,62,3,3,0,100.0%,44,1,1,0,100.0%,0,0,0
1631,1238217984,J. Basseer,Jack Basser,Basseer,Jack,LF,University of Southern California,USC,5047,USC,BBC,R,R,44,68,6,4,2,66.7%,38,5,3,2,60.0%,30,1,1,0,100.0%,0,0,0
1631,1162062592,K. Kent,Kaeden Kent,Kent,Kaeden,SS,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,R,56,120,4,4,0,100.0%,71,1,1,0,100.0%,49,1,1,0,100.0%,0,0,0
1631,1155638528,T. Becerra,Temo Becerra,Becerra,Temo,SS,Stanford University,STAN,730251264,Stanford,BBC,R,R,52,86,7,4,3,57.1%,51,4,1,3,25.0%,35,0,0,0,-,0,0,0
1631,1331919360,M. White,Mason White,White,Mason,SS,University of Arizona,ARIZ,232,Arizona,BBC,L,R,65,100,5,4,1,80.0%,55,2,1,1,50.0%,45,0,0,0,-,0,0,0
1631,1205518848,M. Diaz,Michael Diaz,Diaz,Michael,LF,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,52,80,5,4,1,80.0%,44,3,2,1,66.7%,36,0,0,0,-,0,0,0
1631,1271007232,E. Frey,Ethan Frey,Frey,Ethan,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,61,99,5,4,1,80.0%,54,4,4,0,100.0%,45,1,0,1,0.0%,0,0,0
1631,1309422336,B. Randle,Brayden Randle,Randle,Brayden,2B,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,33,40,6,4,2,66.7%,26,5,4,1,80.0%,14,1,0,1,0.0%,0,0,0
1631,1310856448,A. Fischer,Andrew Fischer,Fischer,Andrew,1B,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,65,152,4,4,0,100.0%,87,4,4,0,100.0%,65,0,0,0,-,0,0,0
1631,1075197696,A. Downs,Aaron Downs,Downs,Aaron,LF,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,29,41,4,4,0,100.0%,24,3,3,0,100.0%,17,0,0,0,-,0,0,0
1631,1093141248,T. Rhoades,Ty Rhoades,Rhoades,Ty,3B,Little Rock,UALR,730217472,Little Rock,BBC,L,R,60,108,4,4,0,100.0%,66,2,2,0,100.0%,42,1,1,0,100.0%,0,0,0
1631,1187663360,A. Seguine,Alex Seguine,Seguine,Alex,SS,Little Rock,UALR,730217472,Little Rock,BBC,R,R,59,106,8,4,4,50.0%,67,6,2,4,33.3%,39,1,1,0,100.0%,0,0,0
1631,1311218432,B. Jones,Brendan Jones,Jones,Brendan,2B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,49,90,4,4,0,100.0%,58,4,4,0,100.0%,32,0,0,0,-,0,0,0
1631,1248441600,L. Nascimento,Luke Nascimento,Nascimento,Luke,C,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,37,47,4,4,0,100.0%,27,2,2,0,100.0%,20,0,0,0,-,0,0,0
1631,1257398528,E. Conrad,Ethan Conrad,Conrad,Ethan,CF,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,L,21,55,5,4,1,80.0%,29,3,2,1,66.7%,26,0,0,0,-,0,0,0
1631,1104574208,C. Ott,Colby Ott,Ott,Colby,1B,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,53,69,5,4,1,80.0%,46,5,4,1,80.0%,23,0,0,0,-,0,0,0
1631,1245882880,K. Cottam,Keaton Cottam,Cottam,Keaton,C,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,22,36,4,4,0,100.0%,19,3,3,0,100.0%,17,1,1,0,100.0%,0,0,0
1631,1176352000,W. Budnick,Will Budnick,Budnick,Will,1B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,L,53,86,4,4,0,100.0%,52,3,3,0,100.0%,34,0,0,0,-,0,0,0
1631,1237826816,J. Milto,Joey Milto,Milto,Joey,RF,Bellarmine University,BU,730167552,Bellarmine,BBC,L,R,55,92,5,4,1,80.0%,51,4,3,1,75.0%,41,0,0,0,-,0,0,0
