Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,Swing#,Miss#,Strike#,InPlay#,Foul#,InZone#,Chase#,CallStrk#
1786,1176373760,T. Bickers,Tyler Bickers,Bickers,Tyler,2B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,58,278,1121,426,62,632,182,182,444,83,206
1786,1376880456,G. Natividad,Gabe Natividad,Natividad,Gabe,2B,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,60,295,1000,407,62,593,206,139,444,109,186
1793,1231533568,V. Cimini,Vince Cimini,Cimini,Vince,2B,Boston College,BC,227,Boston College,BBC,R,R,56,237,960,419,85,593,168,166,445,110,174
1793,1303156481,B. Burress,Braden Burress,Burress,Braden,LF,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,61,257,957,370,42,574,189,139,445,89,204
1793,1097334050,C. Fralick,Chase Fralick,Fralick,Chase,C,Auburn University,AUB,5466,Auburn,BBC,L,R,58,250,971,390,57,588,174,159,445,113,198
1796,1162503168,J. Tobias,Jacob Tobias,Tobias,Jacob,1B,Arizona State University,ASU,5035,Arizona State,BBC,L,R,60,276,1017,432,78,594,210,144,446,127,162
1796,1251692544,B. Evans,Brayden Evans,Evans,Brayden,LF,Lamar University,LAM,730162432,Lamar,BBC,L,L,56,275,1028,486,118,626,179,189,446,144,140
1796,1080800768,Z. Rogacki,Zach Rogacki,Rogacki,Zach,C,Binghamton University,BING,730155776,Binghamton,BBC,L,R,55,249,877,339,36,528,197,106,446,72,189
1796,1218907422,J. Hanley,Jake Hanley,Hanley,Jake,1B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,56,260,1005,399,91,585,177,131,446,105,186
1796,1410657329,K. Thompson,Kyeler Thompson,Thompson,Kyeler,CF,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,49,229,918,369,53,555,165,151,446,86,186
1796,1249585136,A. Detlefsen,Andrew Detlefsen,Detlefsen,Andrew,LF,UTSA,UTSA,730373120,UTSA,BBC,R,R,60,275,1022,458,125,617,178,155,446,132,159
1802,1259825664,M. Dattalo,Michael Dattalo,Dattalo,Michael,3B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,59,270,1026,387,51,619,192,144,447,127,232
1802,1330961408,R. Ferremi,Ryan Ferremi,Ferremi,Ryan,1B,University at Albany,ALBY,730280448,Albany,BBC,L,R,54,253,968,347,63,549,159,125,447,71,202
1802,1317505536,T. Elliott,Travis Elliott,Elliott,Travis,2B,The Citadel,CIT,730366720,The Citadel,BBC,R,R,56,247,921,367,34,573,198,135,447,90,206
1802,1254913024,D. Castellanos,Diego Castellanos,Castellanos,Diego,RF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,L,61,253,979,352,47,574,175,130,447,86,222
1806,1155640832,N. Humphreys,Nathan Humphreys,Humphreys,Nathan,CF,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,R,59,278,1061,418,69,610,193,156,448,133,192
1806,1197913856,A. Anderson,Aedan Anderson,Anderson,Aedan,CF,Xavier University,XAV,5464,Xavier,BBC,R,R,57,248,962,379,91,574,154,134,448,98,195
1806,1297546752,D. Ross,DeAmez Ross,Ross,Deamez,CF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,55,273,996,452,56,607,221,175,448,141,155
1806,1320034048,E. Bottone,Evan Bottone,Bottone,Evan,CF,University of Akron,AKR,540536064,Akron,BBC,L,R,52,249,951,382,56,591,188,138,448,108,209
1806,1291311872,I. Cadena,Isaac Cadena,Cadena,Isaac,1B,Texas Christian University,TCU,5045,TCU,BBC,L,R,56,248,1002,379,100,591,160,119,448,100,212
1806,1305531530,T. Gambill,Trey Gambill,Gambill,Trey,LF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,56,245,1018,358,63,548,149,146,448,65,190
1806,1307928448,C. Miller,Caden Miller,Miller,Caden,1B,UTSA,UTSA,730373120,UTSA,BBC,L,R,59,257,1027,350,74,563,144,132,448,81,213
1813,1263556864,N. Husovsky,Nick Husovsky,Husovsky,Nick,2B,Ball State University,BALL,730195456,Ball State,BBC,R,R,58,261,912,469,91,573,193,185,449,90,104
1813,1297438720,E. Lopez,Eli Lopez,Lopez,Eli,2B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,52,244,966,387,60,580,167,160,449,88,193
1813,1263600384,A. Amato,Andrew Amato,Amato,Andrew,LF,University of Delaware,DEL,730203136,Delaware,BBC,L,R,53,253,1091,407,102,623,134,171,449,118,216
1813,1332976128,J. Hopko,Jack Hopko,Hopko,Jack,LF,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,L,59,278,1059,444,80,633,191,173,449,146,189
1813,1287364608,D. Berkland,Drew Berkland,Berkland,Drew,LF,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,52,240,956,402,107,569,161,134,449,104,167
1813,1099971072,P. Fultz,Patrick Fultz,Fultz,Patrick,3B,Wright State University,WRST,5390,Wright State,BBC,L,R,59,290,1133,541,168,676,174,199,449,135,135
1813,1774937559,T. Head,Ty Head,Head,Ty,CF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,56,243,1018,351,53,589,160,138,449,108,238
1820,1257459456,C. Mora,Chase Mora,Mora,Chase,3B,Texas State University,TXST,5420,Texas State,BBC,R,R,58,261,1001,495,113,647,188,194,450,170,152
1820,1084459776,C. Coates,Colton Coates,Coates,Colton,1B,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,56,263,1004,415,48,580,197,170,450,99,165
1820,1306866432,C. Duggar,Cashel Duggar,Duggar,Cashel,C,UCLA,UCLA,5048,UCLA,BBC,L,R,58,224,944,332,46,550,155,131,450,77,218
1820,1142738944,J. Walsh,Jacob Walsh,Walsh,Jacob,1B,University of Oregon,ORE,4807,Oregon,BBC,L,L,58,276,1071,496,121,639,183,192,450,179,143
1824,1237379328,H. Ensley,Hunter Ensley,Ensley,Hunter,CF,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,64,282,1030,475,94,622,203,178,451,153,147
1824,1334269952,C. Hendrickson,Carter Hendrickson,Hendrickson,Carter,LF,Xavier University,XAV,5464,Xavier,BBC,R,L,59,278,1029,425,74,578,194,157,451,101,153
1824,1309405440,J. Bastian,Jaden Bastian,Bastian,Jaden,CF,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,55,261,1036,377,100,574,163,114,451,85,197
1824,1187923968,N. Anderson,Nate Anderson,Anderson,Nate,LF,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,L,58,277,1046,479,106,634,190,183,451,142,155
1824,1324325632,J. Donohoe,Jesse Donohoe,Donohoe,Jesse,3B,Georgia State University,GAST,730239744,Georgia State,BBC,L,R,56,263,1070,391,77,594,166,148,451,88,203
1824,1287367168,R. Weingartner,Ryan Weingartner,Weingartner,Ryan,SS,Penn State University,PSU,5326,Penn State,BBC,R,R,56,276,1053,410,88,594,177,145,451,87,184
1824,1082402560,R. Austin,RJ Austin,Austin,RJ,CF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,59,267,1041,442,84,635,185,173,451,161,193
1831,1192504064,B. Bevis,Blake Bevis,Bevis,Blake,1B,Ball State University,BALL,730195456,Ball State,BBC,R,R,57,252,915,469,114,590,175,180,452,101,121
1831,1204964096,T. Drake,Tyson Drake,Drake,Tyson,LF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,56,271,1003,548,180,640,160,208,452,142,92
1831,1139934976,E. Brown,Ely Brown,Brown,Ely,CF,Mercer University,MER,730240512,Mercer,BBC,L,L,60,286,1080,353,43,585,196,114,452,87,232
1831,1163782059,B. Fowler,Bryce Fowler,Fowler,Bryce,RF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,59,283,1063,461,75,617,200,186,452,145,156
1831,1325859990,D. Osoria,Dariel Osoria,Osoria,Dariel,2B,University of Kansas,KU,730360064,Kansas,BBC,R,R,52,242,981,413,104,588,160,149,452,120,175
1836,1143087616,R. Chapman,Reese Chapman,Chapman,Reese,RF,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,64,250,938,475,143,603,151,181,453,135,128
1836,1332977664,C. Musacchia,Carmelo Musacchia,Musacchia,Carmelo,2B,Northeastern University,NE,343,Northeastern,BBC,R,R,55,244,830,435,105,548,171,159,453,91,113
1836,1092683264,C. Cole,Chris Cole,Cole,Chris,CF,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,R,58,271,1045,370,80,583,166,124,453,98,213
1836,1155635456,W. Weber,Wilson Weber,Weber,Wilson,C,Oregon State University,ORST,3111,Oregon State,BBC,R,R,63,264,1067,459,130,662,173,156,453,139,203
1836,1083748096,S. Mueller,Sebastian Mueller,Mueller,Sebastian,3B,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,56,275,981,419,87,588,178,154,453,74,169
1836,1556013354,D. Willis,Dawson Willis,Willis,Dawson,3B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,60,239,971,474,128,644,147,199,453,150,170
1842,1255842304,J. Rogers,Jordan Rogers,Rogers,Jordan,RF,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,55,251,1044,446,103,617,155,188,454,119,171
1842,1092686080,H. Keen,Hunter Keen,Keen,Hunter,SS,Radford University,RAD,730267392,Radford,BBC,R,R,55,265,959,423,62,617,215,146,454,114,194
1842,1109512960,F. Bates,Finley Bates,Bates,Finley,SS,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,57,260,989,369,47,573,185,137,454,71,204
1842,1249665393,T. Williams,Thomas Williams,Williams,Thomas,2B,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,S,R,54,252,1012,415,82,605,166,167,454,112,190
1846,1310330368,C. Kerce,Carson Kerce,Kerce,Carson,3B,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,244,951,370,59,577,170,141,455,105,207
1846,1075205888,D. Williams,Dixon Williams,Williams,Dixon,2B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,62,291,1116,467,119,635,180,168,455,129,168
1846,1206686464,C. Torres,Cooper Torres,Torres,Cooper,2B,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,58,268,1008,414,88,581,175,151,455,98,167
1849,1190090496,W. Baumhofer,Will Baumhofer,Baumhofer,Will,RF,College of Charleston,COFC,730177792,College of Charleston,BBC,L,R,59,262,1017,421,89,602,174,158,456,130,181
1849,1127172864,S. Alexander,Sebastian Alexander,Alexander,Sebastian,LF,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,60,271,1021,413,93,626,164,156,456,133,213
1849,1281616129,H. Shupe,Hudson Shupe,Shupe,Hudson,2B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,53,250,915,412,57,594,209,146,456,118,182
1849,1264072192,M. Echazarreta,Miggy Echazarreta,Echazarreta,Miggy,RF,High Point University,HP,730321152,High Point,BBC,L,R,53,254,1109,308,41,573,149,118,456,63,265
1849,1152902912,O. Prince,Owen Prince,Prince,Owen,CF,Virginia Military Institute,VMI,730173440,VMI,BBC,L,R,53,272,1068,386,38,612,193,155,456,81,226
1849,1273290496,L. Moran,Landon Moran,Moran,Landon,1B,Stetson University,STET,730261504,Stetson,BBC,L,L,56,257,998,403,66,578,173,164,456,97,175
1855,1286782976,W. Hodo,Will Hodo,Hodo,Will,1B,University of Alabama,ALA,730206976,Alabama,BBC,L,R,59,259,990,346,84,566,146,116,457,69,220
1855,1245115136,D. Johnson,Dylan Johnson,Johnson,Dylan,C,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,59,257,987,421,71,591,193,157,457,114,170
1855,1149176320,A. Kanellis,Andrew Kanellis,Kanellis,Andrew,RF,Fordham University,FOR,730324992,Fordham,BBC,R,R,58,259,1033,409,102,614,161,146,457,119,205
1855,1085403392,D. Krupinski,Dom Krupinski,Krupinski,Dom,3B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,58,267,1105,393,92,632,155,146,457,112,239
1855,1336562432,N. Senese,Nico Senese,Senese,Nico,3B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,59,269,998,460,67,644,205,188,457,153,184
1855,1052864533,J. Vanegas,Jesus Vanegas,Vanegas,Jesus,2B,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,60,259,973,463,163,600,152,148,457,79,137
1855,1858680066,J. Claiborn,Jason Claiborn,Claiborn,Jason,1B,Marist College,MRST,730374656,Marist,BBC,L,L,54,257,950,403,79,552,167,157,457,76,149
1855,1806377050,K. Branch,Kyle Branch,Branch,Kyle,2B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,60,253,969,393,44,599,195,154,457,97,206
1863,1300448256,B. Miller,Ben Miller,Miller,Ben,3B,Duke University,DUKE,730336256,Duke,BBC,R,R,61,293,1118,548,158,676,191,199,458,182,128
1863,1266488832,C. Blauser,Cooper Blauser,Blauser,Cooper,2B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,61,278,1077,379,90,616,169,120,458,104,237
1863,1327587072,C. Rush,Christian Rush,Rush,Christian,RF,College of William & Mary,WM,730232064,William & Mary,BBC,R,L,56,255,996,422,105,600,165,152,458,107,178
1863,1080156160,C. Hassert,Cameron Hassert,Hassert,Cameron,SS,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,56,273,998,373,75,577,171,127,458,80,204
1863,1140999168,L. Nixon,Luke Nixon,Nixon,Luke,2B,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,56,254,970,419,75,590,183,161,458,125,171
1863,1099145984,R. Galvan,Rylan Galvan,Galvan,Rylan,C,University of Texas,TEX,245,Texas,BBC,R,R,56,239,1070,382,135,590,120,127,458,102,208
1863,1310847488,E. Appelwick,Evan Appelwick,Appelwick,Evan,1B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,58,276,1112,399,86,622,169,144,458,104,223
1863,1339568350,D. Cerda,Derek Cerda,Cerda,Derek,CF,University of Kansas,KU,730360064,Kansas,BBC,R,R,50,245,995,390,74,575,154,162,458,89,185
1871,1081479936,N. Dumesnil,Nicholas Dumesnil,Dumesnil,Nicholas,CF,California Baptist University,CBU,5091,California Baptist,BBC,R,R,57,278,1064,518,138,659,186,194,459,158,141
1871,1309407488,S. Milam,Steven Milam,Milam,Steven,SS,Louisiana State University,LSU,5323,Louisiana State,BBC,S,R,68,295,1086,448,70,622,222,156,459,152,174
1871,1117733120,E. Genther,Eric Genther,Genther,Eric,RF,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,R,60,300,1093,424,56,617,216,152,459,116,193
1871,1268046592,K. Schuessler,Kimble Schuessler,Schuessler,Kimble,1B,University of Texas,TEX,245,Texas,BBC,R,R,58,260,972,404,77,620,191,136,459,137,216
1871,1257366784,S. DeCarlo,Sam DeCarlo,DeCarlo,Sam,SS,University of Washington,WASH,3110,Washington,BBC,R,R,57,253,969,390,99,585,157,134,459,100,195
1876,1242802944,M. Bowman,Max Bowman,Bowman,Max,3B,University of Akron,AKR,540536064,Akron,BBC,R,R,54,254,1010,398,80,573,156,162,460,85,175
1876,1074064384,B. Rounds,Ben Rounds,Rounds,Ben,LF,Duke University,DUKE,730336256,Duke,BBC,L,R,58,262,1054,412,124,590,153,135,460,104,178
1876,1204041728,S. Alford,Slate Alford,Alford,Slate,3B,University of Georgia,UGA,226,Georgia,BBC,R,R,60,293,1149,531,135,674,194,202,460,159,143
1876,1167307520,T. Mally,Tanner Mally,Mally,Tanner,CF,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,50,240,880,353,53,558,174,126,460,71,205
1876,1404304693,A. Irby,Austin Irby,Irby,Austin,1B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,62,262,1075,464,91,629,178,195,460,126,165
1876,1524243954,A. Williamson,Ace Williamson,Williamson,Ace,CF,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,60,254,1043,506,141,681,159,206,460,179,175
1876,1161481670,T. Kirk,Taylor Kirk,Kirk,Taylor,2B,Fordham University,FOR,730324992,Fordham,BBC,R,R,57,270,961,365,60,588,200,105,460,104,223
1883,1162524416,A. Schuldt,Andrew Schuldt,Schuldt,Andrew,C,Campbell University,CAMP,730187776,Campbell,BBC,R,R,56,250,1039,369,106,586,133,130,461,86,217
1883,1341664768,C. Becker,Colten Becker,Becker,Colten,LF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,53,236,962,440,132,585,134,174,461,107,145
1883,1077535470,T. Lucas,Trevor Lucas,Lucas,Trevor,3B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,58,272,1090,444,94,624,178,172,461,111,180
1886,1336353280,C. Brueggemann,Colin Brueggemann,Brueggemann,Colin,1B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,55,242,1004,457,140,637,139,178,462,151,180
1886,1267878912,D. Perron,DJ Perron,Perron,DJ,1B,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,60,270,1062,422,61,628,185,176,462,112,206
1886,1208590592,M. Moise,Mac Moise,Moise,Mac,C,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,60,262,1059,390,96,596,146,148,462,98,206
1886,1645393576,M. Collins,Mitchell Collins,Collins,Mitchell,SS,University of North Florida,UNF,730296832,North Florida,BBC,L,R,54,225,920,329,74,520,142,113,462,58,191
1890,1111645441,L. Anderson,Luke Anderson,Anderson,Luke,LF,Brigham Young University,BYU,730257152,BYU,BBC,R,R,55,264,1038,457,93,614,183,181,463,123,157
1890,1094657536,L. Cantwell,Luke Cantwell,Cantwell,Luke,1B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,R,55,272,1056,382,79,575,166,137,463,100,193
1890,1142522368,C. Call,Chase Call,Call,Chase,RF,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,52,248,1040,401,102,596,143,156,463,83,195
1890,1279488512,K. Wagner,Kai Wagner,Wagner,Kai,3B,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,L,R,51,250,980,366,49,564,180,137,463,84,198
1890,1075204352,M. Brodil,Marcus Brodil,Brodil,Marcus,RF,University of South Florida,USF,2292,South Florida,BBC,L,L,56,239,978,381,100,568,132,149,463,90,187
1890,1093147904,K. Branch,Kolby Branch,Branch,Kolby,SS,University of Georgia,UGA,226,Georgia,BBC,R,R,60,256,1076,451,136,643,144,171,463,122,192
1896,1279331072,L. Vidourek,Landyn Vidourek,Vidourek,Landyn,RF,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,52,243,1048,355,90,593,131,134,464,77,238
1896,1232240129,A. Madera,Alex Madera,Madera,Alex,SS,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,61,272,1020,385,56,590,195,134,464,94,205
1896,1274288640,V. Lackey,Vahn Lackey,Lackey,Vahn,C,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,266,975,371,55,593,195,121,464,116,222
1896,1086619809,D. Wentz,Dalton Wentz,Wentz,Dalton,3B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,S,R,57,245,1018,432,127,611,150,155,464,131,179
1900,1176216576,J. Lebron,Justin Lebron,Lebron,Justin,SS,University of Alabama,ALA,730206976,Alabama,BBC,R,R,59,281,1138,513,152,687,168,193,465,169,174
1900,1162579200,J. Livingston,Josh Livingston,Livingston,Josh,2B,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,56,258,1047,455,113,637,159,183,465,114,182
1900,1303740160,J. Flores,Jalin Flores,Flores,Jalin,SS,University of Texas,TEX,245,Texas,BBC,R,R,58,268,1036,475,107,677,180,188,465,183,202
1900,1104432384,B. Bean,Brady Bean,Bean,Brady,RF,University of Portland,PORT,730360320,Portland,BBC,R,R,52,252,907,366,81,560,176,109,465,62,194
1900,1256135445,R. Nelson,Riley Nelson,Nelson,Riley,1B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,R,60,262,1036,408,73,604,182,153,465,121,196
1905,1085388800,A. Havrilla,AJ Havrilla,Havrilla,AJ,1B,Marshall University,MRSH,730333696,Marshall,BBC,R,R,58,257,1091,354,47,615,172,135,466,81,261
1905,1123956992,T. Gillen,Tate Gillen,Gillen,Tate,CF,Creighton University,CREI,730243840,Creighton,BBC,L,L,59,292,1121,409,56,668,197,156,466,110,259
1905,1311156224,I. Barkett,Isaiah Barkett,Barkett,Isaiah,3B,Stetson University,STET,730261504,Stetson,BBC,R,R,54,256,978,377,22,592,216,139,466,111,215
1905,1099808000,B. Molinaro,Bryce Molinaro,Molinaro,Bryce,3B,Penn State University,PSU,5326,Penn State,BBC,R,R,56,268,1024,428,118,617,162,148,466,109,189
1905,1269407488,R. Novak,Ryan Novak,Novak,Ryan,LF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,56,257,1124,377,82,619,144,151,466,70,242
1910,1196790784,G. Gallaher,Gavin Gallaher,Gallaher,Gavin,3B,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,61,281,1060,471,103,623,198,170,467,129,152
1910,1099180800,J. Palmese,Jamie Palmese,Palmese,Jamie,CF,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,58,266,1009,447,105,618,178,164,467,129,171
1910,1153726208,B. Simpson,Brayden Simpson,Simpson,Brayden,3B,High Point University,HP,730321152,High Point,BBC,R,R,58,279,1066,459,93,643,190,176,467,118,184
1910,1187057152,C. Kashimoto,Cody Kashimoto,Kashimoto,Cody,2B,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,S,R,62,276,1097,389,48,625,197,144,467,106,236
1910,1204990720,B. Martin-Grudzielanek,Bryce Martin-Grudzielanek,Martin-Grudzielanek,Bryce,SS,University of Southern California,USC,5047,USC,BBC,R,R,60,273,1044,455,120,666,184,151,467,162,211
1910,1178499389,B. Lawson,Brendan Lawson,Lawson,Brendan,1B,University of Florida,FLA,730168320,Florida,BBC,L,R,60,271,1084,472,117,634,173,182,467,160,162
1910,1361255396,S. Darnell,Sean Darnell,Darnell,Sean,2B,Troy University,TROY,730378496,Troy,BBC,L,R,60,286,1099,451,93,663,197,161,467,144,212
1917,1135898880,K. Lewis,Kade Lewis,Lewis,Kade,3B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,R,60,282,1088,450,99,630,186,165,468,134,180
1917,1230703360,B. Dowd,Brayden Dowd,Dowd,Brayden,CF,University of Southern California,USC,5047,USC,BBC,L,L,58,279,1083,458,87,618,186,185,468,127,160
1917,1143051776,B. Boser,Bobby Boser,Boser,Bobby,3B,University of Florida,FLA,730168320,Florida,BBC,R,R,61,287,1063,500,148,660,171,181,468,168,160
1920,1152912384,E. Hedges,Ethan Hedges,Hedges,Ethan,TWP,University of Southern California,USC,5047,USC,BBC,R,R,60,288,1132,468,110,666,186,172,469,158,198
1920,1329021184,T. Marsh,Tanner Marsh,Marsh,Tanner,SS,Liberty University,LIB,730156288,Liberty,BBC,R,R,56,267,1045,479,108,642,193,178,469,129,163
1920,1287366144,G. Mitchell,Gable Mitchell,Mitchell,Gable,SS,University of Iowa,IOWA,1232,Iowa,BBC,L,R,56,271,1004,443,46,602,214,183,469,122,159
1920,1096460032,J. Peltier,JP Peltier,Peltier,JP,LF,Wright State University,WRST,5390,Wright State,BBC,R,R,60,277,1076,486,131,667,175,180,469,117,181
1920,1218024704,J. Collins,Jack Collins,Collins,Jack,C,Cal Poly,CP,5487,Cal Poly,BBC,R,R,62,281,1148,478,120,686,171,187,469,153,208
1920,1348018397,J. Hauge,Jackson Hauge,Hauge,Jackson,RF,University of Kansas,KU,730360064,Kansas,BBC,R,R,59,278,1073,472,123,642,186,163,469,147,170
1926,1016906882,R. Bonomolo Jr.,Richie Bonomolo Jr.,Bonomolo Jr.,Richie,CF,University of Alabama,ALA,730206976,Alabama,BBC,R,R,59,260,1058,399,85,611,172,142,470,110,212
1926,1888313665,K. Lodise,Kyle Lodise,Lodise,Kyle,SS,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,55,266,1036,391,86,606,177,128,470,103,215
1928,1196830209,J. Winnay,Jack Winnay,Winnay,Jack,1B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,60,282,1074,428,83,622,184,161,471,114,194
1928,1297354752,M. Neville,Mason Neville,Neville,Mason,CF,University of Oregon,ORE,4807,Oregon,BBC,L,L,57,280,1162,407,108,639,157,142,471,131,232
1930,1310781952,K. Freeman,Kaleb Freeman,Freeman,Kaleb,2B,Georgia State University,GAST,730239744,Georgia State,BBC,S,R,56,276,1176,362,83,623,153,126,472,83,261
1930,1310831104,M. Russo,Matthew Russo,Russo,Matthew,1B,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,R,63,300,1144,526,122,695,194,210,472,191,169
1930,1314586953,S. McCulloch,Sean McCulloch,McCulloch,Sean,LF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,55,275,1070,427,52,623,185,190,472,76,196
1933,1314887424,D. Burress,Drew Burress,Burress,Drew,CF,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,290,1165,429,86,631,188,155,473,133,202
1933,1310362624,J. Ogden,Jake Ogden,Ogden,Jake,SS,University of Miami,MIA,236,Miami,BBC,R,R,62,286,1060,532,90,695,215,227,473,186,163
1933,1204866561,K. Durschlag,Konni Durschlag,Durschlag,Konni,CF,High Point University,HP,730321152,High Point,BBC,R,R,56,283,1106,400,67,635,191,142,473,109,235
1933,1099689728,C. Johnson,Caleb Johnson,Johnson,Caleb,SS,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,S,R,61,271,1064,468,126,667,169,173,473,145,199
1937,1306887936,J. Tate,Josh Tate,Tate,Josh,CF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,59,285,1014,419,65,614,213,141,474,101,195
1937,1314888960,G. Harrelson,Gage Harrelson,Harrelson,Gage,RF,Florida State University,FSU,101,Florida State,BBC,L,L,58,288,1176,522,139,684,180,203,474,164,162
1937,1182010880,R. Gerety,Ryan Gerety,Gerety,Ryan,RF,Northeastern University,NE,343,Northeastern,BBC,L,L,59,268,1006,379,68,584,186,125,474,73,205
1937,1124743168,D. Damore,Dante Damore,Damore,Dante,1B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,52,248,925,424,120,547,172,132,474,70,123
