Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,Swing#,Miss#,Strike#,InPlay#,Foul#,InZone#,Chase#,CallStrk#
423,1105515264,T. Brooks,Ty Brooks,Brooks,Ty,SS,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,46,172,658,287,64,402,118,105,296,92,115
423,1131535616,M. Chapman,Manoah Chapman,Chapman,Manoah,2B,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,52,223,843,311,79,457,131,101,296,59,146
423,1218556160,J. Radcliffe,Jacoby Radcliffe,Radcliffe,Jacoby,CF,Southern University,SOU,4767,Southern,BBC,L,R,45,179,652,234,54,348,110,70,296,39,114
423,1099878144,J. Campo,Jason Campo,Campo,Jason,1B,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,42,162,590,307,109,382,92,106,296,82,75
423,1383694193,M. Gupton,Michael Gupton,Gupton,Michael,CF,Samford University,SAM,730386432,Samford,BBC,R,R,55,217,785,432,132,521,134,166,296,173,89
431,1196789504,D. Wyers,Drew Wyers,Wyers,Drew,3B,Bryant University,BRY,730266880,Bryant,BBC,R,R,43,194,682,284,41,381,135,108,297,68,97
431,1195420928,E. Dowell,Easton Dowell,Dowell,Easton,SS,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,48,197,655,287,42,408,160,85,297,88,121
431,1264275200,L. Pringle,Lucas Pringle,Pringle,Lucas,C,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,49,191,713,264,43,402,126,95,297,87,138
431,1166939648,T. Martin,Tommy Martin,Martin,Tommy,RF,Yale University,YALE,730334464,Yale,BBC,S,R,43,190,711,241,42,404,109,90,297,68,163
431,1322527232,A. Taylor,AJ Taylor,Taylor,A.J.,SS,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,42,189,621,271,26,390,154,91,297,73,119
431,1309504768,J. Martinez,Jace Martinez,Martinez,Jace,SS,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,50,211,905,310,82,527,114,114,297,41,217
431,1079752704,L. Ellis,Lee Ellis,Ellis,Lee,SS,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,38,175,663,308,71,410,114,123,297,105,102
431,1936686658,N. Beckley,Nathan Beckley,Beckley,Nathan,1B,Youngstown State University,YSU,730284544,Youngstown State,BBC,L,R,53,209,788,338,88,475,132,118,297,88,137
431,1233030622,T. Hawsey,Trey Hawsey,Hawsey,Trey,1B,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,49,193,737,309,72,416,123,114,297,89,107
431,1842721780,J. Hale,John Hale,Hale,John,CF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,45,203,711,299,46,432,139,114,297,50,133
431,1342169428,A. Lemon,Austin Lemon,Lemon,Austin,LF,Villanova University,VILL,730278400,Villanova,BBC,S,R,39,177,666,285,38,388,126,121,297,81,103
442,1310805248,C. Chavez,Connor Chavez,Chavez,Connor,2B,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,36,166,644,256,50,393,103,103,298,70,137
442,1093138944,C. Campbell,Cason Campbell,Campbell,Cason,2B,Arkansas State University,ARST,730290176,Arkansas State,BBC,L,R,45,179,704,278,58,408,115,105,298,81,130
442,1131314432,T. Roper,Trevor Roper,Roper,Trevor,SS,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,57,223,776,279,36,410,167,76,298,44,131
442,1133096192,A. Choi,Albert Choi,Choi,Albert,LF,Purdue University,PUR,730353152,Purdue,BBC,R,R,51,200,730,317,63,432,131,123,298,106,115
442,1086301952,B. Arnette,Bryson Arnette,Arnette,Bryson,3B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,56,245,772,373,81,474,178,114,298,65,101
442,1089026304,N. Jordan,Nicho Jordan,Jordan,Nicho,CF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,L,53,239,939,364,118,526,137,109,298,72,162
442,1298785792,R. Peterson,Ryan Peterson,Peterson,Ryan,C,Virginia Military Institute,VMI,730173440,VMI,BBC,L,R,53,227,790,314,62,453,140,112,298,101,139
442,1173512704,M. Maggio,Michael Maggio,Maggio,Michael,LF,University at Albany,ALBY,730280448,Albany,BBC,R,R,47,187,656,213,32,379,131,50,298,58,166
442,1310843392,R. Velazquez,Raymond Velazquez,Velazquez,Raymond,3B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,50,215,844,310,63,470,145,102,298,85,160
442,1513009429,C. Smith,Casey Smith,Smith,Casey,2B,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,L,L,47,184,635,257,71,378,109,77,298,33,121
442,1199226219,B. Leonard,Brayden Leonard,Leonard,Brayden,2B,Villanova University,VILL,730278400,Villanova,BBC,R,R,50,216,719,291,52,432,162,77,298,100,141
453,1192951040,R. Acosta,Riley Acosta,Acosta,Riley,C,UC Davis,UCD,730153984,UC Davis,BBC,R,R,48,194,720,274,35,428,146,93,299,73,154
453,1165893120,T. Dunn,Tyler Dunn,Dunn,Tyler,1B,Bucknell University,BUCK,730214144,Bucknell,BBC,L,L,38,175,693,224,36,378,107,81,299,58,154
453,1339593216,C. Jacobs,Clay Jacobs,Jacobs,Clay,RF,Ball State University,BALL,730195456,Ball State,BBC,L,R,56,183,666,267,80,397,110,77,299,59,130
453,1085408256,A. Manning,Andrew Manning,Manning,Andrew,RF,U.S. Naval Academy,NAVY,508,Navy,BBC,L,R,50,206,780,311,95,464,130,86,299,96,153
453,1088450304,D. Pedanou,David Pedanou,Pedanou,David,CF,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,47,180,665,313,108,422,94,111,299,99,109
453,1671286171,J. Long,Jake Long,Long,Jake,LF,University of Utah,UTAH,730328320,Utah,BBC,L,R,45,193,714,311,60,428,136,115,299,76,117
453,1028639305,A. Espaillat,Alex Espaillat,Espaillat,Alex,2B,Alabama State University,ALST,4765,Alabama State,BBC,R,R,45,214,710,335,83,415,156,96,299,82,80
460,1254273792,T. Hansen,Trevor Hansen,Hansen,Trevor,3B,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,47,195,647,286,69,410,126,91,300,48,124
460,1200125184,N. Hayes,Nyan Hayes,Hayes,Nyan,SS,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,53,266,790,308,64,437,167,77,300,34,129
460,1098311936,C. Morabito,Chris Morabito,Morabito,Chris,LF,Bucknell University,BUCK,730214144,Bucknell,BBC,L,R,44,181,716,278,77,423,107,94,300,85,145
460,1176352000,W. Budnick,Will Budnick,Budnick,Will,1B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,L,53,213,663,354,81,424,153,120,300,101,70
460,1092329472,J. Alvarez,Julian Alvarez,Alvarez,Julian,RF,California Baptist University,CBU,5091,California Baptist,BBC,L,L,52,195,733,309,56,430,143,110,300,115,121
460,1318612224,E. Brown,Evan Brown,Brown,Evan,3B,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,51,209,711,327,72,440,163,92,300,89,113
460,1273172737,K. Spence,Keenan Spence,Spence,Keenan,RF,Purdue University,PUR,730353152,Purdue,BBC,R,R,47,180,676,340,142,427,103,95,300,90,87
460,1458273149,C. Slack,Clayton Slack,Slack,Clayton,SS,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,56,243,841,381,70,537,181,130,300,105,156
460,1520402962,B. Barber,Brett Barber,Barber,Brett,2B,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,41,171,561,256,31,350,140,85,300,38,94
460,1876001487,M. Gaines,Mason Gaines,Gaines,Mason,LF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,L,L,42,171,657,298,87,404,101,110,300,83,106
470,1099182338,J. LaFleur,John LaFleur,LaFleur,John,LF,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,44,196,693,311,68,420,133,110,301,88,109
470,1078425600,M. Flaharty,Matt Flaharty,Flaharty,Matt,2B,University of Utah,UTAH,730328320,Utah,BBC,L,R,47,219,791,393,103,494,152,138,301,116,101
470,1242803456,I. Pennington,Ian Pennington,Pennington,Ian,RF,University of Akron,AKR,540536064,Akron,BBC,L,R,48,183,669,297,64,391,124,109,301,71,94
470,1310055424,B. Benton,Braden Benton,Benton,Braden,1B,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,51,201,786,276,60,393,113,103,301,54,117
470,1385713296,W. Cowan,Will Cowan,Cowan,Will,RF,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,49,210,820,320,46,475,154,120,301,83,155
475,1309347584,P. Berstein,Philip Berstein,Berstein,Philip,RF,University of Richmond,RICH,730171904,Richmond,BBC,L,R,43,198,783,290,25,426,145,120,302,75,136
475,1320627456,J. Hall,Jude Hall,Hall,Jude,CF,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,48,174,678,289,103,389,95,91,302,75,100
475,1332973312,A. Agresti,Adam Agresti,Agresti,Adam,C,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,40,178,747,354,108,433,101,145,302,94,79
475,1093153024,J. Bello,Jack Bello,Bello,Jack,TWP,Butler University,BUT,730283520,Butler,BBC,R,L,50,213,713,399,113,465,152,134,302,107,66
475,1239285248,T. Aiken,TJ Aiken,Aiken,TJ,LF,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,43,173,714,269,87,393,91,91,302,68,124
475,1073850880,J. Perez,Jose Perez,Perez,Jose,SS,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,S,R,48,186,684,256,43,421,132,81,302,67,165
475,1369787182,G. Arnold,Garrett Arnold,Arnold,Garrett,C,Ball State University,BALL,730195456,Ball State,BBC,R,R,49,182,665,297,34,413,142,121,302,71,116
475,1330362005,G. Macias,Garrett Macias,Macias,Garrett,C,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,46,171,666,278,36,424,124,118,302,82,146
475,1802508005,T. Tomlin,Taylor Tomlin,Tomlin,Taylor,CF,Oakland University,OAK,5386,Oakland,BBC,R,L,50,211,798,308,51,472,152,105,302,77,164
475,1157888329,J. McCoy,Jake McCoy,McCoy,Jake,LF,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,53,205,671,414,123,472,140,151,302,113,58
475,1230312950,B. Loyd,Ben Loyd,Loyd,Ben,SS,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,50,214,746,337,56,450,161,120,302,79,113
486,1325105152,J. Simpson,Joe Simpson,Simpson,Joe,LF,Campbell University,CAMP,730187776,Campbell,BBC,R,R,44,175,689,306,89,422,106,111,303,83,116
486,1263747328,B. Kleiman,Brendan Kleiman,Kleiman,Brendan,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,45,195,747,262,33,442,135,94,303,49,180
486,1220509440,A. Saunier,Alexander Saunier,Saunier,Alexander,CF,University of New Orleans,UNO,5380,New Orleans,BBC,L,L,46,193,686,307,52,411,142,113,303,79,104
486,1235358720,W. Hunt,Wyatt Hunt,Hunt,Wyatt,3B,Monmouth University,MONM,4164,Monmouth,BBC,L,R,50,198,661,298,64,423,142,92,303,79,125
486,1464777856,Y. Carreras,Yomar Carreras,Carreras,Yomar,SS,Rutgers University,RUTG,730229248,Rutgers,BBC,S,R,45,191,661,309,79,405,141,89,303,91,96
491,1297587968,J. West,Jaxson West,West,Jaxson,C,Florida State University,FSU,101,Florida State,BBC,L,R,46,188,710,271,26,391,139,106,304,72,120
491,1153211136,T. Liolios,Trent Liolios,Liolios,Trent,1B,Northwestern University,NW,730247680,Northwestern,BBC,L,R,51,194,754,360,102,471,128,130,304,130,111
491,1162078209,C. Williams,Cooper Williams,Williams,Cooper,2B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,R,46,197,714,336,97,429,135,104,304,111,93
491,1322403840,C. Brady,Cavan Brady,Brady,Cavan,SS,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,47,208,646,332,64,414,154,114,304,47,82
491,1342166725,J. Polledo,Jeter Polledo,Polledo,Jeter,SS,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,52,203,687,334,76,411,150,108,304,64,77
491,1218587213,M. Stancliff,Matt Stancliff,Stancliff,Matt,2B,McNeese State University,MCNS,730285056,McNeese State,BBC,L,R,45,190,742,260,29,419,129,102,304,63,159
497,1085384960,J. Pokrovsky,Jarrett Pokrovsky,Pokrovsky,Jarrett,RF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,41,188,704,340,79,452,143,118,305,108,112
497,1153713664,B. Vondohlen,Brett Vondohlen,Vondohlen,Brett,1B,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,55,237,817,445,148,535,159,138,305,179,90
497,1303416064,R. Rogers,Raffaele Rogers,Rogers,Raffaele,3B,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,46,194,754,272,67,427,109,96,305,80,155
497,1260432896,B. Duroff,Brian Duroff,Duroff,Brian,LF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,51,206,713,381,76,479,151,154,305,133,98
497,1153721600,M. Breidenbach,Mason Breidenbach,Breidenbach,Mason,RF,Bradley University,BRAD,730253312,Bradley,BBC,L,R,49,227,866,327,41,480,160,126,305,57,153
497,1900787526,J. Walker,Jackson Walker,Walker,Jackson,LF,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,56,245,846,373,81,457,177,115,305,75,84
497,1580046678,J. Gomez,Jonathan Gomez,Gomez,Jonathan,SS,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,53,240,823,268,37,441,150,81,305,47,173
497,1803435341,D. Park,Dawson Park,Park,Dawson,2B,Texas State University,TXST,5420,Texas State,BBC,R,R,50,182,664,296,72,402,125,99,305,86,106
505,1093158912,H. Cooke,Henry Cooke,Cooke,Henry,C,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,52,187,683,297,87,416,121,89,306,103,119
505,1157547264,C. Quagliano,Coltin Quagliano,Quagliano,Coltin,2B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,51,201,721,341,76,457,151,114,306,119,116
505,1566704340,A. Duda,Aidan Duda,Duda,Aidan,C,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,44,190,788,241,39,434,112,90,306,33,193
505,1830600232,B. Linker,Brody Linker,Linker,Brody,SS,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,47,169,647,306,78,420,116,112,306,93,114
505,1429508311,T. Castrataro,Tyler Castrataro,Castrataro,Tyler,LF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,45,190,705,389,144,483,116,129,306,123,94
505,1818558744,J. De Anda,Jimmy De Anda,De Anda,Jimmy,LF,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,50,219,780,266,51,427,127,88,306,64,161
511,1306772736,N. Spaventa,Nick Spaventa,Spaventa,Nick,1B,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,40,184,700,306,69,419,129,108,307,94,113
511,1188416000,S. Smith,Sean Smith,Smith,Sean,LF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,47,203,768,311,78,442,125,108,307,95,131
511,1174874368,G. Larsen,Garrett Larsen,Larsen,Garrett,LF,Yale University,YALE,730334464,Yale,BBC,R,R,44,213,672,299,31,424,160,108,307,94,125
511,1110710016,J. Tyer,Jackson Tyer,Tyer,Jackson,CF,University of Delaware,DEL,730203136,Delaware,BBC,R,R,49,200,773,302,73,454,124,105,307,91,152
511,1143041024,V. Fattore,Vincent Fattore,Fattore,Vincent,RF,Elon University,ELON,730252544,Elon,BBC,R,R,51,196,728,297,86,430,117,94,307,107,133
511,1099921152,T. Gollert,Taeg Gollert,Gollert,Taeg,1B,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,47,220,807,355,80,480,148,127,307,108,125
517,1162119936,C. Taylor,Christian Taylor,Taylor,Christian,LF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,49,207,739,349,91,473,142,116,308,109,124
517,1233722368,D. Contreras,Daniel Contreras,Contreras,Daniel,C,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,53,228,741,357,55,454,177,125,308,97,97
517,1243350016,J. Rickheim,Jack Rickheim,Rickheim,Jack,SS,Harvard University,HARV,5450,Harvard,BBC,R,R,42,184,690,315,74,438,131,110,308,94,123
517,1147048704,D. Germann,Davis Germann,Germann,Davis,LF,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,50,238,811,356,99,493,153,104,308,76,137
517,1173751041,T. Quinn,Tyler Quinn,Quinn,Tyler,1B,University of Utah,UTAH,730328320,Utah,BBC,R,R,50,230,762,355,56,463,181,118,308,93,108
517,1238221056,T. Ferroggiaro,Thomas Ferroggiaro,Ferroggiaro,Thomas,3B,Santa Clara University,SCU,730297600,Santa Clara,BBC,S,R,39,177,720,291,48,457,131,112,308,105,166
517,1286192614,A. Donatto,Ahmar Donatto,Donatto,Ahmar,TWP,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,51,203,703,300,53,407,143,104,308,47,107
517,1342166796,C. Saul,Charlie Saul,Saul,Charlie,RF,Bryant University,BRY,730266880,Bryant,BBC,R,R,49,192,689,350,101,448,112,137,308,117,98
517,1028221213,R. Harmon,Reese Harmon,Harmon,Reese,3B,Seattle University,SEA,4504,Seattle,BBC,L,R,52,228,817,366,78,494,154,134,308,106,128
517,1132591172,J. Walker,Jayden Walker,Walker,Jayden,1B,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,L,L,52,229,820,343,60,452,166,117,308,83,109
517,1818390468,L. Edwards,Larry Edwards,Edwards,Larry,LF,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,47,204,758,334,65,449,155,114,308,86,115
517,1474632051,L. Rice,Lew Rice,Rice,Lew,CF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,46,180,687,243,28,389,123,92,308,62,146
517,1434089284,A. Barrist,Alex Barrist,Barrist,Alex,2B,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,47,204,713,320,57,441,154,109,308,103,121
530,1266589184,M. Zarrillo,Michael Zarrillo,Zarrillo,Michael,3B,Lafayette College,LAF,730217728,Lafayette,BBC,S,R,49,213,746,366,92,458,147,127,309,122,92
530,1213076480,M. Murphy,Mikey Murphy,Murphy,Mikey,LF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,47,197,749,322,68,441,120,134,309,81,119
530,1198474496,M. Hartman,Max Hartman,Hartman,Max,LF,Washington State University,WSU,4505,Washington State,BBC,L,R,41,194,672,340,81,432,143,116,309,87,92
530,1152915712,N. Contrades,Nu'u Contrades,Contrades,Nu'u,3B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,47,217,794,392,83,478,153,156,309,146,86
530,1434805078,N. Dicarlo,Nick Dicarlo,Dicarlo,Nick,CF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,L,51,189,620,324,42,406,154,128,309,80,82
530,1430338383,J. Martinez,Jake Martinez,Martinez,Jake,CF,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,44,193,665,285,53,423,149,83,309,81,138
530,1342167540,B. Bakes,Brayden Bakes,Bakes,Brayden,P,Illinois State University,ILST,730258944,Illinois State,BBC,L,R,46,194,697,296,69,398,139,88,309,58,102
537,1162512128,T. Lyssy,Thomas Lyssy,Lyssy,Thomas,3B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,48,215,691,317,64,409,146,107,310,66,92
537,1084417280,A. Kean,Alex Kean,Kean,Alex,1B,Morehead State University,MORE,730158080,Morehead State,BBC,L,R,51,228,887,420,159,527,126,135,310,109,107
537,1281731072,P. Coley,Parker Coley,Coley,Parker,RF,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,44,174,706,319,75,418,114,130,310,96,99
537,1266377728,C. Brown,Chris Brown,Brown,Chris,3B,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,48,224,773,308,64,429,132,112,310,59,121
537,1223725653,C. Berry,Caleb Berry,Berry,Caleb,C,Michigan State University,MSU,1551,Michigan State,BBC,R,R,45,191,664,316,63,425,142,111,310,102,109
537,1342170294,A. Roellig,Austen Roellig,Roellig,Austen,3B,University of Utah,UTAH,730328320,Utah,BBC,R,R,50,230,754,371,42,486,187,142,310,113,115
537,1896537632,B. Harrison,Bear Harrison,Harrison,Bear,C,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,44,180,748,278,83,424,98,97,310,87,146
544,1192517376,M. Miesse,Maddox Miesse,Miesse,Maddox,C,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,45,189,771,229,47,415,102,80,311,39,186
544,1239325952,R. Drumm,Ryan Drumm,Drumm,Ryan,LF,Butler University,BUT,730283520,Butler,BBC,R,R,54,221,827,372,96,507,149,127,311,113,135
544,1083615488,I. Daugherty,Ian Daugherty,Daugherty,Ian,C,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,48,181,625,281,70,404,117,94,311,86,123
544,1272581376,C. Schuchart,Chris Schuchart,Schuchart,Chris,1B,Davidson College,DAV,730363136,Davidson,BBC,R,R,50,204,722,337,86,461,134,117,311,101,124
544,1226936064,T. Ganus,Tyler Ganus,Ganus,Tyler,1B,Northwestern University,NW,730247680,Northwestern,BBC,R,R,48,190,701,306,57,435,126,123,311,80,129
544,1290066432,R. Masse,Rowan Masse,Masse,Rowan,3B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,50,190,663,270,42,400,142,86,311,51,130
544,1628027889,S. McMillan,Shaun McMillan,McMillan,Shaun,P,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,49,216,825,364,117,487,145,102,311,104,123
544,1590045009,Z. Goodwin,Zak Goodwin,Goodwin,Zak,C,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,39,177,707,219,29,382,118,72,311,32,163
552,1184443392,G. Dill,Garrett Dill,Dill,Garrett,1B,The Citadel,CIT,730366720,The Citadel,BBC,R,R,48,192,697,350,109,445,120,121,312,98,95
552,1092627968,D. Gierer,Daniel Gierer,Gierer,Daniel,CF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,53,205,684,331,62,460,162,107,312,72,129
552,1239309056,T. Fredo,Ty Fredo,Fredo,Ty,3B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,51,243,817,345,74,463,163,108,312,71,118
552,1218467328,A. Biediger,Aaron Biediger,Biediger,Aaron,1B,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,44,183,716,312,68,432,113,131,312,90,120
552,1032474289,J. Wall,Jonny Wall,Wall,Jonny,1B,George Mason University,GMU,730265088,George Mason,BBC,R,R,57,238,785,307,38,462,189,80,312,91,155
552,1368575942,R. Moody,Reese Moody,Moody,Reese,2B,James Madison University,JMU,730340096,James Madison,BBC,R,R,51,186,672,297,51,423,143,103,312,81,126
552,1070340091,H. Gomric,Hank Gomric,Gomric,Hank,LF,Saint Louis University,SLU,2291,St. Louis,BBC,L,L,57,232,802,368,52,487,169,147,312,92,118
552,1230255706,H. Carr,Harry Carr,Carr,Harry,SS,Butler University,BUT,730283520,Butler,BBC,L,R,48,178,699,330,97,436,108,125,312,77,106
552,1342169021,C. Schmidt,Carl Schmidt,Schmidt,Carl,LF,University of California,CAL,730152448,California,BBC,R,R,45,180,689,306,87,433,108,111,312,88,127
561,1085400320,R. Taylor,Ryan Taylor,Taylor,Ryan,CF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,41,178,710,304,83,421,100,121,313,90,117
561,1297499392,K. Grady,Keaton Grady,Grady,Keaton,2B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,S,R,47,206,686,294,46,409,157,91,313,83,115
561,1141524480,T. Schreck,Thomas Schreck,Schreck,Thomas,SS,Army West Point,ARMY,4744,Army,BBC,R,R,50,201,723,298,61,430,131,106,313,102,132
561,1093954304,M. Trommer,Michael Trommer,Trommer,Michael,3B,Bucknell University,BUCK,730214144,Bucknell,BBC,L,R,40,178,727,325,117,430,102,106,313,82,105
561,1119242496,J. Whitlinger,Jake Whitlinger,Whitlinger,Jake,CF,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,48,221,786,310,48,472,161,101,313,97,162
561,1222537473,B. Clark,Ben Clark,Clark,Ben,C,Oakland University,OAK,5386,Oakland,BBC,R,R,50,206,751,349,67,477,137,145,313,106,128
561,1007910647,L. Matthews,Luke Matthews,Matthews,Luke,SS,Kent State University,KENT,730315008,Kent State,BBC,R,R,43,202,697,312,39,432,147,126,313,63,120
561,1516420551,S. Solitaria,Sawyer Solitaria,Solitaria,Sawyer,1B,Kent State University,KENT,730315008,Kent State,BBC,R,R,54,241,902,384,102,540,154,128,313,88,156
561,1699988554,D. Alana,Diego Alana,Alana,Diego,SS,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,S,R,51,207,801,343,50,491,161,132,313,97,148
561,1463705968,A. Becker,Andrew Becker,Becker,Andrew,LF,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,L,46,204,739,389,70,502,161,158,313,146,113
571,1273276928,C. Giusti,Connor Giusti,Giusti,Connor,3B,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,47,189,728,324,84,437,114,126,314,83,113
571,1100224000,C. Vance,Cooper Vance,Vance,Cooper,SS,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,52,219,785,313,59,480,154,100,314,75,167
571,1263647744,J. Thorbahn,Jack Thorbahn,Thorbahn,Jack,1B,Stonehill College,SC,730238464,Stonehill,BBC,L,R,52,240,822,339,103,439,137,99,314,72,100
571,1092663040,C. Bergman,Carter Bergman,Bergman,Carter,C,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,48,194,748,336,93,452,123,120,314,98,116
571,1123951360,K. McIntosh,Kyler McIntosh,McIntosh,Kyler,TWP,Alabama State University,ALST,4765,Alabama State,BBC,R,R,58,253,768,409,78,502,211,120,314,126,93
571,1272689664,C. Hincks,Connor Hincks,Hincks,Connor,2B,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,49,187,695,337,87,429,121,129,314,108,92
571,1517265527,T. Cox,Tyler Cox,Cox,Tyler,SS,University of Houston,HOU,3030,Houston,BBC,R,R,55,189,735,297,43,457,141,113,314,105,160
578,1100789760,B. Wooldridge,Braydon Wooldridge,Wooldridge,Braydon,TWP,UC Davis,UCD,730153984,UC Davis,BBC,L,L,53,221,804,351,30,502,177,144,315,116,151
578,1132712448,C. Sorg,Casey Sorg,Sorg,Casey,CF,Bellarmine University,BU,730167552,Bellarmine,BBC,S,R,55,248,928,428,102,551,166,160,315,74,123
578,1310853632,S. Rivera,Sergio Rivera,Rivera,Sergio,RF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,51,188,698,269,49,381,120,100,315,45,112
578,1090286592,J. Doyle,Jack Doyle,Doyle,Jack,3B,Northeastern University,NE,343,Northeastern,BBC,R,R,47,190,729,289,64,424,130,95,315,58,135
578,1186324992,J. Bellows,Jess Bellows,Bellows,Jess,CF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,45,179,621,283,68,400,117,98,315,66,117
578,1306802176,L. Luskey,Luke Luskey,Luskey,Luke,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,40,172,681,338,106,428,115,117,315,76,90
578,1263905792,R. Moya,Robert Moya,Moya,Robert,1B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,45,199,745,313,73,430,137,103,315,88,117
