Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,XBH,K,BB,AVG,AB,InZoneSwing%,Chase%,Contact%,wOBA LHP,wOBA RHP,1PSwing% vs Hard Empty,1PSwing% vs CH Empty,2K Whiff vs LHP Hard,2K Whiff vs LHP OS,2K Whiff vs RHP Hard,2K Whiff vs RHP OS
1365,1273286656,C. Shelton,Colby Shelton,Shelton,Colby,SS,University of Florida,FLA,730168320,Florida,BBC,L,R,26,24,21,.377,175,73.2%,34.2%,78.7%,.440,.455,42%,50%,12.5%,8.0%,17.0%,13.3%
1365,1294172160,B. Kender,Billy Kender,Kender,Billy,2B,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,15,42,24,.257,175,52.3%,12.5%,88.3%,.253,.333,23%,33%,25.0%,10.0%,7.1%,17.9%
1365,1148937216,V. Mauro,Vincent Mauro,Mauro,Vincent,3B,Niagara University,NIAG,730156544,Niagara,BBC,R,R,18,37,15,.286,175,68.5%,18.8%,80.1%,.339,.335,42%,20%,0.0%,100.0%,25.0%,55.6%
1365,1081123840,Z. Kovalchik,Zack Kovalchik,Kovalchik,Zack,CF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,16,33,23,.211,175,64.1%,12.9%,84.5%,.293,.329,19%,50%,25.0%,33.3%,23.5%,16.7%
1365,1220504064,T. Gaspar,Taylor Gaspar,Gaspar,Taylor,RF,Stonehill College,SC,730238464,Stonehill,BBC,R,R,15,61,24,.251,175,70.3%,23.6%,62.2%,.392,.373,44%,0%,66.7%,100.0%,10.0%,45.0%
1365,1309504768,J. Martinez,Jace Martinez,Martinez,Jace,SS,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,10,68,28,.269,175,54.5%,14.4%,73.5%,.397,.300,14%,50%,33.3%,12.5%,41.7%,16.7%
1365,1238196480,T. Curless,Tristan Curless,Curless,Tristan,TWP,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,L,25,46,24,.280,175,66.8%,26.2%,72.2%,.283,.429,15%,17%,25.0%,28.6%,23.3%,27.9%
1365,1100332032,K. Alexander,Kyree Alexander,Alexander,Kyree,3B,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,15,31,18,.274,175,73.8%,21.4%,78.1%,.335,.320,33%,0%,16.7%,40.0%,3.8%,16.7%
1365,1310415616,A. Bouche,Alex Bouche,Bouche,Alex,SS,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,16,66,16,.251,175,56.3%,23.4%,63.7%,.434,.293,19%,25%,42.9%,54.5%,28.1%,61.0%
1365,1197351680,J. Jones,Jalan Jones,Jones,Jalan,LF,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,20,48,17,.320,175,71.9%,16.7%,82.5%,.360,.415,40%,100%,0.0%,50.0%,20.0%,33.3%
1365,1280063232,R. Willbanks,Reed Willbanks,Willbanks,Reed,CF,Little Rock,UALR,730217472,Little Rock,BBC,R,R,7,48,21,.240,175,70.7%,23.4%,75.3%,.341,.287,42%,50%,20.0%,19.0%,23.1%,35.8%
1365,1074613504,J. De la Cruz,Juan De la Cruz,De la Cruz,Juan,2B,Stetson University,STET,730261504,Stetson,BBC,R,R,10,34,33,.297,175,60.7%,21.2%,82.2%,.437,.355,23%,14%,25.0%,0.0%,17.5%,25.0%
1365,1143122944,N. Romano,Nicholas Romano,Romano,Nicholas,3B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,S,R,7,38,26,.274,175,65.4%,26.1%,78.8%,.332,.351,25%,39%,23.1%,17.4%,16.1%,21.7%
1365,1324618300,P. Osting,Paul Osting,Osting,Paul,CF,Western Illinois University,WIU,730370560,Western Illinois,BBC,S,R,11,32,38,.263,175,63.5%,18.8%,82.4%,.420,.325,41%,67%,50.0%,25.0%,24.0%,50.0%
1365,1867846711,C. Robertson,Creek Robertson,Robertson,Creek,SS,University of Memphis,MEM,730172160,Memphis,BBC,R,R,14,62,20,.177,175,71.8%,32.5%,68.7%,.374,.218,38%,29%,35.0%,20.0%,30.4%,32.6%
1365,1342166725,J. Polledo,Jeter Polledo,Polledo,Jeter,SS,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,23,31,13,.326,175,76.3%,23.1%,77.2%,.433,.380,44%,0%,0.0%,33.3%,13.0%,40.0%
1365,1648774913,A. Raymond,Andrew Raymond,Raymond,Andrew,C,George Mason University,GMU,730265088,George Mason,BBC,L,R,15,26,30,.286,175,66.0%,19.5%,85.8%,.293,.380,39%,0%,11.1%,28.6%,11.6%,20.0%
1365,1508812349,R. Stockton,Rylen Stockton,Stockton,Rylen,C,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,20,36,19,.343,175,74.2%,29.3%,75.7%,.601,.378,44%,100%,25.0%,15.4%,24.6%,16.3%
1365,1700198255,C. Walsh,Charlie Walsh,Walsh,Charlie,2B,George Washington University,GW,730249216,George Washington,BBC,R,R,11,42,23,.269,175,64.7%,18.2%,77.3%,.402,.292,38%,67%,13.3%,36.4%,13.5%,35.7%
1365,1429508311,T. Castrataro,Tyler Castrataro,Castrataro,Tyler,LF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,16,61,8,.274,175,77.8%,36.5%,63.0%,.444,.302,57%,83%,42.9%,18.8%,31.9%,42.1%
1365,1770120373,T. Marsh,Tatum Marsh,Marsh,Tatum,LF,Stanford University,STAN,730251264,Stanford,BBC,R,R,18,24,11,.377,175,68.9%,22.8%,85.2%,.493,.407,32%,0%,0.0%,18.2%,7.0%,17.0%
1365,1594044353,N. Lovarco,Nick Lovarco,Lovarco,Nick,RF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,16,47,17,.223,175,66.8%,24.7%,74.1%,.169,.323,40%,14%,41.7%,27.3%,20.6%,39.1%
1388,1294955264,Z. Yorke,Zach Yorke,Yorke,Zach,1B,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,24,28,35,.339,174,65.7%,13.2%,83.8%,.397,.483,32%,47%,6.3%,10.0%,17.9%,11.5%
1388,1192537344,J. Urban,Joseph Urban,Urban,Joseph,CF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,19,41,21,.333,174,70.7%,25.5%,76.8%,.482,.383,38%,70%,18.8%,28.6%,27.6%,27.0%
1388,1113390592,E. Wood,Enrique Wood,Wood,Enrique,3B,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,8,50,16,.224,174,68.8%,28.9%,66.9%,.234,.295,28%,-,31.6%,38.5%,33.3%,43.6%
1388,1174874368,G. Larsen,Garrett Larsen,Larsen,Garrett,LF,Yale University,YALE,730334464,Yale,BBC,R,R,14,21,12,.299,174,63.8%,28.3%,89.6%,.344,.364,39%,33%,20.0%,40.0%,11.4%,16.2%
1388,1281745664,J. Overbeek,Josh Overbeek,Overbeek,Josh,3B,University of Nebraska,NEB,4865,Nebraska,BBC,S,R,20,46,12,.293,174,71.1%,25.9%,71.7%,.314,.397,33%,50%,44.0%,31.6%,13.5%,30.3%
1388,1192564993,C. Hynek,Colin Hynek,Hynek,Colin,C,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,26,51,36,.230,174,67.9%,19.4%,71.9%,.500,.389,28%,25%,60.0%,55.6%,27.0%,35.6%
1388,1318580992,B. Yaworski,Bo Yaworski,Yaworski,Bo,1B,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,L,21,18,23,.299,174,65.3%,17.1%,92.2%,.314,.391,43%,33%,14.3%,-,18.2%,27.3%
1388,1177976320,B. Johnson,Brayden Johnson,Johnson,Brayden,LF,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,14,39,24,.328,174,72.2%,18.4%,79.6%,.381,.397,55%,0%,28.6%,25.0%,26.3%,25.0%
1388,1042959841,T. Rover,Tommy Rover,Rover,Tommy,3B,Youngstown State University,YSU,730284544,Youngstown State,BBC,S,R,21,26,30,.328,174,72.1%,20.9%,77.8%,.531,.429,38%,60%,0.0%,20.0%,12.5%,23.5%
1388,1289668671,L. Hernandez,Luis Hernandez,Hernandez,Luis,C,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,21,35,10,.270,174,63.2%,30.3%,78.5%,.399,.349,17%,0%,14.3%,44.4%,22.9%,18.2%
1388,1753456456,J. Swift,Julian Swift,Swift,Julian,3B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,13,10,9,.322,174,81.0%,31.8%,89.0%,.433,.314,36%,88%,30.0%,14.3%,0.0%,4.2%
1388,1395982135,J. Flores,Jaden Flores,Flores,Jaden,3B,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,22,40,30,.259,174,68.3%,16.0%,81.9%,.286,.436,40%,0%,0.0%,50.0%,18.2%,25.0%
1388,1385713296,W. Cowan,Will Cowan,Cowan,Will,RF,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,17,25,30,.293,174,69.8%,19.7%,85.6%,.439,.345,23%,50%,9.1%,28.6%,7.1%,21.6%
1388,1350630265,D. McConnell,Drew McConnell,McConnell,Drew,SS,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,11,59,23,.207,174,66.8%,22.9%,68.8%,.210,.316,34%,50%,23.8%,58.8%,13.6%,31.1%
1388,1112227629,A. Cano,Angel Cano,Cano,Angel,1B,Little Rock,UALR,730217472,Little Rock,BBC,R,R,20,34,10,.247,174,76.8%,26.2%,75.5%,.310,.328,47%,67%,16.7%,33.3%,21.9%,37.5%
1403,1320360704,D. Baker,Davis Baker,Baker,Davis,SS,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,26,30,14,.277,173,72.9%,26.9%,76.0%,.237,.415,32%,43%,12.5%,36.8%,10.4%,20.4%
1403,1294963456,L. Heyman,Luke Heyman,Heyman,Luke,C,University of Florida,FLA,730168320,Florida,BBC,R,R,21,38,22,.301,173,74.3%,26.4%,75.1%,.449,.401,44%,75%,14.3%,35.3%,26.2%,28.1%
1403,1264004096,T. OConnor,Tommy OConnor,OConnor,Tommy,1B,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,L,22,66,29,.243,173,60.7%,21.2%,66.2%,.363,.354,22%,40%,31.3%,46.2%,20.0%,41.1%
1403,1162600704,B. Perreira,Brock Perreira,Perreira,Brock,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,R,14,34,27,.283,173,56.6%,21.5%,85.1%,.348,.383,15%,20%,14.8%,25.0%,16.1%,22.9%
1403,1222899712,T. Hare,Tyler Hare,Hare,Tyler,1B,Wofford College,WOF,730176512,Wofford,BBC,L,R,25,47,33,.266,173,69.1%,15.5%,74.9%,.411,.386,16%,43%,43.8%,23.5%,17.1%,34.9%
1403,1150471424,K. Dossa,Kaiden Dossa,Dossa,Kaiden,CF,Yale University,YALE,730334464,Yale,BBC,R,R,16,54,23,.329,173,59.9%,25.5%,72.4%,.428,.388,21%,33%,13.3%,50.0%,34.0%,39.4%
1403,1079511552,T. Dickinson,Tim Dickinson,Dickinson,Tim,2B,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,R,20,31,33,.277,173,65.1%,15.9%,79.7%,.370,.403,31%,0%,15.8%,28.6%,25.0%,22.2%
1403,1157547264,C. Quagliano,Coltin Quagliano,Quagliano,Coltin,2B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,17,29,16,.266,173,67.0%,31.2%,77.7%,.400,.313,20%,17%,0.0%,18.2%,21.3%,38.7%
1403,1310313472,J. carpenter,Jesiah Carpenter,carpenter,Jesiah,CF,UMBC,UMBC,730210304,UMBC,BBC,R,R,10,41,24,.312,173,64.2%,23.4%,74.4%,.356,.363,42%,0%,0.0%,33.3%,33.3%,32.1%
1403,1141496832,A. Stucky,Andrew Stucky,Stucky,Andrew,C,UTSA,UTSA,730373120,UTSA,BBC,R,R,21,41,29,.324,173,67.5%,19.3%,79.8%,.377,.453,39%,17%,7.1%,19.0%,19.6%,40.0%
1403,1325151488,N. Milk,Nate Milk,Milk,Nate,RF,Niagara University,NIAG,730156544,Niagara,BBC,R,R,15,46,25,.254,173,71.2%,20.5%,77.7%,.448,.333,50%,75%,0.0%,100.0%,40.0%,27.8%
1403,1303790848,J. Randolph,Jake Randolph,Randolph,Jake,C,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,9,16,15,.335,173,83.0%,26.5%,87.0%,.397,.353,56%,67%,28.6%,41.7%,3.1%,8.6%
1403,1222537473,B. Clark,Ben Clark,Clark,Ben,C,Oakland University,OAK,5386,Oakland,BBC,R,R,10,41,12,.197,173,68.7%,28.6%,80.8%,.330,.257,48%,17%,31.3%,0.0%,25.6%,18.9%
1403,1184447745,H. Hunter,Henry Hunter,Hunter,Henry,C,University of Georgia,UGA,226,Georgia,BBC,L,R,20,57,25,.237,173,72.9%,24.5%,63.6%,.289,.419,39%,33%,9.5%,39.5%,22.6%,38.6%
1403,1306903808,L. West,Landon West,West,Landon,C,Rice University,RICE,2352,Rice,BBC,R,R,17,40,28,.283,173,74.0%,24.3%,75.6%,.322,.395,32%,56%,27.3%,18.2%,24.1%,15.8%
1403,1143055104,H. Moore,Hayden Moore,Moore,Hayden,CF,Saint Louis University,SLU,2291,St. Louis,BBC,S,R,16,44,46,.277,173,65.5%,18.9%,72.6%,.261,.433,42%,30%,27.3%,30.0%,23.5%,29.0%
1403,1266377728,C. Brown,Chris Brown,Brown,Chris,3B,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,21,43,35,.324,173,62.6%,20.6%,79.2%,.473,.402,13%,100%,12.5%,28.6%,33.3%,29.4%
1403,1418555165,R. Beheler,Reese Beheler,Beheler,Reese,1B,Lamar University,LAM,730162432,Lamar,BBC,L,R,11,37,26,.301,173,65.4%,19.5%,78.8%,.337,.385,39%,14%,15.0%,41.7%,13.7%,32.1%
1403,1297014272,T. Acker,Ty Acker,Acker,Ty,3B,George Washington University,GW,730249216,George Washington,BBC,L,R,13,39,19,.318,173,72.0%,29.9%,76.6%,.342,.371,36%,0%,31.6%,46.2%,18.8%,26.7%
1403,1163965026,D. Reynolds,Drew Reynolds,Reynolds,Drew,1B,University of Maine,ME,730275840,Maine,BBC,L,R,22,49,27,.272,173,72.8%,26.4%,71.0%,.278,.398,38%,42%,21.4%,50.0%,28.9%,32.3%
1403,1936686658,N. Beckley,Nathan Beckley,Beckley,Nathan,1B,Youngstown State University,YSU,730284544,Youngstown State,BBC,L,R,20,46,23,.301,173,64.6%,25.0%,74.0%,.356,.388,26%,17%,8.3%,37.5%,45.5%,31.6%
1403,1692368056,V. Feliciano,Vicente Feliciano,Feliciano,Vicente,2B,Seattle University,SEA,4504,Seattle,BBC,L,R,19,36,15,.289,173,82.8%,30.0%,72.9%,.331,.370,42%,35%,14.3%,27.3%,18.9%,23.4%
1403,1971003791,J. Stevenson,Jared Stevenson,Stevenson,Jared,RF,Seattle University,SEA,4504,Seattle,BBC,R,R,15,55,36,.260,173,61.2%,15.4%,67.9%,.404,.340,26%,10%,14.3%,46.2%,16.7%,40.4%
1403,1915039459,W. Couchman,Will Couchman,Couchman,Will,2B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,15,49,25,.295,173,72.1%,22.0%,67.1%,.323,.412,41%,33%,28.6%,33.3%,27.0%,37.2%
1403,1758585081,J. Dauer,Jack Dauer,Dauer,Jack,3B,Yale University,YALE,730334464,Yale,BBC,R,R,15,33,18,.306,173,65.0%,35.5%,83.0%,.472,.329,24%,67%,25.0%,7.7%,15.4%,28.1%
1428,1307060992,E. Breyfogle,Easton Breyfogle,Breyfogle,Easton,LF,University of Arizona,ARIZ,232,Arizona,BBC,L,R,15,50,15,.244,172,71.0%,26.8%,73.7%,.283,.332,35%,23%,18.2%,33.3%,27.0%,30.6%
1428,1195420928,E. Dowell,Easton Dowell,Dowell,Easton,SS,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,23,19,14,.360,172,61.6%,27.4%,85.4%,.402,.428,40%,20%,0.0%,23.1%,4.8%,25.0%
1428,1207486976,L. Odden,Luke Odden,Odden,Luke,2B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,S,R,11,31,30,.244,172,52.8%,17.8%,85.6%,.398,.298,10%,0%,0.0%,25.0%,10.0%,28.1%
1428,1264275456,A. Urlaub,Alex Urlaub,Urlaub,Alex,1B,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,12,60,19,.256,172,62.4%,23.9%,62.0%,.333,.334,26%,0%,27.3%,44.4%,32.6%,48.5%
1428,1330702592,C. Capece,Connor Capece,Capece,Connor,C,Creighton University,CREI,730243840,Creighton,BBC,R,R,15,35,15,.349,172,68.3%,22.7%,79.1%,.462,.371,27%,57%,13.3%,12.5%,23.3%,16.2%
1428,1204929024,D. Barbero,Danny Barbero,Barbero,Danny,3B,Butler University,BUT,730283520,Butler,BBC,R,R,20,32,21,.250,172,64.7%,18.1%,76.6%,.425,.314,22%,50%,21.4%,18.2%,36.4%,38.1%
1428,1263905792,R. Moya,Robert Moya,Moya,Robert,1B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,13,37,21,.314,172,67.6%,22.6%,76.7%,.474,.351,30%,30%,0.0%,25.0%,17.5%,31.0%
1428,1306866432,C. Duggar,Cashel Duggar,Duggar,Cashel,C,UCLA,UCLA,5048,UCLA,BBC,L,R,8,27,30,.279,172,56.2%,15.8%,86.1%,.330,.377,16%,17%,15.8%,11.8%,9.1%,8.1%
1428,1099860992,C. Taggart,Casen Taggart,Taggart,Casen,1B,University of Washington,WASH,3110,Washington,BBC,L,R,17,37,46,.326,172,58.6%,16.5%,78.6%,.351,.451,24%,31%,10.7%,23.5%,11.5%,22.9%
1428,1081438208,G. Ganun,Gavin Ganun,Ganun,Gavin,LF,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,17,76,34,.244,172,66.9%,18.5%,54.0%,.499,.322,23%,25%,50.0%,25.0%,55.6%,48.3%
1428,1310843392,R. Velazquez,Raymond Velazquez,Velazquez,Raymond,3B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,27,32,32,.360,172,62.1%,19.6%,79.7%,.527,.495,30%,50%,50.0%,75.0%,20.0%,17.4%
1428,1967952971,W. Espinal,Wilbert Espinal,Espinal,Wilbert,RF,Alabama State University,ALST,4765,Alabama State,BBC,L,L,19,35,34,.302,172,62.4%,22.4%,77.7%,.341,.424,29%,36%,0.0%,40.0%,11.1%,25.0%
1428,1234194072,B. Hyde,Brennan Hyde,Hyde,Brennan,LF,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,14,26,19,.262,172,62.9%,20.9%,84.4%,.367,.331,28%,36%,14.3%,8.3%,14.7%,34.5%
1428,1233641139,F. Peralta,Fabio Peralta,Peralta,Fabio,CF,University of Miami,MIA,236,Miami,BBC,L,L,7,40,14,.238,172,67.3%,24.1%,73.8%,.288,.279,28%,23%,13.3%,36.4%,24.2%,51.9%
1428,1342167992,B. Rogers,Brett Rogers,Rogers,Brett,RF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,L,R,14,36,13,.331,172,70.3%,29.3%,76.1%,.317,.383,43%,50%,9.1%,53.8%,14.3%,48.0%
1428,1496800975,B. Jellison,Bruce Jellison,Jellison,Bruce,3B,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,7,27,21,.285,172,68.4%,20.3%,81.8%,.405,.322,19%,0%,7.7%,16.7%,11.1%,24.0%
1428,1818558744,J. De Anda,Jimmy De Anda,De Anda,Jimmy,LF,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,17,48,31,.285,172,56.2%,18.1%,80.8%,.342,.402,26%,17%,20.0%,80.0%,20.0%,19.4%
1428,1477116653,D. Aponte,Diego Aponte,Aponte,Diego,1B,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,L,16,20,20,.302,172,77.1%,24.3%,90.2%,.353,.356,25%,25%,100.0%,0.0%,25.0%,28.6%
1428,1432662328,C. Malamazian,Cooper Malamazian,Malamazian,Cooper,3B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,23,53,17,.320,172,63.7%,28.2%,72.9%,.341,.408,39%,75%,25.0%,42.9%,25.0%,44.2%
1447,1336099584,J. Herrholz,JP Herrholz,Herrholz,JP,1B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,R,16,34,40,.263,171,60.6%,20.6%,80.2%,.318,.402,26%,19%,21.4%,25.0%,13.7%,27.6%
1447,1104574208,C. Ott,Colby Ott,Ott,Colby,1B,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,7,35,20,.228,171,68.1%,32.5%,78.0%,.233,.307,32%,17%,30.8%,13.6%,18.5%,22.5%
1447,1126279936,T. Rumley,Trent Rumley,Rumley,Trent,3B,Canisius College,CAN,730218752,Canisius,BBC,R,R,24,22,22,.345,171,65.7%,14.1%,89.1%,.516,.412,7%,0%,16.7%,16.7%,20.0%,0.0%
1447,1286155776,B. OSullivan,Brenden OSullivan,OSullivan,Brenden,1B,UNLV,UNLV,730161664,UNLV,BBC,R,R,18,29,19,.269,171,65.3%,25.6%,81.9%,.411,.303,26%,50%,5.9%,44.4%,14.3%,27.5%
1447,1310876672,N. Upstill,Nick Upstill,Upstill,Nick,LF,Pepperdine University,PEPP,730338304,Pepperdine,BBC,L,L,15,18,10,.345,171,79.5%,31.1%,80.5%,.387,.370,45%,33%,0.0%,23.1%,13.0%,24.1%
1447,1304823808,N. Tucker,Nolan Tucker,Tucker,Nolan,2B,Xavier University,XAV,5464,Xavier,BBC,L,R,15,38,20,.339,171,77.4%,28.4%,78.7%,.316,.421,47%,38%,25.0%,20.0%,14.9%,27.1%
1447,1198540800,R. Johnson,Rett Johnson,Johnson,Rett,LF,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,12,36,19,.327,171,76.6%,30.8%,76.2%,.462,.332,56%,44%,11.8%,42.9%,12.2%,34.1%
1447,1259952896,J. Toby,Jared Toby,Toby,Jared,RF,University at Albany,ALBY,730280448,Albany,BBC,R,R,11,27,22,.257,171,65.0%,21.3%,78.2%,.350,.327,48%,0%,0.0%,25.0%,0.0%,21.9%
1447,1251440384,J. McAlister,Josh McAlister,McAlister,Josh,2B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,27,49,21,.368,171,69.1%,23.1%,71.3%,.602,.472,37%,25%,12.5%,40.0%,20.8%,24.3%
1447,1239374080,Z. Kent,Zack Kent,Kent,Zack,2B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,16,27,19,.287,171,64.9%,20.2%,82.0%,.306,.374,25%,33%,33.3%,28.6%,8.1%,26.5%
1447,1341542656,D. Leinenbach,Drew Leinenbach,Leinenbach,Drew,RF,University of North Florida,UNF,730296832,North Florida,BBC,R,R,13,43,16,.269,171,66.1%,26.7%,74.3%,.234,.342,36%,17%,25.0%,25.0%,27.8%,33.3%
1447,1099858944,Q. Phillips,Q Phillips,Phillips,Q,LF,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,S,L,20,62,31,.222,171,59.9%,13.2%,72.0%,.301,.355,29%,0%,25.0%,75.0%,40.9%,57.1%
1447,1184455168,M. Knight,Malakhi Knight,Knight,Malakhi,CF,University of Washington,WASH,3110,Washington,BBC,R,R,11,34,23,.251,171,64.0%,20.9%,77.6%,.341,.322,42%,25%,0.0%,8.3%,32.1%,30.4%
1447,1310334209,J. Salk,Jonas Salk,Salk,Jonas,SS,University of Portland,PORT,730360320,Portland,BBC,R,R,24,54,21,.281,171,74.5%,21.7%,66.8%,.532,.379,35%,63%,14.3%,18.2%,28.9%,34.9%
1447,1298785792,R. Peterson,Ryan Peterson,Peterson,Ryan,C,Virginia Military Institute,VMI,730173440,VMI,BBC,L,R,21,38,27,.298,171,65.1%,24.3%,80.3%,.350,.433,28%,40%,36.4%,38.5%,18.6%,28.6%
1447,1635128394,D. Rogers,Daniel Rogers,Rogers,Daniel,C,University of Iowa,IOWA,1232,Iowa,BBC,L,R,19,41,32,.251,171,59.1%,13.8%,80.7%,.316,.388,29%,44%,9.7%,27.3%,12.1%,19.4%
1447,1605117576,C. Doughty,Chanz Doughty,Doughty,Chanz,RF,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,22,51,20,.292,171,66.0%,23.4%,67.0%,.296,.426,33%,50%,33.3%,25.0%,30.6%,39.1%
1447,1434089284,A. Barrist,Alex Barrist,Barrist,Alex,2B,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,14,31,15,.298,171,69.2%,26.1%,82.2%,.354,.347,44%,60%,8.3%,28.6%,25.6%,20.0%
1465,1178748928,A. Carris,Akili Carris,Carris,Akili,3B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,15,31,12,.341,170,71.7%,26.2%,78.7%,.298,.374,51%,17%,25.0%,14.3%,14.0%,32.4%
1465,1197663488,J. Harvey,Jake Harvey,Harvey,Jake,C,University of Nevada,NEV,4784,Nevada,BBC,R,R,13,28,38,.312,170,53.1%,16.4%,88.4%,.358,.379,10%,33%,15.8%,28.6%,7.4%,13.0%
1465,1093164288,M. Rosales,Marcos Rosales,Rosales,Marcos,2B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,16,34,24,.247,170,62.1%,22.8%,77.3%,.359,.358,38%,80%,42.9%,0.0%,15.8%,28.1%
1465,1162512128,T. Lyssy,Thomas Lyssy,Lyssy,Thomas,3B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,10,28,17,.294,170,71.9%,21.6%,79.8%,.326,.388,45%,50%,33.3%,44.4%,22.2%,21.4%
1465,1310639872,N. Bergamotto,Nick Bergamotto,Bergamotto,Nick,2B,Siena College,SIE,730382592,Siena,BBC,R,R,16,31,21,.271,170,53.7%,15.9%,80.8%,.440,.317,27%,20%,0.0%,100.0%,21.4%,57.1%
1465,1162078209,C. Williams,Cooper Williams,Williams,Cooper,2B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,R,19,38,17,.306,170,71.7%,28.4%,71.1%,.445,.367,55%,64%,42.9%,27.3%,11.6%,48.8%
1465,1302783489,J. Perez,Jaime Perez,Perez,Jaime,C,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,8,11,27,.300,170,61.6%,13.1%,90.1%,.348,.367,19%,43%,10.0%,12.5%,0.0%,6.3%
1465,1198416640,J. Williams,Javar Williams,Williams,Javar,LF,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,L,8,45,30,.271,170,62.3%,23.2%,75.4%,.317,.363,31%,23%,60.0%,63.6%,22.0%,21.6%
1465,1263255296,N. Williams,Nick Williams,Williams,Nick,LF,Michigan State University,MSU,1551,Michigan State,BBC,R,R,17,19,32,.265,170,56.8%,17.3%,89.2%,.315,.388,16%,0%,0.0%,16.7%,11.4%,15.6%
1465,1195406592,B. Heckelman,Brian Heckelman,Heckelman,Brian,C,Towson University,TOWS,730318336,Towson,BBC,R,R,20,22,20,.365,170,61.0%,17.1%,87.4%,.325,.472,17%,0%,8.0%,0.0%,9.1%,23.3%
1465,1174782976,J. Holman,Jack Holman,Holman,Jack,1B,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,R,21,30,29,.235,170,76.3%,22.8%,72.1%,.392,.360,42%,54%,15.8%,44.4%,14.6%,23.3%
1465,1327585024,C. Walsh,Chris Walsh,Walsh,Chris,1B,Monmouth University,MONM,4164,Monmouth,BBC,R,R,19,39,22,.306,170,65.2%,18.9%,81.0%,.328,.379,35%,38%,16.7%,26.7%,17.5%,28.6%
