Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,AB,HR,HR%,HR/FB,HRDst,FBDst,HRPull,HRCtr,HROpp
1509,1315667712,J. Hefft,JP Hefft,Hefft,JP,2B,UNLV,UNLV,730161664,UNLV,BBC,R,R,52,245,211,4,1.6%,5.5%,406.47,313.6,2,2,0
1509,1263449344,B. Lesher,Brett Lesher,Lesher,Brett,SS,University of Delaware,DEL,730203136,Delaware,BBC,R,R,53,232,203,4,1.7%,8.2%,392.53,330.7,0,2,2
1509,1318667776,J. Pilla,Johnny Pilla,Pilla,Johnny,2B,Stony Brook University,STON,730249984,Stony Brook,BBC,L,R,48,194,158,4,2.1%,8.3%,-,297.7,1,0,1
1509,1245154816,D. Pendergrass,Dariyan Pendergrass,Pendergrass,Dariyan,CF,College of Charleston,COFC,730177792,College of Charleston,BBC,L,L,59,272,224,4,1.5%,5.0%,369.22,289.9,4,0,0
1509,1264275200,L. Pringle,Lucas Pringle,Pringle,Lucas,C,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,49,191,149,4,2.1%,7.0%,376.44,320.0,3,0,1
1509,1264275456,A. Urlaub,Alex Urlaub,Urlaub,Alex,1B,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,51,209,172,4,1.9%,7.5%,363.13,296.4,2,1,1
1509,1142924032,K. Klingenbeck,Kory Klingenbeck,Klingenbeck,Kory,C,University of Cincinnati,CIN,5465,Cincinnati,BBC,S,R,33,84,73,4,4.8%,12.9%,396.83,334.2,1,0,3
1509,1266488832,C. Blauser,Cooper Blauser,Blauser,Cooper,2B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,61,278,217,4,1.4%,5.3%,383.37,319.1,4,0,0
1509,1134055424,W. Mitchell,Walker Mitchell,Mitchell,Walker,3B,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,65,285,204,4,1.4%,5.6%,396.91,299.6,4,0,0
1509,1184451840,D. Wiley,David Wiley,Wiley,David,RF,Wofford College,WOF,730176512,Wofford,BBC,R,R,57,253,197,4,1.6%,5.0%,375.43,304.5,4,0,0
1509,1204882432,A. Mannelly,Andrew Mannelly,Mannelly,Andrew,LF,Wofford College,WOF,730176512,Wofford,BBC,L,L,41,143,105,4,2.8%,8.0%,369.73,321.5,3,1,0
1509,1327586816,A. Greco,Anthony Greco,Greco,Anthony,1B,College of William & Mary,WM,730232064,William & Mary,BBC,L,R,53,226,178,4,1.8%,6.3%,403.02,313.4,3,0,0
1509,1166939136,A. Atkinson,Alec Atkinson,Atkinson,Alec,1B,Yale University,YALE,730334464,Yale,BBC,R,R,39,174,141,4,2.3%,9.5%,383.98,299.2,3,0,1
1509,1129848320,B. Ronken,Bryce Ronken,Ronken,Bryce,RF,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,R,43,194,156,4,2.1%,7.8%,388.81,308.6,1,0,2
1509,1311965184,B. Roney,Brendan Roney,Roney,Brendan,C,Florida International University,FIU,4468,Florida International,BBC,R,R,42,139,110,4,2.9%,9.5%,380.13,314.5,4,0,0
1509,1310639872,N. Bergamotto,Nick Bergamotto,Bergamotto,Nick,2B,Siena College,SIE,730382592,Siena,BBC,R,R,46,194,170,4,2.1%,5.9%,360.06,321.3,2,1,0
1509,1237055488,C. Larson,Connor Larson,Larson,Connor,SS,University of Richmond,RICH,730171904,Richmond,BBC,R,R,50,187,156,4,2.1%,8.7%,372.76,312.6,1,2,1
1509,1265057280,T. Donati,Tanner Donati,Donati,Tanner,CF,University of Delaware,DEL,730203136,Delaware,BBC,R,L,37,124,104,4,3.2%,6.5%,397.92,298.1,0,2,2
1509,1143610880,G. Wright,Gabe Wright,Wright,Gabe,CF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,52,199,169,4,2.0%,7.1%,381.17,315.2,2,0,1
1509,1318610176,J. Cheeseman,Jeremy Cheeseman,Cheeseman,Jeremy,TWP,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,R,39,145,113,4,2.8%,9.3%,-,293.5,0,0,0
1509,1081123840,Z. Kovalchik,Zack Kovalchik,Kovalchik,Zack,CF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,51,220,175,4,1.8%,5.4%,-,297.3,0,0,0
1509,1085293312,R. Donohue,Ronan Donohue,Donohue,Ronan,3B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,47,191,156,4,2.1%,8.2%,-,287.0,0,0,1
1509,1192541952,H. Smith,Hunter Smith,Smith,Hunter,RF,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,30,96,72,4,4.2%,15.4%,331.45,324.3,2,0,1
1509,1275096832,K. Johnson,Kyle Johnson,Johnson,Kyle,TWP,Duke University,DUKE,730336256,Duke,BBC,R,L,45,71,59,4,5.6%,17.4%,400.37,340.8,3,1,0
1509,1204942080,J. Poist,Jack Poist,Poist,Jack,LF,University of Akron,AKR,540536064,Akron,BBC,L,R,50,235,192,4,1.7%,6.0%,354.37,294.1,4,0,0
1509,1099691776,W. Sykes,Wells Sykes,Sykes,Wells,RF,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,63,228,189,4,1.8%,7.3%,373.77,313.3,4,0,0
1509,1245115904,J. Crespo,Javier Crespo,Crespo,Javier,3B,Florida International University,FIU,4468,Florida International,BBC,R,R,48,186,147,4,2.2%,10.3%,398.75,314.5,2,0,1
1509,1074012160,T. Rice,Trent Rice,Rice,Trent,CF,Oakland University,OAK,5386,Oakland,BBC,R,R,55,223,182,4,1.8%,7.7%,360.23,297.9,4,0,0
1509,1097562368,B. Nigh,Brandon Nigh,Nigh,Brandon,SS,Oakland University,OAK,5386,Oakland,BBC,R,R,60,283,216,4,1.4%,4.8%,403.32,284.9,1,2,0
1509,1279706880,T. Shaneyfelt,Tyler Shaneyfelt,Shaneyfelt,Tyler,CF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,R,55,279,224,4,1.4%,6.5%,-,291.5,1,0,1
1509,1310598912,E. Griffis,Evan Griffis,Griffis,Evan,RF,Stetson University,STET,730261504,Stetson,BBC,R,R,47,164,136,4,2.4%,8.2%,396.74,300.6,2,1,0
1509,1301144832,A. Duffey,Alex Duffey,Duffey,Alex,C,Elon University,ELON,730252544,Elon,BBC,L,R,55,243,192,4,1.6%,8.3%,382.30,299.0,2,1,1
1509,1210137600,J. Szestowicki,Justin Szestowicki,Szestowicki,Justin,SS,Elon University,ELON,730252544,Elon,BBC,R,R,43,112,97,4,3.6%,11.8%,361.04,305.0,4,0,0
1509,1324737280,J. Perry,Jake Perry,Perry,Jake,3B,University of Minnesota,MINN,4864,Minnesota,BBC,L,R,44,161,141,4,2.5%,9.1%,348.91,293.9,2,0,2
1509,1100780800,J. Kuczik,JP Kuczik,Kuczik,JP,C,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,48,194,161,4,2.1%,4.3%,-,284.0,1,0,0
1509,1093157376,H. Yost,Hayden Yost,Yost,Hayden,CF,University of Florida,FLA,730168320,Florida,BBC,L,L,59,237,189,4,1.7%,6.2%,383.51,296.3,4,0,0
1509,1294954496,N. Stevens,Nolan Stevens,Stevens,Nolan,TWP,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,37,116,100,4,3.4%,16.0%,372.26,299.2,3,1,0
1509,1196806913,L. Russell,Landon Russell,Russell,Landon,CF,Stetson University,STET,730261504,Stetson,BBC,R,R,62,254,221,4,1.6%,4.8%,395.77,303.6,2,1,0
1509,1165732096,S. Parks,Sam Parks,Parks,Sam,CF,Stonehill College,SC,730238464,Stonehill,BBC,L,L,52,259,179,4,1.5%,4.9%,362.11,293.1,3,0,0
1509,1126283520,J. Sutryk,Johnny Sutryk,Sutryk,Johnny,LF,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,25,59,48,4,6.8%,14.3%,366.42,316.4,4,0,0
1509,1162496512,C. Brady,Carter Brady,Brady,Carter,LF,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,23,66,57,4,6.1%,21.1%,412.79,332.6,2,1,1
1509,1084459776,C. Coates,Colton Coates,Coates,Colton,1B,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,56,263,217,4,1.5%,4.5%,367.33,298.1,1,0,3
1509,1162533376,M. Lott,Malachi Lott,Lott,Malachi,TWP,University of Houston,HOU,3030,Houston,BBC,L,L,49,115,97,4,3.5%,9.3%,383.03,308.6,4,0,0
1509,1283337728,C. Shipley,Casey Shipley,Shipley,Casey,C,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,42,185,156,4,2.2%,8.0%,-,320.8,1,1,0
1509,1239336704,M. Ocko,Madden Ocko,Ocko,Madden,1B,Fordham University,FOR,730324992,Fordham,BBC,R,R,53,225,187,4,1.8%,7.0%,367.09,300.0,4,0,0
1509,1341241344,C. Sahler,Cian Sahler,Sahler,Cian,CF,Fordham University,FOR,730324992,Fordham,BBC,L,L,45,193,168,4,2.1%,6.2%,388.94,296.7,3,1,0
1509,1162367232,T. Head,Tristan Head,Head,Tristan,2B,Georgetown University,GTWN,2330,Georgetown,BBC,S,R,30,129,112,4,3.1%,10.3%,392.62,320.4,2,0,0
1509,1182011904,B. Sullivan,Braden Sullivan,Sullivan,Braden,2B,University of Massachusetts,MASS,5451,UMass,BBC,R,R,44,192,154,4,2.1%,6.3%,381.92,310.8,3,0,0
1509,1310452224,J. Haggard,Jake Haggard,Haggard,Jake,3B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,47,173,155,4,2.3%,10.0%,400.14,308.9,3,1,0
1509,1264072192,M. Echazarreta,Miggy Echazarreta,Echazarreta,Miggy,RF,High Point University,HP,730321152,High Point,BBC,L,R,53,254,183,4,1.6%,6.0%,393.51,317.1,3,1,0
1509,1310331648,K. Byrd,Kameron Byrd,Byrd,Kameron,RF,Southern University,SOU,4767,Southern,BBC,R,R,41,183,154,4,2.2%,5.9%,-,302.0,1,0,0
1509,1157547264,C. Quagliano,Coltin Quagliano,Quagliano,Coltin,2B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,51,201,173,4,2.0%,7.0%,388.43,303.7,2,0,2
1509,1334315264,M. Maloney,Matt Maloney,Maloney,Matt,C,Penn State University,PSU,5326,Penn State,BBC,L,R,33,119,106,4,3.4%,12.5%,380.51,313.8,4,0,0
1509,1310808320,G. Franck,Gage Franck,Franck,Gage,CF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,34,91,73,4,4.4%,11.1%,-,309.7,3,0,0
1509,1120324096,A. Zarlingo,Anthony Zarlingo,Zarlingo,Anthony,CF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,S,R,56,278,222,4,1.4%,4.7%,383.63,312.8,3,0,1
1509,1263652608,N. Hosie,Nick Hosie,Hosie,Nick,C,Bradley University,BRAD,730253312,Bradley,BBC,L,R,46,177,155,4,2.3%,6.1%,384.56,302.4,3,1,0
1509,1148028160,L. Walters,Logan Walters,Walters,Logan,LF,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,30,103,88,4,3.9%,10.0%,395.53,339.5,3,1,0
1509,1086413824,J. Jones,Jaden Jones,Jones,Jaden,2B,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,52,241,202,4,1.7%,7.1%,-,294.9,0,0,0
1509,1094685440,D. Bishop,David Bishop,Bishop,David,1B,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,44,136,119,4,2.9%,9.8%,391.94,314.9,3,1,0
1509,1289775616,J. Tobias,Jacob Tobias,Tobias,Jacob,RF,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,R,46,157,135,4,2.5%,6.9%,361.68,300.9,2,0,1
1509,1179974912,J. Butler,Justin Butler,Butler,Justin,1B,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,36,138,113,4,2.9%,8.5%,380.55,299.0,2,0,1
1509,1303416064,R. Rogers,Raffaele Rogers,Rogers,Raffaele,3B,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,46,194,141,4,2.1%,8.7%,380.13,303.7,1,1,1
1509,1209232640,R. Hernandez,Ryder Hernandez,Hernandez,Ryder,SS,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,48,202,161,4,2.0%,7.8%,375.00,304.4,4,0,0
1509,1198416640,J. Williams,Javar Williams,Williams,Javar,LF,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,L,54,217,170,4,1.8%,10.3%,386.82,314.7,4,0,0
1509,1130289664,Z. Tallerman,Zach Tallerman,Tallerman,Zach,1B,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,40,133,119,4,3.0%,9.3%,352.53,286.2,1,0,0
1509,1226350592,M. Artzberger,Michelle Artzberger,Artzberger,Michelle,1B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,L,L,55,225,204,4,1.8%,7.1%,369.36,319.8,1,0,2
1509,1310976000,I. Collier,Ian Collier,Collier,Ian,C,Texas State University,TXST,5420,Texas State,BBC,R,R,37,141,122,4,2.8%,11.4%,418.57,323.5,4,0,0
1509,1272689664,C. Hincks,Connor Hincks,Hincks,Connor,2B,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,49,187,161,4,2.1%,8.9%,393.45,317.3,3,1,0
1509,1210145536,T. Rank,Treyton Rank,Rank,Treyton,1B,Rice University,RICE,2352,Rice,BBC,R,R,53,198,181,4,2.0%,8.2%,374.91,319.2,2,1,1
1509,1310892801,K. Edwards,Kyle Edwards,Edwards,Kyle,SS,Old Dominion University,ODU,3090,Old Dominion,BBC,S,R,53,231,200,4,1.7%,5.4%,371.43,307.2,0,0,2
1509,1224643840,R. Seymour,Randy Seymour,Seymour,Randy,SS,Michigan State University,MSU,1551,Michigan State,BBC,R,R,55,230,198,4,1.7%,4.6%,396.10,300.8,2,2,0
1509,1207753728,J. Armsey,Jake Armsey,Armsey,Jake,3B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,45,196,165,4,2.0%,7.5%,378.60,318.7,1,2,1
1509,1281731072,P. Coley,Parker Coley,Coley,Parker,RF,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,44,174,145,4,2.3%,6.3%,404.95,301.7,4,0,0
1509,1287367424,D. Newman,DJ Newman,Newman,DJ,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,25,109,93,4,3.7%,13.8%,360.31,311.9,0,0,3
1509,1286938368,J. Cherry,Jackson Cherry,Cherry,Jackson,RF,Virginia Tech,VT,2293,Virginia Tech,BBC,L,R,34,102,76,4,3.9%,10.3%,380.35,345.6,3,0,1
1509,1139923456,A. Francis,Austin Francis,Francis,Austin,2B,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,52,229,191,4,1.7%,5.4%,351.33,304.7,4,0,0
1509,1086141696,M. Doyle,Michael Doyle,Doyle,Michael,3B,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,43,167,139,4,2.4%,7.1%,-,285.6,2,0,0
1509,1291197952,K. Edwards,Kam Edwards,Edwards,Kameron,CF,Lindenwood University,LU,730322176,Lindenwood,BBC,L,L,49,238,193,4,1.7%,5.8%,423.53,294.6,1,2,0
1509,1226676992,E. Smith,Evan Smith,Smith,Evan,CF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,33,128,99,4,3.1%,11.4%,364.32,291.4,1,0,1
1509,1172325120,B. Richartz,Brigs Richartz,Richartz,Brigs,LF,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,49,205,184,4,2.0%,5.5%,400.00,320.4,2,0,2
1509,1172325888,M. Moris,Max Moris,Moris,Max,C,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,50,220,190,4,1.8%,7.1%,383.74,321.0,3,1,0
1509,1154033664,J. Jackson,Jake Jackson,Jackson,Jake,CF,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,58,238,209,4,1.7%,5.4%,395.45,314.7,1,2,0
1509,1267035392,A. Neil,Andrew Neil,Neil,Andrew,LF,University of New Mexico,UNM,730153472,New Mexico,BBC,L,R,25,61,52,4,6.6%,16.0%,395.61,361.3,3,1,0
1509,1105515264,T. Brooks,Ty Brooks,Brooks,Ty,SS,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,46,172,141,4,2.3%,8.3%,369.97,309.5,2,0,2
1509,1323961088,A. Soldra,AJ Soldra,Soldra,AJ,CF,Seton Hall University,HALL,730272512,Seton Hall,BBC,L,L,54,259,218,4,1.5%,7.8%,364.81,325.5,3,0,1
1509,1311345920,M. Haas,Matthias Haas,Haas,Matthias,1B,Tulane University,TULN,730354176,Tulane,BBC,R,R,55,244,208,4,1.6%,7.7%,398.60,323.3,1,1,2
1509,1332976640,M. Lombardi,Michael Lombardi,Lombardi,Michael,TWP,Tulane University,TULN,730354176,Tulane,BBC,R,R,51,174,139,4,2.3%,6.6%,361.14,317.9,4,0,0
1509,1117999872,A. Rakas,Alex Rakas,Rakas,Alex,2B,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,L,R,34,141,115,4,2.8%,7.8%,-,300.9,0,0,0
1509,1156588032,J. Peyton,Jordan Peyton,Peyton,Jordan,SS,Towson University,TOWS,730318336,Towson,BBC,R,R,56,250,212,4,1.6%,6.8%,363.67,288.8,2,0,1
1509,1310336000,T. Robinson,Taye Robinson,Robinson,Taye,RF,Towson University,TOWS,730318336,Towson,BBC,R,R,47,167,148,4,2.4%,8.3%,362.25,311.3,3,0,1
1509,1336584448,B. Nathison,Brady Nathison,Nathison,Brady,LF,Towson University,TOWS,730318336,Towson,BBC,R,L,51,157,135,4,2.5%,7.1%,374.53,300.6,4,0,0
1509,1152831232,J. Budzik,Jacob Budzik,Budzik,Jacob,SS,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,39,152,129,4,2.6%,8.5%,379.68,310.5,3,1,0
1509,1178169345,J. Bates,Jabin Bates,Bates,Jabin,C,University of North Florida,UNF,730296832,North Florida,BBC,L,R,35,122,94,4,3.3%,9.8%,-,282.9,4,0,0
1509,1273282560,C. Bush,Cade Bush,Bush,Cade,1B,University of North Florida,UNF,730296832,North Florida,BBC,R,R,44,183,158,4,2.2%,7.4%,-,309.9,2,1,1
1509,1287055872,S. Barnett,Spencer Barnett,Barnett,Spencer,3B,West Virginia University,WVU,5327,West Virginia,BBC,L,R,45,131,116,4,3.1%,7.0%,382.04,317.6,2,1,1
1509,1176373760,T. Bickers,Tyler Bickers,Bickers,Tyler,2B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,58,278,225,4,1.4%,5.0%,374.47,293.7,1,1,1
1509,1170236928,E. Brown,Eli Brown,Brown,Eli,LF,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,52,205,166,4,2.0%,6.3%,374.86,319.0,4,0,0
1509,1207508224,R. Sherwood,RJ Sherwood,Sherwood,RJ,LF,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,29,96,81,4,4.2%,14.3%,366.07,337.2,1,0,0
1509,1139894784,C. Garate,Carter Garate,Garate,Carter,3B,University of Oregon,ORE,4807,Oregon,BBC,L,R,58,227,180,4,1.8%,6.8%,406.37,307.4,3,1,0
1509,1207845632,G. Collins,Gavin Collins,Collins,Gavin,LF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,41,189,155,4,2.1%,6.3%,393.87,329.4,3,0,1
1509,1198332672,D. Digiorno,Drake Digiorno,Digiorno,Drake,LF,University of Utah,UTAH,730328320,Utah,BBC,R,R,35,125,106,4,3.2%,9.5%,377.60,328.8,4,0,0
1509,1162497024,J. Hocking,Jarrod Hocking,Hocking,Jarrod,RF,UCLA,UCLA,5048,UCLA,BBC,R,R,39,154,131,4,2.6%,8.0%,384.40,322.3,4,0,0
1509,1304694272,J. Raifstanger,Jayder Raifstanger,Raifstanger,Jayder,3B,St. John's University (NY),SJU,4285,St. John's,BBC,L,R,52,259,207,4,1.5%,4.5%,396.96,309.0,2,2,0
1509,1322859776,K. Jordan,Kazuya Jordan,Jordan,Kazuya,2B,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,53,224,176,4,1.8%,6.0%,369.53,315.5,3,1,0
1509,1152865280,J. Mettam,Jared Mettam,Mettam,Jared,SS,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,54,233,190,4,1.7%,7.0%,366.93,310.0,3,0,0
1509,1187057152,C. Kashimoto,Cody Kashimoto,Kashimoto,Cody,2B,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,S,R,62,276,203,4,1.4%,6.3%,373.29,287.3,4,0,0
1509,1112930048,C. Thacker,Cooper Thacker,Thacker,Cooper,LF,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,43,147,117,4,2.7%,7.5%,429.60,321.7,3,1,0
1509,1132723712,E. Goforth,Evan Goforth,Goforth,Evan,3B,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,30,139,123,4,2.9%,8.3%,389.56,316.7,2,2,0
1509,1196845056,J. Agabedis,James Agabedis,Agabedis,James,3B,Tulane University,TULN,730354176,Tulane,BBC,L,R,50,128,104,4,3.1%,9.5%,395.88,316.6,3,1,0
1509,1275426560,J. Waldon,JT Waldon,Waldon,JT,1B,University of the Pacific,PAC,730386944,Pacific,BBC,L,L,52,208,181,4,1.9%,6.8%,412.18,309.5,3,1,0
1509,1227145472,N. Jansen,Neil Jansen,Jansen,Neil,LF,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,42,120,107,4,3.3%,10.8%,385.21,321.2,4,0,0
1509,1139912704,E. Smith,Elijah Smith,Smith,Elijah,RF,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,55,223,200,4,1.8%,7.0%,412.80,315.2,1,3,0
1509,1195424768,S. Martin,Shannon Martin,Martin,Shannon,3B,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,52,229,166,4,1.7%,7.4%,-,287.4,0,0,0
1509,1330097152,D. West,Dean West,West,Dean,LF,UCLA,UCLA,5048,UCLA,BBC,L,R,66,323,247,4,1.2%,4.3%,368.45,312.4,4,0,0
1509,1253789440,M. Olive,Matt Olive,Olive,Matt,RF,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,48,212,177,4,1.9%,7.8%,358.49,331.0,1,0,1
1509,1139726848,J. Humphrey,Jacob Humphrey,Humphrey,Jacob,RF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,50,190,154,4,2.1%,6.7%,379.71,330.1,2,0,2
1509,1310859520,J. Valdez,Josue Valdez,Valdez,Josue,C,Villanova University,VILL,730278400,Villanova,BBC,R,R,31,79,65,4,5.1%,17.4%,381.63,324.3,1,1,2
1509,1235376384,N. Manley,Nate Manley,Manley,Nate,C,Wright State University,WRST,5390,Wright State,BBC,R,R,32,113,86,4,3.5%,10.5%,402.03,327.3,2,1,1
1509,1161345536,R. Davis,Ryan Davis,Davis,Ryan,3B,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,45,180,145,4,2.2%,7.8%,381.16,296.9,2,0,0
1509,1196254208,T. Stauss,Ty Stauss,Stauss,Ty,LF,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,R,53,237,206,4,1.7%,5.3%,388.35,301.9,3,1,0
1509,1095627264,B. Terry,Braeden Terry,Terry,Braeden,RF,University of Washington,WASH,3110,Washington,BBC,L,L,46,186,151,4,2.2%,6.0%,373.57,296.9,4,0,0
1509,1096391424,A. Ducatelli,Antonio Ducatelli,Ducatelli,Antonio,LF,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,L,40,174,141,4,2.3%,7.4%,-,312.3,0,1,0
1509,1248977664,R. Howe,Ryan Howe,Howe,Ryan,P,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,36,142,128,4,2.8%,8.7%,447.81,322.2,2,1,0
1509,1278154496,C. Corbin,Caleb Corbin,Corbin,Caleb,3B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,38,148,126,4,2.7%,7.7%,367.30,299.8,1,1,1
1509,1135882752,C. Carson,Christopher Carson,Carson,Christopher,CF,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,47,170,148,4,2.4%,6.8%,362.51,285.4,3,0,0
1509,1267453696,C. Jones,Cole Jones,Jones,Cole,LF,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,43,167,130,4,2.4%,10.5%,379.78,332.8,3,0,1
1509,1167257088,G. Mastros,Graham Mastros,Mastros,Graham,RF,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,49,209,178,4,1.9%,6.8%,391.20,315.0,2,0,0
1509,1263506176,K. Savoy Jr.,Keith Savoy Jr.,Savoy Jr.,Keith,RF,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,32,94,70,4,4.3%,14.3%,404.77,312.7,1,0,0
1509,1074613504,J. De la Cruz,Juan De la Cruz,De la Cruz,Juan,2B,Stetson University,STET,730261504,Stetson,BBC,R,R,53,222,175,4,1.8%,7.0%,402.84,300.0,0,1,0
1509,1214263552,A. Febo,Anthony Febo,Febo,Anthony,C,Iona College,IONA,730242048,Iona,BBC,R,R,31,139,103,4,2.9%,10.3%,-,354.0,1,2,0
1509,1081058304,J. Frias,JC Frias,Frias,Jc,2B,Iona College,IONA,730242048,Iona,BBC,R,R,47,226,167,4,1.8%,6.6%,367.15,305.3,2,0,0
1509,1121992960,N. Bufford,Noah Bufford,Bufford,Noah,CF,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,21,57,49,4,7.0%,18.2%,-,341.9,0,0,0
1509,1119576832,L. Castellano,Logan Castellano,Castellano,Logan,1B,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,44,179,153,4,2.2%,6.9%,430.70,311.8,1,1,0
1509,1105477376,N. Gordon,Noah Gordon,Gordon,Noah,C,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,41,155,137,4,2.6%,7.1%,343.76,308.1,2,1,1
1509,1310397184,T. Zedalis,Tyler Zedalis,Zedalis,Tyler,3B,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,36,117,104,4,3.4%,8.3%,385.91,316.8,2,1,1
1509,1180785664,E. Stone,Evan Stone,Stone,Evan,LF,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,36,109,88,4,3.7%,9.3%,384.43,310.9,3,1,0
1509,1956052875,C. Herd,Caleb Herd,Herd,Caleb,C,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,27,80,62,4,5.0%,16.7%,402.36,345.9,1,0,3
1509,1418555165,R. Beheler,Reese Beheler,Beheler,Reese,1B,Lamar University,LAM,730162432,Lamar,BBC,L,R,48,210,173,4,1.9%,7.1%,366.78,313.3,2,1,1
1509,1360077437,N. Arias,Nick Arias,Arias,Nick,SS,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,50,226,189,4,1.8%,8.9%,340.36,316.0,2,0,1
1509,1130808064,D. Robertson,Dylan Robertson,Robertson,Dylan,3B,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,37,115,98,4,3.5%,10.5%,403.94,312.9,1,1,0
1509,1153709824,T. Cooper,Thomas Cooper,Cooper,Thomas,3B,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,30,121,107,4,3.3%,8.0%,373.27,307.9,3,1,0
