Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,AB,GB/FB,Ground%,Fly%,Line%,Popup%,Bunt%,Ground#,Fly#,Line#,Popup#,Bunt#
1336,1263498752,M. Wolbert,Mark Wolbert,Wolbert,Mark,CF,UC Davis,UCD,730153984,UC Davis,BBC,L,L,51,154,0.78,43.9%,26.8%,24.4%,4.9%,5.7%,54,33,30,6,7
1336,1204942080,J. Poist,Jack Poist,Poist,Jack,LF,University of Akron,AKR,540536064,Akron,BBC,L,R,50,192,0.78,43.9%,27.4%,22.0%,6.7%,3.7%,72,45,36,11,6
1336,1170236928,E. Brown,Eli Brown,Brown,Eli,LF,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,52,166,0.78,43.9%,26.0%,12.2%,17.9%,4.9%,54,32,15,22,6
1336,1297508864,H. Friese,Hayden Friese,Friese,Hayden,1B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,57,227,0.78,43.9%,25.4%,23.4%,7.3%,1.0%,90,52,48,15,2
1340,1673066641,R. Pitts Jr.,Robert Pitts Jr.,Pitts Jr.,Robert,CF,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,51,209,0.78,43.9%,30.1%,17.3%,8.7%,2.9%,76,52,30,15,5
1341,1235332096,T. Adelman,Trent Adelman,Adelman,Trent,RF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,49,163,0.78,43.9%,18.2%,25.8%,12.1%,1.5%,58,24,34,16,2
1341,1613973512,G. Grutzmacher,Gavin Grutzmacher,Grutzmacher,Gavin,2B,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,46,164,0.78,43.9%,32.6%,16.7%,6.8%,4.5%,58,43,22,9,6
1341,1342168904,G. Sparr,Grayson Sparr,Sparr,Grayson,LF,Stonehill College,SC,730238464,Stonehill,BBC,R,R,50,169,0.78,43.9%,28.0%,22.0%,6.1%,0.0%,58,37,29,8,0
1344,1207750656,G. Schulz,Gavin Schulz,Schulz,Gavin,3B,Tulane University,TULN,730354176,Tulane,BBC,R,R,58,213,0.78,44.0%,29.7%,23.1%,3.3%,0.0%,80,54,42,6,0
1344,1708586628,T. Yukumoto,Ty Yukumoto,Yukumoto,Ty,SS,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,51,196,0.78,44.0%,22.5%,25.8%,7.7%,4.4%,80,41,47,14,8
1346,1173758464,T. Rutledge,Trey Rutledge,Rutledge,Trey,CF,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,41,126,0.78,44.0%,29.3%,20.7%,6.0%,11.2%,51,34,24,7,13
1346,1447316056,C. Greene,Cameron Greene,Greene,Cameron,SS,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,L,R,52,156,0.78,44.0%,29.3%,14.7%,12.1%,12.1%,51,34,17,14,14
1348,1165892864,C. Titus,Coleson Titus,Titus,Coleson,3B,Army West Point,ARMY,4744,Army,BBC,R,R,50,166,0.78,44.0%,23.4%,18.4%,14.2%,4.3%,62,33,26,20,6
1348,1774046423,Z. Williams,Zion Williams,Williams,Zion,LF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,50,184,0.78,44.0%,19.1%,23.4%,13.5%,0.0%,62,27,33,19,0
1350,1268046592,K. Schuessler,Kimble Schuessler,Schuessler,Kimble,1B,University of Texas,TEX,245,Texas,BBC,R,R,58,231,0.79,44.0%,23.6%,25.7%,6.8%,1.0%,84,45,49,13,2
1350,1264003584,D. Novak,David Novak,Novak,David,C,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,57,221,0.79,44.0%,29.8%,19.4%,6.8%,1.6%,84,57,37,13,3
1352,1297509632,O. Pratt,Ozzie Pratt,Pratt,Ozzie,SS,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,62,224,0.79,44.0%,28.2%,20.4%,7.4%,5.6%,95,61,44,16,12
1353,1213485568,M. Chatelle,Matthew Chatelle,Chatelle,Matthew,C,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,46,123,0.79,44.0%,26.0%,21.0%,9.0%,2.0%,44,26,21,9,2
1353,1238257664,E. Garza,Eddie Garza,Garza,Eddie,2B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,48,146,0.79,44.0%,24.8%,20.8%,10.4%,1.6%,55,31,26,13,2
1353,1095700736,C. Worcester,Chris Worcester,Worcester,Chris,2B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,51,217,0.79,44.0%,26.0%,16.5%,13.5%,3.5%,88,52,33,27,7
1356,1263049984,B. Hughes,Bryce Hughes,Hughes,Bryce,SS,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,54,204,0.79,44.0%,31.0%,19.0%,6.0%,8.7%,81,57,35,11,16
1357,1272581376,C. Schuchart,Chris Schuchart,Schuchart,Chris,1B,Davidson College,DAV,730363136,Davidson,BBC,R,R,50,179,0.79,44.0%,25.4%,23.1%,7.5%,0.0%,59,34,31,10,0
1358,1166939648,T. Martin,Tommy Martin,Martin,Tommy,RF,Yale University,YALE,730334464,Yale,BBC,S,R,43,131,0.79,44.0%,24.8%,22.9%,8.3%,11.9%,48,27,25,9,13
1359,1080320768,B. Drost,Brody Drost,Drost,Brody,RF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,44,119,0.79,44.0%,29.8%,19.0%,7.1%,8.3%,37,25,16,6,7
1360,1162600704,B. Perreira,Brock Perreira,Perreira,Brock,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,R,54,173,0.79,44.1%,28.7%,16.8%,10.5%,3.5%,63,41,24,15,5
1360,1286192614,A. Donatto,Ahmar Donatto,Donatto,Ahmar,TWP,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,51,178,0.79,44.1%,28.0%,16.1%,11.9%,7.7%,63,40,23,17,11
1360,1196300536,R. Lordier,Ryan Lordier,Lordier,Ryan,2B,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,47,159,0.79,44.1%,25.2%,21.7%,9.1%,0.7%,63,36,31,13,1
1363,1078425600,M. Flaharty,Matt Flaharty,Flaharty,Matt,2B,University of Utah,UTAH,730328320,Utah,BBC,L,R,47,193,0.79,44.1%,20.4%,23.0%,12.5%,5.3%,67,31,35,19,8
1364,1260748800,B. Higdon,Ben Higdon,Higdon,Ben,LF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,R,51,158,0.79,44.1%,24.4%,26.8%,4.7%,3.1%,56,31,34,6,4
1365,1730946053,H. Garcia,Henry Garcia,Garcia,Henry,RF,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,54,199,0.79,44.1%,32.3%,14.3%,9.3%,0.6%,71,52,23,15,1
1366,1310326272,J. Little,Jack Little,Little,Jack,1B,Baylor University,BAY,3033,Baylor,BBC,R,R,46,155,0.79,44.1%,24.5%,19.6%,11.8%,3.9%,45,25,20,12,4
1367,1110083328,B. Ries,Benji Ries,Ries,Benji,C,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,43,134,0.79,44.1%,25.2%,26.1%,4.5%,2.7%,49,28,29,5,3
1368,1332977408,D. Mihos,Dean Mihos,Mihos,Dean,CF,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,52,191,0.79,44.2%,23.4%,24.0%,8.4%,3.2%,68,36,37,13,5
1368,1322527232,A. Taylor,AJ Taylor,Taylor,A.J.,SS,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,42,166,0.79,44.2%,29.9%,14.3%,11.7%,1.9%,68,46,22,18,3
1370,1275103488,A. Sengenberger,Aidan Sengenberger,Sengenberger,Aidan,C,Stonehill College,SC,730238464,Stonehill,BBC,R,R,46,150,0.79,44.2%,29.2%,22.5%,4.2%,0.0%,53,35,27,5,0
1370,1261188096,A. Eppinger,Andrew Eppinger,Eppinger,Andrew,LF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,41,147,0.79,44.2%,16.7%,26.7%,12.5%,2.5%,53,20,32,15,3
1372,1205036800,T. Eisenstat,Tommy Eisenstat,Eisenstat,Tommy,1B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,53,207,0.79,44.2%,27.3%,18.6%,9.9%,1.7%,76,47,32,17,3
1372,1795910842,N. Castellon,Nate Castellon,Castellon,Nate,SS,Cal Poly,CP,5487,Cal Poly,BBC,R,R,61,226,0.79,44.2%,27.0%,20.5%,8.4%,6.5%,95,58,44,18,14
1374,1556013354,D. Willis,Dawson Willis,Willis,Dawson,3B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,60,207,0.79,44.2%,27.2%,18.4%,10.2%,8.8%,65,40,27,15,13
1375,1077958912,G. Caulfield,Garen Caulfield,Caulfield,Garen,2B,University of Arizona,ARIZ,232,Arizona,BBC,R,R,63,244,0.79,44.2%,26.6%,20.6%,8.5%,0.5%,88,53,41,17,1
1376,1304398080,C. Tuupo,Chandler Tuupo,Tuupo,Chandler,1B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,L,51,205,0.79,44.3%,27.0%,24.1%,4.6%,2.9%,77,47,42,8,5
1377,1131535616,M. Chapman,Manoah Chapman,Chapman,Manoah,2B,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,52,189,0.79,44.3%,23.7%,20.6%,11.5%,0.8%,58,31,27,15,1
1378,1239328512,W. Gasparino,Will Gasparin,Gasparino,Will,CF,University of Texas,TEX,245,Texas,BBC,R,R,58,210,0.80,44.3%,30.9%,15.4%,9.4%,3.4%,66,46,23,14,5
1379,1595121895,A. Adams,Alex Adams,Adams,Alex,3B,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,54,206,0.80,44.3%,27.5%,18.6%,9.6%,3.6%,74,46,31,16,6
1380,1100630272,J. Walk,Jason Walk,Walk,Jason,CF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,S,R,59,221,0.80,44.3%,30.7%,20.5%,4.5%,4.0%,78,54,36,8,7
1380,1299826688,T. Rhodes,Terrence Rhodes,Rhodes,Terrence,2B,Norfolk State University,NORF,3904,Norfolk State,BBC,L,R,36,123,0.80,44.3%,31.8%,20.5%,3.4%,0.0%,39,28,18,3,0
1380,1043429509,S. Strosnider,Sawyer Strosnider,Strosnider,Sawyer,RF,Texas Christian University,TCU,5045,TCU,BBC,L,L,56,220,0.80,44.3%,22.7%,27.8%,5.1%,1.7%,78,40,49,9,3
1383,1207467008,B. Stanley,Brett Stanley,Stanley,Brett,LF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,53,205,0.80,44.3%,28.6%,15.1%,11.9%,7.0%,82,53,28,22,13
1384,1081438208,G. Ganun,Gavin Ganun,Ganun,Gavin,LF,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,49,172,0.80,44.3%,37.1%,14.4%,4.1%,1.0%,43,36,14,4,1
1385,1568958668,J. Nunnallee,James Nunnallee,Nunnallee,James,LF,University of Virginia,UVA,5415,Virginia,BBC,L,R,48,142,0.80,44.4%,25.6%,21.8%,8.3%,2.3%,59,34,29,11,3
1386,1341241344,C. Sahler,Cian Sahler,Sahler,Cian,CF,Fordham University,FOR,730324992,Fordham,BBC,L,L,45,168,0.80,44.4%,25.6%,17.5%,12.5%,4.4%,71,41,28,20,7
1386,1153721600,M. Breidenbach,Mason Breidenbach,Breidenbach,Mason,RF,Bradley University,BRAD,730253312,Bradley,BBC,L,R,49,184,0.80,44.4%,23.8%,25.6%,6.3%,0.0%,71,38,41,10,0
1388,1196798464,I. Irish,Ike Irish,Irish,Ike,RF,Auburn University,AUB,5466,Auburn,BBC,L,R,55,214,0.80,44.4%,29.8%,20.8%,5.1%,0.0%,79,53,37,9,0
1388,1099180800,J. Palmese,Jamie Palmese,Palmese,Jamie,CF,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,58,229,0.80,44.4%,32.0%,18.5%,5.1%,1.1%,79,57,33,9,2
1390,1324686592,C. Baillargeon,Chris Baillargeon,Baillargeon,Chris,1B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,58,205,0.80,44.4%,25.3%,25.9%,4.3%,0.0%,72,41,42,7,0
1390,1233948160,N. Alvarez,Noah Alvarez,Alvarez,Noah,3B,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,R,53,190,0.80,44.4%,26.1%,24.8%,4.6%,2.6%,68,40,38,7,4
1390,1264275456,A. Urlaub,Alex Urlaub,Urlaub,Alex,1B,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,51,172,0.80,44.4%,33.3%,17.1%,5.1%,2.6%,52,39,20,6,3
1390,1310533888,K. Kepley,Kane Kepley,Kepley,Kane,CF,University of North Carolina,UNC,730181888,North Carolina,BBC,L,L,61,234,0.80,44.4%,21.8%,24.5%,9.3%,1.4%,96,47,53,20,3
1390,1310459904,J. Williams,Jae Williams,Williams,Jae,CF,Georgia State University,GAST,730239744,Georgia State,BBC,L,R,55,159,0.80,44.4%,20.7%,18.5%,16.3%,2.2%,60,28,25,22,3
1390,1140384256,B. Daniels,Brady Daniels,Daniels,Brady,CF,Delaware State University,DSU,730217984,Delaware State,BBC,S,R,38,129,0.80,44.4%,33.3%,20.2%,2.0%,2.0%,44,33,20,2,2
1390,1167235840,C. Bogenpohl,Caden Bogenpohl,Bogenpohl,Caden,CF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,54,206,0.80,44.4%,20.8%,28.5%,6.3%,0.0%,64,30,41,9,0
1390,1263905536,D. Calabrese,Daniel Calabrese,Calabrese,Daniel,CF,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,48,190,0.80,44.4%,27.5%,20.9%,7.2%,1.3%,68,42,32,11,2
1390,1967587596,M. Perazzo,Michael Perazzo,Perazzo,Michael,SS,Sacramento State University,SAC,730293760,Sacramento State,BBC,L,R,56,169,0.80,44.4%,25.2%,25.9%,4.4%,17.0%,60,34,35,6,23
1390,1342169604,H. Warren,Hunter Warren,Warren,Hunter,2B,Wright State University,WRST,5390,Wright State,BBC,R,R,61,250,0.80,44.4%,25.9%,24.1%,5.6%,0.5%,96,56,52,12,1
1390,1342167995,M. Wolfe,Matt Wolfe,Wolfe,Matt,SS,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,50,158,0.80,44.4%,27.4%,23.9%,4.3%,11.1%,52,32,28,5,13
1390,1516396414,T. Bass,Tyson Bass,Bass,Tyson,RF,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,61,233,0.80,44.4%,24.1%,22.2%,9.3%,0.6%,72,39,36,15,1
1390,1029774878,T. Chun,Tanner Chun,Chun,Tanner,LF,Tulane University,TULN,730354176,Tulane,BBC,R,R,55,166,0.80,44.4%,30.2%,12.7%,12.7%,1.6%,56,38,16,16,2
1390,1508248254,K. Brookins,Kendall Brookins,Brookins,Kendall,CF,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,L,L,39,128,0.80,44.4%,27.8%,18.5%,9.3%,4.6%,48,30,20,10,5
1390,1625677173,C. Martin,Cade Martin,Martin,Cade,C,Little Rock,UALR,730217472,Little Rock,BBC,R,R,50,167,0.80,44.4%,26.2%,24.6%,4.8%,0.0%,56,33,31,6,0
1405,1101076736,R. Moroney,Reece Moroney,Moroney,Reece,SS,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,58,226,0.80,44.5%,24.6%,27.2%,3.7%,5.8%,85,47,52,7,11
1406,1277834752,A. Graeber,Aaron Graeber,Graeber,Aaron,RF,University of Delaware,DEL,730203136,Delaware,BBC,R,L,52,226,0.80,44.5%,23.8%,25.0%,6.7%,1.2%,73,39,41,11,2
1407,1306866432,C. Duggar,Cashel Duggar,Duggar,Cashel,C,UCLA,UCLA,5048,UCLA,BBC,L,R,58,172,0.80,44.5%,23.2%,26.5%,5.8%,7.1%,69,36,41,9,11
1408,1081058304,J. Frias,JC Frias,Frias,Jc,2B,Iona College,IONA,730242048,Iona,BBC,R,R,47,167,0.80,44.5%,29.2%,17.5%,8.8%,0.7%,61,40,24,12,1
1408,1310742272,B. Kuriger,Brayden Kuriger,Kuriger,Brayden,CF,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,50,183,0.80,44.5%,29.2%,18.2%,8.0%,0.0%,61,40,25,11,0
1410,1220193792,C. Davalan,Charles Davalan,Davalan,Charles,LF,University of Arkansas,ARK,3375,Arkansas,BBC,L,R,65,269,0.80,44.5%,25.5%,24.7%,5.3%,2.0%,110,63,61,13,5
1411,1329021184,T. Marsh,Tanner Marsh,Marsh,Tanner,SS,Liberty University,LIB,730156288,Liberty,BBC,R,R,56,231,0.80,44.6%,26.9%,22.3%,6.2%,1.0%,86,52,43,12,2
1412,1303465472,R. Kroepel,Ryan Kroepel,Kroepel,Ryan,3B,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,R,55,207,0.80,44.6%,28.6%,23.4%,3.4%,2.9%,78,50,41,6,5
1412,1496120561,W. Kane-Yates,Wailele Kane-Yates,Kane-Yates,Wailele,C,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,57,218,0.80,44.6%,32.6%,18.3%,4.6%,0.0%,78,57,32,8,0
1414,1310397696,O. Michelson,Owen Michelson,Michelson,Owen,LF,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,40,101,0.80,44.6%,25.3%,22.9%,7.2%,3.6%,37,21,19,6,3
1415,1234004480,T. Bishop,Tyler Bishop,Bishop,Tyler,1B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,50,196,0.80,44.6%,31.2%,19.7%,4.5%,0.0%,70,49,31,7,0
1416,1304823808,N. Tucker,Nolan Tucker,Tucker,Nolan,2B,Xavier University,XAV,5464,Xavier,BBC,L,R,51,171,0.81,44.6%,21.6%,28.8%,5.0%,4.3%,62,30,40,7,6
1417,1084399104,D. Curley,Dean Curley,Curley,Dean,SS,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,65,241,0.81,44.6%,28.2%,22.1%,5.1%,0.0%,87,55,43,10,0
1417,1171241377,J. Trivisonno,Joe Trivisonno,Trivisonno,Joe,CF,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,L,L,46,167,0.81,44.6%,26.2%,22.3%,6.9%,3.8%,58,34,29,9,5
1419,1192538624,D. Taylor,Devin Taylor,Taylor,Devin,LF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,55,214,0.81,44.6%,30.1%,20.4%,4.8%,1.1%,83,56,38,9,2
1419,1135898880,K. Lewis,Kade Lewis,Lewis,Kade,3B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,R,60,226,0.81,44.6%,25.8%,27.4%,2.2%,1.1%,83,48,51,4,2
1421,1556323154,R. Caballero,Rocco Caballero,Caballero,Rocco,SS,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,51,210,0.81,44.6%,26.0%,19.8%,9.6%,1.7%,79,46,35,17,3
1421,1739966108,J. Alford,Jackson Alford,Alford,Jackson,LF,Elon University,ELON,730252544,Elon,BBC,R,R,57,233,0.81,44.6%,30.5%,17.5%,7.3%,2.3%,79,54,31,13,4
1423,1233812992,D. Kordic,Dylan Kordic,Kordic,Dylan,RF,Cal Poly,CP,5487,Cal Poly,BBC,L,R,58,202,0.81,44.7%,26.4%,22.0%,6.9%,6.9%,71,42,35,11,11
1423,1303532033,J. Ragsdale,Josiah Ragsdale,Ragsdale,Josiah,CF,Boston College,BC,227,Boston College,BBC,L,L,56,207,0.81,44.7%,22.0%,28.9%,4.4%,0.6%,71,35,46,7,1
1425,1310643968,J. Brown,Jake Brown,Brown,Jake,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,64,178,0.81,44.7%,27.3%,24.0%,4.0%,3.3%,67,41,36,6,5
1426,1838954047,J. Laskofski,Jamie Laskofski,Laskofski,Jamie,3B,College of William & Mary,WM,730232064,William & Mary,BBC,L,R,55,214,0.81,44.7%,22.3%,25.9%,7.1%,2.0%,88,44,51,14,4
1427,1099941376,B. Markinson,Bennett Markinson,Markinson,Bennett,C,Northwestern University,NW,730247680,Northwestern,BBC,R,R,52,177,0.81,44.7%,25.9%,20.6%,8.8%,1.2%,76,44,35,15,2
1428,1207760896,M. Heavner,Matt Heavner,Heavner,Matt,3B,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,49,120,0.81,44.7%,25.2%,22.0%,8.1%,17.1%,55,31,27,10,21
1429,1143114496,C. Stanfield,Chris Stanfield,Stanfield,Chris,CF,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,67,208,0.81,44.7%,26.1%,24.8%,4.3%,4.3%,72,42,40,7,7
1430,1088382464,I. Lopez,Isaac Lopez,Lopez,Isaac,SS,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,51,216,0.81,44.7%,24.6%,25.6%,5.0%,2.0%,89,49,51,10,4
1431,1084498176,C. Miller,Chris Miller,Miller,Chris,LF,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,34,105,0.81,44.7%,28.9%,13.2%,13.2%,1.3%,34,22,10,10,1
1432,1123979264,J. Moroknek,Jack Moroknek,Moroknek,Jack,RF,Butler University,BUT,730283520,Butler,BBC,L,R,54,219,0.81,44.8%,31.5%,16.0%,7.7%,0.0%,81,57,29,14,0
1433,1143055104,H. Moore,Hayden Moore,Moore,Hayden,CF,Saint Louis University,SLU,2291,St. Louis,BBC,S,R,52,173,0.81,44.8%,24.6%,25.4%,5.2%,3.0%,60,33,34,7,4
1434,1279355904,K. Proctor,Kyler Proctor,Proctor,Kyler,2B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,252,0.81,44.8%,20.8%,24.0%,10.4%,4.2%,86,40,46,20,8
1435,1093947904,B. Schaaf,Blake Schaaf,Schaaf,Blake,SS,Georgetown University,GTWN,2330,Georgetown,BBC,L,R,55,189,0.81,44.8%,29.9%,24.0%,1.3%,3.9%,69,46,37,2,6
1436,1774004064,A. Martin,A.J. Martin,Martin,A.J.,2B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,52,212,0.81,44.8%,24.6%,24.0%,6.6%,0.5%,82,45,44,12,1
1437,1322859776,K. Jordan,Kazuya Jordan,Jordan,Kazuya,2B,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,53,176,0.81,44.8%,25.5%,17.2%,12.4%,13.8%,65,37,25,18,20
1438,1342170007,S. Mummau,Sammy Mummau,Mummau,Sammy,SS,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,56,180,0.81,44.9%,34.6%,14.7%,5.9%,6.6%,61,47,20,8,9
1439,1342166930,C. Niehaus,Charlie Niehaus,Niehaus,Charlie,SS,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,54,164,0.81,44.9%,29.9%,17.3%,7.9%,7.9%,57,38,22,10,10
1439,1625310371,M. McGwire,Max McGwire,McGwire,Max,RF,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,52,180,0.81,44.9%,32.3%,16.5%,6.3%,0.0%,57,41,21,8,0
1441,1272927744,K. Walker,Kyle Walker,Walker,Kyle,2B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,56,217,0.81,44.9%,27.0%,23.5%,4.6%,2.0%,88,53,46,9,4
1442,1190295297,K. Aloy,Kuhio Aloy,Aloy,Kuhio,INF/OF,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,61,243,0.82,44.9%,24.0%,26.9%,4.2%,0.0%,75,40,45,7,0
1442,1255400842,K. O'Connor,Keegan O'Connor,O'Connor,Keegan,LF,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,54,204,0.82,44.9%,29.3%,21.0%,4.8%,0.0%,75,49,35,8,0
1444,1191505152,J. Cotrone,Jack Cotrone,Cotrone,Jack,SS,Davidson College,DAV,730363136,Davidson,BBC,R,R,54,195,0.82,44.9%,32.2%,16.9%,5.9%,0.0%,53,38,20,7,0
1444,1273289728,D. King,Dylan King,King,Dylan,C,University of Central Florida,UCF,730256640,Central Florida,BBC,L,R,43,135,0.82,44.9%,26.3%,22.0%,6.8%,4.2%,53,31,26,8,5
1446,1215125760,Z. Casebonne,Zackarie Casebonne,Casebonne,Zackarie,C,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,28,94,0.82,44.9%,20.3%,24.6%,10.1%,2.9%,31,14,17,7,2
1446,1342167253,A. Ildefonso,Andrew Ildefonso,Ildefonso,Andrew,P,Florida International University,FIU,4468,Florida International,BBC,R,R,50,161,0.82,44.9%,29.0%,18.1%,8.0%,0.0%,62,40,25,11,0
1448,1307076624,J. Knox,Johnny Knox,Knox,Johnny,TWP,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,55,214,0.82,44.9%,26.4%,17.4%,11.2%,5.6%,80,47,31,20,10
1449,1132706560,V. Valincius,Vytas Valincius,Valincius,Vytas,LF,University of Illinois,ILL,730163456,Illinois,BBC,R,R,53,204,0.82,45.0%,21.7%,29.4%,3.9%,0.0%,81,39,53,7,0
1449,1167270144,J. Taussig,James Taussig,Taussig,James,RF,UTSA,UTSA,730373120,UTSA,BBC,L,R,54,195,0.82,45.0%,25.0%,23.1%,6.9%,1.9%,72,40,37,11,3
1449,1169397760,B. Ham,Billy Ham,Ham,Billy,1B,University of Nevada,NEV,4784,Nevada,BBC,L,R,54,194,0.82,45.0%,26.3%,23.8%,5.0%,0.0%,72,42,38,8,0
1449,1178187520,A. Dewberry,Amman Dewberry,Dewberry,Amman,RF,Presbyterian College,PRE,730184192,Presbyterian,BBC,L,L,51,181,0.82,45.0%,25.7%,23.6%,5.7%,0.0%,63,36,33,8,0
1449,1243572201,J. Batts,Justin Batts,Batts,Justin,1B,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,38,130,0.82,45.0%,29.0%,15.0%,11.0%,0.0%,45,29,15,11,0
1454,1332976128,J. Hopko,Jack Hopko,Hopko,Jack,LF,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,L,59,226,0.82,45.0%,30.4%,19.9%,4.7%,1.6%,86,58,38,9,3
1454,1245094656,K. Dutka,Kenny Dutka,Dutka,Kenny,CF,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,57,243,0.82,45.0%,29.8%,19.4%,5.8%,6.8%,86,57,37,11,13
1456,1410969802,F. Forgione,Freddy Forgione,Forgione,Freddy,1B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,55,201,0.82,45.0%,22.2%,21.1%,11.7%,1.2%,77,38,36,20,2
1457,1074613504,J. De la Cruz,Juan De la Cruz,De la Cruz,Juan,2B,Stetson University,STET,730261504,Stetson,BBC,R,R,53,175,0.82,45.0%,27.8%,19.9%,7.3%,6.0%,68,42,30,11,9
1458,1749071205,Z. Leite,Zach Leite,Leite,Zach,1B,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,51,168,0.82,45.0%,18.3%,32.1%,4.6%,0.8%,59,24,42,6,1
1459,1344799621,S. Christiansen,Sam Christiansen,Christiansen,Sam,RF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,L,55,165,0.82,45.0%,34.2%,16.2%,4.5%,0.0%,50,38,18,5,0
1460,1322872064,D. Amaral,Dre Amaral,Amaral,Dre,SS,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,48,162,0.82,45.1%,26.1%,19.7%,9.2%,0.0%,64,37,28,13,0
