Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,AB,GB/FB,Ground%,Fly%,Line%,Popup%,Bunt%,Ground#,Fly#,Line#,Popup#,Bunt#
1209,1015433523,C. Bear,Chris Bear,Bear,Chris,SS,University of Maine,ME,730275840,Maine,BBC,R,R,49,189,0.75,42.8%,25.5%,22.1%,9.7%,2.8%,62,37,32,14,4
1211,1212104449,C. Barczi,Colin Barczi,Barczi,Colin,C,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,55,198,0.75,42.8%,27.0%,23.0%,7.2%,0.0%,65,41,35,11,0
1211,1802508005,T. Tomlin,Taylor Tomlin,Tomlin,Taylor,CF,Oakland University,OAK,5386,Oakland,BBC,R,L,50,177,0.75,42.8%,20.4%,26.3%,10.5%,3.9%,65,31,40,16,6
1211,1300572628,C. Suto,Cam Suto,Suto,Cam,1B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,L,58,214,0.75,42.8%,28.9%,19.1%,9.2%,0.0%,65,44,29,14,0
1211,1477116653,D. Aponte,Diego Aponte,Aponte,Diego,1B,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,L,45,172,0.75,42.8%,35.5%,16.4%,5.3%,0.0%,65,54,25,8,0
1215,1154033664,J. Jackson,Jake Jackson,Jackson,Jake,CF,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,58,209,0.75,42.8%,30.2%,17.0%,10.1%,4.4%,68,48,27,16,7
1216,1161344768,R. Kim,Ryan Kim,Kim,Ryan,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,56,208,0.75,42.8%,25.9%,22.9%,8.4%,0.0%,71,43,38,14,0
1216,1896005955,T. Simay,Tim Simay,Simay,Tim,SS,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,51,191,0.75,42.8%,25.9%,24.1%,7.2%,1.2%,71,43,40,12,2
1218,1134055424,W. Mitchell,Walker Mitchell,Mitchell,Walker,3B,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,65,204,0.75,42.8%,26.0%,25.4%,5.8%,9.2%,74,45,44,10,16
1219,1075203328,M. Robertson,Michael Robertson,Robertson,Michael,CF,Liberty University,LIB,730156288,Liberty,BBC,L,R,56,178,0.75,42.9%,25.6%,21.1%,10.5%,3.8%,57,34,28,14,5
1219,1294963968,D. Faurot,Drew Faurot,Faurot,Drew,2B,Florida State University,FSU,101,Florida State,BBC,S,R,58,218,0.75,42.9%,28.0%,24.6%,4.6%,0.6%,75,49,43,8,1
1219,1221857536,K. Hess,Kyle Hess,Hess,Kyle,2B,Creighton University,CREI,730243840,Creighton,BBC,L,R,52,144,0.75,42.9%,29.4%,20.2%,7.6%,7.6%,51,35,24,9,9
1219,1091474944,B. Leroux,Brando Leroux,Leroux,Brando,SS,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,54,185,0.75,42.9%,26.5%,19.7%,10.9%,6.8%,63,39,29,16,10
1219,1278153216,B. Wilmes,Ben Wilmes,Wilmes,Ben,LF,University of Iowa,IOWA,1232,Iowa,BBC,R,R,52,197,0.75,42.9%,28.0%,23.2%,6.0%,3.0%,72,47,39,10,5
1219,1318693632,M. Leahy,Matt Leahy,Leahy,Matt,SS,Rider University,RID,730174976,Rider,BBC,R,R,50,198,0.75,42.9%,28.6%,13.1%,15.5%,10.1%,72,48,22,26,17
1219,1220089344,L. Baker,Logan Baker,Baker,Logan,SS,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,47,176,0.75,42.9%,27.9%,25.2%,4.1%,2.0%,63,41,37,6,3
1219,1140709632,H. Stokely,Hunter Stokely,Stokely,Hunter,1B,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,61,238,0.75,42.9%,27.5%,25.8%,3.8%,0.0%,78,50,47,7,0
1219,1383514824,K. Waslefsky,Karsen Waslefsky,Waslefsky,Karsen,SS,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,44,141,0.75,42.9%,27.7%,18.5%,10.9%,0.8%,51,33,22,13,1
1219,1465566123,E. Gipson,Eli Gipson,Gipson,Eli,SS,Indiana State University,INST,730350080,Indiana State,BBC,R,R,44,119,0.75,42.9%,27.4%,26.2%,3.6%,9.5%,36,23,22,3,8
1219,1007910647,L. Matthews,Luke Matthews,Matthews,Luke,SS,Kent State University,KENT,730315008,Kent State,BBC,R,R,43,164,0.75,42.9%,32.0%,20.4%,4.8%,5.4%,63,47,30,7,8
1219,1287073536,A. Zorn,Adin Zorn,Zorn,Adin,LF,University of Dayton,DAY,730194688,Dayton,BBC,R,R,58,238,0.75,42.9%,24.5%,26.5%,6.1%,0.0%,84,48,52,12,0
1231,1342169213,L. Smith,Lucas Smith,Smith,Lucas,RF,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,53,200,0.75,42.9%,27.1%,23.7%,6.2%,1.1%,76,48,42,11,2
1232,1152952832,D. Zirwas,Devan Zirwas,Zirwas,Devan,1B,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,51,205,0.75,42.9%,30.0%,18.2%,8.8%,0.0%,73,51,31,15,0
1233,1172414720,J. Osterhouse,Justin Osterhouse,Osterhouse,Justin,2B,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,R,52,195,0.75,42.9%,33.3%,17.3%,6.4%,0.0%,67,52,27,10,0
1233,1327585536,K. Langley,Kyle Langley,Langley,Kyle,LF,James Madison University,JMU,730340096,James Madison,BBC,L,L,52,182,0.75,42.9%,21.2%,25.6%,10.3%,6.4%,67,33,40,16,10
1235,1240776448,P. Herrera,Patrick Herrera,Herrera,Patrick,3B,University of Kentucky,UK,5362,Kentucky,BBC,R,R,52,160,0.75,43.0%,25.9%,24.4%,6.7%,5.9%,58,35,33,9,8
1235,1225719552,K. Nahaku,Kamana Nahaku,Nahaku,Kamana,LF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,55,169,0.75,43.0%,26.7%,17.8%,12.6%,7.4%,58,36,24,17,10
1237,1471652542,J. Daly,Jamie Daly,Daly,Jamie,CF,Davidson College,DAV,730363136,Davidson,BBC,L,R,50,170,0.75,43.0%,22.7%,22.7%,11.7%,10.9%,55,29,29,15,14
1238,1310336000,T. Robinson,Taye Robinson,Robinson,Taye,RF,Towson University,TOWS,730318336,Towson,BBC,R,R,47,148,0.75,43.0%,26.4%,24.0%,6.6%,0.8%,52,32,29,8,1
1238,1605117576,C. Doughty,Chanz Doughty,Doughty,Chanz,RF,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,49,171,0.75,43.0%,31.4%,19.0%,6.6%,1.7%,52,38,23,8,2
1240,1256892416,C. Brown,Chenar Brown,Brown,Chenar,1B,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,41,144,0.75,43.0%,29.0%,15.9%,12.1%,0.0%,46,31,17,13,0
1241,1101077321,A. Manias,Aaron Manias,Manias,Aaron,2B,Purdue University,PUR,730353152,Purdue,BBC,L,R,50,126,0.75,43.0%,35.0%,18.0%,4.0%,1.0%,43,35,18,4,1
1242,1192538113,F. Gomez Jr.,Franklin Gomez Jr.,Gomez Jr.,Franklin,CF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,42,118,0.75,43.0%,29.0%,24.7%,3.2%,4.3%,40,27,23,3,4
1242,1976265199,J. Smith,Jackson Smith,Smith,Jackson,1B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,R,44,123,0.75,43.0%,26.9%,17.2%,12.9%,0.0%,40,25,16,12,0
1244,1263372544,L. Arnold,Luke Arnold,Arnold,Luke,SS,Wright State University,WRST,5390,Wright State,BBC,R,R,58,200,0.76,43.0%,31.0%,19.6%,6.3%,1.9%,68,49,31,10,3
1245,1123968768,J. Lobliner,Jayden Lobliner,Lobliner,Jayden,C,University of San Diego,USD,5320,San Diego,BBC,R,R,52,192,0.76,43.0%,25.8%,23.8%,7.3%,1.3%,65,39,36,11,2
1246,1184274176,K. Garis,Keegan Garis,Garis,Keegan,LF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,49,163,0.76,43.1%,30.8%,18.5%,7.7%,4.6%,56,40,24,10,6
1247,1143610880,G. Wright,Gabe Wright,Wright,Gabe,CF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,52,169,0.76,43.1%,27.6%,15.4%,13.8%,11.4%,53,34,19,17,14
1248,1243623168,A. Ungar,Alex Ungar,Ungar,Alex,RF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,48,193,0.76,43.1%,36.2%,14.4%,6.3%,1.1%,75,63,25,11,2
1248,1429508311,T. Castrataro,Tyler Castrataro,Castrataro,Tyler,LF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,45,175,0.76,43.1%,28.4%,20.7%,7.8%,2.6%,50,33,24,9,3
1250,1294959104,S. Robinson,Shai Robinson,Robinson,Shai,SS,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,54,208,0.76,43.1%,25.7%,21.0%,10.2%,0.0%,72,43,35,17,0
1250,1077015040,J. King,Jake King,King,Jake,LF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,L,L,51,207,0.76,43.1%,24.6%,22.8%,9.6%,0.0%,72,41,38,16,0
1250,1468408418,B. Rasmussen,Brody Rasmussen,Rasmussen,Brody,CF,University of Maine,ME,730275840,Maine,BBC,R,R,48,202,0.76,43.1%,34.1%,18.6%,4.2%,1.2%,72,57,31,7,2
1253,1093954304,M. Trommer,Michael Trommer,Trommer,Michael,3B,Bucknell University,BUCK,730214144,Bucknell,BBC,L,R,40,149,0.76,43.1%,30.4%,25.5%,1.0%,0.0%,44,31,26,1,0
1253,1670795408,B. Thomas,Brady Thomas,Thomas,Brady,1B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,47,134,0.76,43.1%,34.3%,20.6%,2.0%,4.9%,44,35,21,2,5
1255,1187097344,C. Sintek,Carter Sintek,Sintek,Carter,SS,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,51,219,0.76,43.1%,31.0%,21.8%,4.1%,0.5%,85,61,43,8,1
1256,1123647744,A. Ciufo,Andrew Ciufo,Ciufo,Andrew,SS,Clemson University,CLEM,730358784,Clemson,BBC,R,R,60,194,0.76,43.2%,26.0%,24.0%,6.8%,11.6%,63,38,35,10,17
1256,1020700976,O. Siegert,Owen Siegert,Siegert,Owen,TWP,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,L,47,164,0.76,43.2%,28.1%,21.9%,6.8%,2.7%,63,41,32,10,4
1258,1250235392,A. Benes,Adam Benes,Benes,Adam,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,40,120,0.76,43.2%,32.6%,13.7%,10.5%,5.3%,41,31,13,10,5
1259,1297587968,J. West,Jaxson West,West,Jaxson,C,Florida State University,FSU,101,Florida State,BBC,L,R,46,148,0.76,43.2%,18.0%,27.3%,11.5%,3.6%,60,25,38,16,5
1259,1336353280,C. Brueggemann,Colin Brueggemann,Brueggemann,Colin,1B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,55,212,0.76,43.2%,27.3%,18.7%,10.8%,0.0%,60,38,26,15,0
1261,1230501376,T. Epstein,Tyler Epstein,Epstein,Tyler,SS,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,51,159,0.76,43.2%,30.3%,20.5%,6.1%,5.3%,57,40,27,8,7
1261,1323961088,A. Soldra,AJ Soldra,Soldra,AJ,CF,Seton Hall University,HALL,730272512,Seton Hall,BBC,L,L,54,218,0.76,43.2%,23.3%,30.7%,2.8%,2.3%,76,41,54,5,4
1261,1377615650,J. Zebig,Jack Zebig,Zebig,Jack,SS,University of Illinois,ILL,730163456,Illinois,BBC,L,R,54,211,0.76,43.2%,26.7%,25.6%,4.5%,0.6%,76,47,45,8,1
1264,1099689728,C. Johnson,Caleb Johnson,Johnson,Caleb,SS,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,S,R,61,228,0.76,43.2%,27.8%,23.7%,5.3%,4.1%,73,47,40,9,7
1265,1648824937,S. Harris,Sammy Harris,Harris,Sammy,3B,Little Rock,UALR,730217472,Little Rock,BBC,L,R,50,142,0.76,43.2%,30.5%,19.5%,6.8%,5.1%,51,36,23,8,6
1266,1310879232,J. Paino,Josh Paino,Paino,Josh,3B,Clemson University,CLEM,730358784,Clemson,BBC,R,R,63,237,0.76,43.2%,34.8%,18.7%,3.2%,3.9%,67,54,29,5,6
1266,1806614443,K. Morrison,Kyle Morrison,Morrison,Kyle,3B,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,51,194,0.76,43.2%,32.3%,21.3%,3.2%,0.0%,67,50,33,5,0
1268,1310862337,C. Brunson,Chase Brunson,Brunson,Chase,CF,Texas Christian University,TCU,5045,TCU,BBC,R,R,58,224,0.76,43.2%,27.6%,20.3%,8.9%,0.0%,83,53,39,17,0
1269,1427963561,B. Castelli,Ben Castelli,Castelli,Ben,2B,California Baptist University,CBU,5091,California Baptist,BBC,L,R,56,200,0.76,43.2%,25.7%,21.6%,9.5%,3.4%,64,38,32,14,5
1269,1402749004,R. Pruitt,Ryan Pruitt,Pruitt,Ryan,CF,University of South Florida,USF,2292,South Florida,BBC,L,L,56,217,0.76,43.2%,33.0%,14.1%,9.7%,3.8%,80,61,26,18,7
1271,1100719360,M. Bucciero,Matt Bucciero,Bucciero,Matt,RF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,229,0.76,43.3%,34.8%,21.9%,0.0%,0.0%,77,62,39,0,0
1272,1299825664,T. Shulman,Tyler Shulman,Shulman,Tyler,3B,Harvard University,HARV,5450,Harvard,BBC,L,R,36,117,0.76,43.3%,24.0%,25.0%,7.7%,1.9%,45,25,26,8,2
1273,1107635456,D. Haab,Daniel Haab,Haab,Daniel,RF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,52,192,0.76,43.3%,28.7%,19.3%,8.8%,4.7%,74,49,33,15,8
1273,1073827840,T. Morrison,Trace Morrison,Morrison,Trace,1B,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,R,56,212,0.76,43.3%,33.3%,21.1%,2.3%,2.3%,74,57,36,4,4
1273,1099379456,B. Kettering,Brooks Kettering,Kettering,Brooks,2B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,R,54,201,0.76,43.3%,26.9%,19.9%,9.9%,5.8%,74,46,34,17,10
1276,1132720128,C. Fisher,Cal Fisher,Fisher,Cal,3B,Florida State University,FSU,101,Florida State,BBC,R,R,53,188,0.76,43.3%,19.4%,26.9%,10.4%,0.7%,58,26,36,14,1
1277,1105854834,J. Jaconski,Jesse Jaconski,Jaconski,Jesse,LF,Penn State University,PSU,5326,Penn State,BBC,R,R,55,205,0.76,43.3%,26.8%,20.1%,9.8%,3.0%,71,44,33,16,5
1278,1226692352,D. Obee,Devin Obee,Obee,Devin,CF,University of Georgia,UGA,226,Georgia,BBC,R,R,57,145,0.76,43.3%,37.1%,14.4%,5.2%,3.1%,42,36,14,5,3
1279,1297499392,K. Grady,Keaton Grady,Grady,Keaton,2B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,S,R,47,175,0.76,43.3%,26.8%,23.6%,6.4%,1.9%,68,42,37,10,3
1280,1212114688,C. Schebler,Charlie Schebler,Schebler,Charlie,2B,University of Akron,AKR,540536064,Akron,BBC,L,R,42,158,0.76,43.3%,21.7%,24.2%,10.8%,0.8%,52,26,29,13,1
1280,1712724103,C. Husser,Collin Husser,Husser,Collin,RF,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,43,151,0.76,43.3%,23.3%,22.2%,11.1%,0.0%,39,21,20,10,0
1282,1135887616,R. Gonzalez,Roberto Gonzalez,Gonzalez,Roberto,CF,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,R,45,167,0.77,43.4%,25.9%,24.5%,6.3%,6.3%,62,37,35,9,9
1283,1080345344,K. Holm,Kai Holm,Holm,Kai,SS,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,51,189,0.77,43.4%,25.3%,21.1%,10.2%,5.4%,72,42,35,17,9
1284,1032474289,J. Wall,Jonny Wall,Wall,Jonny,1B,George Mason University,GMU,730265088,George Mason,BBC,R,R,57,199,0.77,43.4%,26.5%,20.6%,9.5%,8.5%,82,50,39,18,16
1285,1306772736,N. Spaventa,Nick Spaventa,Spaventa,Nick,1B,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,40,157,0.77,43.4%,23.3%,25.6%,7.8%,0.0%,56,30,33,10,0
1286,1119106753,D. Curiel,Derek Curiel,Curiel,Derek,LF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,68,258,0.77,43.4%,22.9%,27.3%,6.3%,4.4%,89,47,56,13,9
1287,1254913024,D. Castellanos,Diego Castellanos,Castellanos,Diego,RF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,L,61,209,0.77,43.4%,30.9%,19.4%,6.3%,4.0%,76,54,34,11,7
1288,1153413120,K. Eddington,Kyle Eddington,Eddington,Kyle,SS,UMBC,UMBC,730210304,UMBC,BBC,R,R,45,126,0.77,43.4%,29.3%,16.2%,11.1%,2.0%,43,29,16,11,2
1288,1275164416,M. Cummins,Mitchell Cummins,Cummins,Mitchell,RF,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,50,145,0.77,43.4%,34.3%,18.2%,4.0%,3.0%,43,34,18,4,3
1288,1984980657,J. Siervo,Joe Siervo,Siervo,Joe,LF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,49,127,0.77,43.4%,26.3%,24.2%,6.1%,4.0%,43,26,24,6,4
1291,1155638016,E. Saldivar,Eddie Saldivar,Saldivar,Eddie,2B,Fresno State,FRES,730384384,Fresno State,BBC,L,R,58,235,0.77,43.4%,24.0%,23.5%,9.0%,5.9%,96,53,52,20,13
1292,1005553647,T. Aoki,Tanner Aoki,Aoki,Tanner,3B,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,S,R,41,133,0.77,43.4%,24.6%,27.0%,4.9%,6.6%,53,30,33,6,8
1293,1245081088,J. Trout,Jackson Trout,Trout,Jackson,RF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,50,206,0.77,43.5%,26.2%,18.5%,11.9%,1.2%,73,44,31,20,2
1293,1167173120,M. Whitcomb,Mack Whitcomb,Whitcomb,Mack,C,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,56,211,0.77,43.5%,32.1%,20.8%,3.6%,0.0%,73,54,35,6,0
1295,1307084288,A. Magpoc,Adam Magpoc,Magpoc,Adam,LF,Boston College,BC,227,Boston College,BBC,S,R,55,185,0.77,43.5%,27.5%,24.6%,4.3%,7.2%,60,38,34,6,10
1295,1153058304,H. Sobecki,Hayden Sobecki,Sobecki,Hayden,1B,Yale University,YALE,730334464,Yale,BBC,R,R,39,127,0.77,43.5%,31.3%,13.9%,11.3%,13.0%,50,36,16,13,15
1295,1230312950,B. Loyd,Ben Loyd,Loyd,Ben,SS,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,50,185,0.77,43.5%,25.5%,24.8%,6.2%,3.1%,70,41,40,10,5
1298,1185347328,E. Apodaca,Enzo Apodaca,Apodaca,Enzo,RF,Baylor University,BAY,3033,Baylor,BBC,L,L,55,225,0.77,43.5%,24.5%,24.5%,7.5%,0.0%,87,49,49,15,0
1298,1149963264,C. Wallace,Colby Wallace,Wallace,Colby,TWP,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,62,243,0.77,43.5%,33.0%,15.5%,8.0%,3.5%,87,66,31,16,7
1300,1735774107,E. Bennett,Elgin Bennett,Bennett,Elgin,LF,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,L,43,112,0.77,43.5%,23.5%,22.4%,10.6%,3.5%,37,20,19,9,3
1301,1251236096,N. Shuhet,Nick Shuhet,Shuhet,Nick,C,Rider University,RID,730174976,Rider,BBC,R,R,51,186,0.77,43.5%,32.0%,18.4%,6.1%,0.7%,64,47,27,9,1
1301,1342169301,C. Sheff,Cooper Sheff,Sheff,Cooper,3B,UNLV,UNLV,730161664,UNLV,BBC,R,R,53,192,0.77,43.5%,29.3%,17.7%,9.5%,1.4%,64,43,26,14,2
1301,1342170651,B. Rudisill,Bryce Rudisill,Rudisill,Bryce,1B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,49,182,0.77,43.5%,34.0%,13.6%,8.8%,0.0%,64,50,20,13,0
1304,1251440384,J. McAlister,Josh McAlister,McAlister,Josh,2B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,46,171,0.77,43.5%,30.6%,21.8%,4.0%,0.8%,54,38,27,5,1
1305,1152890880,D. ONeill,Dean O'Neill,ONeill,Dean,C,University of Maine,ME,730275840,Maine,BBC,R,R,47,192,0.77,43.6%,29.5%,17.3%,9.6%,0.6%,68,46,27,15,1
1305,1234223540,M. Floyd,Mac Floyd,Floyd,Mac,TWP,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,38,107,0.77,43.6%,25.6%,19.2%,11.5%,1.3%,34,20,15,9,1
1307,1123951360,K. McIntosh,Kyler McIntosh,McIntosh,Kyler,TWP,Alabama State University,ALST,4765,Alabama State,BBC,R,R,58,228,0.77,43.6%,26.5%,15.2%,14.7%,3.3%,92,56,32,31,7
1308,1195522560,H. Warren,Hank Warren,Warren,Hank,RF,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,54,194,0.77,43.6%,27.3%,18.0%,11.0%,3.5%,75,47,31,19,6
1309,1099245312,M. Travisano,Matt Travisano,Travisano,Matt,SS,University of Massachusetts,MASS,5451,UMass,BBC,R,R,41,134,0.77,43.6%,29.8%,22.3%,4.3%,1.1%,41,28,21,4,1
1309,1207487744,E. Sitzman,Ethan Sitzman,Sitzman,Ethan,2B,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,58,210,0.77,43.6%,25.0%,22.9%,8.5%,1.1%,82,47,43,16,2
1311,1142461184,A. Gardner,Aries Gardner,Gardner,Aries,1B,Grambling State University,GRAM,5378,Grambling State,BBC,L,L,44,134,0.77,43.6%,28.2%,19.1%,9.1%,0.0%,48,31,21,10,0
1312,1178748928,A. Carris,Akili Carris,Carris,Akili,3B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,46,170,0.78,43.7%,21.8%,23.9%,10.6%,0.0%,62,31,34,15,0
1313,1279356928,C. Cahill,Cole Cahill,Cahill,Cole,1B,University of Toledo,TOL,5388,Toledo,BBC,L,L,60,225,0.78,43.7%,27.4%,21.6%,7.4%,0.0%,83,52,41,14,0
1314,1718723646,D. Orr,Danny Orr,Orr,Danny,1B,UMBC,UMBC,730210304,UMBC,BBC,R,R,40,150,0.78,43.7%,30.3%,16.8%,9.2%,0.0%,52,36,20,11,0
1315,1341347072,P. Knott,Preston Knott,Knott,Preston,LF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,52,192,0.78,43.7%,29.9%,18.6%,7.8%,3.0%,73,50,31,13,5
1316,1096221440,J. McCutcheon,Jake McCutcheon,McCutcheon,Jake,LF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,55,218,0.78,43.7%,27.9%,22.4%,6.0%,1.1%,80,51,41,11,2
1317,1100775680,C. Cannarella,Cam Cannarella,Cannarella,Cam,CF,Clemson University,CLEM,730358784,Clemson,BBC,L,R,61,232,0.78,43.8%,25.0%,29.2%,2.1%,0.5%,84,48,56,4,1
1317,1311028736,J. Schattle,Jagger Schattle,Schattle,Jagger,1B,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,L,L,46,154,0.78,43.8%,34.8%,17.0%,4.5%,0.0%,49,39,19,5,0
1317,1152961280,E. Talt,Easton Talt,Talt,Easton,RF,Oregon State University,ORST,3111,Oregon State,BBC,L,R,64,211,0.78,43.8%,29.4%,18.8%,8.1%,11.3%,70,47,30,13,18
1317,1314869504,B. Frye,Bradley Frye,Frye,Bradley,SS,Mercer University,MER,730240512,Mercer,BBC,R,R,59,252,0.78,43.8%,27.4%,22.6%,6.3%,1.9%,91,57,47,13,4
1317,1334094066,R. Ventura,Ranciel Ventura,Ventura,Ranciel,SS,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,50,181,0.78,43.8%,31.3%,13.9%,11.1%,5.6%,63,45,20,16,8
1322,1315667712,J. Hefft,JP Hefft,Hefft,JP,2B,UNLV,UNLV,730161664,UNLV,BBC,R,R,52,211,0.78,43.8%,25.9%,20.5%,9.7%,0.5%,81,48,38,18,1
1323,1266589440,E. Brenner,Easton Brenner,Brenner,Easton,CF,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,49,150,0.78,43.8%,31.4%,19.0%,5.8%,10.9%,60,43,26,8,15
1323,1310639872,N. Bergamotto,Nick Bergamotto,Bergamotto,Nick,2B,Siena College,SIE,730382592,Siena,BBC,R,R,46,170,0.78,43.8%,34.3%,15.3%,6.6%,0.0%,60,47,21,9,0
1325,1334269952,C. Hendrickson,Carter Hendrickson,Hendrickson,Carter,LF,Xavier University,XAV,5464,Xavier,BBC,R,L,59,219,0.78,43.8%,25.3%,17.0%,13.9%,3.1%,85,49,33,27,6
1326,1227132160,J. Perez,Jhonkeanu Perez,Perez,Jhonkeanu,LF,Radford University,RAD,730267392,Radford,BBC,L,L,53,219,0.78,43.8%,24.2%,24.2%,7.9%,1.1%,78,43,43,14,2
1326,1176534272,B. Robichaux,Ben Robichaux,Robichaux,Ben,2B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,43,134,0.78,43.8%,24.7%,21.3%,10.1%,12.4%,39,22,19,9,11
1326,1061039381,J. Souders,Jake Souders,Souders,Jake,RF,Samford University,SAM,730386432,Samford,BBC,R,R,57,225,0.78,43.8%,25.8%,23.6%,6.7%,0.0%,78,46,42,12,0
1329,1092627968,D. Gierer,Daniel Gierer,Gierer,Daniel,CF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,53,187,0.78,43.8%,27.8%,14.2%,14.2%,12.3%,71,45,23,23,20
1330,1233282048,J. Steidl,Josh Steidl,Steidl,Josh,1B,Jacksonville University,JAC,730335488,Jacksonville,BBC,L,R,54,188,0.78,43.8%,28.8%,24.0%,3.4%,0.0%,64,42,35,5,0
1330,1717584400,J. Crews,Justen Crews,Crews,Justen,CF,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,52,161,0.78,43.8%,30.8%,15.8%,9.6%,6.2%,64,45,23,14,9
1332,1205518848,M. Diaz,Michael Diaz,Diaz,Michael,LF,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,52,162,0.78,43.8%,30.0%,16.2%,10.0%,0.0%,57,39,21,13,0
1332,1342167002,N. Mascaro,Nick Mascaro,Mascaro,Nick,CF,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,R,56,208,0.78,43.8%,33.8%,20.0%,2.3%,8.5%,57,44,26,3,11
1334,1176017664,C. Turner,Colby Turner,Turner,Colby,LF,University of Michigan,MICH,2290,Michigan,BBC,R,R,45,143,0.78,43.9%,25.4%,19.3%,11.4%,0.0%,50,29,22,13,0
1335,1158305024,D. Whittle,David Whittle,Whittle,David,C,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,44,133,0.78,43.9%,29.6%,14.3%,12.2%,3.1%,43,29,14,12,3
