Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,BF,ERA,FIP,xFIP,WHIP,BA,OBP,SLG,OPS,K%,BB%,HR%,BABIP,OutRate,wOBA,LOB%
,1342170039,C. Calvillo,Cameron Calvillo,Calvillo,Cameron,3B,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1853794443,C. Boardman,Colton Boardman,Boardman,Colton,2B,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1955934336,C. Smith,Conner Smith,Smith,Conner,C,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1958912761,L. Devine,Luke Devine,Devine,Luke,CF,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1067560651,T. Manzo,Tommy Manzo,Manzo,Tommy,SS,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1277292928,A. Dill,Aiden Dill,Dill,Aiden,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,L,L,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1397361897,D. Pacheco,Dylan Pacheco,Pacheco,Dylan,2B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1427294375,J. Smith,Jonathan Smith,Smith,Jonathan,LF,San Diego State University,SDSU,730218496,San Diego State,BBC,S,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1520318407,J. Brennan,Jimmy Brennan,Brennan,Jimmy,C,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1648612133,N. Noonan,Nevan Noonan,Noonan,Nevan,1B,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1717911281,D. Arambula,Daniel Arambula,Arambula,Daniel,3B,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1995792238,C. Moran,CJ Moran,Moran,CJ,1B,San Diego State University,SDSU,730218496,San Diego State,BBC,L,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1036457178,J. Smith,John Smith,Smith,John,RF,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1236371631,B. Fry,Brenden Fry,Fry,Brenden,LF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,L,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1806614443,K. Morrison,Kyle Morrison,Morrison,Kyle,3B,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1237557163,K. Scobey,KJ Scobey,Scobey,KJ,3B,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1416981562,C. Tallman,Chuck Tallman,Tallman,Chuck,2B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1149896046,A. Brazer,Alex Brazer,Brazer,Alex,2B,University of South Florida,USF,2292,South Florida,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1342167586,J. Frost,Jaixen Frost,Frost,Jaixen,3B,University of Iowa,IOWA,1232,Iowa,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1402749004,R. Pruitt,Ryan Pruitt,Pruitt,Ryan,CF,University of South Florida,USF,2292,South Florida,BBC,L,L,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1755480502,C. Wulf,Caleb Wulf,Wulf,Caleb,1B,University of Iowa,IOWA,1232,Iowa,BBC,L,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1760227824,M. Risley,Miles Risley,Risley,Miles,CF,University of Iowa,IOWA,1232,Iowa,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1768756287,J. Green,Jacob Green,Green,Jacob,CF,University of South Florida,USF,2292,South Florida,BBC,L,L,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1793130965,K. Schulte,Kooper Schulte,Schulte,Kooper,SS,University of Iowa,IOWA,1232,Iowa,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1342168152,B. Grieve,Bode Grieve,Grieve,Bode,RF,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1356638052,L. Ebbs,Liam Ebbs,Ebbs,Liam,1B,Lafayette College,LAF,730217728,Lafayette,BBC,L,L,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1428244453,J. Mislan,Jack Mislan,Mislan,Jack,LF,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1810144984,D. Barrett,Drey Barrett,Barrett,Drey,3B,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1113020880,A. Perritano,Anthony Perritano,Perritano,Anthony,1B,University of Southern California,USC,5047,USC,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1342167351,G. Marmo,Greg Marmo,Marmo,Greg,LF,George Washington University,GW,730249216,George Washington,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1438110242,S. Yu,Spencer Yu,Yu,Spencer,C,George Washington University,GW,730249216,George Washington,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1488159270,R. Tejeda,Richard Tejeda,Tejeda,Richard,C,University of Southern California,USC,5047,USC,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1635539059,Z. Schwartzberg,Zachary Schwartzberg,Schwartzberg,Zachary,P,University of Southern California,USC,5047,USC,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1700198255,C. Walsh,Charlie Walsh,Walsh,Charlie,2B,George Washington University,GW,730249216,George Washington,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1713462882,A. Lopez,Augie Lopez,Lopez,Augie,P,University of Southern California,USC,5047,USC,BBC,L,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1836504243,K. Mentzer,Kobe Mentzer,Mentzer,Kobe,LF,George Washington University,GW,730249216,George Washington,BBC,L,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1112215423,J. Radosevich,Jake Radosevich,Radosevich,Jake,C,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1253867219,M. Little,Mo Little,Little,Mo,3B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1295194360,C. Isom-McCall,Charlie Isom-McCall,Isom-McCall,Charlie,2B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1308210109,T. Thompson,Tyler Thompson,Thompson,Tyler,LF,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1387425416,S. Grunberg,Sam Grunberg,Grunberg,Sam,1B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1599151945,T. Simpson,Tanner Simpson,Simpson,Tanner,RF,Lindenwood University,LU,730322176,Lindenwood,BBC,L,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
,1929664516,B. Barker,Brody Barker,Barker,Brody,C,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,0,0,0,-,3.18,3.18,-,-,-,-,-,-,-,-,-,100.0%,-,-
