Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,BF,ERA,FIP,xFIP,WHIP,BA,OBP,SLG,OPS,K%,BB%,HR%,BABIP,OutRate,wOBA,LOB%
1198,1911067757,J. Savinon,Jordan Savinon,Savinon,Jordan,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,L,18,936,278,5.34,4.10,4.64,1.50,.237,.354,.390,.744,24.8%,13.3%,1.8%,.312,66.2%,.332,63.3%
1198,1342168139,C. Jasa,Carson Jasa,Jasa,Carson,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,11,391,102,9.16,5.48,6.27,1.98,.237,.431,.342,.773,23.5%,18.6%,1.0%,.333,62.7%,.365,42.3%
1198,1053082252,S. Eaves,Steele Eaves,Eaves,Steele,P,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,8,171,42,1.86,2.35,3.73,1.14,.237,.310,.237,.546,23.8%,4.8%,0.0%,.321,67.9%,.258,84.6%
1198,1342168554,M. Fuentes,Marco Fuentes,Fuentes,Marco,P,Rice University,RICE,2352,Rice,BBC,R,R,15,408,95,3.86,4.51,4.75,1.43,.237,.366,.395,.760,24.2%,12.6%,2.1%,.308,67.3%,.341,73.7%
1204,1535263253,B. Sasse,Brady Sasse,Sasse,Brady,P,University of Toledo,TOL,5388,Toledo,BBC,R,R,14,843,232,3.51,3.99,4.56,1.15,.237,.293,.355,.649,18.5%,6.5%,2.6%,.267,72.7%,.286,73.8%
1205,1332852737,D. Revis,Dustin Revis,Revis,Dustin,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,15,1296,354,4.04,3.41,4.18,1.26,.237,.325,.347,.672,22.0%,8.8%,1.1%,.303,67.1%,.302,66.4%
1206,1176073984,C. Kempler,Caleb Kempler,Kempler,Caleb,P,Marist College,MRST,730374656,Marist,BBC,R,R,17,563,158,3.82,3.89,4.48,1.25,.237,.329,.385,.714,23.4%,7.6%,1.9%,.296,68.4%,.316,75.3%
1207,1444732951,A. Rondini,Andrew Rondini,Rondini,Andrew,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,16,413,109,4.97,3.61,5.16,1.30,.237,.321,.320,.641,17.4%,9.2%,0.9%,.286,70.1%,.288,53.6%
1208,1162120448,J. Lee,Justin Lee,Lee,Justin,P,UCLA,UCLA,5048,UCLA,BBC,R,R,30,660,159,6.75,6.21,6.52,1.72,.237,.420,.364,.785,17.6%,17.0%,1.9%,.284,70.5%,.365,66.3%
1208,1116223232,F. Paulsen,Fisher Paulsen,Paulsen,Fisher,P,The Citadel,CIT,730366720,The Citadel,BBC,L,L,7,267,68,4.91,5.43,5.62,1.30,.237,.318,.407,.725,10.3%,7.4%,2.9%,.240,68.0%,.320,54.9%
1208,1302872832,M. Jones,Max Jones,Jones,Max,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,12,274,73,2.12,4.41,4.95,1.35,.237,.366,.322,.688,19.2%,12.3%,1.4%,.295,70.5%,.320,89.4%
1208,1342166906,A. Kostic,AJ Kostic,Kostic,AJ,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,10,792,215,5.63,5.29,5.37,1.45,.237,.358,.395,.754,16.7%,11.6%,2.3%,.266,68.3%,.337,65.7%
1212,1116320256,A. Sachais,Alec Sachais,Sachais,Alec,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,21,882,232,4.86,3.94,4.20,1.29,.237,.312,.394,.706,24.1%,9.5%,2.6%,.285,70.1%,.304,62.9%
1213,1143054080,A. Shaffner,Andrew Shaffner,Shaffner,Andrew,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,18,579,153,3.13,3.02,3.46,1.07,.237,.291,.338,.630,25.5%,4.6%,2.0%,.306,67.3%,.280,75.4%
1213,1261689088,C. Kuentzel,Carl Kuentzel,Kuentzel,Carl,P,Iona College,IONA,730242048,Iona,BBC,L,L,23,620,177,6.16,4.60,5.06,1.55,.237,.374,.396,.770,22.0%,14.7%,1.7%,.306,66.3%,.340,50.2%
1213,1237010176,P. Davidson,Patrick Davidson,Davidson,Patrick,P,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,18,622,169,4.54,5.09,5.07,1.35,.237,.347,.424,.772,20.1%,10.7%,3.0%,.272,70.9%,.337,74.5%
1216,1313502976,G. Edwards,Grant Edwards,Edwards,Grant,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,15,1278,339,4.23,3.11,3.63,1.30,.237,.322,.341,.664,27.1%,8.6%,1.5%,.325,64.0%,.299,59.8%
1217,1173783296,A. Steele,Anthony Steele,Steele,Anthony,P,Penn State University,PSU,5326,Penn State,BBC,L,L,26,760,190,3.54,3.79,4.50,1.48,.237,.351,.350,.701,25.8%,11.6%,1.6%,.324,64.8%,.320,71.2%
1217,1296584960,E. Panjwani,Evan Panjwani,Panjwani,Evan,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,L,19,389,98,2.91,3.96,4.85,1.48,.237,.357,.313,.670,22.4%,13.3%,1.0%,.305,66.1%,.309,77.4%
1217,1248844032,L. Krkovski,Luke Krkovski,Krkovski,Luke,P,Lamar University,LAM,730162432,Lamar,BBC,L,L,20,691,196,5.19,4.15,4.32,1.38,.237,.351,.313,.663,21.4%,11.2%,1.5%,.299,70.1%,.307,66.9%
1217,1377820581,A. Branson,Ashton Branson,Branson,Ashton,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,16,368,94,5.82,5.85,3.74,1.20,.237,.337,.487,.824,29.8%,7.4%,6.4%,.283,71.7%,.358,75.2%
1217,1385534146,J. Hembree,Jake Hembree,Hembree,Jake,P,Georgia State University,GAST,730239744,Georgia State,BBC,L,L,16,887,214,6.80,6.33,5.33,1.73,.237,.423,.438,.860,27.6%,18.7%,3.7%,.319,68.1%,.387,69.8%
1222,1174771968,O. Quinn,Owen Quinn,Quinn,Owen,P,Ball State University,BALL,730195456,Ball State,BBC,R,R,23,793,212,4.01,4.30,4.32,1.28,.238,.321,.398,.718,21.7%,10.8%,2.8%,.278,71.4%,.303,73.4%
1222,1100092160,H. Polk,Howell Polk,Polk,Howell,P,High Point University,HP,730321152,High Point,BBC,R,R,22,806,208,5.10,4.46,5.18,1.32,.238,.329,.381,.710,15.9%,9.6%,1.9%,.269,71.7%,.316,65.7%
1222,1278798592,A. Jones,Andrew Jones,Jones,Andrew,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,18,861,223,7.52,4.91,5.35,1.59,.238,.376,.376,.751,23.3%,13.9%,2.2%,.306,66.9%,.342,56.6%
1225,1182855424,J. Gillis,John Gillis,Gillis,John,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,17,396,117,3.71,4.34,4.22,1.27,.238,.307,.416,.723,23.1%,8.5%,3.4%,.278,68.1%,.310,74.8%
1225,1342170270,C. Ligenfelter,Caleb Ligenfelter,Ligenfelter,Caleb,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,10,422,120,6.26,6.36,5.29,1.35,.238,.347,.426,.773,17.5%,10.8%,5.0%,.243,75.7%,.343,67.5%
1227,1282339584,R. Stewart,Robbie Stewart,Stewart,Robbie,P,Fordham University,FOR,730324992,Fordham,BBC,R,R,16,812,210,6.90,7.08,6.11,1.58,.238,.402,.427,.829,15.7%,14.8%,3.8%,.252,73.2%,.373,61.8%
1228,1127174400,B. Parrish,Brycen Parrish,Parrish,Brycen,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,10,900,240,5.43,5.74,5.63,1.35,.238,.328,.413,.740,13.3%,10.4%,3.8%,.238,73.8%,.325,56.6%
1229,1235307264,J. Dally,Jake Dally,Dally,Jake,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,19,487,128,6.18,5.74,4.64,1.52,.238,.370,.429,.799,23.4%,13.3%,3.9%,.286,71.4%,.353,70.0%
1229,1268527872,C. Hults,Connor Hults,Hults,Connor,P,Florida State University,FSU,101,Florida State,BBC,L,L,8,120,29,6.35,5.65,7.02,1.76,.238,.448,.238,.686,17.2%,17.2%,0.0%,.313,68.8%,.348,69.2%
1229,1237787648,E. Chrest,Evan Chrest,Chrest,Evan,P,Florida State University,FSU,101,Florida State,BBC,R,R,4,228,70,2.70,3.90,4.25,1.20,.238,.314,.365,.679,15.7%,7.1%,1.4%,.275,70.6%,.302,77.7%
1229,1153709312,A. Behnke,Andrew Behnke,Behnke,Andrew,P,University of Tennessee,TENN,730153728,Tennessee,BBC,L,L,14,171,50,5.11,7.88,5.01,1.05,.238,.333,.548,.881,12.0%,6.0%,8.0%,.188,78.1%,.376,86.5%
1229,1325168128,C. Bergman,Cooper Bergman,Bergman,Cooper,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,23,443,124,4.50,5.71,5.88,1.32,.238,.344,.448,.792,12.9%,9.7%,3.2%,.247,72.9%,.344,68.7%
1229,1198415872,M. Martin,Max Martin,Martin,Max,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,27,581,162,3.29,2.84,3.61,1.12,.238,.298,.347,.645,24.1%,4.9%,1.2%,.308,66.4%,.284,68.6%
1229,1341504512,P. Marlatt,Parker Marlatt,Marlatt,Parker,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,25,497,119,4.18,4.64,4.02,1.29,.238,.314,.419,.733,25.2%,9.2%,4.2%,.282,70.4%,.313,80.0%
1229,1304695296,C. Mascott,Cole Mascott,Mascott,Cole,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,7,188,42,20.25,15.93,15.36,3.94,.238,.619,.381,1.000,9.5%,38.1%,2.4%,.250,75.0%,.485,52.8%
1229,1105386752,B. Walker,Brendan Walker,Walker,Brendan,P,Stetson University,STET,730261504,Stetson,BBC,R,R,2,109,25,0.00,2.78,3.67,1.80,.238,.360,.238,.598,28.0%,16.0%,0.0%,.357,57.1%,.289,88.9%
1229,1126305792,M. Grubbs,Max Grubbs,Grubbs,Max,P,University of Texas,TEX,245,Texas,BBC,R,R,22,848,233,2.84,3.86,3.21,1.12,.238,.300,.381,.681,26.2%,6.0%,3.4%,.296,69.0%,.300,81.3%
1229,1336562944,A. Elkhill,Andrew Elkhill,Elkhill,Andrew,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,L,11,191,39,3.52,6.57,7.87,2.09,.238,.500,.333,.833,20.5%,28.2%,0.0%,.313,68.8%,.387,78.9%
1229,1142115584,M. Bergmann,Max Bergmann,Bergmann,Max,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,14,304,81,5.82,5.18,4.82,1.47,.238,.388,.365,.753,24.7%,12.3%,2.5%,.310,66.7%,.346,70.9%
1229,1239153480,T. Haarer,Toby Haarer,Haarer,Toby,P,Florida International University,FIU,4468,Florida International,BBC,R,R,6,120,26,6.75,6.18,5.61,1.88,.238,.385,.476,.861,23.1%,19.2%,3.8%,.286,71.4%,.377,69.8%
1229,1888741145,C. Brooks,Connor Brooks,Brooks,Connor,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,19,318,83,7.79,6.64,6.55,1.73,.238,.422,.381,.803,15.7%,18.1%,2.4%,.271,72.9%,.371,62.1%
1229,1537972184,E. Teel,Easton Teel,Teel,Easton,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,17,1181,341,2.95,3.62,4.10,1.09,.238,.286,.337,.623,15.8%,4.4%,1.8%,.268,70.8%,.276,67.7%
1229,1306465249,O. Crowe,Owen Crowe,Crowe,Owen,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,L,10,485,125,7.50,6.14,6.70,2.17,.238,.468,.310,.777,22.4%,25.6%,0.8%,.333,63.2%,.376,61.8%
1245,1320920832,J. Volini,Joey Volini,Volini,Joey,P,Florida State University,FSU,101,Florida State,BBC,L,L,16,1340,357,3.50,3.10,3.22,1.16,.238,.309,.376,.685,29.4%,7.0%,2.2%,.329,65.2%,.303,72.6%
1246,1795608420,T. Carey,Tate Carey,Carey,Tate,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,18,898,241,3.63,3.56,4.46,1.21,.238,.315,.332,.647,21.2%,7.5%,1.7%,.296,68.6%,.291,73.5%
1247,1271054080,J. Frost,Jacob Frost,Frost,Jacob,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,18,1193,316,5.97,4.55,4.80,1.54,.238,.359,.412,.771,23.7%,12.7%,2.2%,.306,64.4%,.341,61.6%
1248,1261638807,M. Mendes,Max Mendes,Mendes,Max,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,16,738,192,7.68,7.37,6.17,1.66,.239,.377,.465,.841,13.0%,16.1%,4.7%,.230,74.6%,.369,60.6%
1249,1271085056,M. Johnson,Meade Johnson,Johnson,Meade,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,13,870,245,5.20,4.82,5.18,1.64,.239,.363,.393,.756,20.4%,16.3%,2.0%,.289,67.8%,.337,64.6%
1249,1102217728,I. Lohse,Ian Lohse,Lohse,Ian,P,University of Missouri,MIZZ,4806,Missouri,BBC,L,L,11,608,155,6.48,5.67,4.41,1.38,.239,.342,.485,.827,27.1%,9.0%,5.2%,.286,67.9%,.356,57.4%
1249,1331354368,M. Salina,Michael Salina,Salina,Michael,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,4,263,74,4.15,2.89,2.54,1.27,.239,.311,.373,.684,35.1%,8.1%,2.7%,.359,61.5%,.304,69.3%
1249,1153725184,C. Weber,Charlie Weber,Weber,Charlie,P,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,18,849,239,3.05,3.02,3.88,1.18,.239,.323,.313,.637,24.3%,7.5%,0.8%,.317,67.6%,.283,77.6%
1249,1781140705,L. Wirt,Logan Wirt,Wirt,Logan,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,12,380,95,4.34,5.96,7.21,1.77,.239,.442,.284,.726,13.7%,17.9%,0.0%,.286,67.9%,.355,73.8%
1254,1334000896,C. Allen,Cam Allen,Allen,Cam,P,Wright State University,WRST,5390,Wright State,BBC,R,R,16,1245,303,4.95,4.50,4.89,1.49,.239,.368,.368,.736,23.4%,13.5%,2.0%,.310,68.4%,.335,67.9%
1255,1288135424,T. Peters,Treyson Peters,Peters,Treyson,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,15,542,143,4.73,4.51,4.88,1.45,.239,.358,.354,.712,21.7%,14.0%,2.1%,.296,69.1%,.322,64.7%
1256,1307056128,J. Wywoda,Jaden Wywoda,Wywoda,Jaden,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,16,1367,372,3.63,3.69,4.26,1.23,.239,.322,.355,.678,21.2%,7.5%,1.6%,.295,68.4%,.303,65.4%
1256,1105377280,Z. Endres,Zak Endres,Endres,Zak,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,20,714,183,3.74,2.92,3.55,1.29,.239,.328,.289,.617,24.6%,9.8%,0.5%,.322,64.3%,.285,68.3%
1258,1533747058,C. Bailey,Carson Bailey,Bailey,Carson,P,Baylor University,BAY,3033,Baylor,BBC,R,L,13,906,239,4.89,4.04,4.15,1.31,.239,.338,.356,.694,23.4%,8.8%,2.1%,.303,66.2%,.314,57.5%
1259,1092631296,B. Jones,Brady Jones,Jones,Brady,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,16,1197,314,4.92,4.80,5.02,1.45,.239,.372,.371,.743,23.2%,12.1%,2.2%,.305,67.8%,.338,71.3%
1260,1266982912,C. Lane,Carson Lane,Lane,Carson,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,15,1388,347,4.23,3.85,4.18,1.39,.239,.333,.357,.690,24.5%,11.0%,2.0%,.306,67.9%,.310,70.3%
1261,1294956288,G. Cleavinger,Grant Cleavinger,Cleavinger,Grant,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,19,278,60,4.26,4.91,4.26,1.66,.239,.383,.457,.840,33.3%,16.7%,3.3%,.346,65.4%,.365,84.2%
1261,1288366848,K. Straily,Kaden Straily,Straily,Kaden,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,13,1139,344,7.66,5.53,6.50,1.70,.239,.370,.399,.769,14.2%,15.1%,1.7%,.264,67.4%,.343,47.2%
1261,1170700775,P. Smith,Parker Smith,Smith,Parker,TWP,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,6,224,60,9.00,8.59,7.93,1.58,.239,.390,.500,.890,8.3%,13.3%,5.0%,.205,76.9%,.385,58.5%
1261,1342167610,L. Duff,Lane Duff,Duff,Lane,P,James Madison University,JMU,730340096,James Madison,BBC,L,L,16,264,66,9.95,6.57,6.77,2.05,.239,.446,.435,.881,18.2%,22.7%,1.5%,.294,67.6%,.395,47.1%
1265,1250050404,J. Zambrano,Jean Carlos Zambrano,Zambrano,Jean Carlos,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,20,731,187,4.25,3.98,4.40,1.23,.239,.317,.362,.679,20.9%,7.0%,2.1%,.285,67.5%,.300,67.4%
1266,1087385600,P. Huff,Peyton Huff,Huff,Peyton,P,Southern University,SOU,4767,Southern,BBC,R,R,17,550,151,4.50,4.78,5.13,1.97,.239,.411,.308,.718,26.5%,20.5%,1.3%,.347,62.7%,.342,70.9%
1267,1306838784,S. Seid,Spencer Seid,Seid,Spencer,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,L,L,16,980,243,4.79,3.43,3.64,1.30,.239,.322,.385,.707,29.2%,9.1%,2.5%,.331,66.2%,.312,64.1%
1267,1085398528,A. Kranzler,Alex Kranzler,Kranzler,Alex,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,18,605,154,3.62,3.42,3.19,1.10,.239,.280,.401,.681,26.0%,4.5%,3.2%,.299,68.0%,.293,68.6%
1267,1176408576,P. Dubie,Peter Dubie,Dubie,Peter,P,Brown University,BRWN,730236160,Brown,BBC,R,R,17,697,181,5.35,3.77,4.62,1.58,.239,.358,.324,.682,24.9%,14.9%,1.1%,.320,66.0%,.309,58.1%
1267,1588752043,B. Davis,Braxton Davis,Davis,Braxton,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,19,462,108,7.58,8.28,8.55,2.74,.239,.500,.394,.894,18.5%,32.4%,1.9%,.306,69.4%,.417,74.2%
1271,1162031104,W. Mendes,Wes Mendes,Mendes,Wes,P,Florida State University,FSU,101,Florida State,BBC,L,L,16,1350,342,5.42,4.59,4.25,1.40,.240,.348,.414,.762,26.3%,11.4%,3.2%,.307,67.2%,.338,68.5%
1271,1236290816,A. Haugh,Aidan Haugh,Haugh,Aidan,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,17,1354,333,3.72,4.30,3.90,1.37,.240,.324,.390,.715,25.5%,9.9%,3.3%,.299,66.5%,.317,76.4%
1273,1568921580,B. Cassedy,Brandon Cassedy,Cassedy,Brandon,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,16,1318,359,3.32,4.26,4.48,1.26,.240,.323,.379,.702,21.7%,8.4%,2.8%,.288,70.3%,.313,81.2%
1274,1145283328,L. OHearen,Liam O'Hearen,OHearen,Liam,P,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,13,842,213,6.50,4.03,4.87,1.47,.240,.379,.380,.759,24.4%,12.2%,0.9%,.331,64.4%,.344,59.6%
1275,1653486670,N. Love,Nathan Love,Love,Nathan,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,15,1167,328,3.99,4.39,4.80,1.24,.240,.305,.389,.693,16.5%,7.3%,2.7%,.265,70.1%,.305,69.4%
1276,1085959680,A. Morris,Austin Morris,Morris,Austin,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,18,322,91,6.64,4.85,4.83,1.48,.240,.374,.400,.774,22.0%,13.2%,2.2%,.302,67.9%,.348,51.3%
1276,1149963264,C. Wallace,Colby Wallace,Wallace,Colby,TWP,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,13,217,60,6.39,6.65,5.41,1.42,.240,.350,.500,.850,18.3%,10.0%,5.0%,.243,70.3%,.364,59.5%
1276,1334681344,A. Bryant,Alex Bryant,Bryant,Alex,P,Boston College,BC,227,Boston College,BBC,R,R,7,244,62,8.78,5.58,5.13,1.50,.240,.361,.420,.781,19.4%,12.9%,3.2%,.270,70.3%,.345,41.7%
1276,1205088512,R. Collins,Ramsey Collins,Collins,Ramsey,P,Siena College,SIE,730382592,Siena,BBC,R,R,8,126,34,7.50,7.84,6.97,2.00,.240,.441,.360,.801,17.6%,17.6%,2.9%,.278,61.1%,.377,44.1%
1276,1318831616,G. Johnston,Gavin Johnston,Johnston,Gavin,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,23,477,126,3.77,4.02,3.85,1.40,.240,.358,.410,.768,28.6%,12.7%,2.4%,.339,62.9%,.332,72.2%
1276,1110069504,M. Hoskins,Matthew Hoskins,Hoskins,Matthew,P,University of Georgia,UGA,226,Georgia,BBC,R,R,18,547,132,5.93,4.93,4.64,1.72,.240,.405,.390,.795,29.5%,17.4%,2.3%,.350,63.3%,.358,67.6%
1276,1198522112,J. Roettgen,Jacob Roettgen,Roettgen,Jacob,P,Troy University,TROY,730378496,Troy,BBC,L,L,10,305,85,4.00,4.01,4.95,1.33,.240,.329,.307,.636,16.5%,7.1%,1.2%,.283,66.7%,.293,60.2%
1276,1829255076,N. Samol,Noah Samol,Samol,Noah,P,Clemson University,CLEM,730358784,Clemson,BBC,L,L,7,134,43,9.82,10.13,9.87,2.05,.240,.537,.360,.897,11.6%,20.9%,2.3%,.263,73.7%,.435,58.3%
1276,1228853383,T. Barnett,Ty Barnett,Barnett,Ty,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,L,13,232,61,4.61,4.86,5.70,1.39,.240,.333,.380,.713,11.5%,11.5%,1.6%,.250,75.0%,.314,48.4%
1276,1812427465,B. Yoak,Bryant Yoak,Yoak,Bryant,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,13,159,38,15.19,5.62,6.03,2.63,.240,.500,.240,.740,34.2%,21.1%,0.0%,.500,25.0%,.382,26.3%
1276,1945860889,S. Wickstrom,Sawyer Wickstrom,Wickstrom,Sawyer,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,6,117,30,6.00,6.18,6.04,1.83,.240,.367,.440,.807,16.7%,16.7%,3.3%,.263,73.7%,.356,72.9%
1276,1199183626,L. Franks,Logan Franks,Franks,Logan,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,L,6,110,30,4.76,3.71,5.47,1.94,.240,.367,.280,.647,20.0%,16.7%,0.0%,.316,57.9%,.306,63.6%
1288,1276416512,J. Hustedde,Jacob Hustedde,Hustedde,Jacob,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,16,728,183,5.09,5.83,4.69,1.60,.240,.357,.455,.812,21.9%,15.3%,4.4%,.274,69.8%,.356,72.5%
1288,1012311822,F. Schelde,Felix Schelde,Schelde,Felix,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,19,750,188,6.53,5.08,5.55,1.63,.240,.367,.390,.757,19.1%,14.9%,2.1%,.284,70.7%,.339,61.5%
1290,1279297536,J. Brink,Jake Brink,Brink,Jake,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,16,1410,407,3.58,3.30,3.95,1.28,.240,.316,.334,.650,20.1%,7.9%,1.0%,.299,66.9%,.290,68.6%
1291,1184800768,K. Davis,Kellen Davis,Davis,Kellen,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,22,578,135,5.46,4.11,5.23,1.79,.240,.382,.317,.699,23.0%,18.5%,0.7%,.324,66.2%,.322,65.8%
1291,1195536640,E. Cartwright,Eli Cartwright,Cartwright,Eli,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,L,20,591,134,5.20,5.46,5.49,1.84,.240,.402,.394,.796,22.4%,19.4%,2.2%,.310,64.8%,.362,57.4%
1291,1757928158,D. Onorato,Danny Onorato,Onorato,Danny,P,Iona College,IONA,730242048,Iona,BBC,R,R,12,436,133,8.65,6.41,7.33,1.77,.240,.402,.356,.757,9.8%,15.8%,1.5%,.258,70.8%,.351,51.8%
1294,1294037248,J. Mazza,Joe Mazza,Mazza,Joe,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,L,7,354,91,3.86,2.51,3.36,1.38,.241,.341,.278,.619,27.5%,11.0%,0.0%,.352,64.8%,.290,61.3%
1294,1337773056,T. Ruhl,Ty Ruhl,Ruhl,Ty,P,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,19,782,196,5.23,5.27,5.23,1.42,.241,.368,.373,.741,18.9%,11.7%,2.6%,.280,66.9%,.332,67.2%
1294,1713227267,N. Didder,Nkosi Didder,Didder,Nkosi,P,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,25,819,224,5.16,5.96,6.42,1.72,.241,.408,.348,.757,13.4%,17.9%,1.3%,.267,70.2%,.346,66.4%
1297,1263577600,C. Carson,Chase Carson,Carson,Chase,P,UNC Charlotte,CHAR,730214400,Charlotte,BBC,L,L,28,819,209,4.83,3.06,3.22,1.19,.241,.309,.353,.662,30.6%,7.2%,2.4%,.336,66.4%,.295,64.9%
1298,1129426432,G. DeVooght,Gavin DeVooght,DeVooght,Gavin,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,5,262,72,5.17,4.26,5.40,1.34,.241,.400,.352,.752,19.4%,11.1%,0.0%,.317,65.9%,.348,60.7%
1298,1342168906,G. Arzuaga,Gio Arzuaga,Arzuaga,Gio,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,11,295,85,10.20,6.18,7.29,2.27,.241,.500,.333,.833,24.7%,24.7%,0.0%,.382,58.8%,.395,54.8%
1298,1360007400,K. Jirschele,Keagen Jirschele,Jirschele,Keagen,TWP,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,10,273,72,7.71,8.68,7.40,1.86,.241,.431,.463,.894,11.1%,18.1%,4.2%,.233,69.8%,.399,52.2%
1301,1132708864,N. Edders,Noah Edders,Edders,Noah,P,Troy University,TROY,730378496,Troy,BBC,R,R,14,1019,283,5.12,4.69,4.36,1.32,.241,.332,.433,.765,23.7%,9.5%,3.5%,.290,69.2%,.335,67.1%
1301,1002961029,R. Ritter,Riane Ritter,Ritter,Riane,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,12,1102,284,4.08,3.66,4.05,1.38,.241,.335,.327,.661,22.2%,10.2%,1.4%,.307,67.0%,.301,69.0%
1303,1338170880,G. Brown,Gunnar Brown,Brown,Gunnar,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,14,654,166,7.32,4.50,4.86,1.54,.241,.358,.365,.723,21.1%,13.3%,1.8%,.297,67.3%,.326,52.9%
1304,1327301888,J. Easterlin,Jaxson Easterlin,Easterlin,Jaxson,P,Oakland University,OAK,5386,Oakland,BBC,R,R,22,403,101,6.26,4.44,5.42,1.39,.241,.340,.337,.677,12.9%,11.9%,1.0%,.264,72.2%,.305,52.1%
1305,1175789044,B. Romero,Braeden Romero,Romero,Braeden,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,767,228,5.82,4.10,4.94,1.35,.241,.344,.323,.667,15.8%,9.6%,0.9%,.285,67.7%,.306,55.9%
