Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,PMenOn,P/PKAtt,PitcherPKAtt,PitcherPK,PitcherPKErr,P1B,P/PK1Att,PK1Att,PK1,PK1Err,P2B,P/PK2Att,PK2Att,PK2,PK2Err,P3B,P/PK3Att,PK3Att,PK3,PK3Err
1338,1327301888,J. Easterlin,Jaxson Easterlin,Easterlin,Jaxson,P,Oakland University,OAK,5386,Oakland,BBC,R,R,172,43.0,4,0,0,109,109.0,1,0,0,100,-,0,0,0,62,20.7,3,0,0
1338,1235425536,R. Oshinskie,Ryan Oshinskie,Oshinskie,Ryan,P,Brown University,BRWN,730236160,Brown,BBC,R,R,167,27.8,6,0,0,123,30.8,4,0,0,86,43.0,2,0,0,56,-,0,0,0
1338,1338491648,B. Kline,Brenden Kline,Kline,Brenden,P,Brown University,BRWN,730236160,Brown,BBC,R,R,219,19.9,11,0,0,192,17.5,11,0,0,149,-,0,0,0,104,-,0,0,0
1338,1211982848,S. Gottam,Santhosh Gottam,Gottam,Santhosh,P,Brown University,BRWN,730236160,Brown,BBC,R,R,485,25.5,19,0,1,322,23.0,14,0,0,192,38.4,5,0,1,159,-,0,0,0
1338,1122520320,J. Castrichini,Joe Castrichini,Castrichini,Joe,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,477,26.5,18,0,1,298,21.3,14,0,0,238,119.0,2,0,1,193,96.5,2,0,0
1338,1207786496,T. Scheidt,Toby Scheidt,Scheidt,Toby,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,202,67.3,3,0,1,172,57.3,3,0,1,92,-,0,0,0,48,-,0,0,0
1338,1281617408,R. Douglas,Ryan Douglas,Douglas,Ryan,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,201,6.7,30,0,1,145,4.8,30,0,1,80,-,0,0,0,34,-,0,0,0
1338,1281617664,Z. Gleason,Zach Gleason,Gleason,Zach,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,330,10.0,33,0,1,251,11.4,22,0,0,141,12.8,11,0,1,100,-,0,0,0
1338,1303463168,Z. Brockner,Zach Brockner,Brockner,Zach,P,Stonehill College,SC,730238464,Stonehill,BBC,L,L,53,53.0,1,0,0,34,34.0,1,0,0,30,-,0,0,0,15,-,0,0,0
1338,1336664320,J. Gilleran,James Gilleran,Gilleran,Jimmy,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,597,18.1,33,0,1,429,17.9,24,0,0,319,35.4,9,0,1,126,-,0,0,0
1338,1176552448,A. Hunt,Alex Hunt,Hunt,Alex,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,231,38.5,6,0,0,163,27.2,6,0,0,157,-,0,0,0,77,-,0,0,0
1338,1214263296,N. Chiaia,Nick Chiaia,Chiaia,Nick,P,Iona College,IONA,730242048,Iona,BBC,R,R,90,90.0,1,0,0,67,67.0,1,0,0,50,-,0,0,0,20,-,0,0,0
1338,1143021312,G. Gambradella,Gianni Gambradella,Gambradella,Gianni,P,University of Maine,ME,730275840,Maine,BBC,R,R,469,33.5,14,0,0,312,22.3,14,0,0,205,-,0,0,0,169,-,0,0,0
1338,1252817152,L. White,Landon White,White,Landon,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,223,55.8,4,0,0,180,60.0,3,0,0,139,139.0,1,0,0,63,-,0,0,0
1338,1336099840,J. Marot,Jordan Marot,Marot,Jordan,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,200,66.7,3,0,0,143,71.5,2,0,0,125,-,0,0,0,89,89.0,1,0,0
1338,1152971009,J. Masteralexis,Justin Masteralexis,Masteralexis,Justin,P,University of Massachusetts,MASS,5451,UMass,BBC,L,L,70,23.3,3,0,0,41,20.5,2,0,0,25,25.0,1,0,0,22,-,0,0,0
1338,1310351616,F. Rodriguez,Freddy Rodriguez,Rodriguez,Freddy,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,344,49.1,7,0,0,246,35.1,7,0,0,173,-,0,0,0,84,-,0,0,0
1338,1162574848,R. Faulks,Ryan Faulks,Faulks,Ryan,P,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,364,28.0,13,0,1,271,24.6,11,0,1,182,91.0,2,0,0,89,-,0,0,0
1338,1330801664,D. Harrison,Dallin Harrison,Harrison,Dallin,P,University of San Diego,USD,5320,San Diego,BBC,L,R,321,16.9,19,0,0,228,15.2,15,0,0,155,38.8,4,0,0,88,-,0,0,0
1338,1135889920,G. Hanson,Gerald Hanson,Hanson,Gerald,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,L,328,17.3,19,0,0,227,15.1,15,0,0,157,52.3,3,0,0,60,60.0,1,0,0
1338,1112932352,G. Hernandez,Gabriel Hernandez,Hernandez,Gabriel,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,173,19.2,9,0,0,112,14.0,8,0,0,101,101.0,1,0,0,53,-,0,0,0
1338,1327579392,D. Allen-Fox,Destin Allen-Fox,Allen-Fox,Destin,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,L,14,14.0,1,0,0,14,-,0,0,0,6,6.0,1,0,0,0,-,0,0,0
1338,1286993408,K. Taque,Kaden Taque,Taque,Kaden,P,University of California,CAL,730152448,California,BBC,L,R,99,99.0,1,0,0,92,92.0,1,0,0,71,-,0,0,0,58,-,0,0,0
1338,1213039616,N. Keljo,Nelson Keljo,Keljo,Nelson,P,Oregon State University,ORST,3111,Oregon State,BBC,L,L,498,19.2,26,0,0,337,16.0,21,0,0,255,85.0,3,0,0,79,39.5,2,0,0
1338,1152938496,M. Fraser,Max Fraser,Fraser,Max,P,Oregon State University,ORST,3111,Oregon State,BBC,L,L,86,17.2,5,0,0,64,16.0,4,0,0,37,37.0,1,0,0,14,-,0,0,0
1338,1162368256,J. Evangelista,Jase Evangelista,Evangelista,Jase,P,University of Washington,WASH,3110,Washington,BBC,R,R,142,47.3,3,0,0,100,33.3,3,0,0,86,-,0,0,0,58,-,0,0,0
1338,1195481600,I. Yeager,Isaac Yeager,Yeager,Isaac,P,University of Washington,WASH,3110,Washington,BBC,L,R,416,32.0,13,0,0,291,32.3,9,0,0,234,58.5,4,0,0,125,-,0,0,0
1338,1084449536,P. Beagle,Parrish Beagle,Beagle,Parrish,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,226,20.5,11,0,0,149,14.9,10,0,0,91,91.0,1,0,0,73,-,0,0,0
1338,1238207488,Z. Tenn,Zacary Tenn,Tenn,Zacary,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,155,38.8,4,0,1,118,59.0,2,0,0,75,37.5,2,0,1,51,-,0,0,0
1338,1255285504,J. Sarver,Joel Sarver,Sarver,Joel,P,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,222,31.7,7,0,0,150,21.4,7,0,0,115,-,0,0,0,65,-,0,0,0
1338,1311043840,P. Consigli,Peyton Consigli,Consigli,Peyton,P,Canisius College,CAN,730218752,Canisius,BBC,L,R,514,21.4,24,0,1,311,13.5,23,0,1,275,275.0,1,0,0,166,-,0,0,0
1338,1256935680,A. Galvan,Alex Galvan,Galvan,Alex,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,203,33.8,6,0,1,113,37.7,3,0,1,93,31.0,3,0,0,48,-,0,0,0
1338,1330742784,J. Fernald,Josh Fernald,Fernald,Josh,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,167,8.3,20,0,0,110,5.8,19,0,0,84,84.0,1,0,0,50,-,0,0,0
1338,1085402112,C. Campau,Carter Campau,Campau,Carter,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,42,42.0,1,0,0,27,27.0,1,0,0,20,-,0,0,0,6,-,0,0,0
1338,1115419904,J. Bergman,Jackson Bergman,Bergman,Jackson,P,University of Toledo,TOL,5388,Toledo,BBC,L,R,457,12.7,36,0,0,281,7.8,36,0,0,197,-,0,0,0,129,-,0,0,0
1338,1310372608,N. Benhardt,Nic Benhardt,Benhardt,Nic,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,314,13.1,24,0,1,205,8.9,23,0,1,186,186.0,1,0,0,76,-,0,0,0
1338,1213486080,J. Borsari,James Borsari,Borsari,James,P,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,169,24.1,7,0,2,60,8.6,7,0,2,112,-,0,0,0,69,-,0,0,0
1338,1225592064,S. Hutchinson,Sam Hutchinson,Hutchinson,Sam,P,University of Connecticut,CONN,5486,Connecticut,BBC,L,L,216,108.0,2,0,0,188,94.0,2,0,0,102,-,0,0,0,40,-,0,0,0
1338,1105517312,D. Munn,Drew Munn,Munn,Drew,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,566,18.3,31,0,1,394,15.8,25,0,1,275,45.8,6,0,0,119,-,0,0,0
1338,1167072512,F. Howard,Flynn Howard,Howard,Flynn,P,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,274,16.1,17,0,0,191,12.7,15,0,0,119,119.0,1,0,0,73,73.0,1,0,0
1338,1199195136,W. Cameron,Wyatt Cameron,Cameron,Wyatt,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,353,50.4,7,0,0,202,28.9,7,0,0,213,-,0,0,0,158,-,0,0,0
1338,1322874368,J. Schwank,Jackson Schwank,Schwank,Jackson,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,265,26.5,10,0,0,168,18.7,9,0,0,171,171.0,1,0,0,92,-,0,0,0
1338,1284163840,T. Delany,Tommy Delany,Delany,Tommy,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,178,16.2,11,0,0,141,14.1,10,0,0,84,84.0,1,0,0,63,-,0,0,0
1338,1285478656,D. Pressley,Devin Pressley,Pressley,Devin,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,257,64.3,4,0,1,181,60.3,3,0,0,128,128.0,1,0,1,83,-,0,0,0
1338,1099398656,T. Ware,Tanner Ware,Ware,Tanner,P,Oakland University,OAK,5386,Oakland,BBC,L,L,503,8.8,57,0,2,294,6.3,47,0,2,254,25.4,10,0,0,134,-,0,0,0
1338,1207806208,C. Kachinsky,Colton Kachinsky,Kachinsky,Colton,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,L,L,112,112.0,1,0,0,61,61.0,1,0,0,71,-,0,0,0,47,-,0,0,0
1338,1143053824,B. Dolby,Bryce Dolby,Dolby,Bryce,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,77,19.3,4,0,0,45,11.3,4,0,0,23,-,0,0,0,14,-,0,0,0
1338,1170528512,L. Strahm,Levi Strahm,Strahm,Levi,P,Yale University,YALE,730334464,Yale,BBC,L,L,100,25.0,4,0,0,76,19.0,4,0,0,59,-,0,0,0,37,-,0,0,0
1338,1255990016,B. Shawn,Brody Shawn,Shawn,Brody,P,High Point University,HP,730321152,High Point,BBC,R,R,99,99.0,1,0,1,71,71.0,1,0,1,51,-,0,0,0,24,-,0,0,0
1338,1342166956,T. Lopez,Tomas Lopez,Lopez,Tomas,P,Columbia University,CLMB,730319104,Columbia,BBC,R,R,112,18.7,6,0,0,74,14.8,5,0,0,36,36.0,1,0,0,23,-,0,0,0
1338,1130331137,B. Gluth,Braden Gluth,Gluth,Braden,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,150,50.0,3,0,0,106,35.3,3,0,0,99,-,0,0,0,57,-,0,0,0
1338,1288367360,A. Elges,Alek Elges,Elges,Alek,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,516,15.6,33,0,1,357,12.8,28,0,1,245,49.0,5,0,0,169,-,0,0,0
1338,1099416576,D. DelCollo,Drew DelCollo,DelCollo,Drew,P,Oakland University,OAK,5386,Oakland,BBC,R,R,161,17.9,9,0,0,114,19.0,6,0,0,95,31.7,3,0,0,81,-,0,0,0
1338,1145959424,T. Moore Jr.,Tommy Moore Jr.,Moore Jr.,Tommy,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,185,15.4,12,0,0,106,9.6,11,0,0,107,107.0,1,0,0,39,-,0,0,0
1338,1218073600,T. Prather,Tyler Prather,Prather,Tyler,P,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,210,70.0,3,0,1,127,42.3,3,0,1,123,-,0,0,0,98,-,0,0,0
1338,1296521728,K. Segel,Kaden Segel,Segel,Kaden,P,University of Portland,PORT,730360320,Portland,BBC,R,R,490,6.4,76,0,1,306,4.5,68,0,1,220,27.5,8,0,0,123,-,0,0,0
1338,1257462784,L. Reddemann,Logan Reddemann,Reddemann,Logan,TWP,University of San Diego,USD,5320,San Diego,BBC,S,R,373,13.8,27,0,0,252,11.0,23,0,0,216,54.0,4,0,0,72,-,0,0,0
1338,1174876160,C. Bolton,Cale Bolton,Bolton,Cale,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,106,106.0,1,0,0,71,-,0,0,0,69,69.0,1,0,0,56,-,0,0,0
1338,1313789184,R. Schwede,Rian Schwede,Schwede,Rian,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,272,27.2,10,0,0,189,18.9,10,0,0,126,-,0,0,0,48,-,0,0,0
1338,1228468224,A. Barger,Alex Barger,Barger,Alex,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,291,41.6,7,0,0,201,28.7,7,0,0,136,-,0,0,0,92,-,0,0,0
1338,1331354368,M. Salina,Michael Salina,Salina,Michael,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,121,121.0,1,0,0,77,77.0,1,0,0,45,-,0,0,0,19,-,0,0,0
1338,1133388800,R. Packard,Ryan Packard,Packard,Ryan,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,419,20.9,20,0,1,262,13.1,20,0,1,214,-,0,0,0,91,-,0,0,0
1338,1100871680,C. Fennell,Connor Fennell,Fennell,Connor,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,211,7.0,30,0,0,130,5.4,24,0,0,63,10.5,6,0,0,37,-,0,0,0
1338,1154111488,C. Peguero,Chris Peguero,Peguero,Chris,P,University of Dayton,DAY,730194688,Dayton,BBC,R,R,706,11.8,60,0,1,420,7.8,54,0,0,325,54.2,6,0,1,210,-,0,0,0
1338,1195363840,C. Egan,Cole Egan,Egan,Cole,P,George Mason University,GMU,730265088,George Mason,BBC,L,L,272,24.7,11,0,0,165,20.6,8,0,0,135,45.0,3,0,0,106,-,0,0,0
1338,1132730368,L. Price,Landon Price,Price,Landon,P,Ohio University,OHIO,730298368,Ohio,BBC,L,L,254,13.4,19,0,0,188,11.8,16,0,0,110,36.7,3,0,0,84,-,0,0,0
1338,1215825920,G. Alloway,Gavin Alloway,Alloway,Gavin,P,Rider University,RID,730174976,Rider,BBC,R,R,173,57.7,3,0,0,139,46.3,3,0,0,125,-,0,0,0,92,-,0,0,0
1338,1100876544,T. Alch,Tucker Alch,Alch,Tucker,P,Rice University,RICE,2352,Rice,BBC,R,R,412,13.7,30,0,0,293,10.9,27,0,0,197,65.7,3,0,0,132,-,0,0,0
1338,1158279680,B. Frederick,Brady Frederick,Frederick,Brady,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,424,21.2,20,0,2,283,20.2,14,0,1,202,33.7,6,0,1,89,-,0,0,0
1338,1188014592,T. Pauley,Truman Pauley,Pauley,Truman,P,Harvard University,HARV,5450,Harvard,BBC,R,R,597,31.4,19,0,3,422,24.8,17,0,2,277,138.5,2,0,1,159,-,0,0,0
1338,1093159680,C. Driscoll,Clark Driscoll,Driscoll,Clark,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,227,25.2,9,0,0,109,27.3,4,0,0,134,26.8,5,0,0,92,-,0,0,0
1338,1207461376,A. Rath,Aidan Rath,Rath,Aidan,P,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,14,7.0,2,0,0,3,1.5,2,0,0,8,-,0,0,0,8,-,0,0,0
1338,1141192704,W. Humphrey,Billy Humphrey,Humphrey,William,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,281,56.2,5,0,0,199,39.8,5,0,0,177,-,0,0,0,74,-,0,0,0
1338,1309689600,S. Wilcox,Slater Wilcox,Wilcox,Slater,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,24,12.0,2,0,0,20,10.0,2,0,0,11,-,0,0,0,2,-,0,0,0
1338,1178715648,S. Heyman,Sam Heyman,Heyman,Sam,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,493,13.0,38,0,2,306,9.6,32,0,1,256,42.7,6,0,1,114,-,0,0,0
1338,1167233025,B. Riggs,Bryce Riggs,Riggs,Bryce,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,L,310,19.4,16,0,0,227,17.5,13,0,0,128,42.7,3,0,0,96,-,0,0,0
1338,1181357825,A. Rodriguez,Alex Rodriguez,Rodriguez,Alex,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,319,11.8,27,0,0,236,9.1,26,0,0,167,167.0,1,0,0,110,-,0,0,0
1338,1264050688,L. Touma,Lukas Touma,Touma,Lukas,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,15,15.0,1,0,0,8,8.0,1,0,0,5,-,0,0,0,2,-,0,0,0
1338,1306683648,A. Ressler,Andrew Ressler,Ressler,Andrew,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,195,19.5,10,0,0,143,17.9,8,0,0,103,51.5,2,0,0,32,-,0,0,0
1338,1195536640,E. Cartwright,Eli Cartwright,Cartwright,Eli,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,L,281,25.5,11,0,0,196,21.8,9,0,0,134,67.0,2,0,0,58,-,0,0,0
1338,1123951104,G. Seebold,Gavin Seebold,Seebold,Gavin,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,438,9.1,48,0,0,326,7.8,42,0,0,175,29.2,6,0,0,95,-,0,0,0
1338,1100835072,D. Hairfield,Dallas Hairfield,Hairfield,Dallas,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,91,30.3,3,0,0,80,26.7,3,0,0,62,-,0,0,0,33,-,0,0,0
1338,1104573696,J. Jarvis,Jacob Jarvis,Jarvis,Jacob,P,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,160,160.0,1,0,0,89,89.0,1,0,0,103,-,0,0,0,92,-,0,0,0
1338,1098932224,E. White,Eddie White,White,Eddie,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,166,7.5,22,0,0,128,5.8,22,0,0,65,-,0,0,0,47,-,0,0,0
1338,1085383424,J. Hobb,Jerek Hobb,Hobb,Jerek,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,L,396,198.0,2,0,0,301,150.5,2,0,0,197,-,0,0,0,132,-,0,0,0
1338,1254191104,T. Panariello,Ty Panariello,Panariello,Ty,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,267,89.0,3,0,0,181,181.0,1,0,0,136,68.0,2,0,0,50,-,0,0,0
1338,1100795904,A. Zenus,Aaron Zenus,Zenus,Aaron,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,292,10.4,28,0,1,240,8.9,27,0,1,119,119.0,1,0,0,79,-,0,0,0
1338,1196844288,D. Stone,Dakota Stone,Stone,Dakota,P,University of Central Florida,UCF,730256640,Central Florida,BBC,R,L,29,29.0,1,0,0,27,27.0,1,0,0,6,-,0,0,0,0,-,0,0,0
1338,1142920192,N. Vieira,Nick Vieira,Vieira,Nick,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,362,10.1,36,0,2,243,7.6,32,0,0,180,45.0,4,0,2,95,-,0,0,0
1338,1105277184,D. Oborne,Dylan Oborne,Oborne,Dylan,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,33,33.0,1,0,0,16,-,0,0,0,29,29.0,1,0,0,5,-,0,0,0
1338,1201255936,T. Conklin,Tyler Conklin,Conklin,Tyler,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,442,15.2,29,0,0,305,12.2,25,0,0,238,59.5,4,0,0,95,-,0,0,0
1338,1086299648,N. Banks,Nyle Banks,Banks,Nyle,P,Southern University,SOU,4767,Southern,BBC,R,R,324,40.5,8,0,0,197,24.6,8,0,0,195,-,0,0,0,75,-,0,0,0
1338,1218555648,R. Grace,Rashard Grace,Grace,Rashard,C,Southern University,SOU,4767,Southern,BBC,R,R,284,23.7,12,0,0,188,15.7,12,0,0,150,-,0,0,0,81,-,0,0,0
1338,1282853376,S. Colon,Shadai Colon,Colon,Shadai,P,Alabama State University,ALST,4765,Alabama State,BBC,L,L,243,243.0,1,0,0,170,170.0,1,0,0,107,-,0,0,0,75,-,0,0,0
1338,1195512064,L. Bevis,Logan Bevis,Bevis,Logan,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,211,26.4,8,0,0,112,16.0,7,0,0,87,87.0,1,0,0,83,-,0,0,0
1338,1162285568,C. Gaudette,Caden Gaudette,Gaudette,Caden,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,153,30.6,5,0,0,123,30.8,4,0,0,72,72.0,1,0,0,42,-,0,0,0
1338,1245927424,K. Smith,Koen Smith,Smith,Koen,P,Fordham University,FOR,730324992,Fordham,BBC,R,R,279,46.5,6,0,1,192,38.4,5,0,1,156,156.0,1,0,0,113,-,0,0,0
1338,1279529984,J. Clark,Jack Clark,Clark,Jack,P,Fordham University,FOR,730324992,Fordham,BBC,R,R,55,55.0,1,0,0,45,45.0,1,0,0,24,-,0,0,0,19,-,0,0,0
1338,1132705024,K. Kaufmann,Keagon Kaufmann,Kaufmann,Keagon,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,325,54.2,6,0,0,170,34.0,5,0,0,195,195.0,1,0,0,94,-,0,0,0
1338,1317479936,R. Peterson,Riley Peterson,Peterson,Riley,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,L,246,49.2,5,0,0,152,30.4,5,0,0,119,-,0,0,0,64,-,0,0,0
1338,1215104768,N. Ingle,Noah Ingle,Ingle,Noah,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,121,60.5,2,0,0,84,84.0,1,0,0,48,-,0,0,0,45,45.0,1,0,0
1338,1078298112,J. Kwiatkowski,John Kwiatkowski,Kwiatkowski,John,P,Boston College,BC,227,Boston College,BBC,L,L,207,11.5,18,0,0,135,9.0,15,0,0,124,41.3,3,0,0,60,-,0,0,0
1338,1138529536,B. Vicini,Brant Vicini,Vicini,Brant,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,90,30.0,3,0,1,40,40.0,1,0,0,73,36.5,2,0,1,66,-,0,0,0
1338,1251446784,G. Schmitt,Gavin Schmitt,Schmitt,Gavin,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,363,24.2,15,0,0,232,19.3,12,0,0,182,60.7,3,0,0,97,-,0,0,0
1338,1106676224,F. DiGiacomo,Fenix DiGiacomo,DiGiacomo,Fenix,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,331,41.4,8,0,1,161,23.0,7,0,0,166,166.0,1,0,1,96,-,0,0,0
1338,1273686784,R. Dittner,Ried Dittner,Dittner,Ried,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,453,41.2,11,0,0,340,34.0,10,0,0,202,202.0,1,0,0,141,-,0,0,0
1338,1217944064,B. Gomez,Brandon Gomez,Gomez,Brandon,P,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,384,48.0,8,0,0,278,39.7,7,0,0,185,185.0,1,0,0,144,-,0,0,0
1338,1126280192,J. Guiliano,Justin Guiliano,Guiliano,Justin,P,Purdue University,PUR,730353152,Purdue,BBC,R,L,136,11.3,12,0,0,123,12.3,10,0,0,89,44.5,2,0,0,49,-,0,0,0
1338,1153009664,G. Jeffries,Graham Jeffries,Jeffries,Graham,P,George Washington University,GW,730249216,George Washington,BBC,R,R,309,10.7,29,0,0,218,9.5,23,0,0,192,32.0,6,0,0,90,-,0,0,0
1338,1241946624,C. Johnston,Connor Johnston,Johnston,Connor,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,272,14.3,19,0,0,170,12.1,14,0,0,151,30.2,5,0,0,71,-,0,0,0
1338,1100098048,A. Jergins,Andrew Jergins,Jergins,Andrew,P,Georgetown University,GTWN,2330,Georgetown,BBC,L,L,246,35.1,7,0,0,165,23.6,7,0,0,171,-,0,0,0,117,-,0,0,0
1338,1162110976,C. Mayfield,Carson Mayfield,Mayfield,Carson,P,Cornell University,COR,730298624,Cornell,BBC,R,R,433,16.7,26,0,2,306,13.3,23,0,2,187,93.5,2,0,0,93,93.0,1,0,0
1338,1336566784,R. Reich,Ryan Reich,Reich,Ryan,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,512,9.7,53,0,0,340,6.7,51,0,0,301,150.5,2,0,0,168,-,0,0,0
1338,1110024960,C. Bowker,Cody Bowker,Bowker,Cody,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,548,8.6,64,0,0,432,7.4,58,0,0,206,34.3,6,0,0,84,-,0,0,0
1338,1162475008,E. Selmer,Evan Selmer,Selmer,Evan,P,UMBC,UMBC,730210304,UMBC,BBC,R,R,40,13.3,3,0,0,37,12.3,3,0,0,19,-,0,0,0,12,-,0,0,0
1338,1320967936,M. Aukerman,Matthew Aukerman,Aukerman,Matthew,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,310,51.7,6,0,0,247,61.8,4,0,0,149,74.5,2,0,0,86,-,0,0,0
1338,1099378432,B. Gillespie,Blake Gillespie,Gillespie,Blake,P,UNC Charlotte,CHAR,730214400,Charlotte,BBC,S,R,497,8.6,58,0,0,367,6.6,56,0,0,155,77.5,2,0,0,92,-,0,0,0
1338,1165449216,B. Zeldin,Brian Zeldin,Zeldin,Brian,P,University of Georgia,UGA,226,Georgia,BBC,R,R,304,10.5,29,0,0,193,8.4,23,0,0,144,24.0,6,0,0,67,-,0,0,0
1338,1095054336,C. Goldstein,Charlie Goldstein,Goldstein,Charlie,P,University of Georgia,UGA,226,Georgia,BBC,L,L,211,11.1,19,0,0,161,8.9,18,0,0,88,88.0,1,0,0,43,-,0,0,0
1338,1092660736,Z. Harris,Zachary Harris,Harris,Zachary,P,University of Georgia,UGA,226,Georgia,BBC,R,R,203,16.9,12,0,0,134,12.2,11,0,0,68,68.0,1,0,0,54,-,0,0,0
1338,1282084608,T. McLoughlin,Tyler McLoughlin,McLoughlin,Tyler,P,University of Georgia,UGA,226,Georgia,BBC,R,R,182,60.7,3,0,0,133,133.0,1,0,0,117,58.5,2,0,0,29,-,0,0,0
1338,1173314048,J. Hampton,Jeremiah Hampton,Hampton,Jeremiah,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,92,92.0,1,0,0,62,62.0,1,0,0,53,-,0,0,0,32,-,0,0,0
1338,1255252992,C. Barnett,Caden Barnett,Barnett,Caden,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,120,120.0,1,0,0,90,90.0,1,0,0,69,-,0,0,0,35,-,0,0,0
1338,1092681472,D. Radtke,DJ Radtke,Radtke,DJ,P,University of Georgia,UGA,226,Georgia,BBC,R,R,288,26.2,11,0,1,211,21.1,10,0,1,122,122.0,1,0,0,63,-,0,0,0
