Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,Inn,FieldOpp,Chances,PO,A,E,ThrowE,FieldE,DropE,FLD%,DP
1154,1321145600,A. Nelson,Andy Nelson,Nelson,Andy,2B,University of Iowa,IOWA,1232,Iowa,BBC,R,R,42,281.2,90,79,46,31,2,1,1,0,.975,8
1156,1227126016,A. Sullivan,Adam Sullivan,Sullivan,Adam,1B,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,R,39,305.1,110,197,128,64,5,1,4,0,.975,23
1156,1126573056,B. Voth,Brant Voth,Voth,Brant,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,R,41,282.0,19,197,180,12,5,0,4,0,.975,8
1158,1259825664,M. Dattalo,Michael Dattalo,Dattalo,Michael,3B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,56,474.1,128,118,26,89,3,1,2,0,.975,4
1158,1162562304,T. Barth,Tommy Barth,Barth,Tommy,LF,University of Kansas,KU,730360064,Kansas,BBC,R,L,58,473.2,183,118,114,1,3,0,3,0,.975,0
1160,1304398080,C. Tuupo,Chandler Tuupo,Tuupo,Chandler,1B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,L,49,411.2,83,393,357,26,10,4,7,0,.975,40
1161,1679314314,K. Decelle,Kenny Decelle,Decelle,Kenny,CF,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,55,457.2,257,157,149,4,4,0,4,0,.975,0
1162,1237035776,B. Blandford,Bobby Blandford,Blandford,Bobby,RF,Fresno State,FRES,730384384,Fresno State,BBC,L,L,60,523.2,193,117,107,7,3,0,3,0,.974,2
1162,1257493248,J. Castagnola,James Castagnola,Castagnola,James,1B,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,47,385.0,95,195,132,58,5,2,3,0,.974,21
1162,1576528848,C. Hegwood,Colton Hegwood,Hegwood,Colton,RF,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,59,490.1,160,117,93,21,3,0,3,0,.974,5
1162,1064606452,T. Anderson,TJ Anderson,Anderson,TJ,LF,The Citadel,CIT,730366720,The Citadel,BBC,L,R,54,445.1,213,117,109,5,3,0,3,0,.974,2
1162,1641964302,C. Husko,Colin Husko,Husko,Colin,2B,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,L,R,40,324.2,128,156,53,99,4,2,2,0,.974,17
1162,1020700976,O. Siegert,Owen Siegert,Siegert,Owen,TWP,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,L,47,370.0,191,117,113,1,3,0,3,0,.974,0
1168,1229994703,J. Schark,Jack Schark,Schark,Jack,2B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,59,514.2,196,272,100,165,7,0,7,0,.974,33
1169,1222785280,B. Watkins,Brock Watkins,Watkins,Brock,2B,Brigham Young University,BYU,730257152,BYU,BBC,R,R,48,410.0,116,155,50,101,4,1,3,0,.974,22
1169,1447371685,G. Sanders,Gatlin Sanders,Sanders,Gatlin,2B,Mississippi State University,MSST,5080,Mississippi State,BBC,L,R,45,352.2,116,155,57,94,4,1,3,0,.974,16
1171,1476164141,T. Smith,Tyler Smith,Smith,Tyler,C,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,S,R,48,398.0,87,271,207,57,7,5,2,0,.974,9
1172,1275126785,J. Barbour,Jake Barbour,Barbour,Jake,2B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,R,51,422.1,155,193,64,124,5,1,4,0,.974,20
1172,1136410112,Z. Toglia,Zach Toglia,Toglia,Zach,3B,University of Portland,PORT,730360320,Portland,BBC,R,R,50,431.0,129,193,95,93,5,1,4,0,.974,12
1174,1248459776,K. Durnin,Kam Durnin,Durnin,Kam,SS,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,47,405.1,143,154,54,96,4,0,4,0,.974,15
1174,1207467008,B. Stanley,Brett Stanley,Stanley,Brett,LF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,53,464.0,169,77,68,7,2,0,2,0,.974,1
1174,1967439649,M. DAmato,Matt DAmato,DAmato,Matt,LF,Bryant University,BRY,730266880,Bryant,BBC,L,R,49,414.0,142,77,73,2,2,0,2,0,.974,2
1174,1753456456,J. Swift,Julian Swift,Swift,Julian,3B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,44,375.0,85,77,18,57,2,1,1,0,.974,1
1178,1133497600,K. Banks Jr.,Kalum Banks Jr.,Banks Jr.,Kalum,1B,Alcorn State University,ALCN,5376,Alcorn State,BBC,S,R,35,240.1,60,230,220,4,6,1,4,0,.974,13
1178,1821258240,J. Thompson,J.T. Thompson,Thompson,J.T.,2B,Rutgers University,RUTG,730229248,Rutgers,BBC,L,R,55,437.1,187,230,82,142,6,1,5,0,.974,31
1178,1125632993,A. Groeneveld,AJ Groeneveld,Groeneveld,AJ,RF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,R,43,341.2,95,230,205,19,6,2,4,0,.974,11
1181,1087549952,E. Lazio,Eli Lazio,Lazio,Eli,1B,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,46,315.1,73,268,239,22,7,0,7,0,.974,17
1182,1212114688,C. Schebler,Charlie Schebler,Schebler,Charlie,2B,University of Akron,AKR,540536064,Akron,BBC,L,R,40,330.1,113,153,60,89,4,1,3,0,.974,14
1182,1141526016,J. Carrion,Jordan Carrion,Carrion,Jordan,2B,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,44,352.0,115,153,50,99,4,0,4,0,.974,28
1184,1156909312,N. Cadena,Nathan Cadena,Cadena,Nathan,1B,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,53,456.0,121,229,164,59,6,3,3,0,.974,16
1185,1163965026,D. Reynolds,Drew Reynolds,Reynolds,Drew,1B,University of Maine,ME,730275840,Maine,BBC,L,R,44,358.0,77,381,351,20,10,0,10,0,.974,32
1186,1293149440,S. Selinsky,Skye Selinsky,Selinsky,Skye,CF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,33,273.1,118,76,74,0,2,0,2,0,.974,0
1186,1310545920,A. Guzman,Armani Guzman,Guzman,Armani,RF,West Virginia University,WVU,5327,West Virginia,BBC,L,R,43,252.0,89,76,62,12,2,1,1,0,.974,1
1186,1494680835,B. Smith,Brayden Smith,Smith,Brayden,CF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,53,458.0,185,190,99,86,5,1,4,0,.974,14
1189,1167307520,T. Mally,Tanner Mally,Mally,Tanner,CF,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,50,409.1,208,151,142,5,4,0,4,0,.974,0
1190,1835124967,C. Jenkins,Carter Jenkins,Jenkins,Carter,3B,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,36,285.1,76,75,23,50,2,0,2,0,.973,2
1191,1144614656,L. Lawrence,Luke Lawrence,Lawrence,Luke,2B,University of Kentucky,UK,5362,Kentucky,BBC,L,R,57,497.2,151,187,59,123,5,1,4,0,.973,25
1192,1162532096,T. Lopez,Tracer Lopez,Lopez,Tracer,2B,Texas Tech University,TTU,2350,Texas Tech,BBC,L,R,53,461.2,162,224,71,147,6,1,4,0,.973,25
1192,1145240064,T. Salvaggio,TJ Salvaggio,Salvaggio,TJ,SS,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,54,454.2,186,224,68,150,6,2,4,0,.973,37
1194,1258112000,M. Sargent,Myles Sargent,Sargent,Myles,2B,University of Maine,ME,730275840,Maine,BBC,R,R,47,387.0,140,186,69,112,5,1,4,0,.973,26
1195,1192517376,M. Miesse,Maddox Miesse,Miesse,Maddox,C,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,44,362.0,44,297,244,45,8,8,0,0,.973,3
1196,1174371584,L. Crowden,Lane Crowden,Crowden,Lane,LF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,44,345.0,123,74,52,20,2,0,2,0,.973,2
1196,1309405440,J. Bastian,Jaden Bastian,Bastian,Jaden,CF,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,53,439.1,204,148,138,6,4,0,4,0,.973,2
1196,1100575744,C. Chee-Aloy,Cameron Chee-Aloy,Chee-Aloy,Cameron,RF,University of Illinois,ILL,730163456,Illinois,BBC,R,R,46,368.2,130,74,72,0,2,0,2,0,.973,0
1196,1192515328,A. Divittorio,Anthony Divittorio,Divittorio,Anthony,LF,Coppin State University,COPP,730194176,Coppin State,BBC,L,R,44,346.2,170,74,71,1,2,0,2,0,.973,0
1196,1301146368,M. King,Matt King,King,Matt,SS,Arizona State University,ASU,5035,Arizona State,BBC,R,R,50,427.1,111,148,53,91,4,1,3,0,.973,16
1196,1273172737,K. Spence,Keenan Spence,Spence,Keenan,RF,Purdue University,PUR,730353152,Purdue,BBC,R,R,46,355.1,117,74,71,1,2,0,2,0,.973,0
1196,1279355904,K. Proctor,Kyler Proctor,Proctor,Kyler,2B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,494.2,185,222,77,139,6,2,4,0,.973,29
1196,1153320704,A. Arquette,Aiva Arquette,Arquette,Aiva,SS,Oregon State University,ORST,3111,Oregon State,BBC,R,R,65,562.2,162,222,76,140,6,4,2,0,.973,38
1196,1543737859,D. Allen II,Dwight Allen II,Allen II,Dwight,RF,UNLV,UNLV,730161664,UNLV,BBC,R,R,37,252.1,114,74,71,1,2,0,2,0,.973,0
1196,1732831224,B. Fraasman,Brayden Fraasman,Fraasman,Brayden,RF,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,54,451.1,128,74,71,1,2,0,2,0,.973,0
1206,1080800768,Z. Rogacki,Zach Rogacki,Rogacki,Zach,C,Binghamton University,BING,730155776,Binghamton,BBC,L,R,49,401.2,103,258,234,17,7,3,4,0,.973,2
1206,1084417280,A. Kean,Alex Kean,Kean,Alex,1B,Morehead State University,MORE,730158080,Morehead State,BBC,L,R,49,411.2,128,258,241,10,7,2,6,0,.973,20
1208,1207766272,H. Godbout,Henry Godbout,Godbout,Henry,2B,University of Virginia,UVA,5415,Virginia,BBC,R,R,50,420.2,129,184,58,121,5,0,5,0,.973,32
1209,1208727296,D. Listi,Dom Listi,Listi,Dom,LF,Clemson University,CLEM,730358784,Clemson,BBC,L,L,61,524.1,206,110,104,3,3,0,3,0,.973,1
1209,1310396928,B. Truitt,Brantley Truitt,Truitt,Brantley,2B,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,L,R,42,360.2,120,110,66,41,3,1,2,0,.973,8
1209,1257290240,L. Cook,Lukas Cook,Cook,Lukas,SS,Purdue University,PUR,730353152,Purdue,BBC,R,R,37,291.1,83,110,35,72,3,0,3,0,.973,18
1212,1263953664,T. Peters,Tyler Peters,Peters,Tyler,LF,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,41,325.2,137,73,65,6,2,0,2,0,.973,4
1212,1173523200,J. Spinosa,JC Spinosa,Spinosa,JC,SS,Canisius College,CAN,730218752,Canisius,BBC,R,R,44,350.0,111,146,55,87,4,1,3,0,.973,15
1212,1287041280,A. Marcello,Andrew Marcello,Marcello,Andrew,CF,Canisius College,CAN,730218752,Canisius,BBC,R,R,35,272.1,121,73,69,2,2,0,2,0,.973,1
1212,1020564839,S. Lee,Sam Lee,Lee,Sam,LF,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,37,288.0,162,73,70,1,2,0,2,0,.973,0
1212,1203917596,J. Wakefield,Josh Wakefield,Wakefield,Josh,RF,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,L,50,408.0,120,73,70,1,2,0,2,0,.973,0
1217,1210145536,T. Rank,Treyton Rank,Rank,Treyton,1B,Rice University,RICE,2352,Rice,BBC,R,R,53,414.2,162,182,145,32,5,1,4,0,.973,12
1217,1174744576,B. Forrester,Brandon Forrester,Forrester,Brandon,3B,New Mexico State University,NMSU,730302720,New Mexico State,BBC,S,R,52,429.2,158,182,61,116,5,1,4,0,.973,25
1219,1159606016,J. Neff,Jason Neff,Neff,Jason,C,Villanova University,VILL,730278400,Villanova,BBC,R,R,44,362.2,13,361,325,26,10,5,4,0,.972,2
1220,1207798016,A. Lewis II,Andreaus Lewis,Lewis II,Andreaus,C,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,36,274.2,8,252,217,28,7,1,3,0,.972,1
1220,1213318656,M. Whelehan,Mike Whelehan,Whelehan,Mike,2B,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,37,267.2,107,144,52,88,4,2,2,0,.972,19
1220,1271032320,R. Stallman,Reed Stallman,Stallman,Reed,LF,Mississippi State University,MSST,5080,Mississippi State,BBC,L,R,41,255.2,63,36,34,1,1,0,1,0,.972,0
1220,1207761664,A. Evans,Aidan Evans,Evans,Aiden,2B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,43,286.1,118,144,46,94,4,0,4,0,.972,13
1220,1074064384,B. Rounds,Ben Rounds,Rounds,Ben,LF,Duke University,DUKE,730336256,Duke,BBC,L,R,50,413.0,145,72,69,1,2,0,2,0,.972,0
1220,1341291776,Z. Chamizo,Zach Chamizo,Chamizo,Zach,3B,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,53,445.0,120,216,161,49,6,1,5,0,.972,13
1220,1218073088,J. Brown,Jason Brown,Brown,Jason,LF,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,39,306.0,149,72,68,2,2,0,2,0,.972,1
1220,1415553116,L. Scilley,Landon Scilley,Scilley,Landon,3B,Liberty University,LIB,730156288,Liberty,BBC,R,R,44,368.1,108,108,40,65,3,2,1,0,.972,4
1220,1568958668,J. Nunnallee,James Nunnallee,Nunnallee,James,LF,University of Virginia,UVA,5415,Virginia,BBC,L,R,41,326.2,113,72,67,3,2,0,2,0,.972,0
1220,1463705968,A. Becker,Andrew Becker,Becker,Andrew,LF,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,L,35,285.0,132,72,67,3,2,0,2,0,.972,0
1230,1202710784,G. Boree,Gunner Boree,Boree,Gunner,2B,Brown University,BRWN,730236160,Brown,BBC,R,R,33,283.1,89,143,61,78,4,0,4,0,.972,24
1231,1237037056,R. Christiansen,Ryan Christiansen,Christiansen,Ryan,RF,Sacramento State University,SAC,730293760,Sacramento State,BBC,L,R,57,482.2,151,107,103,1,3,0,3,0,.972,0
1231,1158452736,M. Miceli,Matt Miceli,Miceli,Matt,SS,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,52,429.1,176,214,69,139,6,2,4,0,.972,34
1233,1171241377,J. Trivisonno,Joe Trivisonno,Trivisonno,Joe,CF,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,L,L,43,351.0,128,71,67,2,2,0,1,0,.972,2
1233,1305531530,T. Gambill,Trey Gambill,Gambill,Trey,LF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,50,416.0,149,71,69,0,2,0,2,0,.972,0
1233,1250738591,T. Mainolfi,Ty Mainolfi,Mainolfi,Ty,2B,University of Dayton,DAY,730194688,Dayton,BBC,L,L,55,454.2,139,213,82,125,6,3,3,0,.972,29
1233,1342169021,C. Schmidt,Carl Schmidt,Schmidt,Carl,LF,University of California,CAL,730152448,California,BBC,R,R,42,341.0,137,71,69,0,2,0,2,0,.972,1
1233,1529452925,G. Griggs,Gage Griggs,Griggs,Gage,3B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,41,339.0,111,142,42,96,4,0,4,0,.972,17
1238,1141017344,A. Rivera,Angel Rivera,Rivera,Angel,C,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,41,295.1,14,248,203,38,7,4,3,0,.972,4
1239,1196809217,R. Reese,Ripken Reese,Reese,Ripken,2B,Kent State University,KENT,730315008,Kent State,BBC,S,R,43,277.0,101,177,82,90,5,1,4,0,.972,22
1240,1265468416,J. Bach,Jordan Bach,Bach,Jordan,CF,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,54,462.2,224,141,137,0,4,0,4,0,.972,0
1241,1264006400,L. Nowak,Luke Nowak,Nowak,Luke,LF,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,L,L,53,444.2,211,140,133,3,4,0,4,0,.971,0
1241,1183062016,D. Bryce,Bryce Dawson,Bryce,Dawson,3B,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,58,501.0,130,140,47,89,4,1,3,0,.971,11
1241,1614478221,H. Turner,Hassan Turner,Turner,Hassan,RF,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,39,304.0,173,105,101,1,3,0,3,0,.971,2
1244,1232240129,A. Madera,Alex Madera,Madera,Alex,SS,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,61,535.0,176,209,57,146,6,2,4,0,.971,30
1245,1099188480,S. King,Skylar King,King,Skylar,CF,West Virginia University,WVU,5327,West Virginia,BBC,L,L,59,493.0,202,139,133,2,4,0,4,0,.971,0
1246,1900787526,J. Walker,Jackson Walker,Walker,Jackson,LF,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,56,467.0,202,104,100,1,3,0,3,0,.971,1
1247,1342167366,J. Sheffield,Jeremy Sheffield,Sheffield,Jeremy,3B,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,54,430.1,133,242,160,75,7,1,6,0,.971,21
1248,1093805824,W. Patchett,Wyatt Patchett,Patchett,Wyatt,RF,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,43,327.0,109,69,65,2,2,0,2,0,.971,0
1248,1309473536,A. Luccini,Alex Luccini,Luccini,Alex,CF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,53,440.2,220,138,133,1,4,0,4,0,.971,1
1248,1259952896,J. Toby,Jared Toby,Toby,Jared,RF,University at Albany,ALBY,730280448,Albany,BBC,R,R,44,350.1,118,69,67,0,2,0,2,0,.971,0
1248,1279825152,J. Power,Jack Power,Power,Jack,1B,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,R,54,450.0,103,345,293,42,10,2,7,0,.971,16
1248,1336234240,R. Hendricks,Rhett Hendricks,Hendricks,Rhett,RF,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,40,322.1,110,69,65,2,2,0,1,0,.971,0
1248,1818390468,L. Edwards,Larry Edwards,Edwards,Larry,LF,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,47,400.1,149,69,66,1,2,0,2,0,.971,0
1248,1915039459,W. Couchman,Will Couchman,Couchman,Will,2B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,42,349.1,117,138,63,71,4,0,4,0,.971,12
1255,1624172059,D. Kenealy,Damion Kenealy,Kenealy,Damion,1B,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,47,393.1,72,344,315,19,10,0,9,0,.971,28
1256,1195438336,A. Covarrubias,Abbrie Covarrubias,Covarrubias,Abbrie,2B,University of Southern California,USC,5047,USC,BBC,R,R,58,505.2,152,206,72,128,6,2,4,0,.971,28
1256,1096460032,J. Peltier,JP Peltier,Peltier,JP,LF,Wright State University,WRST,5390,Wright State,BBC,R,R,59,481.1,188,103,99,1,3,0,3,0,.971,2
1256,1342169853,S. Campbell,Scott Campbell,Campbell,Scott,RF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,53,411.0,142,103,98,2,3,0,3,0,.971,1
1259,1361255396,S. Darnell,Sean Darnell,Darnell,Sean,2B,Troy University,TROY,730378496,Troy,BBC,L,R,60,512.1,180,240,100,133,7,0,7,0,.971,30
1260,1800137342,J. Kwon,Junhyuk Kwon,Kwon,Junhyuk,2B,University of Nevada,NEV,4784,Nevada,BBC,R,R,40,318.2,107,171,84,82,5,1,4,0,.971,21
1261,1306696448,J. Schaffner,Jake Schaffner,Schaffner,Jake,SS,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,R,55,457.2,172,205,79,120,6,1,5,0,.971,18
1262,1092979456,G. Myro,Gunnar Myro,Myro,Gunnar,CF,UNLV,UNLV,730161664,UNLV,BBC,R,R,38,293.2,127,68,64,2,2,0,2,0,.971,1
1262,1182010880,R. Gerety,Ryan Gerety,Gerety,Ryan,RF,Northeastern University,NE,343,Northeastern,BBC,L,L,59,503.0,137,102,98,1,3,0,3,0,.971,0
1262,1079511552,T. Dickinson,Tim Dickinson,Dickinson,Tim,2B,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,R,48,395.1,144,204,73,125,6,1,5,0,.971,29
1262,1310924800,S. Gates,Sam Gates,Gates,Sam,RF,George Washington University,GW,730249216,George Washington,BBC,L,R,49,414.1,148,102,95,4,3,0,3,0,.971,3
1262,1887725148,N. Colby,Nolan Colby,Colby,Nolan,2B,Fairfield University,FAIR,730380544,Fairfield,BBC,L,R,58,504.2,141,204,88,110,6,0,6,0,.971,28
1262,1244314523,T. Spees,Trey Spees,Spees,Trey,2B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,46,371.0,112,170,75,90,5,1,4,0,.971,20
1268,1336589568,J. Advincula,Jarren Advincula,Advincula,Jarren,2B,University of California,CAL,730152448,California,BBC,L,R,54,461.0,156,203,76,121,6,0,6,0,.970,20
1269,1227161344,M. Gray,Murf Gray,Gray,Murf,3B,Fresno State,FRES,730384384,Fresno State,BBC,R,R,59,510.2,129,135,56,75,4,2,2,0,.970,5
1270,1263372544,L. Arnold,Luke Arnold,Arnold,Luke,SS,Wright State University,WRST,5390,Wright State,BBC,R,R,58,492.2,153,202,82,114,6,2,4,0,.970,28
1271,1287473664,R. Daniels,Ryan Daniels,Daniels,Ryan,2B,University of Connecticut,CONN,5486,Connecticut,BBC,L,R,49,413.1,129,168,76,87,5,2,3,0,.970,18
1272,1254171392,R. Borho,Reese Borho,Borho,Reese,LF,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,L,46,337.0,134,67,65,0,2,0,2,0,.970,0
1272,1279360768,C. Rush,Camden Rush,Rush,Camden,2B,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,26,195.2,40,67,33,32,2,1,1,0,.970,12
1272,1092683264,C. Cole,Chris Cole,Cole,Chris,CF,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,R,57,471.0,199,134,129,1,4,0,4,0,.970,1
1272,1662602223,J. Ince,Jeffrey Ince,Ince,Jeffrey,2B,Samford University,SAM,730386432,Samford,BBC,S,R,55,461.1,136,201,82,113,6,0,6,0,.970,28
1272,1342168904,G. Sparr,Grayson Sparr,Sparr,Grayson,LF,Stonehill College,SC,730238464,Stonehill,BBC,R,R,40,314.2,152,67,64,1,2,0,1,0,.970,1
1272,1593724959,D. Larkins,Dylan Larkins,Larkins,Dylan,RF,Georgetown University,GTWN,2330,Georgetown,BBC,L,L,38,297.2,95,67,64,1,2,0,2,0,.970,1
1278,1322527232,A. Taylor,AJ Taylor,Taylor,A.J.,SS,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,42,360.2,144,167,63,99,5,2,3,0,.970,17
1278,1238257664,E. Garza,Eddie Garza,Garza,Eddie,2B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,48,362.1,114,167,67,95,5,2,3,0,.970,23
1280,1195522560,H. Warren,Hank Warren,Warren,Hank,RF,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,54,447.2,139,100,94,3,3,0,3,0,.970,2
1280,1285714688,H. Taubert,Harrison Taubert,Taubert,Harrison,RF,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,53,427.0,157,100,90,7,3,0,3,0,.970,1
1280,1187924224,N. Capozzi,Nick Capozzi,Capozzi,Nick,RF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,52,422.1,162,100,95,2,3,0,3,0,.970,1
1280,1221084416,B. Murtha,Brock Murtha,Murtha,Brock,2B,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,47,387.2,131,200,87,107,6,0,6,0,.970,26
1280,1081058304,J. Frias,JC Frias,Frias,Jc,2B,Iona College,IONA,730242048,Iona,BBC,R,R,44,373.0,147,200,70,124,6,3,3,0,.970,21
1280,1529112206,J. Legrande,Jon Legrande,Legrande,Jon,LF,St. John's University (NY),SJU,4285,St. John's,BBC,L,L,52,441.1,207,100,95,2,3,0,3,0,.970,0
1280,1072675317,M. Webb,Myles Webb,Webb,Myles,LF,Longwood University,LONG,730219264,Longwood,BBC,R,R,50,416.1,153,200,176,18,6,1,5,0,.970,15
1287,1888313665,K. Lodise,Kyle Lodise,Lodise,Kyle,SS,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,55,458.1,174,199,57,136,6,0,6,0,.970,25
1288,1869825908,C. Dodson,Cade Dodson,Dodson,Cade,2B,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,L,R,53,446.0,184,232,85,140,7,0,7,0,.970,28
1289,1420638320,I. Anderson,Indy Anderson,Anderson,Indy,1B,Coppin State University,COPP,730194176,Coppin State,BBC,L,R,38,304.0,58,265,242,15,8,0,8,0,.970,10
1290,1263439360,R. Burnett,Robbie Burnett,Burnett,Robbie,RF,University of Georgia,UGA,226,Georgia,BBC,L,R,54,441.1,120,99,58,38,3,0,3,0,.970,7
1290,1085403136,R. Kennell,Ryan Kennell,Kennell,Ryan,SS,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,52,425.1,168,198,83,109,6,2,4,0,.970,16
1290,1162533376,M. Lott,Malachi Lott,Lott,Malachi,TWP,University of Houston,HOU,3030,Houston,BBC,L,L,37,172.1,57,33,23,9,1,0,1,0,.970,0
1290,1272689664,C. Hincks,Connor Hincks,Hincks,Connor,2B,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,47,361.0,112,198,102,90,6,1,5,0,.970,14
1290,1222811904,C. Stefano,Cole Stefano,Stefano,Cole,CF,Towson University,TOWS,730318336,Towson,BBC,L,R,38,208.1,103,66,61,3,2,0,2,0,.970,0
1290,1247518976,T. Tracy,Tab Tracy,Tracy,Tab,CF,Lamar University,LAM,730162432,Lamar,BBC,L,L,53,435.1,157,99,95,1,3,0,2,0,.970,0
1296,1100142336,J. Ritter,Jamal Ritter,Ritter,Jamal,CF,Norfolk State University,NORF,3904,Norfolk State,BBC,L,L,42,342.0,147,131,124,3,4,1,2,0,.969,4
1296,1196803328,A. Hawke,Austin Hawke,Hawke,Austin,2B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,42,325.1,104,131,38,89,4,0,3,0,.969,12
1298,1243383808,J. Chirello,Jackson Chirello,Chirello,Jackson,RF,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,R,43,362.2,142,98,91,4,3,0,3,0,.969,1
1298,1334300928,J. Vos,Joe Vos,Vos,Joe,CF,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,L,50,394.1,173,98,94,1,3,0,3,0,.969,1
1298,1029774878,T. Chun,Tanner Chun,Chun,Tanner,LF,Tulane University,TULN,730354176,Tulane,BBC,R,R,52,395.2,155,98,94,1,3,0,3,0,.969,1
1301,1124296704,K. Dupont,Kade Dupont,Dupont,Kade,2B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,45,338.1,130,163,50,108,5,2,3,0,.969,11
1302,1310814464,N. Alderfer,Nick Alderfer,Alderfer,Nick,3B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,52,435.2,135,130,43,83,4,0,4,0,.969,6
