Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,Inn,FieldOpp,Chances,PO,A,E,ThrowE,FieldE,DropE,FLD%,DP
1,1627915882,B. Regala,Braden Regala,Regala,Braden,CF,Abilene Christian University,AC,730375936,Abilene Christian,BBC,S,L,54,461.0,230,153,151,2,0,0,0,0,1.000,2
1,1524243954,A. Williamson,Ace Williamson,Williamson,Ace,CF,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,60,508.0,259,191,190,1,0,0,0,0,1.000,1
1,1821462699,J. Lausch,Jack Lausch,Lausch,Jack,CF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,44,354.0,169,120,120,0,0,0,0,0,1.000,0
1,1119106753,D. Curiel,Derek Curiel,Curiel,Derek,LF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,65,538.2,168,88,87,1,0,0,0,0,1.000,1
1,1468408418,B. Rasmussen,Brody Rasmussen,Rasmussen,Brody,CF,University of Maine,ME,730275840,Maine,BBC,R,R,48,400.2,180,123,120,3,0,0,0,0,1.000,0
1,1751869942,Q. Murphy,Quinn Murphy,Murphy,Quinn,LF,University of Maine,ME,730275840,Maine,BBC,L,L,38,243.1,108,63,61,2,0,0,0,0,1.000,0
1,1916828654,C. Juchno,Chris Juchno,Juchno,Chris,RF,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,L,R,52,424.1,168,95,93,2,0,0,0,0,1.000,2
1,1565337963,A. Taclas,Aidan Taclas,Taclas,Aidan,RF,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,47,378.2,148,107,106,1,0,0,0,0,1.000,0
1,1218907422,J. Hanley,Jake Hanley,Hanley,Jake,1B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,56,466.2,84,421,403,18,0,0,0,0,1.000,31
1,1081816590,T. Markey,Tommy Markey,Markey,Tommy,LF,Fordham University,FOR,730324992,Fordham,BBC,L,L,52,357.1,153,84,82,2,0,0,0,0,1.000,2
1,1269233194,D. Small,Dane Small,Small,Dane,RF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,47,357.0,155,104,101,3,0,0,0,0,1.000,1
1,1072068937,C. Nicoletto,Cayden Nicoletto,Nicoletto,Cayden,1B,University of Missouri,MIZZ,4806,Missouri,BBC,L,L,40,266.1,69,177,167,10,0,0,0,0,1.000,8
1,1910342021,C. Schneider,Cooper Schneider,Schneider,Cooper,RF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,34,279.1,133,82,78,4,0,0,0,0,1.000,1
1,1342169428,A. Lemon,Austin Lemon,Lemon,Austin,LF,Villanova University,VILL,730278400,Villanova,BBC,S,R,35,283.1,154,89,88,1,0,0,0,0,1.000,0
1,1071999889,M. Ross,Max Ross,Ross,Max,RF,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,R,34,264.1,108,71,70,1,0,0,0,0,1.000,0
1,1755480502,C. Wulf,Caleb Wulf,Wulf,Caleb,1B,University of Iowa,IOWA,1232,Iowa,BBC,L,R,44,279.0,68,261,237,24,0,0,0,0,1.000,24
1,1675650877,I. Armstrong,Ian Armstrong,Armstrong,Ian,C,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,43,355.1,16,351,317,34,0,0,0,0,1.000,2
1,1304314330,P. Goodness,Paulie Goodness,Goodness,Paulie,CF,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,43,339.1,148,104,104,0,0,0,0,0,1.000,0
1,1328897569,T. Kiel II,Terrence Kiel II,Kiel II,Terrence,RF,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,54,445.1,148,100,94,6,0,0,0,0,1.000,3
1,1682487759,M. Bolton,Matt Bolton,Bolton,Matt,CF,Binghamton University,BING,730155776,Binghamton,BBC,L,R,55,454.0,256,155,155,0,0,0,0,0,1.000,1
1,1342169213,L. Smith,Lucas Smith,Smith,Lucas,RF,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,53,445.2,171,118,117,1,0,0,0,0,1.000,1
1,1529665535,C. Kosciusko,Cole Kosciusko,Kosciusko,Cole,LF,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,L,48,419.0,102,138,131,7,0,0,0,0,1.000,8
1,1818558744,J. De Anda,Jimmy De Anda,De Anda,Jimmy,LF,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,47,386.1,162,75,72,3,0,0,0,0,1.000,1
1,1342167432,R. Schuerman,Rece Schuerman,Schuerman,Rece,C,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,37,236.2,4,263,244,19,0,0,0,0,1.000,2
1,1385576884,B. McDevit,Brady McDevit,McDevit,Brady,LF,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,44,353.2,135,86,83,3,0,0,0,0,1.000,1
1,1552347049,C. Prince,Cooper Prince,Prince,Cooper,CF,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,50,414.2,220,149,149,0,0,0,0,0,1.000,0
1,1474632051,L. Rice,Lew Rice,Rice,Lew,CF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,44,343.1,159,109,108,1,0,0,0,0,1.000,0
1,1342170651,B. Rudisill,Bryce Rudisill,Rudisill,Bryce,1B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,49,415.1,74,376,364,12,0,0,0,0,1.000,31
1,1896537632,B. Harrison,Bear Harrison,Harrison,Bear,C,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,44,346.1,8,388,374,14,0,0,0,0,1.000,4
1,1190604296,J. Wachs,Jason Wachs,Wachs,Jason,RF,Tulane University,TULN,730354176,Tulane,BBC,L,R,44,341.0,112,63,63,0,0,0,0,0,1.000,0
1,1342168539,T. Sparrer,Tyler Sparrer,Sparrer,Tyler,C,Radford University,RAD,730267392,Radford,BBC,R,R,38,309.1,12,277,253,24,0,0,0,0,1.000,3
1,1393786348,G. Degnan,Gavin Degnan,Degnan,Gavin,RF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,33,211.0,78,50,49,1,0,0,0,0,1.000,0
1,1282739674,J. Bowman,Jacob Bowman,Bowman,Jacob,SS,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,46,381.2,146,171,59,112,0,0,0,0,1.000,14
177,1262667264,M. Levu,Mulivai Levu,Levu,Mulivai,1B,UCLA,UCLA,5048,UCLA,BBC,L,R,66,567.2,128,581,531,49,1,0,1,0,.998,65
178,1184447745,H. Hunter,Henry Hunter,Hunter,Henry,C,University of Georgia,UGA,226,Georgia,BBC,L,R,50,418.2,12,543,502,40,1,0,1,0,.998,1
179,1212104449,C. Barczi,Colin Barczi,Barczi,Colin,C,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,47,386.0,8,520,497,22,1,1,0,0,.998,1
180,1100577280,L. Stevenson,Luke Stevenson,Stevenson,Luke,C,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,58,501.2,7,519,476,42,1,1,0,0,.998,3
181,1294963456,L. Heyman,Luke Heyman,Heyman,Luke,C,University of Florida,FLA,730168320,Florida,BBC,R,R,47,372.1,9,502,467,34,1,0,1,0,.998,0
182,1032474289,J. Wall,Jonny Wall,Wall,Jonny,1B,George Mason University,GMU,730265088,George Mason,BBC,R,R,57,487.2,103,490,442,47,1,0,1,0,.998,32
183,1204946944,W. Vierling,Will Vierling,Vierling,Will,C,Murray State University,MURR,730188032,Murray State,BBC,L,R,55,465.1,10,462,424,37,1,1,0,0,.998,2
184,1710518612,P. Craska,Petey Craska,Craska,Petey,1B,University of North Alabama,UNA,730266624,North Alabama,BBC,L,R,55,474.0,98,450,422,27,1,0,0,0,.998,25
185,1232301313,J. Torres,Jose Torres,Torres,Jose,C,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,57,445.2,13,436,401,34,1,1,0,0,.998,4
186,1204040448,G. Hussey,Grant Hussey,Hussey,Grant,1B,West Virginia University,WVU,5327,West Virginia,BBC,L,R,60,472.1,81,434,419,14,1,0,1,0,.998,40
186,1298785792,R. Peterson,Ryan Peterson,Peterson,Ryan,C,Virginia Military Institute,VMI,730173440,VMI,BBC,L,R,52,423.0,10,434,394,39,1,0,1,0,.998,3
188,1083615488,I. Daugherty,Ian Daugherty,Daugherty,Ian,C,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,44,357.2,9,427,395,31,1,1,0,0,.998,5
189,1267878912,D. Perron,DJ Perron,Perron,DJ,1B,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,58,467.0,112,420,367,52,1,1,0,0,.998,41
190,1092663040,C. Bergman,Carter Bergman,Bergman,Carter,C,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,48,370.2,15,417,396,20,1,1,0,0,.998,4
191,1109524736,E. Berch,Eli Berch,Berch,Eli,C,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,48,388.2,5,411,360,50,1,0,1,0,.998,2
191,1097665280,V. Izquierdo,Victor Izquierdo,Izquierdo,Victor,1B,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,51,420.2,105,411,377,33,1,0,1,0,.998,32
193,1330772992,D. Joyce,Dylan Joyce,Joyce,Dylan,1B,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,50,426.2,75,402,389,12,1,0,1,0,.998,34
194,1304709376,C. Sanderson,Case Sanderson,Sanderson,Case,1B,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,47,376.1,66,401,388,12,1,1,1,0,.998,29
195,1218142949,N. Traeger,Nolan Traeger,Traeger,Nolan,C,Texas Christian University,TCU,5045,TCU,BBC,L,R,46,360.1,17,400,363,36,1,1,0,0,.998,1
196,1298764288,H. Hines,Hunter Hines,Hines,Hunter,1B,Mississippi State University,MSST,5080,Mississippi State,BBC,L,R,57,473.2,76,395,372,22,1,0,1,0,.997,25
197,1301047808,E. Ott,Ethan Ott,Ott,Ethan,1B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,48,400.2,68,394,374,19,1,0,1,0,.997,31
198,1142436096,D. Burkes,Devin Burkes,Burkes,Devin,C,University of Kentucky,UK,5362,Kentucky,BBC,R,R,43,355.1,10,390,366,23,1,1,0,0,.997,2
199,1410969802,F. Forgione,Freddy Forgione,Forgione,Freddy,1B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,52,423.0,59,384,368,15,1,0,1,0,.997,30
200,1100324865,A. Horvath,Andrew Horvath,Horvath,Andrew,C,University of Akron,AKR,540536064,Akron,BBC,R,R,39,338.1,18,380,352,27,1,1,0,0,.997,7
201,1162347776,A. Sosa,Alex Sosa,Sosa,Alex,C,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,40,333.2,6,372,357,14,1,0,1,0,.997,2
202,1287362304,K. Amundson,Kaden Amundson,Amundson,Kaden,C,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,48,387.0,11,370,332,37,1,0,0,0,.997,2
203,1243869440,N. Wilson,Nolan Wilson,Wilson,Nolan,C,Marshall University,MRSH,730333696,Marshall,BBC,R,R,51,412.1,9,366,334,31,1,0,1,0,.997,2
203,1342169008,C. Vrabel,Carter Vrabel,Vrabel,Carter,1B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,49,328.1,74,366,348,17,1,1,0,0,.997,26
205,1152818944,H. Pinkney,Hugh Pinkney,Pinkney,Hugh,C,Tulane University,TULN,730354176,Tulane,BBC,L,R,45,322.2,7,351,329,21,1,1,0,0,.997,3
206,1234004480,T. Bishop,Tyler Bishop,Bishop,Tyler,1B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,46,385.0,65,348,335,12,1,0,1,0,.997,21
207,1155635456,W. Weber,Wilson Weber,Weber,Wilson,C,Oregon State University,ORST,3111,Oregon State,BBC,R,R,63,521.2,17,672,621,49,2,1,1,0,.997,4
208,1311965184,B. Roney,Brendan Roney,Roney,Brendan,C,Florida International University,FIU,4468,Florida International,BBC,R,R,39,303.2,7,335,310,24,1,0,1,0,.997,4
209,1257423872,P. Goff,Parker Goff,Goff,Parker,C,Brigham Young University,BYU,730257152,BYU,BBC,R,R,45,381.2,11,332,310,21,1,0,0,0,.997,3
210,1188022272,C. Stewart,Conner Stewart,Stewart,Conner,C,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,41,314.0,13,318,293,24,1,1,0,0,.997,3
211,1264275200,L. Pringle,Lucas Pringle,Pringle,Lucas,C,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,42,331.0,5,316,293,22,1,1,0,0,.997,2
212,1099208448,L. McAllister,Levi McAllister,McAllister,Levi,C,University at Albany,ALBY,730280448,Albany,BBC,R,R,44,339.2,7,294,266,27,1,1,0,0,.997,2
213,1310590976,W. Barron,Walker Barron,Barron,Walker,C,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,62,509.0,17,574,538,34,2,2,0,0,.997,3
214,1189162240,E. Holman,Evan Holman,Holman,Evan,C,Old Dominion University,ODU,3090,Old Dominion,BBC,S,R,37,276.0,9,284,259,24,1,1,0,0,.996,2
214,1296545280,Z. Ramppen,Zack Ramppen,Ramppen,Zack,C,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,40,320.0,7,284,252,31,1,0,0,0,.996,3
216,1317505536,T. Elliott,Travis Elliott,Elliott,Travis,2B,The Citadel,CIT,730366720,The Citadel,BBC,R,R,56,481.1,203,275,115,159,1,0,1,0,.996,28
217,1189127936,J. Stransky,Justin Stransky,Stransky,Justin,C,Fresno State,FRES,730384384,Fresno State,BBC,R,R,59,502.0,16,537,499,36,2,1,1,0,.996,2
218,1153715200,J. Jarrell,Jacob Jarrell,Jarrell,Jacob,C,Clemson University,CLEM,730358784,Clemson,BBC,R,R,59,493.0,9,535,494,39,2,1,1,0,.996,1
219,1342168338,H. Russell,Houston Russell,Russell,Houston,C,Purdue University,PUR,730353152,Purdue,BBC,R,R,39,280.1,14,262,244,17,1,1,0,0,.996,2
220,1196803072,L. Poteet,Logan Poteet,Poteet,Logan,C,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,51,440.0,10,518,471,45,2,1,1,0,.996,8
221,1238255872,L. Mistone,Luke Mistone,Mistone,Luke,1B,Murray State University,MURR,730188032,Murray State,BBC,R,R,61,528.2,120,503,465,36,2,0,2,0,.996,25
222,1099145984,R. Galvan,Rylan Galvan,Galvan,Rylan,C,University of Texas,TEX,245,Texas,BBC,R,R,55,446.2,12,501,468,31,2,1,1,0,.996,0
223,1176005632,O. Estabrook,Owen Estabrook,Estabrook,Owen,C,Columbia University,CLMB,730319104,Columbia,BBC,R,R,34,274.1,15,246,222,23,1,0,1,0,.996,3
224,1616187675,T. Davis,Tague Davis,Davis,Tague,TWP,University of Louisville,LOU,5467,Louisville,BBC,L,L,64,519.2,91,489,468,19,2,1,1,0,.996,45
225,1590045009,Z. Goodwin,Zak Goodwin,Goodwin,Zak,C,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,36,300.2,6,244,226,17,1,0,1,0,.996,2
226,1279356928,C. Cahill,Cole Cahill,Cahill,Cole,1B,University of Toledo,TOL,5388,Toledo,BBC,L,L,55,460.1,98,484,456,26,2,0,2,0,.996,29
227,1085273600,M. Self,Mason Self,Self,Mason,TWP,Radford University,RAD,730267392,Radford,BBC,R,R,42,250.0,36,241,232,8,1,0,1,0,.996,15
228,1146205440,B. Chang,Brandon Chang,Chang,Brandon,C,Brown University,BRWN,730236160,Brown,BBC,R,R,28,231.0,7,238,213,24,1,1,0,0,.996,0
229,1205026048,B. Bryan,Brooks Bryan,Bryan,Brooks,C,Troy University,TROY,730378496,Troy,BBC,L,R,59,503.1,28,469,439,28,2,0,2,0,.996,3
230,1281616129,H. Shupe,Hudson Shupe,Shupe,Hudson,2B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,53,462.2,169,233,88,144,1,0,1,0,.996,33
231,1097334050,C. Fralick,Chase Fralick,Fralick,Chase,C,Auburn University,AUB,5466,Auburn,BBC,L,R,49,419.2,11,464,435,27,2,0,2,0,.996,2
232,1310580992,D. Paris,Derek Paris,Paris,Derek,C,UMBC,UMBC,730210304,UMBC,BBC,R,R,43,327.1,45,230,211,18,1,0,1,0,.996,1
233,1207881216,B. Zeigler-Namoa,Ben Zeigler-Namoa,Zeigler-Namoa,Ben,1B,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,L,55,488.0,111,458,434,22,2,0,2,0,.996,39
234,1153058304,H. Sobecki,Hayden Sobecki,Sobecki,Hayden,1B,Yale University,YALE,730334464,Yale,BBC,R,R,36,308.2,65,228,217,10,1,0,1,0,.996,13
235,1004169216,N. Vargas,Nate Vargas,Vargas,Nate,C,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,R,41,354.1,8,446,423,21,2,2,0,0,.996,1
236,1184442368,B. Arendt,Bryan Arendt,Arendt,Bryan,C,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,52,425.0,10,433,399,32,2,1,1,0,.995,1
237,1310335744,C. Rasmussen,Connor Rasmussen,Rasmussen,Connor,2B,Tulane University,TULN,730354176,Tulane,BBC,L,R,58,491.1,145,215,79,135,1,0,1,0,.995,36
238,1310332928,R. Helfrick,Ryder Helfrick,Helfrick,Ryder,C,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,60,474.2,15,641,612,26,3,2,1,0,.995,3
239,1304426498,E. Paulsen,Erik Paulsen,Paulsen,Erik,TWP,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,48,403.1,82,427,400,25,2,0,2,0,.995,39
240,1263100160,R. Liddington,Robbie Liddington,Liddington,Robbie,1B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,L,50,420.0,80,421,403,16,2,1,1,0,.995,46
240,1660722588,P. Brzustewicz,Parker Brzustewicz,Brzustewicz,Parker,1B,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,50,420.0,104,421,402,17,2,1,2,0,.995,18
242,1293170944,T. OBrien,Timmy OBrien,OBrien,Timmy,1B,Bradley University,BRAD,730253312,Bradley,BBC,R,R,51,432.2,95,418,398,18,2,1,1,0,.995,36
243,1195553024,A. Benhardt,Alan Benhardt,Benhardt,Alan,1B,Winthrop University,WIN,730294784,Winthrop,BBC,L,L,54,457.1,87,417,395,20,2,0,2,0,.995,27
244,1336579840,H. Ford,Henry Ford,Ford,Henry,RF,University of Virginia,UVA,5415,Virginia,BBC,R,R,50,435.2,134,208,201,6,1,0,0,0,.995,8
245,1138590720,E. Cloyd,Evan Cloyd,Cloyd,Evan,1B,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,54,451.2,81,415,379,34,2,0,2,0,.995,25
246,1310847488,E. Appelwick,Evan Appelwick,Appelwick,Evan,1B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,58,488.1,85,414,384,28,2,0,2,0,.995,19
246,1086008064,L. Boedicker,Lex Boedicker,Boedicker,Lex,1B,University of Central Florida,UCF,730256640,Central Florida,BBC,L,R,49,418.0,81,414,382,30,2,0,2,0,.995,41
248,1056312556,Z. Thompson,Zack Thompson,Thompson,Zack,C,Mercer University,MER,730240512,Mercer,BBC,R,R,53,413.2,9,412,387,23,2,1,0,0,.995,1
249,1176352256,J. Lehman,Justin Lehman,Lehman,Justin,TWP,Army West Point,ARMY,4744,Army,BBC,L,R,48,330.2,84,205,184,20,1,1,0,0,.995,15
249,1251438849,M. Lytle,Mason Lytle,Lytle,Mason,CF,UTSA,UTSA,730373120,UTSA,BBC,R,R,62,518.1,268,205,199,5,1,0,1,0,.995,2
251,1330961408,R. Ferremi,Ryan Ferremi,Ferremi,Ryan,1B,University at Albany,ALBY,730280448,Albany,BBC,L,R,54,444.1,74,406,384,20,2,0,2,0,.995,39
252,1085299200,T. Thomas,Tanner Thomas,Thomas,Tanner,1B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,51,420.0,79,403,383,18,2,1,1,0,.995,32
253,1176352000,W. Budnick,Will Budnick,Budnick,Will,1B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,L,52,434.0,81,399,375,22,2,1,1,0,.995,27
253,1278316989,J. Sorenson,Jaxon Sorenson,Sorenson,Jaxon,1B,Liberty University,LIB,730156288,Liberty,BBC,L,R,56,489.1,107,399,357,40,2,1,1,0,.995,21
255,1336353280,C. Brueggemann,Colin Brueggemann,Brueggemann,Colin,1B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,53,455.2,75,395,377,16,2,0,2,0,.995,31
256,1196300536,R. Lordier,Ryan Lordier,Lordier,Ryan,2B,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,46,365.1,130,197,85,111,1,1,0,0,.995,21
257,1150232064,R. Ayers,Robbie Ayers,Ayers,Robbie,C,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,45,357.1,8,391,366,23,2,1,1,0,.995,4
258,1285054209,S. Swenson,Sean Swenson,Swenson,Sean,1B,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,54,451.1,67,390,377,11,2,2,1,0,.995,33
259,1870143898,J. Sanchez,Jacob Sanchez,Sanchez,Jacob,1B,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,52,444.2,83,389,362,25,2,1,1,0,.995,40
260,1310689792,C. McHugh,Chris McHugh,McHugh,Chris,1B,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,53,428.2,87,387,370,15,2,1,1,0,.995,26
261,1196830209,J. Winnay,Jack Winnay,Winnay,Jack,1B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,59,489.1,96,383,361,20,2,1,1,0,.995,20
262,1120324096,A. Zarlingo,Anthony Zarlingo,Zarlingo,Anthony,CF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,S,R,56,475.1,263,190,187,2,1,0,1,0,.995,1
263,1294955264,Z. Yorke,Zach Yorke,Yorke,Zach,1B,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,44,377.1,59,374,363,9,2,1,2,0,.995,23
264,1156909056,J. Lewis,Jeriah Lewis,Lewis,Jeriah,CF,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,58,495.1,281,186,185,0,1,0,1,0,.995,0
265,1289668671,L. Hernandez,Luis Hernandez,Hernandez,Luis,C,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,53,405.1,6,553,518,32,3,3,0,0,.995,3
265,1387425416,S. Grunberg,Sam Grunberg,Grunberg,Sam,1B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,58,488.1,91,553,534,16,3,1,2,0,.995,44
267,1145241856,C. Reisdorph,Chance Reisdorph,Reisdorph,Chance,C,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,38,215.0,8,184,165,18,1,0,1,0,.995,0
268,1141496832,A. Stucky,Andrew Stucky,Stucky,Andrew,C,UTSA,UTSA,730373120,UTSA,BBC,R,R,44,369.1,13,363,334,27,2,2,0,0,.994,2
268,1299974400,H. Klotz,Hunter Klotz,Klotz,Hunter,1B,Kent State University,KENT,730315008,Kent State,BBC,L,R,47,373.0,65,363,341,20,2,1,2,0,.994,33
270,1196798464,I. Irish,Ike Irish,Irish,Ike,RF,Auburn University,AUB,5466,Auburn,BBC,L,R,54,457.0,115,181,169,11,1,0,1,0,.994,2
271,1191676160,M. Galvan,Marcus Galvan,Galvan,Marcus,C,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,45,352.0,9,361,323,36,2,2,0,0,.994,1
272,1263652608,N. Hosie,Nick Hosie,Hosie,Nick,C,Bradley University,BRAD,730253312,Bradley,BBC,L,R,46,375.2,11,360,328,30,2,2,0,0,.994,4
273,1101830656,J. Ference,Jacob Ference,Ference,Jacob,C,University of Virginia,UVA,5415,Virginia,BBC,R,R,39,316.1,9,358,332,24,2,0,2,0,.994,7
273,1238196480,T. Curless,Tristan Curless,Curless,Tristan,TWP,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,L,48,357.1,78,358,340,16,2,0,2,0,.994,24
275,1162535680,J. Tucker,Jackson Tucker,Tucker,Jackson,CF,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,53,464.1,254,177,175,1,1,0,1,0,.994,1
276,1310831104,M. Russo,Matthew Russo,Russo,Matthew,1B,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,R,63,549.2,94,530,516,11,3,1,1,0,.994,35
277,1193185792,L. Sutter,Logan Sutter,Sutter,Logan,1B,Purdue University,PUR,730353152,Purdue,BBC,R,R,48,391.0,76,350,324,24,2,1,1,0,.994,30
277,1142656000,L. Ismalli,Lucas Ismalli,Ismalli,Lucas,1B,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,44,367.1,95,350,326,22,2,0,2,0,.994,15
279,1142668800,I. Escobar,Irvin Escobar,Escobar,Irvin,C,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,46,316.0,8,348,313,33,2,1,0,0,.994,4
280,1251236096,N. Shuhet,Nick Shuhet,Shuhet,Nick,C,Rider University,RID,730174976,Rider,BBC,R,R,49,429.1,20,347,320,25,2,1,0,0,.994,3
281,1137369344,J. Luetzow,Johnny Luetzow,Luetzow,Johnny,C,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,37,298.2,9,346,314,30,2,2,0,0,.994,2
282,1255842560,A. Birge,Alex Birge,Birge,Alex,C,University of California,CAL,730152448,California,BBC,L,R,42,323.2,13,345,316,27,2,0,2,0,.994,2
283,1153296384,T. Thach,Tanner Thach,Thach,Tanner,1B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,L,58,510.1,101,511,474,34,3,3,0,0,.994,34
284,1199283200,A. Rivas,Alexander Rivas,Rivas,Andrew,1B,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,L,50,415.0,79,338,314,22,2,1,1,0,.994,32
284,1206710272,C. Headlee,Caden Headlee,Headlee,Caden,CF,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,L,58,492.0,255,169,168,0,1,0,1,0,.994,0
286,1268046592,K. Schuessler,Kimble Schuessler,Schuessler,Kimble,1B,University of Texas,TEX,245,Texas,BBC,R,R,58,514.1,112,504,466,35,3,0,3,0,.994,44
287,1143009280,M. Winslow,Macon Winslow,Winslow,Macon,C,Duke University,DUKE,730336256,Duke,BBC,R,R,52,446.1,15,502,455,44,3,2,1,0,.994,3
288,1207887104,G. Wright,Garrett Wright,Wright,Garrett,C,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,54,456.2,85,333,295,36,2,0,2,0,.994,5
289,1258110720,H. Povey,Harrison Povey,Povey,Harrison,CF,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,59,508.2,245,166,164,1,1,0,1,0,.994,0
290,1125677568,S. Greico,Sebastian Greico,Greico,Sebastian,1B,University of South Florida,USF,2292,South Florida,BBC,L,R,45,390.1,75,329,313,14,2,0,2,0,.994,19
291,1226350592,M. Artzberger,Michelle Artzberger,Artzberger,Michelle,1B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,L,L,55,458.1,103,489,457,29,3,2,1,0,.994,30
292,1162555136,R. Brome,Ryan Brome,Brome,Ryan,1B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,41,326.2,66,325,306,17,2,1,1,0,.994,35
